# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,FS_sum_1K,central_1K,shoulder_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,FS_sum_3K,central_3K,shoulder_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,FS_sum_5K,central_5K,shoulder_5K
340.023,-0.663941,-0.73441,-0.671577,-0.671722,-0.734265,353.041,-0.18796,-0.421634,-0.207446,-0.207523,-0.421556,359.714,0.331814,-0.102988,0.29721,0.29708,-0.102858
340.048,-0.663782,-0.734471,-0.671376,-0.671522,-0.734325,353.066,-0.18717,-0.421826,-0.20671,-0.206788,-0.421748,359.742,0.333195,-0.103334,0.298728,0.298596,-0.103203
340.073,-0.66363,-0.734532,-0.671174,-0.671321,-0.734385,353.092,-0.186401,-0.422019,-0.205971,-0.20605,-0.421939,359.769,0.334585,-0.103682,0.300254,0.30012,-0.103548
340.098,-0.663432,-0.734593,-0.67097,-0.671119,-0.734445,353.117,-0.185629,-0.422211,-0.205228,-0.205308,-0.422131,359.797,0.335984,-0.104029,0.301787,0.301651,-0.103893
340.123,-0.663201,-0.734654,-0.670766,-0.670916,-0.734505,353.143,-0.184871,-0.422403,-0.204481,-0.204563,-0.422322,359.824,0.337402,-0.104376,0.303328,0.30319,-0.104238
340.148,-0.662971,-0.734715,-0.670561,-0.670712,-0.734565,353.168,-0.184178,-0.422596,-0.203731,-0.203814,-0.422513,359.852,0.338842,-0.104723,0.304876,0.304736,-0.104583
340.173,-0.662718,-0.734777,-0.670355,-0.670507,-0.734624,353.194,-0.183483,-0.422788,-0.202978,-0.203062,-0.422705,359.879,0.340296,-0.10507,0.306432,0.30629,-0.104928
340.198,-0.662465,-0.734838,-0.670148,-0.670301,-0.734684,353.219,-0.182747,-0.422981,-0.202221,-0.202306,-0.422896,359.907,0.341756,-0.105417,0.307996,0.307852,-0.105273
340.223,-0.662215,-0.734899,-0.669939,-0.670094,-0.734744,353.245,-0.182012,-0.423173,-0.20146,-0.201546,-0.423087,359.935,0.343231,-0.105765,0.309566,0.30942,-0.105618
340.248,-0.662012,-0.73496,-0.66973,-0.669886,-0.734803,353.27,-0.181299,-0.423366,-0.200696,-0.200783,-0.423278,359.962,0.344712,-0.106112,0.311146,0.310997,-0.105963
340.273,-0.661779,-0.735021,-0.66952,-0.669677,-0.734863,353.296,-0.180578,-0.423558,-0.199928,-0.200017,-0.42347,359.99,0.346154,-0.106459,0.312731,0.31258,-0.106308
340.298,-0.661551,-0.735082,-0.669308,-0.669467,-0.734923,353.321,-0.179835,-0.423751,-0.199156,-0.199246,-0.423661,360.017,0.34756,-0.106806,0.314325,0.314172,-0.106653
340.323,-0.661369,-0.735143,-0.669096,-0.669256,-0.734983,353.347,-0.179107,-0.423943,-0.198381,-0.198472,-0.423852,360.045,0.349,-0.107153,0.315926,0.315771,-0.106998
340.348,-0.661162,-0.735204,-0.668882,-0.669044,-0.735042,353.372,-0.178364,-0.424136,-0.197602,-0.197694,-0.424044,360.072,0.350449,-0.107501,0.317536,0.317378,-0.107343
340.373,-0.660949,-0.735265,-0.668667,-0.66883,-0.735102,353.398,-0.177637,-0.424328,-0.19682,-0.196913,-0.424235,360.1,0.351987,-0.107848,0.319153,0.318992,-0.107688
340.398,-0.660744,-0.735326,-0.668452,-0.668616,-0.735162,353.423,-0.176868,-0.424521,-0.196034,-0.196128,-0.424426,360.127,0.353544,-0.108195,0.320776,0.320614,-0.108032
340.423,-0.6605,-0.735387,-0.668235,-0.6684,-0.735221,353.449,-0.176045,-0.424713,-0.195243,-0.195339,-0.424618,360.155,0.355069,-0.108542,0.322409,0.322243,-0.108377
340.448,-0.660264,-0.735448,-0.668016,-0.668184,-0.735281,353.474,-0.175188,-0.424906,-0.194449,-0.194546,-0.424809,360.182,0.356594,-0.10889,0.324049,0.323882,-0.108722
340.473,-0.659982,-0.735509,-0.667797,-0.667966,-0.735341,353.5,-0.174374,-0.425098,-0.193652,-0.193751,-0.425,360.21,0.35815,-0.109237,0.325698,0.325527,-0.109067
340.498,-0.659648,-0.73557,-0.667577,-0.667747,-0.7354,353.525,-0.173576,-0.425291,-0.192851,-0.192951,-0.425191,360.237,0.359626,-0.109585,0.327354,0.327181,-0.109412
340.523,-0.659332,-0.735631,-0.667356,-0.667527,-0.73546,353.551,-0.172809,-0.425484,-0.192046,-0.192147,-0.425383,360.265,0.361055,-0.109932,0.329017,0.328841,-0.109756
340.548,-0.658995,-0.735692,-0.667133,-0.667306,-0.735519,353.576,-0.171979,-0.425676,-0.191238,-0.19134,-0.425574,360.292,0.362455,-0.110279,0.330688,0.33051,-0.110101
340.573,-0.658666,-0.735753,-0.66691,-0.667084,-0.735579,353.602,-0.171152,-0.425869,-0.190426,-0.19053,-0.425765,360.32,0.363866,-0.110627,0.332367,0.332186,-0.110446
340.598,-0.658289,-0.735815,-0.666685,-0.666861,-0.735639,353.627,-0.170319,-0.426062,-0.18961,-0.189715,-0.425956,360.347,0.365344,-0.110974,0.334053,0.333869,-0.11079
340.623,-0.657907,-0.735876,-0.666459,-0.666636,-0.735698,353.653,-0.169465,-0.426254,-0.18879,-0.188897,-0.426147,360.375,0.366867,-0.111322,0.335747,0.33556,-0.111135
340.648,-0.657536,-0.735937,-0.666232,-0.666411,-0.735758,353.678,-0.168608,-0.426447,-0.187967,-0.188075,-0.426339,360.402,0.368434,-0.111669,0.337449,0.33726,-0.111479
340.673,-0.657196,-0.735998,-0.666004,-0.666184,-0.735818,353.704,-0.167732,-0.426639,-0.18714,-0.18725,-0.42653,360.43,0.370034,-0.112016,0.339159,0.338967,-0.111824
340.698,-0.656872,-0.736059,-0.665775,-0.665957,-0.735877,353.729,-0.166777,-0.426832,-0.186309,-0.18642,-0.426721,360.457,0.371653,-0.112363,0.340875,0.340679,-0.112168
340.723,-0.656569,-0.73612,-0.665545,-0.665728,-0.735937,353.755,-0.165817,-0.427025,-0.185475,-0.185588,-0.426912,360.485,0.373279,-0.112711,0.342599,0.342401,-0.112512
340.748,-0.656238,-0.736181,-0.665313,-0.665498,-0.735996,353.78,-0.164911,-0.427217,-0.184637,-0.184751,-0.427103,360.512,0.374936,-0.113058,0.34433,0.344128,-0.112856
340.773,-0.655921,-0.736242,-0.665081,-0.665267,-0.736056,353.806,-0.164018,-0.42741,-0.183795,-0.183911,-0.427294,360.54,0.376622,-0.113405,0.346069,0.345864,-0.1132
340.798,-0.655605,-0.736303,-0.664847,-0.665035,-0.736115,353.831,-0.163135,-0.427603,-0.182949,-0.183066,-0.427485,360.567,0.378315,-0.113752,0.347816,0.347608,-0.113544
340.823,-0.655219,-0.736365,-0.664612,-0.664802,-0.736175,353.857,-0.162272,-0.427795,-0.1821,-0.182219,-0.427676,360.595,0.380017,-0.114099,0.349572,0.349361,-0.113888
340.849,-0.654854,-0.736426,-0.664376,-0.664567,-0.736234,353.882,-0.161392,-0.427988,-0.181247,-0.181368,-0.427867,360.622,0.381724,-0.114446,0.351335,0.35112,-0.114232
340.874,-0.65451,-0.736487,-0.664139,-0.664332,-0.736294,353.908,-0.160499,-0.428181,-0.18039,-0.180513,-0.428058,360.65,0.38344,-0.114793,0.353106,0.352888,-0.114576
340.899,-0.654184,-0.736548,-0.663901,-0.664095,-0.736353,353.933,-0.159621,-0.428373,-0.17953,-0.179654,-0.428249,360.677,0.385157,-0.115141,0.354884,0.354663,-0.11492
340.924,-0.653892,-0.736609,-0.663661,-0.663858,-0.736413,353.959,-0.15872,-0.428566,-0.178666,-0.178792,-0.42844,360.705,0.386873,-0.115488,0.356669,0.356445,-0.115263
340.949,-0.653646,-0.73667,-0.663421,-0.663619,-0.736472,353.984,-0.157832,-0.428758,-0.177798,-0.177926,-0.428631,360.732,0.388575,-0.115834,0.358462,0.358234,-0.115607
340.974,-0.653423,-0.736731,-0.663179,-0.663379,-0.736531,354.01,-0.156986,-0.428951,-0.176926,-0.177056,-0.428821,360.76,0.390301,-0.116182,0.360264,0.360032,-0.11595
340.999,-0.653247,-0.736792,-0.662937,-0.663138,-0.736591,354.035,-0.156135,-0.429143,-0.176051,-0.176182,-0.429012,360.787,0.392,-0.116529,0.362073,0.361838,-0.116294
341.024,-0.653068,-0.736853,-0.662693,-0.662896,-0.73665,354.061,-0.155265,-0.429336,-0.175171,-0.175304,-0.429203,360.815,0.39369,-0.116876,0.36389,0.363651,-0.116637
341.049,-0.652897,-0.736914,-0.662448,-0.662653,-0.736709,354.086,-0.154406,-0.429529,-0.174288,-0.174423,-0.429394,360.842,0.395382,-0.117223,0.365716,0.365473,-0.116981
341.074,-0.652804,-0.736975,-0.662202,-0.662409,-0.736768,354.112,-0.153571,-0.429721,-0.173401,-0.173537,-0.429585,360.87,0.397076,-0.11757,0.367549,0.367303,-0.117324
341.099,-0.652683,-0.737036,-0.661955,-0.662164,-0.736828,354.137,-0.152761,-0.429914,-0.17251,-0.172649,-0.429775,360.897,0.398789,-0.117917,0.36939,0.36914,-0.117667
341.124,-0.652561,-0.737097,-0.661707,-0.661917,-0.736887,354.163,-0.151971,-0.430107,-0.171616,-0.171756,-0.429966,360.925,0.400491,-0.118264,0.371239,0.370985,-0.11801
341.149,-0.65243,-0.737158,-0.661457,-0.661669,-0.736946,354.188,-0.151162,-0.430299,-0.170718,-0.17086,-0.430157,360.952,0.40213,-0.118612,0.373096,0.372838,-0.118354
341.173,-0.652255,-0.737219,-0.661207,-0.66142,-0.737005,354.214,-0.150398,-0.430492,-0.169816,-0.16996,-0.430347,360.98,0.403737,-0.118959,0.374961,0.374699,-0.118697
341.199,-0.652072,-0.73728,-0.660954,-0.66117,-0.737065,354.239,-0.149661,-0.430684,-0.168909,-0.169056,-0.430538,361.007,0.405353,-0.119306,0.376834,0.376569,-0.11904
341.224,-0.651847,-0.737341,-0.660701,-0.660919,-0.737124,354.265,-0.148925,-0.430877,-0.167999,-0.168147,-0.430729,361.035,0.406982,-0.119654,0.378716,0.378446,-0.119383
341.248,-0.651612,-0.737403,-0.660447,-0.660666,-0.737183,354.29,-0.148236,-0.43107,-0.167084,-0.167235,-0.43092,361.063,0.408596,-0.120001,0.380604,0.38033,-0.119726
341.273,-0.651338,-0.737464,-0.660192,-0.660413,-0.737242,354.316,-0.147533,-0.431263,-0.166166,-0.166319,-0.43111,361.09,0.410215,-0.120348,0.3825,0.382222,-0.120069
341.298,-0.651036,-0.737525,-0.659935,-0.660158,-0.737301,354.341,-0.146776,-0.431455,-0.165244,-0.165399,-0.431301,361.118,0.41182,-0.120695,0.384404,0.384121,-0.120412
341.323,-0.650697,-0.737586,-0.659677,-0.659903,-0.73736,354.367,-0.145976,-0.431648,-0.164319,-0.164476,-0.431491,361.145,0.413427,-0.121042,0.386316,0.386029,-0.120755
341.348,-0.650309,-0.737647,-0.659418,-0.659646,-0.737419,354.392,-0.145183,-0.431841,-0.16339,-0.163549,-0.431682,361.173,0.41504,-0.12139,0.388237,0.387945,-0.121098
341.373,-0.64997,-0.737708,-0.659158,-0.659388,-0.737478,354.418,-0.144355,-0.432033,-0.162457,-0.162619,-0.431872,361.2,0.416652,-0.121737,0.390164,0.389867,-0.12144
341.398,-0.649631,-0.737769,-0.658897,-0.659128,-0.737537,354.443,-0.14351,-0.432226,-0.161521,-0.161684,-0.432062,361.228,0.418261,-0.122084,0.392099,0.391798,-0.121783
341.423,-0.649315,-0.73783,-0.658634,-0.658868,-0.737596,354.469,-0.142657,-0.432419,-0.16058,-0.160746,-0.432253,361.255,0.419894,-0.122431,0.394042,0.393736,-0.122125
341.448,-0.649004,-0.737891,-0.658371,-0.658606,-0.737655,354.494,-0.141782,-0.432611,-0.159636,-0.159804,-0.432443,361.283,0.421533,-0.122778,0.395993,0.395682,-0.122467
341.473,-0.648659,-0.737952,-0.658105,-0.658343,-0.737714,354.52,-0.140945,-0.432804,-0.158688,-0.158858,-0.432633,361.31,0.423154,-0.123125,0.397953,0.397637,-0.12281
341.498,-0.64829,-0.738013,-0.657839,-0.658078,-0.737774,354.545,-0.14008,-0.432996,-0.157735,-0.157908,-0.432824,361.338,0.42479,-0.123472,0.39992,0.399599,-0.123152
341.523,-0.647968,-0.738074,-0.657571,-0.657812,-0.737833,354.571,-0.139188,-0.433189,-0.156779,-0.156955,-0.433014,361.365,0.426422,-0.12382,0.401895,0.401569,-0.123494
341.548,-0.647617,-0.738135,-0.657302,-0.657545,-0.737892,354.596,-0.13824,-0.433382,-0.15582,-0.155997,-0.433204,361.393,0.428045,-0.124167,0.403877,0.403547,-0.123836
341.573,-0.64726,-0.738196,-0.657032,-0.657277,-0.737951,354.622,-0.1373,-0.433574,-0.154856,-0.155036,-0.433394,361.42,0.429657,-0.124514,0.405867,0.405531,-0.124178
341.598,-0.646983,-0.738257,-0.65676,-0.657008,-0.738009,354.647,-0.136327,-0.433767,-0.153889,-0.154071,-0.433584,361.448,0.431251,-0.124861,0.407867,0.407525,-0.12452
341.623,-0.646718,-0.738318,-0.656487,-0.656737,-0.738068,354.673,-0.135331,-0.433959,-0.152917,-0.153103,-0.433774,361.475,0.432842,-0.125208,0.409873,0.409526,-0.124862
341.648,-0.646469,-0.738379,-0.656214,-0.656466,-0.738127,354.698,-0.134345,-0.434152,-0.151942,-0.15213,-0.433964,361.503,0.434423,-0.125555,0.411885,0.411533,-0.125203
341.673,-0.646236,-0.73844,-0.655938,-0.656193,-0.738186,354.724,-0.133351,-0.434345,-0.150963,-0.151154,-0.434154,361.53,0.436004,-0.125902,0.413906,0.413548,-0.125544
341.698,-0.646013,-0.738501,-0.655662,-0.655919,-0.738245,354.749,-0.1324,-0.434537,-0.149981,-0.150175,-0.434344,361.558,0.437584,-0.126249,0.415935,0.415572,-0.125886
341.723,-0.645746,-0.738562,-0.655385,-0.655643,-0.738304,354.775,-0.131461,-0.43473,-0.148995,-0.149191,-0.434534,361.585,0.439175,-0.126597,0.417973,0.417604,-0.126227
341.748,-0.645603,-0.738624,-0.655106,-0.655367,-0.738363,354.8,-0.130497,-0.434922,-0.148004,-0.148203,-0.434723,361.613,0.440749,-0.126944,0.420018,0.419643,-0.126569
341.773,-0.6455,-0.738685,-0.654826,-0.655089,-0.738421,354.826,-0.129564,-0.435115,-0.14701,-0.147211,-0.434913,361.64,0.442324,-0.127291,0.42207,0.421689,-0.12691
341.798,-0.645371,-0.738746,-0.654545,-0.65481,-0.73848,354.851,-0.128679,-0.435307,-0.146012,-0.146217,-0.435103,361.668,0.443891,-0.127638,0.424129,0.423742,-0.12725
341.823,-0.645158,-0.738807,-0.654262,-0.65453,-0.738539,354.877,-0.127833,-0.4355,-0.145011,-0.145218,-0.435292,361.695,0.445473,-0.127985,0.426197,0.425804,-0.127591
341.848,-0.64487,-0.738868,-0.653979,-0.654249,-0.738598,354.902,-0.127031,-0.435692,-0.144005,-0.144215,-0.435482,361.723,0.447071,-0.128331,0.428272,0.427872,-0.127932
341.873,-0.644618,-0.738928,-0.653694,-0.653967,-0.738656,354.928,-0.126232,-0.435885,-0.142995,-0.143208,-0.435672,361.75,0.448685,-0.128679,0.430357,0.429951,-0.128273
341.898,-0.644409,-0.738989,-0.653408,-0.653683,-0.738715,354.953,-0.125422,-0.436077,-0.141981,-0.142197,-0.435861,361.778,0.450336,-0.129026,0.432448,0.432035,-0.128613
341.923,-0.644187,-0.73905,-0.653121,-0.653398,-0.738773,354.979,-0.124575,-0.43627,-0.140963,-0.141182,-0.436051,361.805,0.451952,-0.129373,0.434546,0.434127,-0.128954
341.948,-0.643997,-0.739111,-0.652833,-0.653113,-0.738832,355.004,-0.123711,-0.436463,-0.139941,-0.140163,-0.43624,361.833,0.453545,-0.12972,0.436653,0.436227,-0.129294
341.973,-0.643812,-0.739172,-0.652543,-0.652825,-0.73889,355.03,-0.12284,-0.436655,-0.138915,-0.139141,-0.43643,361.86,0.45522,-0.130067,0.438768,0.438336,-0.129634
341.998,-0.643576,-0.739233,-0.652253,-0.652537,-0.738949,355.055,-0.122019,-0.436848,-0.137886,-0.138114,-0.436619,361.888,0.456928,-0.130414,0.440891,0.440451,-0.129975
342.023,-0.643336,-0.739294,-0.651961,-0.652248,-0.739007,355.081,-0.121151,-0.43704,-0.136852,-0.137084,-0.436808,361.915,0.458642,-0.130761,0.44302,0.442573,-0.130314
342.048,-0.643085,-0.739355,-0.651667,-0.651957,-0.739066,355.106,-0.120283,-0.437233,-0.135816,-0.136051,-0.436998,361.943,0.46035,-0.131108,0.445158,0.444704,-0.130654
342.073,-0.642815,-0.739416,-0.651372,-0.651664,-0.739124,355.132,-0.119442,-0.437425,-0.134775,-0.135014,-0.437187,361.97,0.462039,-0.131455,0.447304,0.446843,-0.130994
342.098,-0.642549,-0.739477,-0.651076,-0.651371,-0.739182,355.157,-0.118664,-0.437618,-0.133731,-0.133973,-0.437376,361.998,0.463712,-0.131802,0.449457,0.448989,-0.131334
342.123,-0.642276,-0.739538,-0.650779,-0.651076,-0.739241,355.183,-0.117841,-0.437811,-0.132682,-0.132927,-0.437565,362.025,0.465421,-0.132149,0.451618,0.451142,-0.131674
342.148,-0.641991,-0.739599,-0.65048,-0.650779,-0.739299,355.208,-0.116985,-0.438003,-0.131629,-0.131878,-0.437754,362.053,0.467172,-0.132496,0.453785,0.453302,-0.132013
342.173,-0.641739,-0.73966,-0.650179,-0.650482,-0.739358,355.234,-0.116081,-0.438196,-0.130573,-0.130826,-0.437943,362.08,0.468994,-0.132843,0.455961,0.45547,-0.132352
342.198,-0.641441,-0.739721,-0.649878,-0.650183,-0.739416,355.259,-0.115177,-0.438388,-0.129513,-0.129769,-0.438132,362.108,0.470904,-0.13319,0.458144,0.457645,-0.132691
342.223,-0.641103,-0.739782,-0.649575,-0.649882,-0.739474,355.285,-0.11432,-0.438581,-0.128449,-0.128708,-0.438321,362.135,0.47283,-0.133538,0.460337,0.45983,-0.13303
342.248,-0.640759,-0.739843,-0.64927,-0.649581,-0.739533,355.31,-0.113413,-0.438773,-0.127381,-0.127644,-0.43851,362.163,0.474748,-0.133885,0.462537,0.462021,-0.133369
342.273,-0.64044,-0.739904,-0.648965,-0.649278,-0.739591,355.336,-0.112506,-0.438966,-0.126309,-0.126576,-0.438698,362.19,0.476683,-0.134232,0.464742,0.464219,-0.133708
342.298,-0.640038,-0.739965,-0.648658,-0.648973,-0.739649,355.361,-0.111577,-0.439158,-0.125234,-0.125505,-0.438887,362.218,0.478624,-0.134579,0.466956,0.466424,-0.134047
342.323,-0.639616,-0.740026,-0.648349,-0.648667,-0.739708,355.387,-0.110708,-0.43935,-0.124155,-0.12443,-0.439075,362.245,0.480542,-0.134926,0.469178,0.468637,-0.134385
342.348,-0.639213,-0.740087,-0.648039,-0.64836,-0.739766,355.412,-0.109817,-0.439543,-0.123071,-0.12335,-0.439264,362.273,0.482454,-0.135273,0.471408,0.470859,-0.134724
342.373,-0.638812,-0.740148,-0.647728,-0.648052,-0.739824,355.438,-0.108923,-0.439736,-0.121984,-0.122267,-0.439453,362.3,0.484354,-0.13562,0.473646,0.473088,-0.135062
342.398,-0.638358,-0.740209,-0.647415,-0.647742,-0.739882,355.463,-0.10804,-0.439928,-0.120893,-0.12118,-0.439641,362.328,0.486255,-0.135968,0.47589,0.475323,-0.1354
342.423,-0.637904,-0.74027,-0.647101,-0.647431,-0.73994,355.489,-0.10711,-0.440121,-0.119798,-0.120089,-0.439829,362.355,0.488186,-0.136315,0.478141,0.477565,-0.135738
342.448,-0.637465,-0.740331,-0.646786,-0.647119,-0.739999,355.514,-0.106146,-0.440313,-0.118699,-0.118994,-0.440018,362.383,0.490141,-0.136662,0.480401,0.479815,-0.136076
342.473,-0.63699,-0.740392,-0.64647,-0.646805,-0.740057,355.54,-0.105207,-0.440505,-0.117597,-0.117897,-0.440206,362.41,0.49211,-0.137009,0.482667,0.482072,-0.136413
342.498,-0.636598,-0.740454,-0.646152,-0.64649,-0.740115,355.565,-0.104251,-0.440698,-0.116492,-0.116796,-0.440394,362.438,0.494107,-0.137356,0.484941,0.484335,-0.136751
342.523,-0.63618,-0.740515,-0.645832,-0.646174,-0.740173,355.591,-0.103299,-0.44089,-0.115382,-0.11569,-0.440582,362.465,0.496149,-0.137703,0.487222,0.486607,-0.137088
342.548,-0.635696,-0.740576,-0.645512,-0.645856,-0.740231,355.616,-0.102336,-0.441083,-0.114268,-0.114581,-0.44077,362.493,0.498163,-0.13805,0.489511,0.488885,-0.137425
342.573,-0.635192,-0.740637,-0.645189,-0.645537,-0.740289,355.642,-0.101366,-0.441275,-0.113151,-0.113468,-0.440958,362.52,0.500184,-0.138397,0.491807,0.491172,-0.137762
342.598,-0.634774,-0.740698,-0.644866,-0.645217,-0.740347,355.667,-0.100388,-0.441468,-0.11203,-0.112351,-0.441146,362.548,0.502195,-0.138744,0.49411,0.493464,-0.138099
342.623,-0.634415,-0.740759,-0.644541,-0.644895,-0.740405,355.693,-0.0993865,-0.44166,-0.110905,-0.111231,-0.441333,362.575,0.504208,-0.139092,0.496422,0.495766,-0.138436
342.648,-0.634096,-0.74082,-0.644215,-0.644572,-0.740463,355.718,-0.0983741,-0.441852,-0.109776,-0.110107,-0.441521,362.603,0.506202,-0.139439,0.49874,0.498073,-0.138772
342.673,-0.633744,-0.740881,-0.643887,-0.644247,-0.740521,355.744,-0.0973463,-0.442045,-0.108642,-0.108978,-0.441709,362.63,0.508172,-0.139786,0.501066,0.500389,-0.139109
342.698,-0.633452,-0.740942,-0.643558,-0.643921,-0.740579,355.769,-0.0963443,-0.442237,-0.107505,-0.107846,-0.441897,362.658,0.510162,-0.140134,0.5034,0.502711,-0.139445
342.723,-0.633144,-0.741004,-0.643228,-0.643594,-0.740637,355.795,-0.0953343,-0.44243,-0.106365,-0.106711,-0.442084,362.685,0.512204,-0.140481,0.505739,0.505039,-0.139781
342.748,-0.632838,-0.741065,-0.642896,-0.643266,-0.740695,355.82,-0.0943428,-0.442622,-0.105221,-0.105571,-0.442272,362.713,0.51425,-0.140828,0.508087,0.507375,-0.140117
342.773,-0.632606,-0.741126,-0.642563,-0.642936,-0.740753,355.846,-0.0933537,-0.442815,-0.104072,-0.104428,-0.442459,362.74,0.516258,-0.141176,0.510442,0.509719,-0.140452
342.798,-0.632394,-0.741187,-0.642229,-0.642605,-0.740811,355.871,-0.0923745,-0.443007,-0.10292,-0.103281,-0.442646,362.768,0.518223,-0.141523,0.512805,0.51207,-0.140788
342.823,-0.632183,-0.741248,-0.641893,-0.642273,-0.740868,355.897,-0.091391,-0.4432,-0.101764,-0.10213,-0.442834,362.795,0.520155,-0.14187,0.515173,0.514426,-0.141123
342.848,-0.631999,-0.741309,-0.641556,-0.641939,-0.740926,355.922,-0.0903889,-0.443392,-0.100603,-0.100975,-0.443021,362.823,0.522105,-0.142218,0.517549,0.51679,-0.141458
342.873,-0.631798,-0.74137,-0.641218,-0.641604,-0.740984,355.947,-0.0893526,-0.443585,-0.0994398,-0.0998168,-0.443208,362.85,0.524099,-0.142565,0.519932,0.51916,-0.141793
342.898,-0.631649,-0.741431,-0.640878,-0.641267,-0.741041,355.973,-0.0882887,-0.443778,-0.098272,-0.0986545,-0.443395,362.878,0.526124,-0.142912,0.522321,0.521536,-0.142128
342.923,-0.631466,-0.741492,-0.640536,-0.640929,-0.741099,355.998,-0.0872307,-0.44397,-0.0971005,-0.0974886,-0.443582,362.905,0.528179,-0.143259,0.524716,0.523918,-0.142462
342.948,-0.631209,-0.741553,-0.640194,-0.64059,-0.741157,356.024,-0.0861776,-0.444163,-0.0959257,-0.0963194,-0.443769,362.933,0.530236,-0.143607,0.527118,0.526307,-0.142796
342.973,-0.630941,-0.741614,-0.63985,-0.64025,-0.741214,356.049,-0.0851487,-0.444355,-0.0947472,-0.0951466,-0.443956,362.96,0.532211,-0.143954,0.529527,0.528703,-0.14313
342.998,-0.630644,-0.741675,-0.639504,-0.639908,-0.741272,356.075,-0.084127,-0.444548,-0.0935654,-0.0939706,-0.444142,362.988,0.534151,-0.144301,0.531942,0.531105,-0.143463
343.023,-0.630353,-0.741737,-0.639157,-0.639564,-0.741329,356.1,-0.0831073,-0.44474,-0.0923789,-0.0927901,-0.444329,363.015,0.536118,-0.144648,0.534364,0.533512,-0.143796
343.048,-0.630018,-0.741798,-0.638809,-0.63922,-0.741387,356.126,-0.082091,-0.444933,-0.0911887,-0.0916059,-0.444515,363.043,0.538065,-0.144995,0.536793,0.535928,-0.144129
343.073,-0.629652,-0.741859,-0.638459,-0.638874,-0.741444,356.151,-0.0811271,-0.445125,-0.0899958,-0.0904191,-0.444702,363.07,0.540004,-0.145342,0.53923,0.53835,-0.144462
343.098,-0.629288,-0.74192,-0.638108,-0.638526,-0.741502,356.177,-0.0801609,-0.445318,-0.0887987,-0.0892282,-0.444888,363.098,0.54197,-0.14569,0.541673,0.540778,-0.144795
343.123,-0.628901,-0.741981,-0.637755,-0.638177,-0.741559,356.202,-0.0791744,-0.44551,-0.0875979,-0.0880337,-0.445074,363.126,0.543965,-0.146037,0.544122,0.543212,-0.145127
343.148,-0.628505,-0.742042,-0.637401,-0.637827,-0.741616,356.228,-0.0781619,-0.445703,-0.0863934,-0.0868356,-0.44526,363.153,0.546,-0.146384,0.546576,0.545652,-0.145459
343.173,-0.628099,-0.742103,-0.637046,-0.637475,-0.741674,356.253,-0.0771428,-0.445895,-0.0851853,-0.0856339,-0.445446,363.181,0.54809,-0.146731,0.549038,0.548098,-0.145791
343.198,-0.627707,-0.742164,-0.636689,-0.637122,-0.741731,356.279,-0.076129,-0.446088,-0.0839735,-0.0844287,-0.445632,363.208,0.550198,-0.147078,0.551505,0.550549,-0.146122
343.223,-0.627282,-0.742225,-0.636331,-0.636768,-0.741788,356.304,-0.0751598,-0.44628,-0.082759,-0.0832209,-0.445818,363.236,0.552334,-0.147425,0.553981,0.553009,-0.146454
343.248,-0.626903,-0.742286,-0.635971,-0.636412,-0.741845,356.33,-0.0741488,-0.446472,-0.0815399,-0.0820087,-0.446004,363.263,0.554511,-0.147773,0.556462,0.555474,-0.146785
343.273,-0.62652,-0.742347,-0.63561,-0.636055,-0.741902,356.355,-0.0731746,-0.446665,-0.0803173,-0.0807929,-0.446189,363.291,0.556704,-0.148119,0.558947,0.557943,-0.147115
343.298,-0.626042,-0.742409,-0.635247,-0.635696,-0.74196,356.381,-0.0721942,-0.446858,-0.07909,-0.0795726,-0.446375,363.318,0.558851,-0.148467,0.56144,0.560419,-0.147446
343.323,-0.625568,-0.74247,-0.634883,-0.635336,-0.742017,356.406,-0.0711874,-0.44705,-0.0778601,-0.0783498,-0.44656,363.346,0.561027,-0.148813,0.563938,0.5629,-0.147776
343.348,-0.625077,-0.742531,-0.634517,-0.634974,-0.742074,356.432,-0.070159,-0.447243,-0.0766266,-0.0771236,-0.446746,363.373,0.563212,-0.14916,0.566442,0.565387,-0.148105
343.373,-0.624622,-0.742592,-0.63415,-0.634611,-0.742131,356.457,-0.0691542,-0.447435,-0.0753895,-0.0758938,-0.446931,363.401,0.565385,-0.149507,0.568952,0.56788,-0.148435
343.398,-0.624191,-0.742653,-0.633782,-0.634247,-0.742188,356.483,-0.0682227,-0.447628,-0.0741489,-0.0746606,-0.447116,363.428,0.567537,-0.149854,0.57147,0.570379,-0.148764
343.423,-0.62373,-0.742714,-0.633412,-0.633882,-0.742245,356.508,-0.0672765,-0.44782,-0.0729047,-0.073424,-0.447301,363.456,0.569677,-0.150202,0.573993,0.572884,-0.149093
343.448,-0.623301,-0.742775,-0.633042,-0.633515,-0.742302,356.534,-0.0662969,-0.448013,-0.0716575,-0.0721845,-0.447486,363.483,0.571816,-0.150548,0.576521,0.575393,-0.149421
