# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,FS_sum_1K,central_1K,shoulder_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,FS_sum_3K,central_3K,shoulder_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,FS_sum_5K,central_5K,shoulder_5K
358.847,-0.601367,-0.780384,-0.611483,-0.699218,-0.692649,372.243,-0.595434,-0.566651,-0.566647,-0.566647,-0.566651,380.422,-0.455604,-0.364332,-0.364332,-0.364332,-0.364332
358.872,-0.6024,-0.780445,-0.612925,-0.700732,-0.692638,372.269,-0.595929,-0.566843,-0.56684,-0.56684,-0.566843,380.45,-0.455766,-0.364679,-0.364679,-0.364679,-0.364679
358.897,-0.603449,-0.780506,-0.61437,-0.702238,-0.692638,372.294,-0.596445,-0.567035,-0.567033,-0.567033,-0.567035,380.477,-0.45589,-0.365026,-0.365026,-0.365026,-0.365026
358.922,-0.604425,-0.780567,-0.615815,-0.703733,-0.69265,372.319,-0.596966,-0.567228,-0.567226,-0.567226,-0.567228,380.505,-0.455978,-0.365373,-0.365373,-0.365373,-0.365373
358.947,-0.605451,-0.780628,-0.617261,-0.705217,-0.692672,372.345,-0.597461,-0.56742,-0.567418,-0.567418,-0.56742,380.532,-0.456057,-0.36572,-0.36572,-0.36572,-0.36572
358.972,-0.606555,-0.780689,-0.618708,-0.706691,-0.692706,372.37,-0.597961,-0.567612,-0.567611,-0.567611,-0.567612,380.56,-0.456127,-0.366068,-0.366068,-0.366068,-0.366068
358.997,-0.607672,-0.78075,-0.620157,-0.708155,-0.692752,372.396,-0.598549,-0.567804,-0.567803,-0.567803,-0.567804,380.587,-0.456218,-0.366415,-0.366415,-0.366415,-0.366415
359.022,-0.608792,-0.780811,-0.621606,-0.709608,-0.692809,372.421,-0.599069,-0.567996,-0.567996,-0.567996,-0.567996,380.615,-0.456318,-0.366762,-0.366762,-0.366762,-0.366762
359.047,-0.609914,-0.780873,-0.623055,-0.71105,-0.692878,372.447,-0.599586,-0.568188,-0.568188,-0.568188,-0.568188,380.642,-0.456433,-0.367109,-0.367109,-0.367109,-0.367109
359.072,-0.611093,-0.780934,-0.624507,-0.712481,-0.692959,372.472,-0.600071,-0.568381,-0.56838,-0.56838,-0.568381,380.67,-0.456522,-0.367457,-0.367457,-0.367457,-0.367457
359.097,-0.61228,-0.780995,-0.62596,-0.713901,-0.693053,372.498,-0.600542,-0.568573,-0.568573,-0.568573,-0.568573,380.697,-0.456617,-0.367804,-0.367804,-0.367804,-0.367804
359.123,-0.613591,-0.781056,-0.627414,-0.71531,-0.693159,372.523,-0.600994,-0.568765,-0.568765,-0.568765,-0.568765,380.725,-0.45671,-0.368151,-0.368151,-0.368151,-0.368151
359.148,-0.61492,-0.781117,-0.628869,-0.716708,-0.693278,372.548,-0.601414,-0.568957,-0.568957,-0.568957,-0.568957,380.752,-0.456829,-0.368498,-0.368498,-0.368498,-0.368498
359.173,-0.616251,-0.781178,-0.630326,-0.718095,-0.69341,372.574,-0.601772,-0.56915,-0.56915,-0.56915,-0.56915,380.78,-0.456948,-0.368845,-0.368845,-0.368845,-0.368845
359.198,-0.617665,-0.781239,-0.631785,-0.71947,-0.693555,372.599,-0.602125,-0.569342,-0.569342,-0.569342,-0.569342,380.807,-0.457069,-0.369192,-0.369192,-0.369192,-0.369192
359.223,-0.619167,-0.7813,-0.633245,-0.720833,-0.693713,372.625,-0.60249,-0.569534,-0.569534,-0.569534,-0.569534,380.835,-0.457192,-0.369539,-0.369539,-0.369539,-0.369539
359.248,-0.620682,-0.781362,-0.634706,-0.722184,-0.693884,372.65,-0.602811,-0.569726,-0.569726,-0.569726,-0.569726,380.862,-0.457316,-0.369886,-0.369886,-0.369886,-0.369886
359.273,-0.62223,-0.781423,-0.636169,-0.723522,-0.69407,372.676,-0.6031,-0.569919,-0.569919,-0.569919,-0.569919,380.89,-0.457461,-0.370233,-0.370233,-0.370233,-0.370233
359.298,-0.623736,-0.781484,-0.637633,-0.724848,-0.694268,372.701,-0.60335,-0.570111,-0.570111,-0.570111,-0.570111,380.917,-0.457617,-0.37058,-0.37058,-0.37058,-0.37058
359.323,-0.625323,-0.781545,-0.639097,-0.726161,-0.694481,372.727,-0.603577,-0.570304,-0.570304,-0.570304,-0.570304,380.945,-0.457785,-0.370927,-0.370927,-0.370927,-0.370927
359.348,-0.626845,-0.781606,-0.640563,-0.727461,-0.694708,372.752,-0.60378,-0.570496,-0.570496,-0.570496,-0.570496,380.972,-0.457921,-0.371274,-0.371274,-0.371274,-0.371274
359.373,-0.628373,-0.781668,-0.642029,-0.728748,-0.694949,372.778,-0.603941,-0.570688,-0.570688,-0.570688,-0.570688,381,-0.458038,-0.371621,-0.371621,-0.371621,-0.371621
359.398,-0.629913,-0.781729,-0.643497,-0.730021,-0.695205,372.803,-0.604092,-0.57088,-0.57088,-0.57088,-0.57088,381.027,-0.458144,-0.371968,-0.371968,-0.371968,-0.371968
359.423,-0.631499,-0.78179,-0.644966,-0.731281,-0.695475,372.829,-0.604244,-0.571073,-0.571073,-0.571073,-0.571073,381.055,-0.458268,-0.372315,-0.372315,-0.372315,-0.372315
359.448,-0.633064,-0.781851,-0.646435,-0.732527,-0.69576,372.854,-0.60438,-0.571265,-0.571265,-0.571265,-0.571265,381.082,-0.458415,-0.372662,-0.372662,-0.372662,-0.372662
359.473,-0.634707,-0.781912,-0.647905,-0.733758,-0.696059,372.88,-0.604506,-0.571458,-0.571458,-0.571458,-0.571458,381.11,-0.458559,-0.373009,-0.373009,-0.373009,-0.373009
359.498,-0.636398,-0.781974,-0.649375,-0.734975,-0.696373,372.905,-0.604645,-0.57165,-0.57165,-0.57165,-0.57165,381.137,-0.458693,-0.373356,-0.373356,-0.373356,-0.373356
359.523,-0.638115,-0.782035,-0.650846,-0.736179,-0.696702,372.93,-0.604825,-0.571842,-0.571842,-0.571842,-0.571842,381.165,-0.458818,-0.373703,-0.373703,-0.373703,-0.373703
359.548,-0.639865,-0.782096,-0.652317,-0.737367,-0.697047,372.956,-0.605058,-0.572035,-0.572035,-0.572035,-0.572035,381.192,-0.458925,-0.374049,-0.374049,-0.374049,-0.374049
359.573,-0.641595,-0.782157,-0.653789,-0.73854,-0.697406,372.981,-0.605267,-0.572227,-0.572227,-0.572227,-0.572227,381.22,-0.458994,-0.374396,-0.374396,-0.374396,-0.374396
359.598,-0.643353,-0.782218,-0.655263,-0.7397,-0.697781,373.007,-0.605477,-0.57242,-0.57242,-0.57242,-0.57242,381.247,-0.459032,-0.374743,-0.374743,-0.374743,-0.374743
359.623,-0.645168,-0.782279,-0.656737,-0.740844,-0.698171,373.032,-0.605701,-0.572612,-0.572612,-0.572612,-0.572612,381.275,-0.459048,-0.37509,-0.37509,-0.37509,-0.37509
359.649,-0.647018,-0.782341,-0.658212,-0.741975,-0.698578,373.058,-0.605898,-0.572804,-0.572804,-0.572804,-0.572804,381.302,-0.459045,-0.375437,-0.375437,-0.375437,-0.375437
359.674,-0.648837,-0.782402,-0.659688,-0.743091,-0.698999,373.083,-0.606133,-0.572997,-0.572997,-0.572997,-0.572997,381.33,-0.459042,-0.375784,-0.375784,-0.375784,-0.375784
359.699,-0.650675,-0.782463,-0.661165,-0.744191,-0.699437,373.109,-0.606395,-0.573189,-0.573189,-0.573189,-0.573189,381.357,-0.459058,-0.376131,-0.376131,-0.376131,-0.376131
359.724,-0.652581,-0.782524,-0.662643,-0.745277,-0.69989,373.134,-0.606679,-0.573382,-0.573382,-0.573382,-0.573382,381.385,-0.459089,-0.376478,-0.376478,-0.376478,-0.376478
359.749,-0.654512,-0.782585,-0.664121,-0.746347,-0.700359,373.16,-0.606936,-0.573574,-0.573574,-0.573574,-0.573574,381.412,-0.45912,-0.376825,-0.376825,-0.376825,-0.376825
359.774,-0.656454,-0.782646,-0.6656,-0.747402,-0.700844,373.185,-0.607169,-0.573766,-0.573766,-0.573766,-0.573766,381.44,-0.459123,-0.377172,-0.377172,-0.377172,-0.377172
359.799,-0.658373,-0.782707,-0.667078,-0.74844,-0.701345,373.211,-0.607392,-0.573959,-0.573959,-0.573959,-0.573959,381.467,-0.459149,-0.377519,-0.377519,-0.377519,-0.377519
359.824,-0.660363,-0.782769,-0.668556,-0.749463,-0.701861,373.236,-0.607617,-0.574151,-0.574151,-0.574151,-0.574151,381.495,-0.459214,-0.377866,-0.377866,-0.377866,-0.377866
359.849,-0.662323,-0.78283,-0.670035,-0.750471,-0.702394,373.262,-0.607843,-0.574344,-0.574344,-0.574344,-0.574344,381.522,-0.459311,-0.378213,-0.378213,-0.378213,-0.378213
359.874,-0.664304,-0.782891,-0.671513,-0.751462,-0.702942,373.287,-0.608075,-0.574536,-0.574536,-0.574536,-0.574536,381.55,-0.459432,-0.378559,-0.378559,-0.378559,-0.378559
359.899,-0.666245,-0.782952,-0.672992,-0.752438,-0.703506,373.313,-0.60831,-0.574729,-0.574729,-0.574729,-0.574729,381.577,-0.459562,-0.378906,-0.378906,-0.378906,-0.378906
359.924,-0.668217,-0.783013,-0.674472,-0.753398,-0.704086,373.338,-0.608553,-0.574922,-0.574922,-0.574922,-0.574922,381.605,-0.459712,-0.379253,-0.379253,-0.379253,-0.379253
359.949,-0.670233,-0.783074,-0.675952,-0.754344,-0.704682,373.364,-0.608834,-0.575114,-0.575114,-0.575114,-0.575114,381.632,-0.45988,-0.3796,-0.3796,-0.3796,-0.3796
359.974,-0.672197,-0.783135,-0.677432,-0.755273,-0.705294,373.389,-0.609119,-0.575307,-0.575307,-0.575307,-0.575307,381.66,-0.460032,-0.379947,-0.379947,-0.379947,-0.379947
359.999,-0.674143,-0.783196,-0.678913,-0.756186,-0.705922,373.415,-0.609386,-0.575499,-0.575499,-0.575499,-0.575499,381.687,-0.460193,-0.380293,-0.380293,-0.380293,-0.380293
360.024,-0.676099,-0.783257,-0.680394,-0.757084,-0.706566,373.44,-0.609661,-0.575692,-0.575692,-0.575692,-0.575692,381.715,-0.460366,-0.38064,-0.38064,-0.38064,-0.38064
360.049,-0.678067,-0.783318,-0.681875,-0.757967,-0.707226,373.466,-0.609919,-0.575885,-0.575885,-0.575885,-0.575885,381.742,-0.460531,-0.380987,-0.380987,-0.380987,-0.380987
360.074,-0.680082,-0.783379,-0.683357,-0.758834,-0.707902,373.491,-0.610151,-0.576077,-0.576077,-0.576077,-0.576077,381.769,-0.460673,-0.381334,-0.381334,-0.381334,-0.381334
360.099,-0.68201,-0.78344,-0.684839,-0.759685,-0.708594,373.517,-0.610357,-0.57627,-0.57627,-0.57627,-0.57627,381.797,-0.460798,-0.38168,-0.38168,-0.38168,-0.38168
360.124,-0.683999,-0.783501,-0.68632,-0.760521,-0.709301,373.542,-0.610512,-0.576463,-0.576463,-0.576463,-0.576463,381.824,-0.460924,-0.382027,-0.382027,-0.382027,-0.382027
360.149,-0.685978,-0.783562,-0.687802,-0.761341,-0.710023,373.568,-0.610647,-0.576655,-0.576655,-0.576655,-0.576655,381.852,-0.461057,-0.382373,-0.382373,-0.382373,-0.382373
360.174,-0.687921,-0.783623,-0.689283,-0.762145,-0.710761,373.593,-0.610829,-0.576848,-0.576848,-0.576848,-0.576848,381.879,-0.461204,-0.38272,-0.38272,-0.38272,-0.38272
360.199,-0.689856,-0.783684,-0.690764,-0.762934,-0.711515,373.619,-0.611016,-0.577041,-0.577041,-0.577041,-0.577041,381.907,-0.461324,-0.383067,-0.383067,-0.383067,-0.383067
360.224,-0.691808,-0.783745,-0.692245,-0.763707,-0.712283,373.644,-0.611219,-0.577233,-0.577233,-0.577233,-0.577233,381.934,-0.461426,-0.383414,-0.383414,-0.383414,-0.383414
360.249,-0.693798,-0.783806,-0.693725,-0.764465,-0.713067,373.67,-0.611447,-0.577426,-0.577426,-0.577426,-0.577426,381.962,-0.461538,-0.38376,-0.38376,-0.38376,-0.38376
360.274,-0.695752,-0.783867,-0.695204,-0.765207,-0.713865,373.695,-0.611704,-0.577619,-0.577619,-0.577619,-0.577619,381.989,-0.461645,-0.384107,-0.384107,-0.384107,-0.384107
360.299,-0.697694,-0.783928,-0.696683,-0.765934,-0.714678,373.721,-0.611961,-0.577812,-0.577812,-0.577812,-0.577812,382.017,-0.461714,-0.384453,-0.384453,-0.384453,-0.384453
360.324,-0.699667,-0.78399,-0.69816,-0.766645,-0.715505,373.746,-0.612212,-0.578004,-0.578004,-0.578004,-0.578004,382.044,-0.461767,-0.3848,-0.3848,-0.3848,-0.3848
360.349,-0.701604,-0.784051,-0.699637,-0.767341,-0.716346,373.772,-0.61247,-0.578197,-0.578197,-0.578197,-0.578197,382.072,-0.461825,-0.385146,-0.385146,-0.385146,-0.385146
360.374,-0.703501,-0.784112,-0.701112,-0.768023,-0.717201,373.797,-0.61272,-0.57839,-0.57839,-0.57839,-0.57839,382.099,-0.461876,-0.385493,-0.385493,-0.385493,-0.385493
360.399,-0.705381,-0.784173,-0.702586,-0.768689,-0.71807,373.823,-0.61294,-0.578582,-0.578582,-0.578582,-0.578582,382.127,-0.461933,-0.38584,-0.38584,-0.38584,-0.38584
360.424,-0.707237,-0.784234,-0.704058,-0.76934,-0.718952,373.848,-0.613197,-0.578775,-0.578775,-0.578775,-0.578775,382.154,-0.461972,-0.386186,-0.386186,-0.386186,-0.386186
360.449,-0.709092,-0.784295,-0.705528,-0.769976,-0.719847,373.874,-0.61348,-0.578968,-0.578968,-0.578968,-0.578968,382.181,-0.461979,-0.386532,-0.386532,-0.386532,-0.386532
360.474,-0.711006,-0.784356,-0.706997,-0.770597,-0.720755,373.899,-0.613777,-0.57916,-0.57916,-0.57916,-0.57916,382.209,-0.461979,-0.386879,-0.386879,-0.386879,-0.386879
360.499,-0.712873,-0.784417,-0.708463,-0.771204,-0.721676,373.925,-0.614066,-0.579353,-0.579353,-0.579353,-0.579353,382.236,-0.461967,-0.387225,-0.387225,-0.387225,-0.387225
360.524,-0.714677,-0.784478,-0.709927,-0.771796,-0.722609,373.95,-0.614367,-0.579546,-0.579546,-0.579546,-0.579546,382.264,-0.461961,-0.387572,-0.387572,-0.387572,-0.387572
360.549,-0.716496,-0.784539,-0.711388,-0.772374,-0.723553,373.976,-0.614664,-0.579738,-0.579738,-0.579738,-0.579738,382.291,-0.462004,-0.387918,-0.387918,-0.387918,-0.387918
360.574,-0.718297,-0.7846,-0.712846,-0.772937,-0.724509,374.001,-0.614975,-0.579931,-0.579931,-0.579931,-0.579931,382.319,-0.46206,-0.388265,-0.388265,-0.388265,-0.388265
360.599,-0.720063,-0.784661,-0.714299,-0.773485,-0.725475,374.027,-0.61526,-0.580123,-0.580123,-0.580123,-0.580123,382.346,-0.462098,-0.388612,-0.388612,-0.388612,-0.388612
360.624,-0.721813,-0.784722,-0.71575,-0.77402,-0.726451,374.053,-0.61552,-0.580316,-0.580316,-0.580316,-0.580316,382.374,-0.462143,-0.388958,-0.388958,-0.388958,-0.388958
360.648,-0.723477,-0.784783,-0.717196,-0.774541,-0.727438,374.078,-0.6158,-0.580509,-0.580509,-0.580509,-0.580509,382.401,-0.462191,-0.389305,-0.389305,-0.389305,-0.389305
360.673,-0.725186,-0.784843,-0.718637,-0.775047,-0.728433,374.104,-0.616088,-0.580701,-0.580701,-0.580701,-0.580701,382.428,-0.462231,-0.389651,-0.389651,-0.389651,-0.389651
360.698,-0.726822,-0.784904,-0.720075,-0.775541,-0.729439,374.129,-0.616376,-0.580894,-0.580894,-0.580894,-0.580894,382.456,-0.462248,-0.389997,-0.389997,-0.389997,-0.389997
360.723,-0.728419,-0.784965,-0.721508,-0.776021,-0.730452,374.155,-0.616649,-0.581087,-0.581087,-0.581087,-0.581087,382.483,-0.462235,-0.390344,-0.390344,-0.390344,-0.390344
360.748,-0.73003,-0.785026,-0.722937,-0.776488,-0.731475,374.18,-0.616924,-0.581279,-0.581279,-0.581279,-0.581279,382.511,-0.462242,-0.390691,-0.390691,-0.390691,-0.390691
360.773,-0.731595,-0.785087,-0.72436,-0.776942,-0.732506,374.206,-0.617184,-0.581472,-0.581472,-0.581472,-0.581472,382.538,-0.462239,-0.391037,-0.391037,-0.391037,-0.391037
360.798,-0.733114,-0.785148,-0.725779,-0.777383,-0.733544,374.231,-0.617438,-0.581664,-0.581664,-0.581664,-0.581664,382.566,-0.462243,-0.391384,-0.391384,-0.391384,-0.391384
360.823,-0.734583,-0.785209,-0.727192,-0.777812,-0.734589,374.257,-0.617651,-0.581857,-0.581857,-0.581857,-0.581857,382.593,-0.462237,-0.39173,-0.39173,-0.39173,-0.39173
360.848,-0.735986,-0.78527,-0.7286,-0.778229,-0.735641,374.282,-0.617832,-0.58205,-0.58205,-0.58205,-0.58205,382.621,-0.46223,-0.392077,-0.392077,-0.392077,-0.392077
360.873,-0.737344,-0.785331,-0.730001,-0.778633,-0.736699,374.308,-0.618004,-0.582242,-0.582242,-0.582242,-0.582242,382.648,-0.462235,-0.392423,-0.392423,-0.392423,-0.392423
360.898,-0.738624,-0.785392,-0.731396,-0.779026,-0.737762,374.333,-0.6182,-0.582435,-0.582435,-0.582435,-0.582435,382.676,-0.462263,-0.39277,-0.39277,-0.39277,-0.39277
360.923,-0.739885,-0.785453,-0.732785,-0.779407,-0.738831,374.359,-0.618402,-0.582627,-0.582627,-0.582627,-0.582627,382.703,-0.462305,-0.393116,-0.393116,-0.393116,-0.393116
360.948,-0.741154,-0.785514,-0.734166,-0.779776,-0.739904,374.384,-0.618558,-0.58282,-0.58282,-0.58282,-0.58282,382.731,-0.46235,-0.393463,-0.393463,-0.393463,-0.393463
360.973,-0.742424,-0.785575,-0.735539,-0.780134,-0.74098,374.41,-0.618698,-0.583013,-0.583013,-0.583013,-0.583013,382.758,-0.462431,-0.39381,-0.39381,-0.39381,-0.39381
360.998,-0.743663,-0.785636,-0.736904,-0.780481,-0.742059,374.435,-0.618829,-0.583205,-0.583205,-0.583205,-0.583205,382.786,-0.462518,-0.394157,-0.394157,-0.394157,-0.394157
361.023,-0.744854,-0.785697,-0.738258,-0.780816,-0.743139,374.461,-0.61893,-0.583398,-0.583398,-0.583398,-0.583398,382.813,-0.46259,-0.394503,-0.394503,-0.394503,-0.394503
361.048,-0.746062,-0.785758,-0.739605,-0.781142,-0.744221,374.486,-0.618994,-0.58359,-0.58359,-0.58359,-0.58359,382.84,-0.462644,-0.39485,-0.39485,-0.39485,-0.39485
361.073,-0.747301,-0.785819,-0.740941,-0.781456,-0.745304,374.512,-0.619039,-0.583783,-0.583783,-0.583783,-0.583783,382.868,-0.462701,-0.395197,-0.395197,-0.395197,-0.395197
361.098,-0.748465,-0.78588,-0.742268,-0.78176,-0.746387,374.537,-0.619102,-0.583975,-0.583975,-0.583975,-0.583975,382.895,-0.462747,-0.395543,-0.395543,-0.395543,-0.395543
361.123,-0.749641,-0.785941,-0.743583,-0.782054,-0.74747,374.563,-0.619166,-0.584168,-0.584168,-0.584168,-0.584168,382.923,-0.462773,-0.39589,-0.39589,-0.39589,-0.39589
361.148,-0.75079,-0.786002,-0.744887,-0.782339,-0.748551,374.588,-0.619253,-0.58436,-0.58436,-0.58436,-0.58436,382.95,-0.462795,-0.396237,-0.396237,-0.396237,-0.396237
361.173,-0.75191,-0.786063,-0.746179,-0.782613,-0.749629,374.614,-0.619361,-0.584553,-0.584553,-0.584553,-0.584553,382.978,-0.462823,-0.396584,-0.396584,-0.396584,-0.396584
361.198,-0.753017,-0.786124,-0.747459,-0.782878,-0.750705,374.639,-0.619486,-0.584745,-0.584745,-0.584745,-0.584745,383.005,-0.462849,-0.39693,-0.39693,-0.39693,-0.39693
361.223,-0.75408,-0.786185,-0.748727,-0.783135,-0.751778,374.664,-0.619597,-0.584938,-0.584938,-0.584938,-0.584938,383.033,-0.462887,-0.397277,-0.397277,-0.397277,-0.397277
361.248,-0.755157,-0.786246,-0.749982,-0.783382,-0.752846,374.69,-0.619697,-0.58513,-0.58513,-0.58513,-0.58513,383.06,-0.462922,-0.397624,-0.397624,-0.397624,-0.397624
361.273,-0.756186,-0.786307,-0.751223,-0.783621,-0.753909,374.715,-0.619782,-0.585323,-0.585323,-0.585323,-0.585323,383.088,-0.462951,-0.397971,-0.397971,-0.397971,-0.397971
361.298,-0.757221,-0.786368,-0.75245,-0.783851,-0.754967,374.741,-0.61986,-0.585515,-0.585515,-0.585515,-0.585515,383.115,-0.462982,-0.398317,-0.398317,-0.398317,-0.398317
361.323,-0.758246,-0.786429,-0.753663,-0.784073,-0.756019,374.766,-0.61996,-0.585708,-0.585708,-0.585708,-0.585708,383.143,-0.463011,-0.398664,-0.398664,-0.398664,-0.398664
361.348,-0.759248,-0.78649,-0.754862,-0.784288,-0.757064,374.792,-0.62007,-0.5859,-0.5859,-0.5859,-0.5859,383.17,-0.46303,-0.399011,-0.399011,-0.399011,-0.399011
361.373,-0.760265,-0.786551,-0.756043,-0.784494,-0.7581,374.817,-0.620185,-0.586093,-0.586093,-0.586093,-0.586093,383.198,-0.463054,-0.399358,-0.399358,-0.399358,-0.399358
361.398,-0.761251,-0.786612,-0.75721,-0.784694,-0.759129,374.843,-0.620327,-0.586285,-0.586285,-0.586285,-0.586285,383.225,-0.463085,-0.399705,-0.399705,-0.399705,-0.399705
361.423,-0.762266,-0.786673,-0.758361,-0.784886,-0.760148,374.868,-0.620465,-0.586478,-0.586478,-0.586478,-0.586478,383.253,-0.463125,-0.400052,-0.400052,-0.400052,-0.400052
361.448,-0.763263,-0.786734,-0.759494,-0.785071,-0.761157,374.894,-0.620599,-0.58667,-0.58667,-0.58667,-0.58667,383.28,-0.463171,-0.400399,-0.400399,-0.400399,-0.400399
361.473,-0.764301,-0.786795,-0.760611,-0.78525,-0.762157,374.919,-0.620749,-0.586863,-0.586863,-0.586863,-0.586863,383.308,-0.463228,-0.400746,-0.400746,-0.400746,-0.400746
361.498,-0.765284,-0.786857,-0.761709,-0.785422,-0.763144,374.945,-0.620892,-0.587055,-0.587055,-0.587055,-0.587055,383.335,-0.463307,-0.401093,-0.401093,-0.401093,-0.401093
361.523,-0.766114,-0.786918,-0.762789,-0.785588,-0.764119,374.97,-0.621046,-0.587248,-0.587248,-0.587248,-0.587248,383.363,-0.463388,-0.401439,-0.401439,-0.401439,-0.401439
361.548,-0.766965,-0.786979,-0.763851,-0.785748,-0.765082,374.996,-0.621203,-0.587441,-0.587441,-0.587441,-0.587441,383.39,-0.4635,-0.401786,-0.401786,-0.401786,-0.401786
361.573,-0.76784,-0.78704,-0.764893,-0.785902,-0.766031,375.021,-0.621327,-0.587633,-0.587633,-0.587633,-0.587633,383.418,-0.463609,-0.402133,-0.402133,-0.402133,-0.402133
361.598,-0.768667,-0.787101,-0.765916,-0.786051,-0.766966,375.047,-0.621468,-0.587826,-0.587826,-0.587826,-0.587826,383.445,-0.463727,-0.40248,-0.40248,-0.40248,-0.40248
361.623,-0.769492,-0.787162,-0.766918,-0.786194,-0.767886,375.072,-0.621623,-0.588019,-0.588019,-0.588019,-0.588019,383.472,-0.463856,-0.402827,-0.402827,-0.402827,-0.402827
361.648,-0.77032,-0.787223,-0.7679,-0.786332,-0.768791,375.098,-0.621788,-0.588211,-0.588211,-0.588211,-0.588211,383.5,-0.463986,-0.403174,-0.403174,-0.403174,-0.403174
361.673,-0.771072,-0.787284,-0.768859,-0.786466,-0.769678,375.123,-0.621953,-0.588404,-0.588404,-0.588404,-0.588404,383.527,-0.464105,-0.403521,-0.403521,-0.403521,-0.403521
361.698,-0.771773,-0.787346,-0.769798,-0.786594,-0.770549,375.149,-0.622104,-0.588597,-0.588597,-0.588597,-0.588597,383.555,-0.464208,-0.403868,-0.403868,-0.403868,-0.403868
361.723,-0.772438,-0.787407,-0.770714,-0.786718,-0.771403,375.175,-0.62228,-0.58879,-0.58879,-0.58879,-0.58879,383.582,-0.464312,-0.404215,-0.404215,-0.404215,-0.404215
361.748,-0.773048,-0.787468,-0.771609,-0.786838,-0.772239,375.2,-0.622473,-0.588983,-0.588983,-0.588983,-0.588983,383.61,-0.464384,-0.404562,-0.404562,-0.404562,-0.404562
361.773,-0.773622,-0.787529,-0.772481,-0.786954,-0.773056,375.226,-0.622631,-0.589176,-0.589176,-0.589176,-0.589176,383.637,-0.464437,-0.404909,-0.404909,-0.404909,-0.404909
361.798,-0.774216,-0.78759,-0.773331,-0.787066,-0.773855,375.251,-0.622788,-0.589369,-0.589369,-0.589369,-0.589369,383.665,-0.464464,-0.405256,-0.405256,-0.405256,-0.405256
361.823,-0.774821,-0.787651,-0.774157,-0.787174,-0.774634,375.277,-0.622945,-0.589561,-0.589561,-0.589561,-0.589561,383.692,-0.464489,-0.405603,-0.405603,-0.405603,-0.405603
361.848,-0.775379,-0.787712,-0.774961,-0.787279,-0.775394,375.302,-0.623152,-0.589754,-0.589754,-0.589754,-0.589754,383.72,-0.464516,-0.40595,-0.40595,-0.40595,-0.40595
361.873,-0.775904,-0.787773,-0.775741,-0.787381,-0.776133,375.328,-0.623373,-0.589947,-0.589947,-0.589947,-0.589947,383.747,-0.46454,-0.406297,-0.406297,-0.406297,-0.406297
361.898,-0.776356,-0.787835,-0.776498,-0.78748,-0.776853,375.353,-0.623591,-0.59014,-0.59014,-0.59014,-0.59014,383.775,-0.464581,-0.406644,-0.406644,-0.406644,-0.406644
361.923,-0.776787,-0.787896,-0.777231,-0.787575,-0.777551,375.379,-0.623807,-0.590332,-0.590332,-0.590332,-0.590332,383.802,-0.464619,-0.406991,-0.406991,-0.406991,-0.406991
361.948,-0.777228,-0.787957,-0.77794,-0.787668,-0.778229,375.404,-0.624004,-0.590525,-0.590525,-0.590525,-0.590525,383.83,-0.464623,-0.407338,-0.407338,-0.407338,-0.407338
361.973,-0.777649,-0.788018,-0.778625,-0.787758,-0.778885,375.43,-0.624198,-0.590718,-0.590718,-0.590718,-0.590718,383.857,-0.464599,-0.407686,-0.407686,-0.407686,-0.407686
361.998,-0.778118,-0.788079,-0.779287,-0.787846,-0.77952,375.455,-0.62438,-0.590911,-0.590911,-0.590911,-0.590911,383.885,-0.464545,-0.408033,-0.408033,-0.408033,-0.408033
362.023,-0.77858,-0.78814,-0.779925,-0.787931,-0.780133,375.481,-0.624569,-0.591104,-0.591104,-0.591104,-0.591104,383.912,-0.46445,-0.40838,-0.40838,-0.40838,-0.40838
362.048,-0.779051,-0.788201,-0.780539,-0.788015,-0.780725,375.506,-0.624785,-0.591296,-0.591296,-0.591296,-0.591296,383.94,-0.46434,-0.408727,-0.408727,-0.408727,-0.408727
362.073,-0.779499,-0.788262,-0.781129,-0.788096,-0.781295,375.532,-0.625002,-0.591489,-0.591489,-0.591489,-0.591489,383.967,-0.464228,-0.409074,-0.409074,-0.409074,-0.409074
362.098,-0.779995,-0.788323,-0.781697,-0.788176,-0.781844,375.557,-0.625209,-0.591682,-0.591682,-0.591682,-0.591682,383.995,-0.464104,-0.409421,-0.409421,-0.409421,-0.409421
362.123,-0.780464,-0.788384,-0.782241,-0.788254,-0.782372,375.583,-0.625394,-0.591875,-0.591875,-0.591875,-0.591875,384.023,-0.463992,-0.409769,-0.409769,-0.409769,-0.409769
362.148,-0.781015,-0.788445,-0.782762,-0.78833,-0.782877,375.609,-0.625563,-0.592067,-0.592067,-0.592067,-0.592067,384.05,-0.463911,-0.410116,-0.410116,-0.410116,-0.410116
362.173,-0.781535,-0.788506,-0.78326,-0.788405,-0.783362,375.634,-0.625732,-0.59226,-0.59226,-0.59226,-0.59226,384.078,-0.463842,-0.410463,-0.410463,-0.410463,-0.410463
362.198,-0.782087,-0.788567,-0.783736,-0.788478,-0.783825,375.66,-0.62589,-0.592453,-0.592453,-0.592453,-0.592453,384.105,-0.463782,-0.410811,-0.410811,-0.410811,-0.410811
