alpha,T_mean_C,Fr_Ea,Fr_int,Fr_R2,KAS_Ea,KAS_int,KAS_R2,FWO_Ea,FWO_int,FWO_R2,St_Ea,St_int,St_R2,Vy_Ea,lnA,A
0.05,296.94157173208873,436.39715926267985,85.31352763382824,0.9220614054474624,450.26034616568194,83.21190259871373,0.8674689014150703,437.0775862162259,97.89897588896511,0.8721801884466632,450.2784377761233,83.7993855303239,0.8676620623015456,444.72853572489566,84.24911087475184,3.880824096029226e+36
0.1,298.18782459960426,432.22580908775757,84.91302456435227,0.9493632282696179,450.5907310925452,83.06995353922103,0.8844088536918674,437.41095632591293,97.7613062971282,0.8885993460079438,450.60936810889996,83.65760764953728,0.8845807822702487,433.05311748901016,83.88465261945605,2.6955149755948834e+36
0.15,298.92490768047946,430.9213394982477,84.9200092788746,0.9716927958566898,450.9656728055805,83.02404343295466,0.8968540489378463,437.7788505518706,97.7179294443359,0.9006442651827948,450.9844901016946,83.61179887340995,0.8970096323496245,431.26036216507674,83.92974294320501,2.819838448151217e+36
0.2,299.4556634435096,431.54579341975295,85.23628138270499,0.9846176204196714,451.37188702112456,83.01967555183322,0.9070427206841375,438.17332401462517,97.71539325523177,0.9104947099942725,451.39072704658537,83.60750425996909,0.9071844767742991,431.1905584808397,84.28643146157968,4.0283953230391146e+36
0.25,299.87820477127127,435.11567036413527,86.11182948997018,0.9916923222285767,451.81462056568785,83.041253429521,0.9155654356102414,438.6008799912939,97.738438502038,0.9187274063400738,451.83338525784774,83.62914083242167,0.9156953243645314,433.01740050595885,85.20500524960326,1.0094007206104583e+37
0.3,300.23552335674344,440.35013241257957,87.29885028039116,0.9956901003243402,452.3819823082602,83.09995231293793,0.9228323939085522,439.1459499350836,97.79838762692,0.925741494841128,452.4005309968012,83.6878897254972,0.9229519269346752,437.34457633368305,86.4380212876822,3.463822842415149e+37
0.35,300.55008796846073,449.57652701290476,89.29389423653896,0.997971790553764,453.1818146305324,83.21453474672107,0.9291452460196501,439.9114115140226,97.91408015059444,0.9318298436306401,453.1999350025271,83.80251656287601,0.9292555777684398,444.67696780987075,88.48247055859916,2.6757695596516782e+38
0.4,300.83497811004713,459.2254165775357,91.35797881753192,0.9992150559892256,454.28058546396346,83.39664902090361,0.9347259246639971,440.96066014533716,98.09720899504654,0.9372078807214852,454.2980205226216,83.98467141986933,0.9348279449632654,454.4262038764443,90.5999169447078,2.2235351026079992e+39
0.45,301.09818778510544,471.03627605896844,93.85763381162569,0.9998140701616404,455.6685199188818,83.6428199027842,0.9397264910977697,442.28452224916225,98.34432556424524,0.9420235358506568,455.68502552177614,84.23088012924268,0.9398209222223578,464.9300988857022,93.15757952346132,2.869609057802125e+40
0.5,301.34557013402673,483.5341270611749,96.48757299514537,0.9999993994479544,457.4018969936432,83.96377431994223,0.9442749851697413,443.93659633240947,98.66617700792882,0.946400889855571,457.41718784451893,84.55187042746168,0.9443623880132935,477.34247075704116,95.85105882685056,4.2421491426549825e+41
0.55,301.5811000034005,496.31491522542694,99.16450453070402,0.9998821342191883,459.4659420683411,84.35567200404779,0.9484648595942003,445.90289490506257,99.05893626032842,0.9504308048448179,459.47974718230773,84.94380257429907,0.9485456899047626,489.913933360753,98.5982307061811,6.617097306355582e+42
0.6,301.80799991959657,508.8935902417853,101.78753327081762,0.9995425695535273,461.8581973444348,84.81738356694419,0.9523704069133799,448.18113034483827,99.52148482153535,0.9541854401706902,461.8702497667125,85.4055476171279,0.9524450337379223,502.6369288794087,101.29978147006561,9.86134403628784e+43
0.65,302.029086996414,521.1104237195183,104.32239450510238,0.9990195703879934,464.5715579933149,85.34687625297536,0.9560508733941643,450.76459096205883,100.05179950467864,0.9577223549003756,464.58159826592583,85.9350731830436,0.9561195972280943,515.113918286766,103.92366363276672,1.3597956730205385e+45
0.7,302.247131172192,531.4288144402491,106.44614413714514,0.998330356246009,467.5773329238877,85.93761093996278,0.9595661087705718,453.6260413573709,100.64335062366023,0.961099669914652,467.58512631786533,86.52584052731069,0.959629159797534,526.4312152054597,106.15018038469432,1.2601945413829394e+46
0.75,302.46532902872207,538.510427673283,107.87420576444414,0.997533521885951,470.80695062979964,86.57464230306941,0.962969453469589,456.700335859148,101.28120361960451,0.9643692614439038,470.81231927944987,87.16290475573075,0.9630270024271026,535.1472977856679,107.69978971652263,5.935049917921541e+46
0.8,302.6887066635928,538.6337219009918,107.81718257512372,0.9968939648400058,474.1543092209765,87.23487418417486,0.9663163312453789,459.8866757367218,101.94227947239168,0.967585000459391,474.15716334305876,87.82317039570361,0.9663684857396143,539.5778837811874,107.79152889474501,6.505283006535218e+46
0.85,302.92642386548687,523.5501439562621,104.52721044639715,0.9971777093399178,477.2422327652025,87.83789726908054,0.9696532823424857,462.8265942753653,102.54619834094112,0.9707926926961831,477.2427896971899,88.42622931195497,0.9697001209989743,532.7090335363364,104.69334481431963,2.935904636849217e+45
0.9,303.1997131166463,480.14155204168713,95.21088456929066,0.9996088397278623,479.13675359088796,88.18506985170812,0.9729473121199046,464.63242044509644,102.89438455930666,0.9739622566779212,479.13598984834056,88.77344244001222,0.9729890352173596,504.31345782941145,95.64732900928524,3.4602477706817014e+41
0.95,303.58165913494133,391.2664383158154,76.09539541755161,0.9959180230488935,476.7871122277863,87.62753589693801,0.9759395104269498,462.4046584100533,102.33820606919666,0.9768490809761459,476.78848573871164,88.21596270382835,0.9759769113045089,434.59984772173055,76.9939379779195,2.741841867869781e+33
