# Conversion and rate: T (C), alpha (-), dalpha/dt (1/s) for each beta.
T_C_1K,alpha_1K,rate_dadt_1/s_1K,T_C_3K,alpha_3K,rate_dadt_1/s_3K,T_C_5K,alpha_5K,rate_dadt_1/s_5K
510.109,0.0373825,0.000136428,519.667,0.0175985,0.000171339,523.026,0.0147081,0.000262262
510.148,0.0377032,0.000137376,519.712,0.0177531,0.0001719,523.069,0.0148423,0.000263948
510.187,0.0380262,0.000138461,519.757,0.0179083,0.00017269,523.111,0.0149773,0.000265798
510.226,0.0383516,0.000139534,519.802,0.0180642,0.0001736,523.154,0.0151134,0.000267732
510.265,0.0386795,0.000140531,519.847,0.018221,0.000174677,523.196,0.0152504,0.0002695
510.304,0.0390098,0.000141551,519.892,0.0183787,0.000175766,523.239,0.0153883,0.000271169
510.343,0.0393424,0.000142607,519.937,0.0185376,0.000177045,523.281,0.0155271,0.000273017
510.382,0.0396774,0.000143625,519.982,0.0186975,0.00017825,523.324,0.0156668,0.000274919
510.421,0.0400147,0.000144581,520.027,0.0188587,0.000179709,523.366,0.0158074,0.00027681
510.46,0.0403545,0.000145753,520.072,0.0190213,0.000181225,523.409,0.0159491,0.000278691
510.499,0.0406968,0.000146723,520.117,0.0191853,0.000182864,523.451,0.0160917,0.000280522
510.538,0.0410413,0.00014752,520.162,0.0193509,0.000184587,523.494,0.0162353,0.000282371
510.577,0.0413872,0.000148073,520.207,0.019518,0.000186334,523.536,0.0163798,0.000284423
510.616,0.0417346,0.00014875,520.252,0.0196866,0.000188031,523.579,0.0165254,0.000286525
510.655,0.0420835,0.000149386,520.297,0.0198568,0.000189748,523.621,0.0166721,0.000288488
510.694,0.0424341,0.000150209,520.342,0.0200285,0.000191413,523.664,0.0168198,0.000290454
510.733,0.0427864,0.000150995,520.387,0.0202017,0.000193238,523.706,0.0169684,0.000292321
510.772,0.0431408,0.000151861,520.432,0.0203766,0.000195132,523.749,0.017118,0.000294167
510.811,0.0434973,0.000152774,520.477,0.0205532,0.000197061,523.791,0.0172685,0.000295766
510.85,0.043856,0.000153616,520.522,0.0207314,0.000198793,523.834,0.0174197,0.000297472
510.889,0.0442166,0.000154362,520.567,0.0209114,0.000200727,523.876,0.017572,0.000299184
510.928,0.0445791,0.000155193,520.612,0.021093,0.000202657,523.919,0.0177251,0.000300962
510.967,0.0449436,0.000156177,520.657,0.0212765,0.000204697,523.961,0.0178791,0.000302877
511.007,0.04531,0.000156827,520.702,0.0214618,0.000206701,524.004,0.0180342,0.000304788
511.046,0.045678,0.000157572,520.747,0.0216489,0.000208626,524.047,0.0181903,0.00030675
511.085,0.0460478,0.00015834,520.793,0.0218377,0.000210591,524.089,0.0183474,0.000308628
511.124,0.0464191,0.000159015,520.838,0.0220284,0.000212483,524.132,0.0185054,0.000310528
511.163,0.046792,0.000159648,520.883,0.0222206,0.000214231,524.174,0.0186644,0.000312352
511.202,0.0471662,0.000160352,520.928,0.0224143,0.000215948,524.217,0.0188243,0.000314055
511.241,0.047542,0.000160921,520.973,0.0226097,0.000217649,524.259,0.018985,0.000315936
511.28,0.0479191,0.000161528,521.018,0.0228066,0.000219297,524.302,0.0191466,0.000317642
511.318,0.0482978,0.000162346,521.063,0.0230048,0.000220597,524.344,0.0193092,0.000319523
511.357,0.0486783,0.000163046,521.108,0.0232043,0.000221907,524.387,0.0194727,0.000321385
511.396,0.0490605,0.00016384,521.153,0.023405,0.000223166,524.429,0.0196369,0.000323072
511.435,0.0494444,0.000164457,521.198,0.0236068,0.000224248,524.472,0.019802,0.000324697
511.474,0.04983,0.000165419,521.243,0.0238094,0.000225143,524.514,0.0199679,0.000326283
511.513,0.0502179,0.000166357,521.288,0.0240127,0.000225915,524.557,0.0201346,0.000328035
511.552,0.0506077,0.000167156,521.333,0.0242166,0.000226551,524.599,0.0203023,0.000329858
511.591,0.0509996,0.000167997,521.378,0.0244212,0.000227315,524.642,0.0204707,0.000331673
511.63,0.0513936,0.000168959,521.423,0.0246265,0.000228255,524.684,0.0206402,0.000333537
511.669,0.0517898,0.000169998,521.469,0.0248326,0.000229227,524.727,0.0208106,0.000335371
511.708,0.0521885,0.000170913,521.514,0.0250396,0.000230055,524.769,0.0209818,0.000337116
511.747,0.0525893,0.000171775,521.559,0.0252473,0.000230863,524.811,0.0211539,0.000338863
511.786,0.0529918,0.000172428,521.604,0.0254559,0.000231687,524.854,0.0213269,0.000340584
511.825,0.0533965,0.000173375,521.649,0.0256652,0.000232724,524.896,0.0215006,0.000342263
511.864,0.0538035,0.000174526,521.694,0.0258752,0.000233632,524.939,0.0216754,0.000344061
511.903,0.0542131,0.000175717,521.739,0.0260861,0.000234661,524.981,0.021851,0.000346047
511.942,0.0546258,0.000176964,521.784,0.026298,0.000235603,525.024,0.0220277,0.000347845
511.981,0.0550411,0.000178179,521.829,0.0265108,0.000236661,525.066,0.0222053,0.000349545
512.02,0.0554591,0.000179334,521.874,0.0267244,0.000237625,525.108,0.0223837,0.0003513
512.059,0.0558795,0.000180352,521.919,0.026939,0.000238565,525.151,0.0225632,0.000353046
512.098,0.0563022,0.000181331,521.964,0.0271543,0.000239557,525.193,0.0227433,0.000354706
512.137,0.0567275,0.000182507,522.009,0.0273704,0.000240577,525.236,0.0229245,0.000356386
512.176,0.0571554,0.000183588,522.054,0.0275875,0.000241623,525.278,0.0231064,0.000358002
512.215,0.0575856,0.000184631,522.099,0.0278055,0.000242693,525.321,0.0232893,0.000359522
512.254,0.0580186,0.000185783,522.144,0.0280245,0.000243908,525.363,0.0234729,0.000361007
512.293,0.0584545,0.000186955,522.189,0.0282447,0.000245117,525.406,0.0236573,0.000362383
512.332,0.0588933,0.000188346,522.234,0.0284659,0.000246346,525.448,0.0238424,0.000363851
512.371,0.0593349,0.000189437,522.279,0.0286882,0.000247565,525.491,0.0240281,0.000365255
512.41,0.0597787,0.000190456,522.324,0.0289117,0.00024877,525.533,0.0242149,0.000366861
512.449,0.0602247,0.000191453,522.369,0.0291365,0.000250093,525.576,0.0244023,0.000368475
512.488,0.060673,0.000192433,522.414,0.0293623,0.000251398,525.618,0.0245907,0.000370229
512.527,0.0611235,0.000193344,522.459,0.0295892,0.000252762,525.661,0.0247799,0.000372146
512.565,0.061576,0.000194044,522.504,0.0298173,0.000254073,525.703,0.0249701,0.000373974
512.604,0.0620306,0.000195011,522.549,0.0300466,0.00025548,525.745,0.0251612,0.000375798
512.643,0.0624877,0.000196139,522.594,0.0302771,0.000256841,525.788,0.0253532,0.000377638
512.682,0.0629473,0.00019714,522.639,0.0305088,0.000258211,525.83,0.0255463,0.000379544
512.721,0.0634093,0.000198059,522.684,0.0307418,0.000259626,525.873,0.0257401,0.000381482
512.76,0.0638737,0.000199139,522.729,0.0309761,0.000261007,525.915,0.025935,0.000383507
512.799,0.0643406,0.000200136,522.774,0.0312118,0.000262358,525.958,0.026131,0.000385496
512.838,0.0648096,0.000200976,522.819,0.0314487,0.000263746,526,0.0263279,0.000387567
512.877,0.0652808,0.000202069,522.864,0.0316867,0.000265064,526.043,0.0265259,0.00038985
512.916,0.0657542,0.000203077,522.909,0.0319261,0.0002666,526.085,0.026725,0.00039212
512.955,0.0662303,0.000204027,522.954,0.0321669,0.000268003,526.128,0.0269254,0.000394347
512.994,0.0667088,0.000205179,522.999,0.0324088,0.00026934,526.17,0.0271269,0.000396715
513.033,0.0671898,0.000206264,523.044,0.0326519,0.000270695,526.213,0.0273297,0.00039923
513.072,0.0676731,0.00020708,523.09,0.0328962,0.00027193,526.255,0.0275338,0.000401797
513.111,0.0681583,0.000207893,523.135,0.0331415,0.000273126,526.298,0.0277393,0.000404328
513.15,0.0686459,0.000209056,523.179,0.0333877,0.00027429,526.34,0.0279461,0.000406811
513.189,0.0691365,0.000210174,523.224,0.0336348,0.00027548,526.383,0.0281541,0.000409287
513.228,0.0696301,0.000211442,523.269,0.0338832,0.000276641,526.425,0.0283635,0.000411768
513.267,0.0701262,0.000212373,523.314,0.0341326,0.000277694,526.468,0.0285742,0.000414244
513.306,0.0706245,0.000213358,523.359,0.0343829,0.000278815,526.51,0.028786,0.000416744
513.345,0.0711255,0.000214475,523.404,0.0346343,0.000280082,526.553,0.0289993,0.000419237
513.384,0.071629,0.000215778,523.449,0.0348867,0.00028131,526.595,0.0292137,0.000421752
513.423,0.0721357,0.000217139,523.494,0.03514,0.000282333,526.638,0.0294294,0.000424237
513.462,0.0726453,0.000218342,523.539,0.0353944,0.000283442,526.68,0.0296464,0.00042667
513.501,0.0731576,0.000219311,523.584,0.0356497,0.000284401,526.723,0.0298645,0.000428953
513.54,0.0736723,0.000220315,523.629,0.0359058,0.000285452,526.765,0.0300839,0.000431305
513.579,0.0741898,0.000221539,523.674,0.0361628,0.000286354,526.808,0.0303046,0.000433855
513.618,0.0747101,0.000222978,523.719,0.0364208,0.000287405,526.85,0.0305265,0.000436239
513.657,0.0752339,0.000224232,523.764,0.0366797,0.000288477,526.893,0.0307497,0.000438622
513.696,0.0757607,0.000225556,523.809,0.0369395,0.000289579,526.935,0.0309742,0.000441159
513.735,0.0762901,0.000226682,523.854,0.0372003,0.000290591,526.978,0.0311998,0.000443695
513.774,0.0768221,0.000227822,523.899,0.037462,0.00029161,527.02,0.0314268,0.000446144
513.813,0.0773566,0.000228921,523.944,0.0377247,0.00029265,527.063,0.031655,0.000448565
513.852,0.0778938,0.000229959,523.989,0.0379882,0.000293543,527.105,0.0318845,0.000450981
513.891,0.0784331,0.000230879,524.034,0.0382526,0.000294459,527.148,0.0321151,0.00045348
513.93,0.0789742,0.00023159,524.079,0.0385178,0.000295445,527.19,0.032347,0.000455742
513.969,0.079517,0.000232355,524.124,0.0387839,0.000296292,527.233,0.03258,0.000458066
514.008,0.0800621,0.000233166,524.169,0.0390507,0.000297112,527.275,0.0328143,0.000460539
514.047,0.0806094,0.000234155,524.214,0.0393183,0.000297985,527.318,0.0330498,0.000463141
514.087,0.0811589,0.000234917,524.259,0.0395867,0.000298935,527.36,0.0332865,0.000465721
514.126,0.0817103,0.0002357,524.304,0.0398559,0.000299879,527.403,0.0335246,0.000468232
514.165,0.0822639,0.000236767,524.348,0.040126,0.000300991,527.445,0.0337639,0.000470837
514.204,0.0828195,0.000237387,524.393,0.0403972,0.000302096,527.488,0.0340046,0.000473454
514.243,0.0833766,0.000237919,524.438,0.0406695,0.000303251,527.53,0.0342464,0.00047605
514.282,0.0839344,0.000238487,524.483,0.040943,0.000304399,527.572,0.0344897,0.000478692
514.321,0.0844939,0.000239313,524.528,0.0412177,0.000305596,527.615,0.0347342,0.000481277
514.36,0.0850553,0.00024015,524.573,0.0414934,0.000306868,527.657,0.0349799,0.000483823
514.399,0.0856186,0.000240788,524.618,0.0417701,0.000308187,527.7,0.0352271,0.000486453
514.438,0.0861833,0.000241664,524.663,0.0420481,0.00030945,527.742,0.0354758,0.00048906
514.477,0.0867499,0.000242298,524.708,0.0423272,0.000310831,527.785,0.0357257,0.000491603
514.516,0.0873178,0.000243031,524.753,0.0426076,0.000312215,527.827,0.0359769,0.000494084
514.555,0.0878876,0.000243948,524.798,0.0428892,0.00031368,527.87,0.0362295,0.000496653
514.594,0.0884593,0.000244665,524.843,0.0431722,0.000315153,527.912,0.0364835,0.000499227
514.633,0.0890331,0.000245494,524.888,0.0434564,0.000316606,527.955,0.0367385,0.000501775
514.672,0.0896087,0.000246372,524.933,0.0437418,0.000318196,527.997,0.0369951,0.000504275
514.711,0.0901866,0.00024755,524.978,0.0440287,0.000319789,528.04,0.0372529,0.000506736
514.75,0.0907668,0.000248359,525.023,0.0443171,0.000321388,528.082,0.037512,0.000509148
514.789,0.0913489,0.000249191,525.068,0.044607,0.000322908,528.125,0.0377723,0.000511621
514.828,0.0919331,0.000249934,525.113,0.0448984,0.000324514,528.167,0.0380338,0.0005141
514.867,0.0925191,0.000250935,525.158,0.0451913,0.000326143,528.21,0.0382965,0.000516603
514.906,0.0931075,0.000251955,525.203,0.0454855,0.000327849,528.252,0.0385606,0.000518989
514.945,0.0936984,0.000252972,525.248,0.0457814,0.000329532,528.295,0.0388258,0.00052136
514.984,0.0942914,0.000254057,525.293,0.0460787,0.000331205,528.337,0.0390922,0.000523856
515.023,0.0948868,0.000255066,525.338,0.0463775,0.000332997,528.38,0.03936,0.000526342
515.062,0.0954848,0.000256133,525.383,0.0466781,0.000334674,528.422,0.0396289,0.000528746
515.101,0.0960855,0.000257484,525.428,0.0469801,0.000336336,528.465,0.0398991,0.000531296
515.14,0.0966896,0.000258794,525.473,0.0472838,0.000337956,528.507,0.0401707,0.000534011
515.179,0.0972963,0.000260194,525.518,0.0475888,0.000339693,528.55,0.0404437,0.000536759
515.218,0.0979057,0.000261337,525.563,0.0478953,0.000341381,528.592,0.0407183,0.000539631
515.257,0.0985184,0.00026271,525.608,0.0482033,0.000343054,528.635,0.0409942,0.000542459
515.296,0.0991346,0.000264107,525.653,0.0485129,0.000344616,528.677,0.0412716,0.000545077
515.335,0.099754,0.000265529,525.698,0.0488238,0.000346092,528.72,0.0415502,0.000547651
515.374,0.100376,0.000266838,525.743,0.049136,0.00034757,528.762,0.04183,0.000550371
515.413,0.101001,0.000268281,525.788,0.0494493,0.000348898,528.805,0.0421115,0.000553118
515.452,0.10163,0.000269772,525.833,0.0497638,0.000350269,528.847,0.0423942,0.000555817
515.491,0.102263,0.000271313,525.878,0.0500795,0.000351628,528.89,0.0426784,0.000558402
515.53,0.102898,0.000272781,525.923,0.0503964,0.000352921,528.932,0.042964,0.000561246
515.568,0.103537,0.000274281,525.968,0.0507144,0.000354318,528.975,0.0432512,0.000564217
515.607,0.10418,0.000275714,526.013,0.0510336,0.000355784,529.017,0.0435399,0.000567272
515.646,0.104826,0.000277055,526.058,0.0513541,0.000357173,529.06,0.0438301,0.000570397
515.685,0.105474,0.000278705,526.103,0.0516758,0.000358544,529.102,0.044122,0.000573533
515.724,0.106127,0.0002802,526.148,0.0519985,0.000359927,529.145,0.0444153,0.000576648
515.763,0.106783,0.000281405,526.193,0.0523226,0.000361315,529.187,0.0447103,0.000579771
515.802,0.107442,0.000282887,526.238,0.052648,0.000362621,529.23,0.0450069,0.000582889
515.841,0.108105,0.000284272,526.283,0.0529745,0.00036394,529.272,0.045305,0.00058607
515.88,0.108771,0.000285994,526.328,0.0533023,0.000365388,529.315,0.0456047,0.000589234
515.919,0.109442,0.000287503,526.373,0.0536314,0.000366798,529.357,0.0459061,0.000592437
515.958,0.110115,0.00028886,526.418,0.0539615,0.000368155,529.4,0.0462091,0.000595552
515.997,0.110792,0.000290317,526.463,0.0542929,0.0003696,529.442,0.0465137,0.000598592
516.036,0.111472,0.000291857,526.508,0.0546255,0.000371088,529.485,0.0468198,0.000601651
516.075,0.112156,0.000293478,526.553,0.0549596,0.000372529,529.527,0.0471277,0.000604799
516.114,0.112843,0.000294871,526.597,0.0552951,0.000373998,529.57,0.0474371,0.000608095
516.153,0.113534,0.00029632,526.642,0.0556317,0.000375404,529.612,0.0477482,0.000611425
516.192,0.114228,0.000297779,526.687,0.0559695,0.00037677,529.655,0.0480611,0.000614798
516.23,0.114925,0.000299155,526.732,0.0563085,0.000378058,529.697,0.0483757,0.000618061
516.269,0.115626,0.000300685,526.777,0.0566486,0.0003793,529.74,0.0486919,0.000621279
516.308,0.116331,0.000302003,526.822,0.05699,0.000380629,529.782,0.0490095,0.000624281
516.347,0.117038,0.00030327,526.867,0.0573326,0.000382031,529.825,0.0493287,0.000627277
516.386,0.117749,0.000304675,526.912,0.0576768,0.000383566,529.867,0.0496493,0.000630272
516.425,0.118464,0.000306024,526.957,0.0580224,0.000385114,529.91,0.0499714,0.000633223
516.464,0.119181,0.000307419,527.002,0.0583694,0.000386514,529.952,0.0502951,0.000636089
516.503,0.119902,0.000308655,527.047,0.0587177,0.000387968,529.995,0.0506202,0.000639038
516.542,0.120626,0.00030982,527.092,0.0590672,0.00038952,530.037,0.0509469,0.000642004
516.581,0.121352,0.00031097,527.137,0.0594183,0.000391155,530.08,0.0512747,0.000644811
516.62,0.122081,0.00031233,527.182,0.0597707,0.000392713,530.122,0.0516041,0.000647609
516.659,0.122813,0.000313585,527.227,0.0601246,0.000394295,530.165,0.0519349,0.000650538
516.698,0.123548,0.000314826,527.272,0.06048,0.000395882,530.207,0.052267,0.000653373
516.737,0.124286,0.000316423,527.317,0.0608369,0.000397399,530.25,0.0526006,0.000656152
516.776,0.125028,0.000317917,527.362,0.0611953,0.000398882,530.292,0.0529356,0.0006588
516.815,0.125773,0.000319232,527.407,0.0615548,0.000400335,530.335,0.0532718,0.000661438
516.854,0.126521,0.000320492,527.452,0.0619156,0.000401791,530.377,0.0536093,0.000664177
516.893,0.127271,0.000321506,527.497,0.0622778,0.000403248,530.42,0.0539484,0.000666987
516.932,0.128024,0.000322568,527.542,0.0626417,0.000404847,530.462,0.0542888,0.000669733
516.971,0.12878,0.000323965,527.587,0.0630068,0.000406373,530.504,0.0546308,0.000672456
517.01,0.129539,0.000325178,527.632,0.0633733,0.000408077,530.547,0.054974,0.000675138
517.049,0.130301,0.000326485,527.677,0.0637417,0.000409922,530.589,0.0553187,0.00067785
517.088,0.131067,0.000327845,527.722,0.0641117,0.000411893,530.632,0.0556649,0.000680655
517.127,0.131836,0.000329168,527.767,0.0644835,0.000413853,530.674,0.0560125,0.000683412
517.166,0.132609,0.000330641,527.812,0.0648569,0.000415993,530.717,0.0563616,0.000686205
517.205,0.133385,0.000332017,527.857,0.0652327,0.000418268,530.759,0.056712,0.000689001
517.244,0.134164,0.000333425,527.902,0.0656104,0.000420517,530.802,0.057064,0.000691759
517.283,0.134946,0.000334654,527.947,0.0659901,0.000422764,530.844,0.0574174,0.000694719
517.322,0.135731,0.000336052,527.992,0.066372,0.000425057,530.887,0.0577724,0.00069781
517.361,0.13652,0.000337614,528.037,0.0667557,0.000427314,530.929,0.0581289,0.000700759
517.4,0.137312,0.000339315,528.082,0.0671417,0.000429578,530.972,0.0584869,0.000703736
517.439,0.138109,0.000341065,528.127,0.0675295,0.000431932,531.014,0.0588467,0.000706792
517.478,0.138909,0.000342739,528.172,0.0679195,0.000434283,531.057,0.0592081,0.000709802
517.517,0.139714,0.000344569,528.217,0.0683116,0.000436644,531.099,0.0595708,0.000712833
517.556,0.140523,0.000346478,528.262,0.0687058,0.000439028,531.142,0.0599353,0.00071596
517.595,0.141337,0.000348347,528.307,0.0691021,0.000441339,531.184,0.0603016,0.000719215
517.634,0.142155,0.000350223,528.352,0.0695002,0.000443628,531.227,0.0606696,0.000722547
517.673,0.142977,0.000352019,528.397,0.0699006,0.000445879,531.269,0.0610391,0.000725883
517.713,0.143804,0.000353679,528.442,0.070303,0.000448064,531.312,0.0614103,0.000729182
517.752,0.144635,0.000355479,528.487,0.0707075,0.000450077,531.354,0.0617833,0.000732453
517.791,0.14547,0.000357221,528.532,0.0711136,0.000452048,531.397,0.0621579,0.000735648
517.83,0.146309,0.000358846,528.577,0.0715216,0.000454002,531.439,0.0625341,0.000738862
517.869,0.147152,0.000360395,528.622,0.0719312,0.000455937,531.482,0.062912,0.000742072
517.908,0.147998,0.000361833,528.667,0.0723425,0.00045779,531.524,0.0632916,0.000745357
517.947,0.148848,0.000363558,528.712,0.0727554,0.000459478,531.567,0.0636726,0.000748825
517.986,0.149702,0.000365176,528.757,0.0731698,0.000460965,531.609,0.0640552,0.000752338
518.025,0.150559,0.000366801,528.802,0.0735855,0.0004624,531.652,0.0644398,0.000756
518.064,0.151421,0.000368223,528.847,0.0740021,0.000463745,531.694,0.0648261,0.000759659
518.103,0.152285,0.000369801,528.892,0.07442,0.000465181,531.737,0.0652143,0.000763314
518.142,0.153153,0.000371418,528.937,0.0748393,0.000466494,531.779,0.0656043,0.000767054
518.181,0.154025,0.000373168,528.982,0.0752594,0.000467666,531.822,0.0659965,0.000770785
518.22,0.1549,0.000374705,529.027,0.0756806,0.00046892,531.864,0.0663907,0.000774536
518.259,0.155779,0.000376322,529.072,0.0761029,0.000470314,531.907,0.0667865,0.000778389
518.298,0.156662,0.000377716,529.117,0.0765263,0.000471767,531.949,0.0671844,0.000782371
518.337,0.157548,0.000378942,529.162,0.0769514,0.000473331,531.992,0.0675842,0.00078637
518.376,0.158436,0.000380074,529.207,0.0773781,0.000474923,532.034,0.0679861,0.000790464
518.415,0.159327,0.000381549,529.252,0.0778062,0.000476482,532.077,0.0683906,0.000794481
518.454,0.160221,0.000382831,529.297,0.0782356,0.000478109,532.119,0.0687968,0.000798456
518.493,0.161119,0.000384385,529.342,0.0786664,0.000479774,532.162,0.0692051,0.000802395
518.532,0.162021,0.000385857,529.387,0.0790988,0.000481448,532.204,0.0696155,0.000806417
518.571,0.162925,0.00038723,529.432,0.0795326,0.000483335,532.247,0.0700281,0.000810391
518.61,0.163833,0.000388748,529.477,0.0799685,0.000485375,532.289,0.0704427,0.000814307
518.649,0.164745,0.000390185,529.522,0.0804058,0.000487426,532.332,0.0708597,0.000818158
518.688,0.16566,0.000391375,529.567,0.0808449,0.000489504,532.375,0.0712786,0.000821992
518.727,0.166577,0.000392758,529.612,0.0812861,0.000491706,532.417,0.0716993,0.000825992
518.766,0.167498,0.000394152,529.657,0.0817291,0.000493861,532.46,0.0721223,0.000829927
518.805,0.168423,0.000395676,529.702,0.0821735,0.000495876,532.502,0.0725472,0.000834031
518.844,0.169352,0.000397139,529.747,0.0826199,0.000498143,532.545,0.0729744,0.000838224
518.883,0.170284,0.000398723,529.791,0.0830687,0.000500533,532.587,0.0734036,0.000842217
518.922,0.17122,0.000400222,529.836,0.0835197,0.000502952,532.63,0.0738349,0.000845957
518.962,0.172159,0.000401876,529.881,0.0839731,0.000505483,532.673,0.0742678,0.000849743
519.001,0.173101,0.000403424,529.926,0.0844287,0.000508173,532.715,0.0747028,0.000853479
519.04,0.174047,0.000405016,529.971,0.0848868,0.000510918,532.758,0.0751395,0.000857096
519.078,0.174996,0.000406467,530.016,0.0853474,0.000513735,532.8,0.0755779,0.000860751
519.117,0.175949,0.000408008,530.061,0.0858104,0.000516466,532.843,0.0760182,0.000864394
519.156,0.176905,0.000409384,530.106,0.086276,0.000519167,532.885,0.0764603,0.000867996
519.195,0.177864,0.000410866,530.151,0.0867444,0.000521865,532.928,0.0769042,0.000871478
519.234,0.178827,0.00041225,530.196,0.0872152,0.000524389,532.97,0.0773496,0.000874905
519.273,0.179793,0.000413571,530.241,0.087688,0.00052686,533.013,0.0777966,0.000878457
519.312,0.180763,0.000415341,530.286,0.0881631,0.000529208,533.055,0.0782456,0.000882112
519.351,0.181736,0.000417086,530.331,0.0886405,0.000531544,533.098,0.0786963,0.000885853
519.39,0.182714,0.000418683,530.376,0.0891196,0.00053377,533.14,0.0791489,0.000889583
519.429,0.183696,0.000420592,530.421,0.0896004,0.000535896,533.183,0.0796035,0.00089338
519.468,0.184682,0.000422183,530.466,0.090083,0.000537944,533.225,0.0800598,0.000897211
519.507,0.185672,0.00042421,530.511,0.0905675,0.000540164,533.268,0.0805181,0.00090119
519.546,0.186666,0.000426076,530.556,0.091054,0.000542588,533.31,0.0809787,0.000905154
519.585,0.187665,0.000427823,530.601,0.091543,0.000545226,533.353,0.0814411,0.000909201
519.624,0.188668,0.000429594,530.646,0.0920344,0.00054803,533.395,0.0819056,0.000913194
519.663,0.189675,0.000431429,530.691,0.0925286,0.00055115,533.438,0.0823722,0.000917261
519.702,0.190686,0.000433168,530.736,0.0930257,0.000554274,533.48,0.0828409,0.000921375
519.741,0.191701,0.000435003,530.781,0.0935258,0.000557413,533.523,0.0833114,0.000925526
519.78,0.19272,0.00043668,530.826,0.0940288,0.000560621,533.565,0.0837843,0.000929742
519.819,0.193743,0.000438344,530.871,0.0945347,0.000563708,533.608,0.0842597,0.00093417
519.858,0.194769,0.000439721,530.916,0.0950431,0.000566631,533.65,0.0847372,0.00093851
519.897,0.1958,0.000441476,530.961,0.0955542,0.000569311,533.693,0.0852173,0.000942899
519.936,0.196834,0.000442995,531.006,0.0960677,0.000571842,533.735,0.0856995,0.000947214
519.975,0.197873,0.000444853,531.051,0.0965834,0.000574362,533.778,0.0861839,0.000951411
520.014,0.198915,0.000446549,531.096,0.0971016,0.000576938,533.82,0.0866703,0.000955624
520.053,0.199961,0.000448357,531.141,0.0976219,0.000579286,533.863,0.0871586,0.000959758
520.092,0.201011,0.000450001,531.186,0.0981442,0.000581701,533.905,0.0876494,0.000963888
520.131,0.202065,0.00045166,531.231,0.0986686,0.000584081,533.948,0.0881421,0.00096806
520.17,0.203123,0.00045338,531.276,0.0991953,0.000586407,533.99,0.0886373,0.000972238
520.209,0.204184,0.000454891,531.321,0.0997237,0.000588658,534.033,0.0891343,0.000976414
520.248,0.20525,0.000456371,531.366,0.100255,0.000590875,534.075,0.0896337,0.000980664
520.287,0.206319,0.000457961,531.411,0.100788,0.000593085,534.118,0.0901352,0.000985018
520.326,0.207392,0.00045967,531.456,0.101322,0.000595263,534.16,0.0906391,0.000989248
520.365,0.208469,0.000461469,531.501,0.101859,0.000597413,534.203,0.0911448,0.000993582
520.404,0.20955,0.000463148,531.546,0.102398,0.000599564,534.245,0.0916528,0.000997637
520.443,0.210636,0.000465029,531.591,0.102939,0.00060177,534.288,0.0921628,0.0010015
520.482,0.211726,0.000466652,531.636,0.103482,0.000604011,534.33,0.0926747,0.00100524
520.521,0.21282,0.000468305,531.681,0.104027,0.000606243,534.373,0.0931882,0.00100893
520.56,0.213918,0.000469778,531.726,0.104574,0.000608483,534.415,0.0937033,0.0010126
520.599,0.215019,0.000471371,531.771,0.105123,0.000610685,534.458,0.0942203,0.00101621
520.638,0.216124,0.000472989,531.816,0.105674,0.000612841,534.5,0.094739,0.00101976
520.677,0.217234,0.000474767,531.861,0.106227,0.000614929,534.543,0.0952597,0.00102329
520.716,0.218347,0.000476471,531.906,0.106781,0.000617075,534.585,0.0957821,0.00102684
520.755,0.219465,0.000478245,531.951,0.107338,0.000619186,534.628,0.096306,0.00103044
520.794,0.220586,0.000479985,531.996,0.107896,0.000621257,534.67,0.0968318,0.00103414
520.833,0.221711,0.000481928,532.041,0.108457,0.000623512,534.713,0.09736,0.00103802
520.872,0.222841,0.000483887,532.086,0.10902,0.000625715,534.755,0.09789,0.00104206
520.911,0.223976,0.000485756,532.131,0.109584,0.000628066,534.798,0.098422,0.00104612
520.95,0.225115,0.000487501,532.176,0.110151,0.000630559,534.84,0.0989563,0.0010501
520.989,0.226258,0.000489277,532.221,0.11072,0.000633287,534.882,0.0994923,0.00105405
521.028,0.227406,0.000491058,532.266,0.111292,0.000636193,534.925,0.10003,0.00105801
521.067,0.228557,0.00049301,532.311,0.111867,0.000639441,534.967,0.10057,0.00106206
521.106,0.229713,0.000494666,532.356,0.112444,0.000642512,535.01,0.101112,0.00106619
521.145,0.230873,0.000496319,532.401,0.113024,0.000645605,535.052,0.101657,0.00107041
521.184,0.232036,0.000497854,532.446,0.113608,0.000648847,535.095,0.102204,0.00107462
521.223,0.233202,0.000499443,532.491,0.114194,0.000652105,535.137,0.102753,0.00107884
521.262,0.234372,0.000501043,532.536,0.114783,0.000655254,535.18,0.103303,0.0010831
521.301,0.235546,0.000502738,532.581,0.115375,0.000658344,535.222,0.103856,0.0010874
521.34,0.236723,0.000504328,532.627,0.11597,0.000661407,535.265,0.104412,0.00109185
521.379,0.237906,0.000506066,532.672,0.116567,0.000664299,535.307,0.104969,0.00109639
521.418,0.23909,0.000507601,532.717,0.117167,0.000667348,535.35,0.105529,0.00110064
521.457,0.24028,0.000509249,532.762,0.11777,0.000670379,535.392,0.106091,0.00110501
521.496,0.241473,0.000511028,532.807,0.118375,0.000673526,535.434,0.106655,0.00110938
521.535,0.242671,0.000512878,532.852,0.118983,0.000676704,535.477,0.107222,0.00111388
