# Comparison of alpha(T) at 3 K/min for the three precursors.
T_C_mel_thiobarbiturate,alpha_mel_thiobarbiturate,T_C_mel_barbiturate,alpha_mel_barbiturate,T_C_melamine,alpha_melamine
284.764,1.00853e-07,360.848,0.489187,567.365,0.998247
284.766,1.00853e-07,360.88,0.491462,567.41,0.998307
284.768,1.00853e-07,360.912,0.493743,567.455,0.998365
284.77,1.00853e-07,360.944,0.496031,567.5,0.998422
284.772,1.00853e-07,360.976,0.498324,567.545,0.998478
284.774,1.00853e-07,361.008,0.500623,567.59,0.998532
284.777,1.00853e-07,361.041,0.502929,567.635,0.998584
284.779,1.00853e-07,361.073,0.50524,567.68,0.998635
284.781,1.00853e-07,361.105,0.507558,567.725,0.998685
284.783,1.00853e-07,361.137,0.509881,567.77,0.998734
284.785,1.00853e-07,361.169,0.512209,567.815,0.998781
284.787,1.00853e-07,361.201,0.514544,567.86,0.998827
284.789,1.00853e-07,361.233,0.516884,567.905,0.998871
284.791,1.00853e-07,361.265,0.51923,567.95,0.998914
284.793,1.00853e-07,361.297,0.521582,567.995,0.998955
284.795,1.00853e-07,361.329,0.523939,568.04,0.998995
284.797,1.00853e-07,361.361,0.526301,568.085,0.999034
284.8,1.00853e-07,361.394,0.528669,568.13,0.999071
284.802,1.00853e-07,361.426,0.531042,568.175,0.999108
284.804,1.00853e-07,361.458,0.533421,568.22,0.999143
284.806,1.00853e-07,361.49,0.535804,568.265,0.999177
284.808,1.00853e-07,361.522,0.538193,568.31,0.99921
284.81,1.00853e-07,361.554,0.540587,568.354,0.999242
284.812,1.00853e-07,361.586,0.542986,568.399,0.999273
284.814,1.00853e-07,361.618,0.54539,568.444,0.999303
284.816,1.00853e-07,361.65,0.547799,568.489,0.999331
284.818,1.00853e-07,361.682,0.550213,568.534,0.999359
284.82,1.00853e-07,361.715,0.552632,568.579,0.999386
284.823,1.00853e-07,361.747,0.555055,568.624,0.999411
284.825,1.00853e-07,361.779,0.557483,568.669,0.999436
284.827,1.00853e-07,361.811,0.559915,568.714,0.99946
284.829,1.00853e-07,361.843,0.562352,568.759,0.999483
284.831,1.00853e-07,361.875,0.564794,568.804,0.999505
284.833,1.00853e-07,361.907,0.56724,568.849,0.999526
284.835,1.00853e-07,361.939,0.56969,568.894,0.999546
284.837,1.00853e-07,361.971,0.572144,568.939,0.999566
284.839,1.00853e-07,362.003,0.574603,568.984,0.999585
284.841,1.00853e-07,362.035,0.577065,569.029,0.999604
284.844,1.00853e-07,362.068,0.579532,569.074,0.999622
284.846,1.00853e-07,362.1,0.582002,569.119,0.999639
284.848,1.00853e-07,362.132,0.584477,569.164,0.999657
284.85,1.00853e-07,362.164,0.586955,569.209,0.999673
284.852,1.00853e-07,362.196,0.589436,569.254,0.99969
284.854,1.00853e-07,362.228,0.591921,569.299,0.999705
284.856,1.00853e-07,362.26,0.59441,569.344,0.99972
284.858,1.00853e-07,362.292,0.596902,569.389,0.999735
284.86,1.00853e-07,362.324,0.599398,569.434,0.999749
284.862,1.00853e-07,362.356,0.601896,569.479,0.999762
284.864,1.00853e-07,362.389,0.604398,569.524,0.999774
284.867,1.00853e-07,362.421,0.606903,569.568,0.999786
284.869,1.00853e-07,362.453,0.60941,569.613,0.999797
284.871,1.00853e-07,362.485,0.611921,569.658,0.999807
284.873,1.00853e-07,362.517,0.614434,569.703,0.999817
284.875,1.00853e-07,362.549,0.61695,569.748,0.999827
284.877,1.00853e-07,362.581,0.619469,569.793,0.999836
284.879,1.00853e-07,362.613,0.621989,569.838,0.999845
284.881,1.00853e-07,362.645,0.624513,569.883,0.999853
284.883,1.00853e-07,362.677,0.627038,569.928,0.999861
284.885,1.00853e-07,362.709,0.629566,569.973,0.999868
284.887,1.00853e-07,362.742,0.632096,570.018,0.999874
284.89,1.00853e-07,362.774,0.634627,570.063,0.999881
284.892,1.00853e-07,362.806,0.637161,570.108,0.999886
284.894,1.00853e-07,362.838,0.639696,570.153,0.999891
284.896,1.00853e-07,362.87,0.642232,570.198,0.999896
284.898,1.00853e-07,362.902,0.644771,570.243,0.999901
284.9,1.00853e-07,362.934,0.64731,570.288,0.999906
284.902,1.00853e-07,362.966,0.649851,570.332,0.99991
284.904,1.00853e-07,362.998,0.652393,570.377,0.999914
284.906,1.00853e-07,363.03,0.654936,570.422,0.999919
284.908,1.00853e-07,363.063,0.65748,570.467,0.999923
284.91,1.00853e-07,363.095,0.660025,570.512,0.999927
284.913,1.00853e-07,363.127,0.662571,570.557,0.999931
284.915,1.00853e-07,363.159,0.665117,570.602,0.999934
284.917,1.00853e-07,363.191,0.667663,570.647,0.999938
284.919,1.00853e-07,363.223,0.67021,570.692,0.999941
284.921,1.00853e-07,363.255,0.672757,570.737,0.999944
284.923,1.00853e-07,363.287,0.675304,570.782,0.999947
284.925,1.00853e-07,363.319,0.677851,570.827,0.999949
284.927,1.00853e-07,363.351,0.680398,570.872,0.999951
284.929,1.00853e-07,363.383,0.682944,570.917,0.999954
284.931,1.00853e-07,363.416,0.68549,570.962,0.999956
284.933,1.00853e-07,363.448,0.688036,571.007,0.999957
284.936,1.00853e-07,363.48,0.69058,571.052,0.999959
284.938,1.00853e-07,363.512,0.693124,571.097,0.99996
284.94,1.00853e-07,363.544,0.695667,571.143,0.999961
284.942,1.00853e-07,363.576,0.698209,571.188,0.999962
284.944,1.00853e-07,363.608,0.700749,571.233,0.999963
284.946,1.00853e-07,363.64,0.703288,571.278,0.999964
284.948,1.00853e-07,363.672,0.705826,571.323,0.999965
284.95,1.00853e-07,363.704,0.708362,571.368,0.999967
284.952,1.00853e-07,363.737,0.710896,571.413,0.999968
284.954,1.00853e-07,363.769,0.713428,571.458,0.99997
284.957,1.00853e-07,363.801,0.715958,571.503,0.999973
284.959,1.00853e-07,363.833,0.718485,571.548,0.999975
284.961,1.00853e-07,363.865,0.721011,571.593,0.999978
284.963,1.00853e-07,363.897,0.723533,571.638,0.999981
284.965,1.00853e-07,363.929,0.726053,571.683,0.999983
284.967,1.00853e-07,363.961,0.728571,571.728,0.999986
284.969,1.00853e-07,363.993,0.731085,571.773,0.999988
284.971,1.00853e-07,364.025,0.733596,571.818,0.999991
284.973,1.00853e-07,364.057,0.736103,571.863,0.999993
284.975,1.00853e-07,364.09,0.738608,571.908,0.999996
284.977,1.00853e-07,364.122,0.741108,571.953,0.999998
284.98,1.00853e-07,364.154,0.743605,571.998,1
284.982,1.00853e-07,364.186,0.746098,,
284.984,1.00853e-07,364.218,0.748587,,
284.986,1.00853e-07,364.25,0.751072,,
284.988,1.00853e-07,364.282,0.753552,,
284.99,1.00853e-07,364.314,0.756027,,
284.992,1.00853e-07,364.346,0.758498,,
284.994,1.00853e-07,364.378,0.760964,,
284.996,1.00853e-07,364.411,0.763425,,
284.998,1.00853e-07,364.443,0.765881,,
285,1.00853e-07,364.475,0.768331,,
285.003,1.00853e-07,364.507,0.770776,,
285.005,1.00853e-07,364.539,0.773215,,
285.007,1.00853e-07,364.571,0.775648,,
285.009,1.00853e-07,364.603,0.778075,,
285.011,1.00853e-07,364.635,0.780496,,
285.013,1.00853e-07,364.667,0.782911,,
285.015,1.00853e-07,364.699,0.785319,,
285.017,1.00853e-07,364.732,0.78772,,
285.019,1.00853e-07,364.764,0.790115,,
285.021,1.00853e-07,364.796,0.792502,,
285.023,1.00853e-07,364.828,0.794882,,
285.026,1.00853e-07,364.86,0.797255,,
285.028,1.00853e-07,364.892,0.79962,,
285.03,1.00853e-07,364.924,0.801978,,
285.032,1.00853e-07,364.956,0.804327,,
285.034,1.00853e-07,364.988,0.806669,,
285.036,1.00853e-07,365.02,0.809002,,
285.038,1.00853e-07,365.052,0.811327,,
285.04,1.00853e-07,365.085,0.813643,,
285.042,1.00853e-07,365.117,0.81595,,
285.044,1.00853e-07,365.149,0.818249,,
285.046,1.00853e-07,365.181,0.820538,,
285.049,1.00853e-07,365.213,0.822818,,
285.051,1.00853e-07,365.245,0.825089,,
285.053,1.00853e-07,365.277,0.827349,,
285.055,1.00853e-07,365.309,0.829601,,
285.057,1.00853e-07,365.341,0.831842,,
285.059,1.00853e-07,365.373,0.834073,,
285.061,1.00853e-07,365.406,0.836293,,
285.063,1.00853e-07,365.438,0.838504,,
285.065,1.00853e-07,365.47,0.840703,,
285.067,1.00853e-07,365.502,0.842892,,
285.07,1.00853e-07,365.534,0.845069,,
285.072,1.00853e-07,365.566,0.847236,,
285.074,1.00853e-07,365.598,0.849391,,
285.076,1.00853e-07,365.63,0.851535,,
285.078,1.00853e-07,365.662,0.853667,,
285.08,1.00853e-07,365.694,0.855787,,
285.082,1.00853e-07,365.726,0.857895,,
285.084,1.00853e-07,365.759,0.859991,,
285.086,1.00853e-07,365.791,0.862074,,
285.088,1.00853e-07,365.823,0.864146,,
285.09,1.00853e-07,365.855,0.866204,,
285.093,1.00853e-07,365.887,0.86825,,
285.095,1.00853e-07,365.919,0.870282,,
285.097,1.00853e-07,365.951,0.872302,,
285.099,1.00853e-07,365.983,0.874308,,
285.101,1.00853e-07,366.015,0.8763,,
285.103,1.00853e-07,366.047,0.87828,,
285.105,1.00853e-07,366.08,0.880245,,
285.107,1.00853e-07,366.112,0.882196,,
285.109,1.00853e-07,366.144,0.884134,,
285.111,1.00853e-07,366.176,0.886057,,
285.113,1.00853e-07,366.208,0.887965,,
285.116,1.00853e-07,366.24,0.88986,,
285.118,1.00853e-07,366.272,0.891739,,
285.12,1.00853e-07,366.304,0.893604,,
285.122,1.00853e-07,366.336,0.895454,,
285.124,1.00853e-07,366.368,0.897289,,
285.126,1.00853e-07,366.4,0.899108,,
285.128,1.00853e-07,366.433,0.900913,,
285.13,1.00853e-07,366.465,0.902701,,
285.132,1.00853e-07,366.497,0.904475,,
285.134,1.00853e-07,366.529,0.906232,,
285.136,1.00853e-07,366.561,0.907974,,
285.139,1.00853e-07,366.593,0.909699,,
285.141,1.00853e-07,366.625,0.911409,,
285.143,1.00853e-07,366.657,0.913102,,
285.145,1.00853e-07,366.689,0.914779,,
285.147,1.00853e-07,366.721,0.91644,,
285.149,1.00853e-07,366.754,0.918084,,
285.151,1.00853e-07,366.786,0.919711,,
285.153,1.00853e-07,366.818,0.921322,,
285.155,1.00853e-07,366.85,0.922916,,
285.157,1.00853e-07,366.882,0.924493,,
285.159,1.00853e-07,366.914,0.926053,,
285.162,1.00853e-07,366.946,0.927596,,
285.164,1.00853e-07,366.978,0.929121,,
285.166,1.00853e-07,367.01,0.93063,,
285.168,1.00853e-07,367.042,0.932121,,
285.17,1.00853e-07,367.074,0.933594,,
285.172,1.00853e-07,367.107,0.93505,,
285.174,1.00853e-07,367.139,0.936489,,
285.176,1.00853e-07,367.171,0.93791,,
285.178,1.00853e-07,367.203,0.939313,,
285.18,1.00853e-07,367.235,0.940698,,
285.183,1.00853e-07,367.267,0.942066,,
285.185,1.00853e-07,367.299,0.943416,,
285.187,1.00853e-07,367.331,0.944747,,
285.189,1.00853e-07,367.363,0.946061,,
285.191,1.00853e-07,367.395,0.947357,,
285.193,1.00853e-07,367.428,0.948635,,
285.195,1.00853e-07,367.46,0.949895,,
285.197,1.00853e-07,367.492,0.951137,,
285.199,1.00853e-07,367.524,0.95236,,
285.201,1.00853e-07,367.556,0.953566,,
285.203,1.00853e-07,367.588,0.954754,,
285.206,1.00853e-07,367.62,0.955923,,
285.208,1.00853e-07,367.652,0.957074,,
285.21,1.00853e-07,367.684,0.958208,,
285.212,1.00853e-07,367.716,0.959323,,
285.214,1.00853e-07,367.749,0.96042,,
285.216,1.00853e-07,367.781,0.961499,,
285.218,1.00853e-07,367.813,0.96256,,
285.22,1.00853e-07,367.845,0.963602,,
285.222,1.00853e-07,367.877,0.964627,,
285.224,1.00853e-07,367.909,0.965634,,
285.226,1.00853e-07,367.941,0.966623,,
285.229,1.00853e-07,367.973,0.967594,,
285.231,1.00853e-07,368.005,0.968548,,
285.233,1.00853e-07,368.037,0.969483,,
285.235,1.00853e-07,368.069,0.970401,,
285.237,1.00853e-07,368.102,0.971302,,
285.239,1.00853e-07,368.134,0.972184,,
285.241,1.00853e-07,368.166,0.97305,,
285.243,1.00853e-07,368.198,0.973897,,
285.245,1.00853e-07,368.23,0.974728,,
285.247,1.00853e-07,368.262,0.975541,,
285.249,1.00853e-07,368.294,0.976337,,
285.252,1.00853e-07,368.326,0.977116,,
285.254,1.00853e-07,368.358,0.977879,,
285.256,1.00853e-07,368.39,0.978624,,
285.258,1.00853e-07,368.423,0.979353,,
285.26,1.00853e-07,368.455,0.980065,,
285.262,1.00853e-07,368.487,0.980761,,
285.264,1.00853e-07,368.519,0.98144,,
285.266,1.00853e-07,368.551,0.982103,,
285.268,1.00853e-07,368.583,0.98275,,
285.27,1.00853e-07,368.615,0.983381,,
285.272,1.00853e-07,368.647,0.983997,,
285.275,1.00853e-07,368.679,0.984597,,
285.277,1.00853e-07,368.711,0.985181,,
285.279,1.00853e-07,368.743,0.98575,,
285.281,1.00853e-07,368.776,0.986304,,
285.283,1.00853e-07,368.808,0.986843,,
285.285,1.00853e-07,368.84,0.987367,,
285.287,1.00853e-07,368.872,0.987877,,
285.289,1.00853e-07,368.904,0.988372,,
285.291,1.00853e-07,368.936,0.988853,,
285.293,1.00853e-07,368.968,0.98932,,
285.296,1.00853e-07,369,0.989773,,
285.298,1.00853e-07,369.032,0.990212,,
285.3,1.00853e-07,369.064,0.990638,,
285.302,1.00853e-07,369.097,0.99105,,
285.304,1.00853e-07,369.129,0.99145,,
285.306,1.00853e-07,369.161,0.991837,,
285.308,1.00853e-07,369.193,0.992211,,
285.31,1.00853e-07,369.225,0.992572,,
285.312,1.00853e-07,369.257,0.992922,,
285.314,1.00853e-07,369.289,0.993259,,
285.316,1.00853e-07,369.321,0.993585,,
285.319,1.00853e-07,369.353,0.993899,,
285.321,1.00853e-07,369.385,0.994201,,
285.323,1.00853e-07,369.417,0.994493,,
285.325,1.00853e-07,369.45,0.994774,,
285.327,1.00853e-07,369.482,0.995044,,
285.329,1.00853e-07,369.514,0.995304,,
285.331,1.00853e-07,369.546,0.995553,,
285.333,1.00853e-07,369.578,0.995793,,
285.335,1.00853e-07,369.61,0.996023,,
285.337,1.00853e-07,369.642,0.996243,,
285.339,1.00853e-07,369.674,0.996455,,
285.342,1.00853e-07,369.706,0.996657,,
285.344,1.00853e-07,369.738,0.99685,,
285.346,1.00853e-07,369.771,0.997035,,
285.348,1.00853e-07,369.803,0.997212,,
285.35,1.00853e-07,369.835,0.99738,,
285.352,1.00853e-07,369.867,0.997541,,
285.354,1.00853e-07,369.899,0.997694,,
285.356,1.00853e-07,369.931,0.99784,,
285.358,1.00853e-07,369.963,0.997978,,
285.36,1.00853e-07,369.995,0.99811,,
285.362,1.00853e-07,370.027,0.998235,,
285.365,1.00853e-07,370.059,0.998354,,
285.367,1.00853e-07,370.091,0.998466,,
285.369,1.00853e-07,370.124,0.998572,,
285.371,1.00853e-07,370.156,0.998673,,
285.373,1.00853e-07,370.188,0.998768,,
285.375,1.00853e-07,370.22,0.998857,,
285.377,1.00853e-07,370.252,0.998942,,
285.379,1.00853e-07,370.284,0.999021,,
285.381,1.00853e-07,370.316,0.999096,,
285.383,1.00853e-07,370.348,0.999166,,
285.386,1.00853e-07,370.38,0.999232,,
285.388,1.00853e-07,370.412,0.999293,,
285.39,1.00853e-07,370.445,0.999351,,
285.392,1.00853e-07,370.477,0.999405,,
285.394,1.00853e-07,370.509,0.999455,,
285.396,1.00853e-07,370.541,0.999502,,
285.398,1.00853e-07,370.573,0.999545,,
285.4,1.00853e-07,370.605,0.999586,,
285.402,1.00853e-07,370.637,0.999623,,
285.404,1.00853e-07,370.669,0.999658,,
285.406,1.00853e-07,370.701,0.99969,,
285.409,1.00853e-07,370.733,0.99972,,
285.411,1.00853e-07,370.765,0.999747,,
285.413,1.00853e-07,370.798,0.999772,,
285.415,1.00853e-07,370.83,0.999795,,
285.417,1.00853e-07,370.862,0.999816,,
285.419,1.00853e-07,370.894,0.999835,,
285.421,1.00853e-07,370.926,0.999853,,
285.423,1.00853e-07,370.958,0.999869,,
285.425,1.00853e-07,370.99,0.999884,,
285.427,1.00853e-07,371.022,0.999897,,
285.43,1.00853e-07,371.054,0.999909,,
285.432,1.00853e-07,371.086,0.999919,,
285.434,1.00853e-07,371.119,0.999929,,
285.436,1.00853e-07,371.151,0.999938,,
285.438,1.00853e-07,371.183,0.999946,,
285.44,1.00853e-07,371.215,0.999953,,
285.442,1.00853e-07,371.247,0.999959,,
285.444,1.00853e-07,371.279,0.999964,,
285.446,1.00853e-07,371.311,0.999969,,
285.448,1.00853e-07,371.343,0.999974,,
285.45,1.00853e-07,371.375,0.999977,,
285.453,1.00853e-07,371.407,0.999981,,
285.455,1.00853e-07,371.44,0.999984,,
285.457,1.00853e-07,371.472,0.999986,,
285.459,1.00853e-07,371.504,0.999988,,
285.461,1.00853e-07,371.536,0.99999,,
285.463,1.00853e-07,371.568,0.999992,,
285.465,1.00853e-07,371.6,0.999993,,
285.467,1.00853e-07,371.632,0.999994,,
285.469,1.00853e-07,371.664,0.999995,,
285.471,1.00853e-07,371.696,0.999996,,
285.473,1.00853e-07,371.728,0.999997,,
285.476,1.00853e-07,371.76,0.999997,,
285.478,1.00853e-07,371.793,0.999998,,
285.48,1.00853e-07,371.825,0.999998,,
285.482,1.00853e-07,371.857,0.999999,,
285.484,1.00853e-07,371.889,0.999999,,
285.486,1.00853e-07,371.921,0.999999,,
285.488,1.00853e-07,371.953,0.999999,,
285.49,1.00853e-07,371.985,1,,
285.492,1.00853e-07,372.017,1,,
285.494,1.00853e-07,372.049,1,,
285.497,1.00853e-07,372.081,1,,
285.499,1.00853e-07,372.114,1,,
285.501,1.00853e-07,372.146,1,,
285.503,1.00853e-07,372.178,1,,
285.505,1.00853e-07,372.21,1,,
285.507,1.00853e-07,372.242,1,,
285.509,1.00853e-07,372.274,1,,
285.511,1.00853e-07,372.306,1,,
285.513,1.00853e-07,372.338,1,,
285.515,1.00853e-07,372.37,1,,
285.517,1.00853e-07,372.402,1,,
285.52,1.00853e-07,372.434,1,,
285.522,1.00853e-07,372.467,1,,
285.524,1.00853e-07,372.499,1,,
285.526,1.00853e-07,372.531,1,,
285.528,1.00853e-07,372.563,1,,
285.53,1.00853e-07,372.595,1,,
285.532,1.00853e-07,372.627,1,,
285.534,1.00853e-07,372.659,1,,
285.536,1.00853e-07,372.691,1,,
285.538,1.00853e-07,372.723,1,,
285.54,1.00853e-07,372.755,1,,
285.543,1.00853e-07,372.788,1,,
285.545,1.00853e-07,372.82,1,,
285.547,1.00853e-07,372.852,1,,
285.549,1.00853e-07,372.884,1,,
285.551,1.00853e-07,372.916,1,,
285.553,1.00853e-07,372.948,1,,
285.555,1.00853e-07,372.98,1,,
285.557,1.00853e-07,373.012,1,,
285.559,1.00853e-07,373.044,1,,
285.561,1.00853e-07,373.076,1,,
285.564,1.00853e-07,373.108,1,,
285.566,1.00853e-07,373.141,1,,
285.568,1.00853e-07,373.173,1,,
285.57,1.00853e-07,373.205,1,,
285.572,1.00853e-07,373.237,1,,
285.574,1.00853e-07,373.269,1,,
285.576,1.00853e-07,373.301,1,,
285.578,1.00853e-07,373.333,1,,
285.58,1.00853e-07,373.365,1,,
285.582,1.00853e-07,373.397,1,,
285.584,1.00853e-07,373.429,1,,
285.587,1.00853e-07,373.462,1,,
285.589,1.00853e-07,373.494,1,,
285.591,1.00853e-07,373.526,1,,
285.593,1.00853e-07,373.558,1,,
285.595,1.00853e-07,373.59,1,,
285.597,1.00853e-07,373.622,1,,
285.599,1.00853e-07,373.654,1,,
285.601,1.00853e-07,373.686,1,,
285.603,1.00853e-07,373.718,1,,
285.605,1.00853e-07,373.75,1,,
285.608,1.00853e-07,373.782,1,,
285.61,1.00853e-07,373.815,1,,
285.612,1.00853e-07,373.847,1,,
285.614,1.00853e-07,373.879,1,,
285.616,1.00853e-07,373.911,1,,
285.618,1.00853e-07,373.943,1,,
285.62,1.00853e-07,373.975,1,,
285.622,1.00853e-07,374.007,1,,
285.624,1.00853e-07,374.039,1,,
285.626,1.00853e-07,374.071,1,,
285.628,1.00853e-07,374.103,1,,
285.631,1.00853e-07,374.136,1,,
285.633,1.00853e-07,374.168,1,,
285.635,1.00853e-07,374.2,1,,
285.637,1.00853e-07,374.232,1,,
285.639,1.00853e-07,374.264,1,,
285.641,1.00853e-07,374.296,1,,
285.643,1.00853e-07,374.328,1,,
285.645,1.00853e-07,374.36,1,,
285.647,1.00853e-07,374.392,1,,
285.649,1.00853e-07,374.424,1,,
285.652,1.00853e-07,374.456,1,,
285.654,1.00853e-07,374.489,1,,
285.656,1.00853e-07,374.521,1,,
285.658,1.00853e-07,374.553,1,,
285.66,1.00853e-07,374.585,1,,
285.662,1.00853e-07,374.617,1,,
285.664,1.00853e-07,374.649,1,,
285.666,1.00853e-07,374.681,1,,
285.668,1.00853e-07,374.713,1,,
285.67,1.00853e-07,374.745,1,,
285.672,1.00853e-07,374.777,1,,
285.675,1.00853e-07,374.81,1,,
285.677,1.00853e-07,374.842,1,,
285.679,1.00853e-07,374.874,1,,
285.681,1.00853e-07,374.906,1,,
285.683,1.00853e-07,374.938,1,,
285.685,1.00853e-07,374.97,1,,
285.687,1.00853e-07,375.002,1,,
285.689,1.00853e-07,375.034,1,,
285.691,1.00853e-07,375.066,1,,
285.693,1.00853e-07,375.098,1,,
285.696,1.00853e-07,375.131,1,,
285.698,1.00853e-07,375.163,1,,
285.7,1.00853e-07,375.195,1,,
285.702,1.00853e-07,375.227,1,,
285.704,1.00853e-07,375.259,1,,
285.706,1.00853e-07,375.291,1,,
285.708,1.00853e-07,375.323,1,,
285.71,1.00853e-07,375.355,1,,
285.712,1.00853e-07,375.387,1,,
285.714,1.00853e-07,375.419,1,,
285.716,1.00853e-07,375.451,1,,
285.719,1.00853e-07,375.484,1,,
285.721,1.00853e-07,375.516,1,,
285.723,1.00853e-07,375.548,1,,
285.725,1.00853e-07,375.58,1,,
285.727,1.00853e-07,375.612,1,,
285.729,1.00853e-07,375.644,1,,
285.731,1.00853e-07,375.676,1,,
285.733,1.00853e-07,375.708,1,,
285.735,1.00853e-07,375.74,1,,
285.737,1.00853e-07,375.772,1,,
285.74,1.00853e-07,375.805,1,,
285.742,1.00853e-07,375.837,1,,
285.744,1.00853e-07,375.869,1,,
285.746,1.00853e-07,375.901,1,,
285.748,1.00853e-07,375.933,1,,
285.75,1.00853e-07,375.965,1,,
285.752,1.00853e-07,375.997,1,,
285.754,1.00853e-07,376.029,1,,
285.756,1.00853e-07,376.061,1,,
285.758,1.00853e-07,376.093,1,,
285.761,1.00853e-07,376.125,1,,
285.763,1.00853e-07,376.158,1,,
285.765,1.00853e-07,376.19,1,,
285.767,1.00853e-07,376.222,1,,
285.769,1.00853e-07,376.254,1,,
285.771,1.00853e-07,376.286,1,,
285.773,1.00853e-07,376.318,1,,
285.775,1.00853e-07,376.35,1,,
285.777,1.00853e-07,376.382,1,,
285.779,1.00853e-07,376.414,1,,
285.781,1.00853e-07,376.446,1,,
285.784,1.00853e-07,376.479,1,,
285.786,1.00853e-07,376.511,1,,
285.788,1.00853e-07,376.543,1,,
285.79,1.00853e-07,376.575,1,,
285.792,1.00853e-07,376.607,1,,
285.794,1.00853e-07,376.639,1,,
285.796,1.00853e-07,376.671,1,,
285.798,1.00853e-07,376.703,1,,
285.8,1.00853e-07,376.735,1,,
285.802,1.00853e-07,376.767,1,,
285.805,1.00853e-07,376.799,1,,
285.807,1.00853e-07,376.832,1,,
285.809,1.00853e-07,376.864,1,,
285.811,1.00853e-07,376.896,1,,
285.813,1.00853e-07,376.928,1,,
285.815,1.00853e-07,376.96,1,,
285.817,1.00853e-07,376.992,1,,
285.819,1.00853e-07,377.024,1,,
285.821,1.00853e-07,377.056,1,,
285.823,1.00853e-07,377.088,1,,
285.826,1.00853e-07,377.12,1,,
285.828,1.00853e-07,377.153,1,,
285.83,1.00853e-07,377.185,1,,
285.832,1.00853e-07,377.217,1,,
285.834,1.00853e-07,377.249,1,,
285.836,1.00853e-07,377.281,1,,
285.838,1.00853e-07,377.313,1,,
285.84,1.00853e-07,377.345,1,,
285.842,1.00853e-07,377.377,1,,
285.844,1.00853e-07,377.409,1,,
285.846,1.00853e-07,377.441,1,,
285.849,1.00853e-07,377.473,1,,
285.851,1.00853e-07,377.506,1,,
285.853,1.00853e-07,377.538,1,,
285.855,1.00853e-07,377.57,1,,
285.857,1.00853e-07,377.602,1,,
285.859,1.00853e-07,377.634,1,,
285.861,1.00853e-07,377.666,1,,
285.863,1.00853e-07,377.698,1,,
285.865,1.00853e-07,377.73,1,,
285.867,1.00853e-07,377.762,1,,
285.87,1.00853e-07,377.794,1,,
285.872,1.00853e-07,377.827,1,,
285.874,1.00853e-07,377.859,1,,
285.876,1.00853e-07,377.891,1,,
285.878,1.00853e-07,377.923,1,,
285.88,1.00853e-07,377.955,1,,
285.882,1.00853e-07,377.987,1,,
285.884,1.00853e-07,378.019,1,,
285.886,1.00853e-07,378.051,1,,
285.888,1.00853e-07,378.083,1,,
285.891,1.00853e-07,378.115,1,,
285.893,1.00853e-07,378.147,1,,
285.895,1.00853e-07,378.18,1,,
285.897,1.00853e-07,378.212,1,,
285.899,1.00853e-07,378.244,1,,
285.901,1.00853e-07,378.276,1,,
285.903,1.00853e-07,378.308,1,,
285.905,1.00853e-07,378.34,1,,
285.907,1.00853e-07,378.372,1,,
285.909,1.00853e-07,378.404,1,,
285.911,1.00853e-07,378.436,1,,
285.914,1.00853e-07,378.468,1,,
285.916,1.00853e-07,378.501,1,,
285.918,1.00853e-07,378.533,1,,
285.92,1.00853e-07,378.565,1,,
285.922,1.00853e-07,378.597,1,,
285.924,1.00853e-07,378.629,1,,
285.926,1.00853e-07,378.661,1,,
285.928,1.00853e-07,378.693,1,,
285.93,1.00853e-07,378.725,1,,
285.932,1.00853e-07,378.757,1,,
285.935,1.00853e-07,378.789,1,,
285.937,1.00853e-07,378.822,1,,
285.939,1.00853e-07,378.854,1,,
285.941,1.00853e-07,378.886,1,,
285.943,1.00853e-07,378.918,1,,
285.945,1.00853e-07,378.95,1,,
285.947,1.00853e-07,378.982,1,,
285.949,1.00853e-07,379.014,1,,
285.951,1.00853e-07,379.046,1,,
285.953,1.00853e-07,379.078,1,,
285.955,1.00853e-07,379.11,1,,
285.958,1.00853e-07,379.142,1,,
285.96,1.00853e-07,379.175,1,,
285.962,1.00853e-07,379.207,1,,
285.964,1.00853e-07,379.239,1,,
285.966,1.00853e-07,379.271,1,,
285.968,1.00853e-07,379.303,1,,
285.97,1.00853e-07,379.335,1,,
285.972,1.00853e-07,379.367,1,,
285.974,1.00853e-07,379.399,1,,
285.976,1.00853e-07,379.431,1,,
285.979,1.00853e-07,379.463,1,,
285.981,1.00853e-07,379.496,1,,
285.983,1.00853e-07,379.528,1,,
285.985,1.00853e-07,379.56,1,,
285.987,1.00853e-07,379.592,1,,
285.989,1.00853e-07,379.624,1,,
285.991,1.00853e-07,379.656,1,,
285.993,1.00853e-07,379.688,1,,
285.995,1.00853e-07,379.72,1,,
285.997,1.00853e-07,379.752,1,,
286,1.00853e-07,379.784,1,,
286.002,1.00853e-07,379.816,1,,
286.004,1.00853e-07,379.849,1,,
286.006,1.00853e-07,379.881,1,,
286.008,1.00853e-07,379.913,1,,
286.01,1.00853e-07,379.945,1,,
286.012,1.00853e-07,379.977,1,,
286.014,1.00853e-07,380.009,1,,
286.016,1.00853e-07,380.041,1,,
286.018,1.00853e-07,380.073,1,,
286.02,1.00853e-07,380.105,1,,
286.023,1.00853e-07,380.137,1,,
286.025,1.00853e-07,380.17,1,,
286.027,1.00853e-07,380.202,1,,
286.029,1.00853e-07,380.234,1,,
286.031,1.00853e-07,380.266,1,,
