# Comparison of alpha(T) at 3 K/min for the three precursors.
T_C_mel_thiobarbiturate,alpha_mel_thiobarbiturate,T_C_mel_barbiturate,alpha_mel_barbiturate,T_C_melamine,alpha_melamine
282.001,0,318.514,0,508.014,0
282.003,2.18603e-08,318.546,2.2138e-06,508.059,2.46376e-07
282.005,4.13334e-08,318.578,4.4384e-06,508.104,1.03146e-06
282.008,5.81322e-08,318.61,6.67388e-06,508.149,2.40314e-06
282.01,7.23141e-08,318.642,8.92027e-06,508.194,4.32993e-06
282.012,8.36437e-08,318.674,1.11776e-05,508.239,6.79843e-06
282.014,9.21554e-08,318.706,1.3446e-05,508.284,9.79024e-06
282.016,9.77132e-08,318.738,1.57255e-05,508.329,1.32291e-05
282.018,1.00312e-07,318.771,1.80162e-05,508.373,1.70336e-05
282.02,1.00853e-07,318.803,2.0318e-05,508.418,2.11441e-05
282.022,1.00853e-07,318.835,2.26311e-05,508.463,2.551e-05
282.024,1.00853e-07,318.867,2.49555e-05,508.508,3.01205e-05
282.026,1.00853e-07,318.899,2.72913e-05,508.553,3.50376e-05
282.028,1.00853e-07,318.931,2.96385e-05,508.598,4.02639e-05
282.031,1.00853e-07,318.963,3.19973e-05,508.643,4.57117e-05
282.033,1.00853e-07,318.995,3.43675e-05,508.688,5.13334e-05
282.035,1.00853e-07,319.027,3.67494e-05,508.733,5.70878e-05
282.037,1.00853e-07,319.059,3.9143e-05,508.778,6.29468e-05
282.039,1.00853e-07,319.091,4.15483e-05,508.823,6.89484e-05
282.041,1.00853e-07,319.124,4.39654e-05,508.868,7.51121e-05
282.043,1.00853e-07,319.156,4.63943e-05,508.913,8.14492e-05
282.045,1.00853e-07,319.188,4.88352e-05,508.958,8.79919e-05
282.047,1.00853e-07,319.22,5.1288e-05,509.003,9.47678e-05
282.049,1.00853e-07,319.252,5.37528e-05,509.048,0.000101789
282.052,1.00853e-07,319.284,5.62298e-05,509.093,0.000109097
282.054,1.00853e-07,319.316,5.87189e-05,509.138,0.000116752
282.056,1.00853e-07,319.348,6.12203e-05,509.183,0.000124815
282.058,1.00853e-07,319.38,6.37339e-05,509.228,0.000133344
282.06,1.00853e-07,319.412,6.62599e-05,509.273,0.000142384
282.062,1.00853e-07,319.445,6.87983e-05,509.318,0.000152014
282.064,1.00853e-07,319.477,7.13492e-05,509.363,0.000162291
282.066,1.00853e-07,319.509,7.39126e-05,509.408,0.000173171
282.068,1.00853e-07,319.541,7.64886e-05,509.453,0.000184699
282.07,1.00853e-07,319.573,7.90773e-05,509.498,0.000196933
282.072,1.00853e-07,319.605,8.16788e-05,509.543,0.000209906
282.075,1.00853e-07,319.637,8.4293e-05,509.588,0.00022372
282.077,1.00853e-07,319.669,8.69201e-05,509.633,0.000238411
282.079,1.00853e-07,319.701,8.95602e-05,509.678,0.000253965
282.081,1.00853e-07,319.733,9.22132e-05,509.723,0.000270383
282.083,1.00853e-07,319.765,9.48793e-05,509.768,0.000287614
282.085,1.00853e-07,319.798,9.75586e-05,509.813,0.000305556
282.087,1.00853e-07,319.83,0.000100251,509.858,0.000324099
282.089,1.00853e-07,319.862,0.000102957,509.903,0.000343221
282.091,1.00853e-07,319.894,0.000105676,509.948,0.000362872
282.093,1.00853e-07,319.926,0.000108408,509.993,0.000382891
282.096,1.00853e-07,319.958,0.000111154,510.038,0.000403186
282.098,1.00853e-07,319.99,0.000113914,510.083,0.000423628
282.1,1.00853e-07,320.022,0.000116687,510.129,0.000444189
282.102,1.00853e-07,320.054,0.000119474,510.174,0.000464817
282.104,1.00853e-07,320.086,0.000122274,510.219,0.000485491
282.106,1.00853e-07,320.119,0.000125089,510.264,0.000506275
282.108,1.00853e-07,320.151,0.000127917,510.309,0.00052725
282.11,1.00853e-07,320.183,0.000130759,510.354,0.000548488
282.112,1.00853e-07,320.215,0.000133616,510.399,0.00056996
282.114,1.00853e-07,320.247,0.000136486,510.444,0.000591653
282.116,1.00853e-07,320.279,0.000139371,510.489,0.000613605
282.119,1.00853e-07,320.311,0.00014227,510.534,0.000635844
282.121,1.00853e-07,320.343,0.000145183,510.579,0.000658426
282.123,1.00853e-07,320.375,0.000148111,510.624,0.000681442
282.125,1.00853e-07,320.407,0.000151053,510.668,0.00070488
282.127,1.00853e-07,320.439,0.00015401,510.713,0.000728739
282.129,1.00853e-07,320.472,0.000156981,510.758,0.00075306
282.131,1.00853e-07,320.504,0.000159967,510.803,0.00077789
282.133,1.00853e-07,320.536,0.000162968,510.848,0.000803288
282.135,1.00853e-07,320.568,0.000165984,510.893,0.000829191
282.137,1.00853e-07,320.6,0.000169015,510.938,0.000855575
282.14,1.00853e-07,320.632,0.000172061,510.983,0.00088247
282.142,1.00853e-07,320.664,0.000175122,511.028,0.000909924
282.144,1.00853e-07,320.696,0.000178198,511.073,0.000937908
282.146,1.00853e-07,320.728,0.000181289,511.118,0.000966484
282.148,1.00853e-07,320.76,0.000184396,511.163,0.000995638
282.15,1.00853e-07,320.793,0.000187518,511.208,0.00102537
282.152,1.00853e-07,320.825,0.000190655,511.253,0.00105574
282.154,1.00853e-07,320.857,0.000193809,511.298,0.00108678
282.156,1.00853e-07,320.889,0.000196977,511.343,0.00111838
282.158,1.00853e-07,320.921,0.000200162,511.388,0.00115049
282.16,1.00853e-07,320.953,0.000203363,511.433,0.00118305
282.163,1.00853e-07,320.985,0.000206579,511.478,0.00121606
282.165,1.00853e-07,321.017,0.000209811,511.523,0.00124958
282.167,1.00853e-07,321.049,0.00021306,511.568,0.00128358
282.169,1.00853e-07,321.081,0.000216324,511.613,0.00131802
282.171,1.00853e-07,321.114,0.000219605,511.658,0.00135291
282.173,1.00853e-07,321.146,0.000222902,511.703,0.00138828
282.175,1.00853e-07,321.178,0.000226216,511.748,0.00142413
282.177,1.00853e-07,321.21,0.000229546,511.793,0.0014604
282.179,1.00853e-07,321.242,0.000232893,511.838,0.00149708
282.181,1.00853e-07,321.274,0.000236256,511.883,0.00153421
282.184,1.00853e-07,321.306,0.000239636,511.927,0.00157178
282.186,1.00853e-07,321.338,0.000243033,511.972,0.00160986
282.188,1.00853e-07,321.37,0.000246447,512.017,0.00164846
282.19,1.00853e-07,321.402,0.000249878,512.062,0.00168763
282.192,1.00853e-07,321.434,0.000253326,512.107,0.00172743
282.194,1.00853e-07,321.467,0.000256791,512.152,0.00176777
282.196,1.00853e-07,321.499,0.000260274,512.197,0.00180863
282.198,1.00853e-07,321.531,0.000263774,512.242,0.00184999
282.2,1.00853e-07,321.563,0.000267291,512.287,0.00189184
282.202,1.00853e-07,321.595,0.000270826,512.332,0.00193418
282.204,1.00853e-07,321.627,0.000274379,512.377,0.00197699
282.207,1.00853e-07,321.659,0.000277949,512.422,0.00202027
282.209,1.00853e-07,321.691,0.000281537,512.467,0.002064
282.211,1.00853e-07,321.723,0.000285143,512.512,0.00210831
282.213,1.00853e-07,321.755,0.000288768,512.557,0.00215331
282.215,1.00853e-07,321.788,0.00029241,512.602,0.00219897
282.217,1.00853e-07,321.82,0.00029607,512.647,0.00224528
282.219,1.00853e-07,321.852,0.000299749,512.692,0.00229221
282.221,1.00853e-07,321.884,0.000303447,512.737,0.00233986
282.223,1.00853e-07,321.916,0.000307162,512.782,0.00238829
282.225,1.00853e-07,321.948,0.000310897,512.827,0.00243746
282.228,1.00853e-07,321.98,0.00031465,512.872,0.00248732
282.23,1.00853e-07,322.012,0.000318422,512.917,0.00253787
282.232,1.00853e-07,322.044,0.000322213,512.962,0.00258909
282.234,1.00853e-07,322.076,0.000326023,513.008,0.00264094
282.236,1.00853e-07,322.108,0.000329852,513.053,0.00269341
282.238,1.00853e-07,322.141,0.0003337,513.098,0.00274642
282.24,1.00853e-07,322.173,0.000337567,513.143,0.00279997
282.242,1.00853e-07,322.205,0.000341454,513.188,0.00285413
282.244,1.00853e-07,322.237,0.00034536,513.233,0.00290897
282.246,1.00853e-07,322.269,0.000349286,513.278,0.00296453
282.248,1.00853e-07,322.301,0.000353232,513.323,0.00302088
282.251,1.00853e-07,322.333,0.000357197,513.368,0.00307802
282.253,1.00853e-07,322.365,0.000361183,513.413,0.00313599
282.255,1.00853e-07,322.397,0.000365188,513.458,0.00319488
282.257,1.00853e-07,322.429,0.000369214,513.503,0.00325457
282.259,1.00853e-07,322.462,0.00037326,513.548,0.00331504
282.261,1.00853e-07,322.494,0.000377326,513.593,0.00337619
282.263,1.00853e-07,322.526,0.000381413,513.638,0.00343801
282.265,1.00853e-07,322.558,0.00038552,513.683,0.00350047
282.267,1.00853e-07,322.59,0.000389648,513.728,0.00356352
282.269,1.00853e-07,322.622,0.000393796,513.773,0.00362716
282.271,1.00853e-07,322.654,0.000397966,513.818,0.00369133
282.274,1.00853e-07,322.686,0.000402156,513.863,0.00375607
282.276,1.00853e-07,322.718,0.000406368,513.908,0.0038214
282.278,1.00853e-07,322.75,0.000410601,513.953,0.00388727
282.28,1.00853e-07,322.782,0.000414855,513.998,0.00395363
282.282,1.00853e-07,322.815,0.00041913,514.043,0.0040204
282.284,1.00853e-07,322.847,0.000423428,514.088,0.00408756
282.286,1.00853e-07,322.879,0.000427747,514.133,0.00415507
282.288,1.00853e-07,322.911,0.000432087,514.178,0.00422303
282.29,1.00853e-07,322.943,0.00043645,514.223,0.00429144
282.292,1.00853e-07,322.975,0.000440834,514.268,0.00436036
282.295,1.00853e-07,323.007,0.000445241,514.313,0.00442981
282.297,1.00853e-07,323.039,0.00044967,514.358,0.00449978
282.299,1.00853e-07,323.071,0.000454121,514.403,0.00457025
282.301,1.00853e-07,323.103,0.000458595,514.448,0.00464124
282.303,1.00853e-07,323.136,0.000463091,514.493,0.00471288
282.305,1.00853e-07,323.168,0.000467611,514.538,0.00478518
282.307,1.00853e-07,323.2,0.000472153,514.583,0.0048581
282.309,1.00853e-07,323.232,0.000476717,514.628,0.00493157
282.311,1.00853e-07,323.264,0.000481306,514.673,0.00500569
282.313,1.00853e-07,323.296,0.000485917,514.718,0.00508042
282.315,1.00853e-07,323.328,0.000490551,514.763,0.0051558
282.318,1.00853e-07,323.36,0.000495209,514.807,0.00523189
282.32,1.00853e-07,323.392,0.000499891,514.852,0.00530868
282.322,1.00853e-07,323.424,0.000504596,514.897,0.00538624
282.324,1.00853e-07,323.456,0.000509326,514.942,0.00546457
282.326,1.00853e-07,323.489,0.000514079,514.987,0.00554367
282.328,1.00853e-07,323.521,0.000518856,515.032,0.00562363
282.33,1.00853e-07,323.553,0.000523657,515.077,0.00570457
282.332,1.00853e-07,323.585,0.000528483,515.122,0.00578646
282.334,1.00853e-07,323.617,0.000533333,515.167,0.00586931
282.336,1.00853e-07,323.649,0.000538208,515.212,0.0059532
282.338,1.00853e-07,323.681,0.000543108,515.257,0.0060382
282.341,1.00853e-07,323.713,0.000548032,515.302,0.00612404
282.343,1.00853e-07,323.745,0.000552982,515.347,0.00621082
282.345,1.00853e-07,323.777,0.000557956,515.392,0.00629846
282.347,1.00853e-07,323.81,0.000562956,515.437,0.00638685
282.349,1.00853e-07,323.842,0.000567981,515.482,0.00647601
282.351,1.00853e-07,323.874,0.000573032,515.527,0.00656589
282.353,1.00853e-07,323.906,0.000578109,515.572,0.00665647
282.355,1.00853e-07,323.938,0.000583211,515.617,0.00674771
282.357,1.00853e-07,323.97,0.000588339,515.662,0.00683948
282.359,1.00853e-07,324.002,0.000593494,515.707,0.00693185
282.361,1.00853e-07,324.034,0.000598674,515.752,0.00702467
282.364,1.00853e-07,324.066,0.000603881,515.797,0.00711785
282.366,1.00853e-07,324.098,0.000609114,515.842,0.00721139
282.368,1.00853e-07,324.131,0.000614374,515.887,0.00730531
282.37,1.00853e-07,324.163,0.000619661,515.932,0.00739969
282.372,1.00853e-07,324.195,0.000624975,515.977,0.00749455
282.374,1.00853e-07,324.227,0.000630316,516.022,0.00758989
282.376,1.00853e-07,324.259,0.000635684,516.067,0.00768568
282.378,1.00853e-07,324.291,0.000641079,516.112,0.00778193
282.38,1.00853e-07,324.323,0.000646502,516.157,0.00787863
282.382,1.00853e-07,324.355,0.000651953,516.202,0.00797589
282.385,1.00853e-07,324.387,0.000657431,516.247,0.00807376
282.387,1.00853e-07,324.419,0.000662937,516.292,0.00817223
282.389,1.00853e-07,324.451,0.000668472,516.337,0.00827125
282.391,1.00853e-07,324.484,0.000674035,516.382,0.00837076
282.393,1.00853e-07,324.516,0.000679626,516.427,0.00847086
282.395,1.00853e-07,324.548,0.000685245,516.472,0.00857143
282.397,1.00853e-07,324.58,0.000690894,516.517,0.00867249
282.399,1.00853e-07,324.612,0.000696571,516.562,0.00877404
282.401,1.00853e-07,324.644,0.000702277,516.607,0.00887604
282.403,1.00853e-07,324.676,0.000708013,516.652,0.00897855
282.405,1.00853e-07,324.708,0.000713777,516.697,0.00908162
282.408,1.00853e-07,324.74,0.000719571,516.742,0.00918535
282.41,1.00853e-07,324.772,0.000725395,516.787,0.00928974
282.412,1.00853e-07,324.805,0.000731249,516.832,0.00939484
282.414,1.00853e-07,324.837,0.000737133,516.877,0.00950075
282.416,1.00853e-07,324.869,0.000743046,516.922,0.00960731
282.418,1.00853e-07,324.901,0.00074899,516.967,0.00971453
282.42,1.00853e-07,324.933,0.000754965,517.012,0.00982243
282.422,1.00853e-07,324.965,0.00076097,517.057,0.00993094
282.424,1.00853e-07,324.997,0.000767006,517.102,0.01004
282.426,1.00853e-07,325.029,0.000773073,517.147,0.0101497
282.428,1.00853e-07,325.061,0.00077917,517.192,0.0102602
282.431,1.00853e-07,325.093,0.0007853,517.237,0.0103711
282.433,1.00853e-07,325.125,0.00079146,517.282,0.0104827
282.435,1.00853e-07,325.158,0.000797653,517.327,0.010595
282.437,1.00853e-07,325.19,0.000803877,517.372,0.010708
282.439,1.00853e-07,325.222,0.000810132,517.417,0.0108218
282.441,1.00853e-07,325.254,0.000816421,517.462,0.0109363
282.443,1.00853e-07,325.286,0.000822741,517.507,0.0110518
282.445,1.00853e-07,325.318,0.000829094,517.552,0.0111682
282.447,1.00853e-07,325.35,0.000835479,517.597,0.0112854
282.449,1.00853e-07,325.382,0.000841897,517.642,0.0114036
282.452,1.00853e-07,325.414,0.000848349,517.687,0.0115226
282.454,1.00853e-07,325.446,0.000854833,517.732,0.0116426
282.456,1.00853e-07,325.479,0.000861351,517.777,0.0117635
282.458,1.00853e-07,325.511,0.000867902,517.822,0.0118853
282.46,1.00853e-07,325.543,0.000874487,517.867,0.012008
282.462,1.00853e-07,325.575,0.000881106,517.912,0.0121316
282.464,1.00853e-07,325.607,0.000887759,517.957,0.0122559
282.466,1.00853e-07,325.639,0.000894447,518.002,0.012381
282.468,1.00853e-07,325.671,0.000901168,518.047,0.0125069
282.47,1.00853e-07,325.703,0.000907925,518.092,0.0126337
282.472,1.00853e-07,325.735,0.000914716,518.137,0.0127614
282.475,1.00853e-07,325.767,0.000921542,518.182,0.0128899
282.477,1.00853e-07,325.799,0.000928403,518.227,0.0130192
282.479,1.00853e-07,325.832,0.0009353,518.272,0.0131493
282.481,1.00853e-07,325.864,0.000942232,518.317,0.0132803
282.483,1.00853e-07,325.896,0.000949201,518.362,0.0134122
282.485,1.00853e-07,325.928,0.000956205,518.407,0.0135451
282.487,1.00853e-07,325.96,0.000963245,518.452,0.0136792
282.489,1.00853e-07,325.992,0.000970321,518.497,0.0138142
282.491,1.00853e-07,326.024,0.000977434,518.542,0.0139502
282.493,1.00853e-07,326.056,0.000984584,518.587,0.014087
282.495,1.00853e-07,326.088,0.000991771,518.632,0.0142246
282.498,1.00853e-07,326.12,0.000998995,518.677,0.014363
282.5,1.00853e-07,326.153,0.00100626,518.722,0.014502
282.502,1.00853e-07,326.185,0.00101356,518.767,0.0146419
282.504,1.00853e-07,326.217,0.00102089,518.812,0.0147823
282.506,1.00853e-07,326.249,0.00102827,518.857,0.0149235
282.508,1.00853e-07,326.281,0.00103568,518.902,0.0150655
282.51,1.00853e-07,326.313,0.00104313,518.947,0.0152082
282.512,1.00853e-07,326.345,0.00105062,518.992,0.0153517
282.514,1.00853e-07,326.377,0.00105815,519.037,0.015496
282.516,1.00853e-07,326.409,0.00106572,519.082,0.0156411
282.519,1.00853e-07,326.441,0.00107332,519.127,0.0157872
282.521,1.00853e-07,326.473,0.00108097,519.172,0.015934
282.523,1.00853e-07,326.506,0.00108865,519.217,0.0160816
282.525,1.00853e-07,326.538,0.00109638,519.262,0.0162301
282.527,1.00853e-07,326.57,0.00110414,519.307,0.0163793
282.529,1.00853e-07,326.602,0.00111195,519.352,0.0165295
282.531,1.00853e-07,326.634,0.0011198,519.397,0.0166803
282.533,1.00853e-07,326.666,0.00112768,519.442,0.016832
282.535,1.00853e-07,326.698,0.00113561,519.487,0.0169845
282.537,1.00853e-07,326.73,0.00114358,519.532,0.0171374
282.539,1.00853e-07,326.762,0.00115159,519.577,0.0172907
282.542,1.00853e-07,326.794,0.00115964,519.622,0.0174444
282.544,1.00853e-07,326.827,0.00116774,519.667,0.0175985
282.546,1.00853e-07,326.859,0.00117587,519.712,0.0177531
282.548,1.00853e-07,326.891,0.00118405,519.757,0.0179083
282.55,1.00853e-07,326.923,0.00119227,519.802,0.0180642
282.552,1.00853e-07,326.955,0.00120054,519.847,0.018221
282.554,1.00853e-07,326.987,0.00120884,519.892,0.0183787
282.556,1.00853e-07,327.019,0.00121719,519.937,0.0185376
282.558,1.00853e-07,327.051,0.00122559,519.982,0.0186975
282.56,1.00853e-07,327.083,0.00123402,520.027,0.0188587
282.562,1.00853e-07,327.115,0.0012425,520.072,0.0190213
282.565,1.00853e-07,327.147,0.00125103,520.117,0.0191853
282.567,1.00853e-07,327.18,0.0012596,520.162,0.0193509
282.569,1.00853e-07,327.212,0.00126821,520.207,0.019518
282.571,1.00853e-07,327.244,0.00127687,520.252,0.0196866
282.573,1.00853e-07,327.276,0.00128557,520.297,0.0198568
282.575,1.00853e-07,327.308,0.00129432,520.342,0.0200285
282.577,1.00853e-07,327.34,0.00130312,520.387,0.0202017
282.579,1.00853e-07,327.372,0.00131196,520.432,0.0203766
282.581,1.00853e-07,327.404,0.00132085,520.477,0.0205532
282.583,1.00853e-07,327.436,0.00132978,520.522,0.0207314
282.585,1.00853e-07,327.468,0.00133876,520.567,0.0209114
282.588,1.00853e-07,327.501,0.00134779,520.612,0.021093
282.59,1.00853e-07,327.533,0.00135686,520.657,0.0212765
282.592,1.00853e-07,327.565,0.00136598,520.702,0.0214618
282.594,1.00853e-07,327.597,0.00137515,520.747,0.0216489
282.596,1.00853e-07,327.629,0.00138437,520.793,0.0218377
282.598,1.00853e-07,327.661,0.00139364,520.838,0.0220284
282.6,1.00853e-07,327.693,0.00140295,520.883,0.0222206
282.602,1.00853e-07,327.725,0.00141231,520.928,0.0224143
282.604,1.00853e-07,327.757,0.00142172,520.973,0.0226097
282.606,1.00853e-07,327.789,0.00143118,521.018,0.0228066
282.609,1.00853e-07,327.822,0.00144069,521.063,0.0230048
282.611,1.00853e-07,327.854,0.00145025,521.108,0.0232043
282.613,1.00853e-07,327.886,0.00145986,521.153,0.023405
282.615,1.00853e-07,327.918,0.00146953,521.198,0.0236068
282.617,1.00853e-07,327.95,0.00147924,521.243,0.0238094
282.619,1.00853e-07,327.982,0.001489,521.288,0.0240127
282.621,1.00853e-07,328.014,0.00149881,521.333,0.0242166
282.623,1.00853e-07,328.046,0.00150868,521.378,0.0244212
282.625,1.00853e-07,328.078,0.00151859,521.423,0.0246265
282.627,1.00853e-07,328.11,0.00152856,521.469,0.0248326
282.629,1.00853e-07,328.142,0.00153858,521.514,0.0250396
282.632,1.00853e-07,328.175,0.00154865,521.559,0.0252473
282.634,1.00853e-07,328.207,0.00155878,521.604,0.0254559
282.636,1.00853e-07,328.239,0.00156896,521.649,0.0256652
282.638,1.00853e-07,328.271,0.00157919,521.694,0.0258752
282.64,1.00853e-07,328.303,0.00158948,521.739,0.0260861
282.642,1.00853e-07,328.335,0.00159982,521.784,0.026298
282.644,1.00853e-07,328.367,0.00161021,521.829,0.0265108
282.646,1.00853e-07,328.399,0.00162066,521.874,0.0267244
282.648,1.00853e-07,328.431,0.00163117,521.919,0.026939
282.65,1.00853e-07,328.463,0.00164173,521.964,0.0271543
282.652,1.00853e-07,328.496,0.00165234,522.009,0.0273704
282.655,1.00853e-07,328.528,0.00166301,522.054,0.0275875
282.657,1.00853e-07,328.56,0.00167374,522.099,0.0278055
282.659,1.00853e-07,328.592,0.00168453,522.144,0.0280245
282.661,1.00853e-07,328.624,0.00169537,522.189,0.0282447
282.663,1.00853e-07,328.656,0.00170626,522.234,0.0284659
282.665,1.00853e-07,328.688,0.00171722,522.279,0.0286882
282.667,1.00853e-07,328.72,0.00172823,522.324,0.0289117
282.669,1.00853e-07,328.752,0.0017393,522.369,0.0291365
282.671,1.00853e-07,328.784,0.00175043,522.414,0.0293623
282.673,1.00853e-07,328.816,0.00176162,522.459,0.0295892
282.675,1.00853e-07,328.849,0.00177287,522.504,0.0298173
282.678,1.00853e-07,328.881,0.00178417,522.549,0.0300466
282.68,1.00853e-07,328.913,0.00179554,522.594,0.0302771
282.682,1.00853e-07,328.945,0.00180696,522.639,0.0305088
282.684,1.00853e-07,328.977,0.00181845,522.684,0.0307418
282.686,1.00853e-07,329.009,0.00183,522.729,0.0309761
282.688,1.00853e-07,329.041,0.0018416,522.774,0.0312118
282.69,1.00853e-07,329.073,0.00185327,522.819,0.0314487
282.692,1.00853e-07,329.105,0.001865,522.864,0.0316867
282.694,1.00853e-07,329.137,0.0018768,522.909,0.0319261
282.696,1.00853e-07,329.17,0.00188865,522.954,0.0321669
282.698,1.00853e-07,329.202,0.00190057,522.999,0.0324088
282.701,1.00853e-07,329.234,0.00191255,523.044,0.0326519
282.703,1.00853e-07,329.266,0.00192459,523.09,0.0328962
282.705,1.00853e-07,329.298,0.0019367,523.135,0.0331415
282.707,1.00853e-07,329.33,0.00194887,523.179,0.0333877
282.709,1.00853e-07,329.362,0.00196111,523.224,0.0336348
282.711,1.00853e-07,329.394,0.00197341,523.269,0.0338832
282.713,1.00853e-07,329.426,0.00198578,523.314,0.0341326
282.715,1.00853e-07,329.458,0.00199821,523.359,0.0343829
282.717,1.00853e-07,329.49,0.00201071,523.404,0.0346343
282.719,1.00853e-07,329.523,0.00202327,523.449,0.0348867
282.722,1.00853e-07,329.555,0.0020359,523.494,0.03514
282.724,1.00853e-07,329.587,0.0020486,523.539,0.0353944
282.726,1.00853e-07,329.619,0.00206137,523.584,0.0356497
282.728,1.00853e-07,329.651,0.0020742,523.629,0.0359058
282.73,1.00853e-07,329.683,0.0020871,523.674,0.0361628
282.732,1.00853e-07,329.715,0.00210007,523.719,0.0364208
282.734,1.00853e-07,329.747,0.00211311,523.764,0.0366797
282.736,1.00853e-07,329.779,0.00212621,523.809,0.0369395
282.738,1.00853e-07,329.811,0.00213939,523.854,0.0372003
282.74,1.00853e-07,329.844,0.00215264,523.899,0.037462
282.742,1.00853e-07,329.876,0.00216596,523.944,0.0377247
282.745,1.00853e-07,329.908,0.00217934,523.989,0.0379882
282.747,1.00853e-07,329.94,0.0021928,524.034,0.0382526
282.749,1.00853e-07,329.972,0.00220633,524.079,0.0385178
282.751,1.00853e-07,330.004,0.00221994,524.124,0.0387839
282.753,1.00853e-07,330.036,0.00223361,524.169,0.0390507
282.755,1.00853e-07,330.068,0.00224736,524.214,0.0393183
282.757,1.00853e-07,330.1,0.00226118,524.259,0.0395867
282.759,1.00853e-07,330.132,0.00227508,524.304,0.0398559
282.761,1.00853e-07,330.164,0.00228904,524.348,0.040126
282.763,1.00853e-07,330.197,0.00230309,524.393,0.0403972
282.765,1.00853e-07,330.229,0.00231721,524.438,0.0406695
282.768,1.00853e-07,330.261,0.0023314,524.483,0.040943
282.77,1.00853e-07,330.293,0.00234567,524.528,0.0412177
282.772,1.00853e-07,330.325,0.00236001,524.573,0.0414934
282.774,1.00853e-07,330.357,0.00237443,524.618,0.0417701
282.776,1.00853e-07,330.389,0.00238893,524.663,0.0420481
282.778,1.00853e-07,330.421,0.00240351,524.708,0.0423272
282.78,1.00853e-07,330.453,0.00241816,524.753,0.0426076
282.782,1.00853e-07,330.485,0.00243289,524.798,0.0428892
282.784,1.00853e-07,330.518,0.0024477,524.843,0.0431722
282.786,1.00853e-07,330.55,0.00246259,524.888,0.0434564
282.789,1.00853e-07,330.582,0.00247756,524.933,0.0437418
282.791,1.00853e-07,330.614,0.00249261,524.978,0.0440287
282.793,1.00853e-07,330.646,0.00250774,525.023,0.0443171
282.795,1.00853e-07,330.678,0.00252295,525.068,0.044607
282.797,1.00853e-07,330.71,0.00253824,525.113,0.0448984
282.799,1.00853e-07,330.742,0.00255362,525.158,0.0451913
282.801,1.00853e-07,330.774,0.00256907,525.203,0.0454855
282.803,1.00853e-07,330.806,0.00258461,525.248,0.0457814
282.805,1.00853e-07,330.838,0.00260023,525.293,0.0460787
282.807,1.00853e-07,330.871,0.00261594,525.338,0.0463775
282.809,1.00853e-07,330.903,0.00263173,525.383,0.0466781
282.812,1.00853e-07,330.935,0.0026476,525.428,0.0469801
282.814,1.00853e-07,330.967,0.00266356,525.473,0.0472838
282.816,1.00853e-07,330.999,0.0026796,525.518,0.0475888
282.818,1.00853e-07,331.031,0.00269573,525.563,0.0478953
282.82,1.00853e-07,331.063,0.00271195,525.608,0.0482033
282.822,1.00853e-07,331.095,0.00272825,525.653,0.0485129
282.824,1.00853e-07,331.127,0.00274464,525.698,0.0488238
282.826,1.00853e-07,331.159,0.00276112,525.743,0.049136
282.828,1.00853e-07,331.192,0.00277769,525.788,0.0494493
282.83,1.00853e-07,331.224,0.00279435,525.833,0.0497638
282.832,1.00853e-07,331.256,0.00281109,525.878,0.0500795
282.835,1.00853e-07,331.288,0.00282793,525.923,0.0503964
282.837,1.00853e-07,331.32,0.00284485,525.968,0.0507144
282.839,1.00853e-07,331.352,0.00286187,526.013,0.0510336
282.841,1.00853e-07,331.384,0.00287898,526.058,0.0513541
282.843,1.00853e-07,331.416,0.00289618,526.103,0.0516758
282.845,1.00853e-07,331.448,0.00291347,526.148,0.0519985
282.847,1.00853e-07,331.48,0.00293086,526.193,0.0523226
282.849,1.00853e-07,331.513,0.00294834,526.238,0.052648
282.851,1.00853e-07,331.545,0.00296591,526.283,0.0529745
282.853,1.00853e-07,331.577,0.00298358,526.328,0.0533023
282.855,1.00853e-07,331.609,0.00300134,526.373,0.0536314
282.858,1.00853e-07,331.641,0.0030192,526.418,0.0539615
282.86,1.00853e-07,331.673,0.00303715,526.463,0.0542929
282.862,1.00853e-07,331.705,0.0030552,526.508,0.0546255
282.864,1.00853e-07,331.737,0.00307335,526.553,0.0549596
282.866,1.00853e-07,331.769,0.0030916,526.597,0.0552951
282.868,1.00853e-07,331.801,0.00310994,526.642,0.0556317
282.87,1.00853e-07,331.833,0.00312839,526.687,0.0559695
282.872,1.00853e-07,331.866,0.00314693,526.732,0.0563085
282.874,1.00853e-07,331.898,0.00316557,526.777,0.0566486
282.876,1.00853e-07,331.93,0.00318432,526.822,0.05699
282.878,1.00853e-07,331.962,0.00320316,526.867,0.0573326
282.881,1.00853e-07,331.994,0.00322211,526.912,0.0576768
282.883,1.00853e-07,332.026,0.00324116,526.957,0.0580224
282.885,1.00853e-07,332.058,0.00326031,527.002,0.0583694
282.887,1.00853e-07,332.09,0.00327956,527.047,0.0587177
282.889,1.00853e-07,332.122,0.00329892,527.092,0.0590672
282.891,1.00853e-07,332.154,0.00331838,527.137,0.0594183
282.893,1.00853e-07,332.187,0.00333795,527.182,0.0597707
282.895,1.00853e-07,332.219,0.00335763,527.227,0.0601246
282.897,1.00853e-07,332.251,0.00337741,527.272,0.06048
282.899,1.00853e-07,332.283,0.00339729,527.317,0.0608369
282.902,1.00853e-07,332.315,0.00341729,527.362,0.0611953
