# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,peak_minus_baseline_1K,FS_fit_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,peak_minus_baseline_3K,FS_fit_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,peak_minus_baseline_5K,FS_fit_5K
513.813,-1.35461,-1.42101,0.0664045,-1.35691,523.944,-0.604476,-0.6704,0.065924,-0.647372,527.063,-0.502741,-0.606834,0.104093,-0.54958
513.852,-1.35457,-1.42128,0.0667056,-1.35678,523.989,-0.604426,-0.670551,0.0661252,-0.64726,527.105,-0.502279,-0.606933,0.104654,-0.549205
513.891,-1.35457,-1.42155,0.0669723,-1.35665,524.034,-0.604371,-0.670702,0.0663315,-0.647144,527.148,-0.501798,-0.607031,0.105234,-0.548826
513.93,-1.35463,-1.42181,0.0671786,-1.35652,524.079,-0.6043,-0.670853,0.0665535,-0.647026,527.19,-0.501372,-0.60713,0.105758,-0.548444
513.969,-1.35468,-1.42208,0.0674006,-1.35639,524.124,-0.60426,-0.671004,0.0667443,-0.646906,527.233,-0.500931,-0.607229,0.106298,-0.54806
514.008,-1.35471,-1.42235,0.0676356,-1.35626,524.169,-0.604226,-0.671155,0.0669292,-0.646783,527.275,-0.500456,-0.607327,0.106872,-0.547672
514.047,-1.35469,-1.42261,0.0679225,-1.35612,524.214,-0.60418,-0.671306,0.0671258,-0.646658,527.318,-0.49995,-0.607426,0.107475,-0.547281
514.087,-1.35474,-1.42288,0.0681435,-1.35599,524.259,-0.604117,-0.671457,0.0673399,-0.646529,527.36,-0.49945,-0.607524,0.108074,-0.546887
514.126,-1.35478,-1.42315,0.0683707,-1.35585,524.304,-0.604056,-0.671608,0.0675523,-0.646399,527.403,-0.498966,-0.607623,0.108657,-0.546489
514.165,-1.35473,-1.42341,0.0686804,-1.35571,524.348,-0.603956,-0.671759,0.0678029,-0.646265,527.445,-0.49846,-0.607721,0.109261,-0.546089
514.204,-1.35482,-1.42368,0.0688602,-1.35557,524.393,-0.603858,-0.67191,0.0680518,-0.646129,527.488,-0.497951,-0.60782,0.109868,-0.545685
514.243,-1.35493,-1.42395,0.0690145,-1.35543,524.438,-0.603749,-0.672061,0.068312,-0.645991,527.53,-0.497447,-0.607918,0.110471,-0.545279
514.282,-1.35504,-1.42422,0.0691793,-1.35529,524.483,-0.603642,-0.672213,0.0685706,-0.645849,527.572,-0.496933,-0.608017,0.111084,-0.544868
514.321,-1.35506,-1.42448,0.0694188,-1.35514,524.528,-0.603524,-0.672364,0.0688402,-0.645705,527.615,-0.496431,-0.608115,0.111684,-0.544455
514.36,-1.35509,-1.42475,0.0696617,-1.355,524.573,-0.603388,-0.672515,0.0691269,-0.645558,527.657,-0.495939,-0.608214,0.112275,-0.544039
514.399,-1.35517,-1.42502,0.0698467,-1.35485,524.618,-0.603242,-0.672666,0.069424,-0.645408,527.7,-0.495427,-0.608312,0.112885,-0.543619
514.438,-1.35518,-1.42528,0.0701008,-1.3547,524.663,-0.603109,-0.672817,0.0697084,-0.645256,527.742,-0.494921,-0.608411,0.11349,-0.543196
514.477,-1.35527,-1.42555,0.0702848,-1.35455,524.708,-0.602949,-0.672968,0.0700196,-0.645101,527.785,-0.494429,-0.608509,0.11408,-0.54277
514.516,-1.35532,-1.42582,0.0704974,-1.3544,524.753,-0.602788,-0.67312,0.0703313,-0.644943,527.827,-0.493952,-0.608608,0.114656,-0.54234
514.555,-1.35532,-1.42608,0.0707634,-1.35425,524.798,-0.602609,-0.673271,0.0706613,-0.644782,527.87,-0.493454,-0.608706,0.115252,-0.541906
514.594,-1.35538,-1.42635,0.0709714,-1.3541,524.843,-0.602429,-0.673422,0.0709931,-0.644618,527.912,-0.492955,-0.608805,0.115849,-0.54147
514.633,-1.35541,-1.42662,0.0712118,-1.35394,524.888,-0.602252,-0.673573,0.0713205,-0.644452,527.955,-0.492463,-0.608903,0.116441,-0.54103
514.672,-1.35542,-1.42689,0.0714663,-1.35379,524.933,-0.602045,-0.673724,0.0716787,-0.644283,527.997,-0.491981,-0.609002,0.117021,-0.540586
514.711,-1.35534,-1.42715,0.0718081,-1.35363,524.978,-0.601837,-0.673875,0.0720375,-0.644111,528.04,-0.491509,-0.6091,0.117592,-0.540139
514.75,-1.35538,-1.42742,0.0720429,-1.35348,525.023,-0.601628,-0.674026,0.0723976,-0.643936,528.082,-0.491048,-0.609199,0.118152,-0.539689
514.789,-1.3554,-1.42769,0.0722841,-1.35332,525.068,-0.601437,-0.674177,0.0727401,-0.643758,528.125,-0.490572,-0.609298,0.118726,-0.539235
514.828,-1.35545,-1.42795,0.0724997,-1.35316,525.113,-0.601226,-0.674328,0.0731019,-0.643577,528.167,-0.490095,-0.609396,0.119301,-0.538779
514.867,-1.35543,-1.42822,0.0727901,-1.353,525.158,-0.601011,-0.67448,0.0734687,-0.643393,528.21,-0.489613,-0.609495,0.119882,-0.538318
514.906,-1.3554,-1.42849,0.0730861,-1.35283,525.203,-0.600778,-0.674631,0.0738531,-0.643206,528.252,-0.489158,-0.609593,0.120435,-0.537854
514.945,-1.35537,-1.42875,0.0733811,-1.35267,525.248,-0.60055,-0.674782,0.0742322,-0.643016,528.295,-0.488706,-0.609692,0.120985,-0.537387
514.984,-1.35532,-1.42902,0.0736958,-1.3525,525.293,-0.600324,-0.674933,0.0746092,-0.642824,528.337,-0.488226,-0.60979,0.121565,-0.536916
515.023,-1.3553,-1.42929,0.0739884,-1.35234,525.338,-0.600071,-0.675084,0.0750128,-0.642628,528.38,-0.487747,-0.609889,0.122142,-0.536442
515.062,-1.35526,-1.42955,0.074298,-1.35217,525.383,-0.599845,-0.675235,0.0753905,-0.642429,528.422,-0.487288,-0.609987,0.1227,-0.535965
515.101,-1.35513,-1.42982,0.0746899,-1.352,525.428,-0.599622,-0.675386,0.075765,-0.642227,528.465,-0.486795,-0.610086,0.123291,-0.535483
515.14,-1.35502,-1.43009,0.0750699,-1.35183,525.473,-0.599408,-0.675538,0.0761298,-0.642022,528.507,-0.486263,-0.610185,0.123921,-0.534999
515.179,-1.35488,-1.43035,0.0754759,-1.35166,525.518,-0.599168,-0.675689,0.0765212,-0.641814,528.55,-0.485724,-0.610283,0.124559,-0.534511
515.218,-1.35481,-1.43062,0.0758075,-1.35149,525.563,-0.598939,-0.67584,0.0769014,-0.641603,528.592,-0.485156,-0.610382,0.125225,-0.534019
515.257,-1.35468,-1.43089,0.0762058,-1.35132,525.608,-0.598713,-0.675991,0.0772782,-0.641388,528.635,-0.484599,-0.61048,0.125882,-0.533523
515.296,-1.35454,-1.43115,0.0766111,-1.35114,525.653,-0.598512,-0.676142,0.0776301,-0.641171,528.677,-0.48409,-0.610579,0.126489,-0.533024
515.335,-1.3544,-1.43142,0.0770234,-1.35097,525.698,-0.598331,-0.676294,0.0779626,-0.64095,528.72,-0.483591,-0.610677,0.127087,-0.532522
515.374,-1.35428,-1.43169,0.0774032,-1.35079,525.743,-0.598149,-0.676445,0.0782956,-0.640727,528.762,-0.483058,-0.610776,0.127718,-0.532016
515.413,-1.35413,-1.43195,0.0778216,-1.35062,525.788,-0.598001,-0.676596,0.0785947,-0.6405,528.805,-0.482519,-0.610875,0.128355,-0.531506
515.452,-1.35397,-1.43222,0.0782542,-1.35044,525.833,-0.597843,-0.676747,0.0789035,-0.64027,528.847,-0.481992,-0.610973,0.128981,-0.530993
515.491,-1.35379,-1.43249,0.0787014,-1.35026,525.878,-0.597688,-0.676898,0.0792098,-0.640037,528.89,-0.48149,-0.611072,0.129581,-0.530476
515.53,-1.35363,-1.43275,0.0791272,-1.35008,525.923,-0.597548,-0.677049,0.079501,-0.6398,528.932,-0.480929,-0.61117,0.130241,-0.529955
515.568,-1.35346,-1.43302,0.0795623,-1.3499,525.968,-0.597384,-0.6772,0.0798158,-0.63956,528.975,-0.480338,-0.611269,0.130931,-0.529431
515.607,-1.35331,-1.43329,0.0799779,-1.34971,526.013,-0.597205,-0.677351,0.0801459,-0.639318,529.017,-0.479728,-0.611368,0.13164,-0.528903
515.646,-1.35319,-1.43355,0.080367,-1.34953,526.058,-0.597043,-0.677502,0.0804588,-0.639071,529.06,-0.479101,-0.611466,0.132365,-0.528371
515.685,-1.35297,-1.43382,0.0808456,-1.34935,526.103,-0.596885,-0.677653,0.0807676,-0.638822,529.102,-0.478472,-0.611565,0.133093,-0.527836
515.724,-1.35281,-1.43408,0.0812791,-1.34916,526.148,-0.596725,-0.677804,0.0810792,-0.638569,529.145,-0.477848,-0.611663,0.133815,-0.527297
515.763,-1.35272,-1.43435,0.0816288,-1.34897,526.193,-0.596563,-0.677955,0.0813918,-0.638313,529.187,-0.477222,-0.611762,0.13454,-0.526754
515.802,-1.35256,-1.43462,0.0820587,-1.34879,526.238,-0.59642,-0.678106,0.081686,-0.638054,529.23,-0.476597,-0.611861,0.135264,-0.526208
515.841,-1.35242,-1.43488,0.0824603,-1.3486,526.283,-0.596274,-0.678257,0.0819832,-0.637791,529.272,-0.475957,-0.611959,0.136002,-0.525658
515.88,-1.35219,-1.43515,0.0829598,-1.34841,526.328,-0.596098,-0.678408,0.0823095,-0.637525,529.315,-0.475322,-0.612058,0.136736,-0.525105
515.919,-1.35202,-1.43542,0.0833975,-1.34822,526.373,-0.595932,-0.678559,0.082627,-0.637256,529.357,-0.474677,-0.612156,0.137479,-0.524547
515.958,-1.35189,-1.43568,0.0837912,-1.34803,526.418,-0.595777,-0.67871,0.0829328,-0.636983,529.4,-0.474053,-0.612255,0.138202,-0.523986
515.997,-1.35174,-1.43595,0.0842138,-1.34784,526.463,-0.595602,-0.67886,0.0832582,-0.636707,529.442,-0.473446,-0.612353,0.138908,-0.523421
516.036,-1.35156,-1.43622,0.0846605,-1.34764,526.508,-0.595418,-0.679011,0.0835934,-0.636427,529.485,-0.472834,-0.612452,0.139618,-0.522853
516.075,-1.35135,-1.43648,0.0851309,-1.34745,526.553,-0.595244,-0.679162,0.0839179,-0.636144,529.527,-0.472203,-0.612551,0.140348,-0.52228
516.114,-1.35121,-1.43675,0.0855348,-1.34725,526.597,-0.595064,-0.679313,0.0842488,-0.635857,529.57,-0.471536,-0.612649,0.141113,-0.521704
516.153,-1.35106,-1.43702,0.0859552,-1.34706,526.642,-0.594898,-0.679464,0.0845657,-0.635567,529.612,-0.470862,-0.612748,0.141886,-0.521124
516.192,-1.3509,-1.43728,0.0863784,-1.34686,526.687,-0.594741,-0.679615,0.0848734,-0.635273,529.655,-0.470178,-0.612847,0.142669,-0.52054
516.23,-1.35077,-1.43755,0.0867775,-1.34666,526.732,-0.594602,-0.679766,0.0851634,-0.634976,529.697,-0.46952,-0.612945,0.143426,-0.519952
516.269,-1.35059,-1.43782,0.0872212,-1.34646,526.777,-0.594473,-0.679916,0.0854434,-0.634676,529.74,-0.468871,-0.613044,0.144172,-0.519361
516.308,-1.35048,-1.43808,0.0876036,-1.34626,526.822,-0.594325,-0.680067,0.0857427,-0.634371,529.782,-0.468273,-0.613142,0.144869,-0.518766
516.347,-1.35038,-1.43835,0.0879711,-1.34606,526.867,-0.59416,-0.680218,0.0860585,-0.634063,529.825,-0.467677,-0.613241,0.145564,-0.518167
516.386,-1.35024,-1.43862,0.0883787,-1.34586,526.912,-0.593965,-0.680369,0.0864043,-0.633752,529.867,-0.46708,-0.61334,0.146259,-0.517564
516.425,-1.35011,-1.43888,0.0887701,-1.34566,526.957,-0.593767,-0.68052,0.0867529,-0.633436,529.91,-0.466494,-0.613438,0.146944,-0.516958
516.464,-1.34997,-1.43915,0.0891746,-1.34546,527.002,-0.593603,-0.680671,0.0870683,-0.633117,529.952,-0.465927,-0.613537,0.147609,-0.516348
516.503,-1.34988,-1.43942,0.0895332,-1.34525,527.047,-0.593427,-0.680822,0.0873958,-0.632795,529.995,-0.465342,-0.613635,0.148294,-0.515733
516.542,-1.34981,-1.43968,0.0898713,-1.34505,527.092,-0.593228,-0.680973,0.0877454,-0.632468,530.037,-0.464752,-0.613734,0.148982,-0.515115
516.581,-1.34974,-1.43995,0.0902048,-1.34484,527.137,-0.593011,-0.681124,0.0881139,-0.632138,530.08,-0.464199,-0.613832,0.149633,-0.514494
516.62,-1.34962,-1.44022,0.0905992,-1.34464,527.182,-0.592811,-0.681275,0.0884649,-0.631805,530.122,-0.463648,-0.613931,0.150283,-0.513869
516.659,-1.34952,-1.44048,0.0909634,-1.34443,527.227,-0.592605,-0.681426,0.0888212,-0.631467,530.165,-0.463067,-0.614029,0.150962,-0.513239
516.698,-1.34943,-1.44075,0.0913234,-1.34422,527.272,-0.592399,-0.681577,0.0891787,-0.631126,530.207,-0.462508,-0.614128,0.15162,-0.512606
516.737,-1.34923,-1.44102,0.0917865,-1.34401,527.317,-0.592208,-0.681729,0.0895204,-0.630781,530.25,-0.461961,-0.614226,0.152265,-0.511969
516.776,-1.34906,-1.44128,0.09222,-1.3438,527.362,-0.592025,-0.68188,0.0898544,-0.630432,530.292,-0.461445,-0.614325,0.15288,-0.511329
516.815,-1.34895,-1.44155,0.0926014,-1.34359,527.407,-0.591849,-0.682031,0.0901817,-0.63008,530.335,-0.460931,-0.614423,0.153492,-0.510684
516.854,-1.34885,-1.44182,0.0929667,-1.34338,527.452,-0.591672,-0.682182,0.0905096,-0.629723,530.377,-0.460394,-0.614522,0.154127,-0.510036
516.893,-1.34882,-1.44208,0.0932611,-1.34317,527.497,-0.591495,-0.682333,0.0908379,-0.629363,530.42,-0.459841,-0.61462,0.154779,-0.509383
516.932,-1.34878,-1.44235,0.0935692,-1.34296,527.542,-0.591286,-0.682484,0.091198,-0.628999,530.462,-0.459302,-0.614718,0.155417,-0.508727
516.971,-1.34864,-1.44262,0.0939743,-1.34275,527.587,-0.591094,-0.682635,0.0915419,-0.628631,530.504,-0.458768,-0.614817,0.156049,-0.508066
517.01,-1.34856,-1.44288,0.0943262,-1.34253,527.632,-0.590861,-0.682787,0.0919257,-0.628259,530.547,-0.458244,-0.614915,0.156671,-0.507402
517.049,-1.34844,-1.44315,0.0947052,-1.34232,527.677,-0.590596,-0.682938,0.0923415,-0.627883,530.589,-0.457714,-0.615014,0.1573,-0.506734
517.088,-1.34832,-1.44342,0.0950998,-1.3421,527.722,-0.590304,-0.683089,0.0927852,-0.627504,530.632,-0.457161,-0.615112,0.157951,-0.506061
517.127,-1.3482,-1.44368,0.0954837,-1.34189,527.767,-0.590013,-0.68324,0.0932268,-0.62712,530.674,-0.45662,-0.615211,0.158591,-0.505384
517.166,-1.34804,-1.44395,0.0959107,-1.34167,527.812,-0.589683,-0.683391,0.0937089,-0.626733,530.717,-0.45607,-0.615309,0.159239,-0.504704
517.205,-1.34791,-1.44422,0.0963101,-1.34146,527.857,-0.589321,-0.683543,0.0942215,-0.626341,530.759,-0.45552,-0.615408,0.159888,-0.504019
517.244,-1.34777,-1.44448,0.0967186,-1.34124,527.902,-0.588966,-0.683694,0.094728,-0.625946,530.802,-0.454978,-0.615506,0.160528,-0.50333
517.283,-1.34768,-1.44475,0.097075,-1.34102,527.947,-0.588611,-0.683845,0.0952342,-0.625546,530.844,-0.45439,-0.615605,0.161215,-0.502638
517.322,-1.34754,-1.44502,0.0974805,-1.3408,527.992,-0.588246,-0.683997,0.0957507,-0.625143,530.887,-0.453771,-0.615704,0.161932,-0.501941
517.361,-1.34735,-1.44529,0.0979334,-1.34058,528.037,-0.587889,-0.684148,0.0962591,-0.624736,530.929,-0.453186,-0.615802,0.162616,-0.50124
517.4,-1.34713,-1.44555,0.098427,-1.34036,528.082,-0.58753,-0.684299,0.0967692,-0.624324,530.972,-0.452593,-0.615901,0.163307,-0.500535
517.439,-1.34689,-1.44582,0.0989346,-1.34014,528.127,-0.587151,-0.68445,0.0972994,-0.623909,531.014,-0.451983,-0.615999,0.164016,-0.499826
517.478,-1.34667,-1.44609,0.0994201,-1.33992,528.172,-0.586772,-0.684601,0.097829,-0.62349,531.057,-0.451383,-0.616098,0.164715,-0.499112
517.517,-1.3464,-1.44635,0.0999511,-1.3397,528.217,-0.586392,-0.684753,0.0983609,-0.623067,531.099,-0.450778,-0.616196,0.165418,-0.498395
517.556,-1.34612,-1.44662,0.100505,-1.33948,528.262,-0.586006,-0.684904,0.098898,-0.622639,531.142,-0.450151,-0.616295,0.166144,-0.497673
517.595,-1.34584,-1.44689,0.101047,-1.33926,528.307,-0.585636,-0.685055,0.0994186,-0.622208,531.184,-0.449494,-0.616394,0.166899,-0.496947
517.634,-1.34556,-1.44715,0.101591,-1.33904,528.352,-0.585272,-0.685206,0.0999341,-0.621773,531.227,-0.44882,-0.616492,0.167673,-0.496217
517.673,-1.34531,-1.44742,0.102112,-1.33881,528.397,-0.584916,-0.685357,0.100441,-0.621334,531.269,-0.448144,-0.616591,0.168447,-0.495483
517.713,-1.3451,-1.44769,0.102594,-1.33859,528.442,-0.584575,-0.685509,0.100933,-0.62089,531.312,-0.447477,-0.61669,0.169212,-0.494745
517.752,-1.34484,-1.44796,0.103116,-1.33837,528.487,-0.584273,-0.68566,0.101387,-0.620442,531.354,-0.446817,-0.616788,0.169971,-0.494003
517.791,-1.3446,-1.44822,0.103621,-1.33814,528.532,-0.58398,-0.685811,0.101831,-0.619991,531.397,-0.446174,-0.616887,0.170713,-0.493257
517.83,-1.3444,-1.44849,0.104092,-1.33792,528.577,-0.583691,-0.685962,0.102271,-0.619535,531.439,-0.445527,-0.616985,0.171458,-0.492507
517.869,-1.34422,-1.44876,0.104542,-1.33769,528.622,-0.583407,-0.686113,0.102707,-0.619074,531.482,-0.444881,-0.617084,0.172203,-0.491752
517.908,-1.34407,-1.44903,0.104959,-1.33747,528.667,-0.58314,-0.686265,0.103124,-0.61861,531.524,-0.444217,-0.617183,0.172966,-0.490994
517.947,-1.34383,-1.44929,0.105459,-1.33724,528.712,-0.582911,-0.686416,0.103505,-0.618142,531.567,-0.443511,-0.617281,0.173771,-0.490231
517.986,-1.34363,-1.44956,0.105929,-1.33702,528.757,-0.582727,-0.686567,0.10384,-0.61767,531.609,-0.442794,-0.61738,0.174586,-0.489466
518.025,-1.34343,-1.44983,0.1064,-1.33679,528.802,-0.582555,-0.686718,0.104163,-0.617193,531.652,-0.442043,-0.617478,0.175436,-0.488695
518.064,-1.34328,-1.45009,0.106813,-1.33657,528.847,-0.582404,-0.686869,0.104466,-0.616712,531.694,-0.441292,-0.617577,0.176285,-0.487921
518.103,-1.34309,-1.45036,0.10727,-1.33634,528.892,-0.582231,-0.68702,0.104789,-0.616228,531.737,-0.440543,-0.617675,0.177133,-0.487143
518.142,-1.34289,-1.45063,0.107739,-1.33611,528.937,-0.582086,-0.687172,0.105085,-0.615739,531.779,-0.439773,-0.617774,0.178001,-0.486361
518.181,-1.34265,-1.4509,0.108247,-1.33589,528.982,-0.581973,-0.687323,0.105349,-0.615246,531.822,-0.439006,-0.617872,0.178866,-0.485573
518.22,-1.34247,-1.45116,0.108693,-1.33566,529.027,-0.581842,-0.687474,0.105632,-0.614748,531.864,-0.438234,-0.617971,0.179737,-0.484782
518.259,-1.34227,-1.45143,0.109162,-1.33543,529.072,-0.581679,-0.687625,0.105946,-0.614247,531.907,-0.437439,-0.61807,0.180631,-0.483987
518.298,-1.34213,-1.4517,0.109566,-1.3352,529.117,-0.581503,-0.687776,0.106273,-0.613742,531.949,-0.436613,-0.618168,0.181555,-0.483188
518.337,-1.34204,-1.45196,0.109922,-1.33498,529.162,-0.581302,-0.687927,0.106625,-0.613232,531.992,-0.435783,-0.618267,0.182483,-0.482385
518.376,-1.34198,-1.45223,0.11025,-1.33475,529.207,-0.581094,-0.688078,0.106984,-0.612717,532.034,-0.434932,-0.618365,0.183433,-0.481578
518.415,-1.34182,-1.4525,0.110678,-1.33452,529.252,-0.580894,-0.688229,0.107335,-0.612198,532.077,-0.434099,-0.618464,0.184365,-0.480766
518.454,-1.34171,-1.45276,0.11105,-1.33429,529.297,-0.580679,-0.68838,0.107702,-0.611675,532.119,-0.433275,-0.618562,0.185288,-0.47995
518.493,-1.34153,-1.45303,0.111501,-1.33406,529.342,-0.580455,-0.688531,0.108077,-0.611148,532.162,-0.432459,-0.618661,0.186202,-0.47913
518.532,-1.34137,-1.4533,0.111928,-1.33384,529.387,-0.580228,-0.688682,0.108454,-0.610617,532.204,-0.431624,-0.61876,0.187135,-0.478305
518.571,-1.34124,-1.45356,0.112326,-1.33361,529.432,-0.579954,-0.688833,0.108879,-0.610081,532.247,-0.430801,-0.618858,0.188057,-0.477476
518.61,-1.34106,-1.45383,0.112766,-1.33338,529.477,-0.579646,-0.688984,0.109338,-0.609541,532.289,-0.429991,-0.618957,0.188966,-0.476643
518.649,-1.34091,-1.4541,0.113183,-1.33315,529.522,-0.579335,-0.689135,0.1098,-0.608997,532.332,-0.429196,-0.619056,0.18986,-0.475805
518.688,-1.34084,-1.45436,0.113528,-1.33292,529.567,-0.579018,-0.689286,0.110268,-0.608449,532.375,-0.428405,-0.619154,0.190749,-0.474963
518.727,-1.3407,-1.45463,0.113929,-1.33269,529.612,-0.578673,-0.689437,0.110765,-0.607896,532.417,-0.427575,-0.619253,0.191678,-0.474117
518.766,-1.34057,-1.4549,0.114334,-1.33247,529.657,-0.578338,-0.689588,0.11125,-0.607339,532.46,-0.426761,-0.619352,0.192591,-0.473266
518.805,-1.34039,-1.45517,0.114776,-1.33224,529.702,-0.578035,-0.689739,0.111704,-0.606778,532.502,-0.425907,-0.619451,0.193543,-0.472412
518.844,-1.34023,-1.45543,0.1152,-1.33201,529.747,-0.577676,-0.68989,0.112214,-0.606213,532.545,-0.425033,-0.619549,0.194516,-0.471553
518.883,-1.34004,-1.4557,0.11566,-1.33178,529.791,-0.577288,-0.690041,0.112753,-0.605643,532.587,-0.424205,-0.619648,0.195443,-0.47069
518.922,-1.33987,-1.45597,0.116095,-1.33155,529.836,-0.576894,-0.690192,0.113298,-0.605069,532.63,-0.423436,-0.619747,0.196311,-0.469822
518.962,-1.33966,-1.45623,0.116574,-1.33132,529.881,-0.576475,-0.690343,0.113868,-0.60449,532.673,-0.422656,-0.619845,0.197189,-0.468951
519.001,-1.33948,-1.4565,0.117023,-1.3311,529.926,-0.57602,-0.690494,0.114474,-0.603907,532.715,-0.421888,-0.619944,0.198056,-0.468076
519.04,-1.33928,-1.45677,0.117485,-1.33087,529.971,-0.575553,-0.690645,0.115092,-0.60332,532.758,-0.421147,-0.620043,0.198896,-0.467196
519.078,-1.33913,-1.45703,0.117906,-1.33064,530.016,-0.575069,-0.690796,0.115727,-0.602728,532.8,-0.420398,-0.620141,0.199744,-0.466313
519.117,-1.33895,-1.4573,0.118353,-1.33041,530.061,-0.574605,-0.690947,0.116342,-0.602132,532.843,-0.419651,-0.62024,0.200589,-0.465425
519.156,-1.33882,-1.45757,0.118752,-1.33019,530.106,-0.574147,-0.691098,0.116951,-0.601531,532.885,-0.418914,-0.620339,0.201425,-0.464534
519.195,-1.33865,-1.45783,0.119182,-1.32996,530.151,-0.573691,-0.691249,0.117558,-0.600925,532.928,-0.418204,-0.620437,0.202233,-0.463638
519.234,-1.33852,-1.4581,0.119584,-1.32973,530.196,-0.573273,-0.6914,0.118127,-0.600315,532.97,-0.417508,-0.620536,0.203028,-0.462739
519.273,-1.3384,-1.45837,0.119967,-1.32951,530.241,-0.572868,-0.691551,0.118683,-0.599701,533.013,-0.416782,-0.620635,0.203853,-0.461835
519.312,-1.33816,-1.45864,0.12048,-1.32928,530.286,-0.57249,-0.691702,0.119213,-0.599082,533.055,-0.416032,-0.620733,0.204701,-0.460928
519.351,-1.33792,-1.4589,0.120987,-1.32905,530.331,-0.572115,-0.691853,0.119739,-0.598459,533.098,-0.415263,-0.620832,0.205569,-0.460016
519.39,-1.33772,-1.45917,0.12145,-1.32883,530.376,-0.571764,-0.692004,0.12024,-0.597831,533.14,-0.414496,-0.62093,0.206434,-0.459101
519.429,-1.33743,-1.45944,0.122003,-1.3286,530.421,-0.571436,-0.692155,0.120719,-0.5972,533.183,-0.413713,-0.621029,0.207315,-0.458181
519.468,-1.33724,-1.4597,0.122465,-1.32838,530.466,-0.571126,-0.692306,0.12118,-0.596564,533.225,-0.412923,-0.621127,0.208205,-0.457257
519.507,-1.33692,-1.45997,0.123053,-1.32815,530.511,-0.570777,-0.692457,0.12168,-0.595924,533.268,-0.412098,-0.621226,0.209128,-0.45633
519.546,-1.33664,-1.46024,0.123594,-1.32793,530.556,-0.570382,-0.692608,0.122227,-0.595279,533.31,-0.411277,-0.621324,0.210048,-0.455397
519.585,-1.3364,-1.4605,0.124101,-1.3277,530.601,-0.569938,-0.692759,0.122821,-0.59463,533.353,-0.410436,-0.621423,0.210987,-0.454461
519.624,-1.33615,-1.46077,0.124615,-1.32748,530.646,-0.569458,-0.69291,0.123452,-0.593976,533.395,-0.409608,-0.621521,0.211914,-0.453521
519.663,-1.33589,-1.46104,0.125147,-1.32726,530.691,-0.568906,-0.693061,0.124155,-0.593318,533.438,-0.408763,-0.62162,0.212857,-0.452576
519.702,-1.33565,-1.4613,0.125651,-1.32703,530.736,-0.568353,-0.693212,0.124859,-0.592655,533.48,-0.407907,-0.621718,0.213812,-0.451628
519.741,-1.33539,-1.46157,0.126184,-1.32681,530.781,-0.567797,-0.693363,0.125566,-0.591988,533.523,-0.407042,-0.621817,0.214775,-0.450675
519.78,-1.33517,-1.46184,0.12667,-1.32659,530.826,-0.567226,-0.693514,0.126289,-0.591316,533.565,-0.406162,-0.621915,0.215754,-0.449718
519.819,-1.33495,-1.4621,0.127153,-1.32637,530.871,-0.566681,-0.693666,0.126984,-0.59064,533.608,-0.405233,-0.622014,0.216781,-0.448757
519.858,-1.33482,-1.46237,0.127552,-1.32615,530.916,-0.566174,-0.693817,0.127642,-0.589959,533.65,-0.404324,-0.622113,0.217788,-0.447791
519.897,-1.33457,-1.46264,0.128061,-1.32593,530.961,-0.565721,-0.693968,0.128246,-0.589274,533.693,-0.403404,-0.622211,0.218807,-0.446821
519.936,-1.3344,-1.4629,0.128502,-1.32571,531.006,-0.565303,-0.694119,0.128816,-0.588584,533.735,-0.402502,-0.62231,0.219808,-0.445847
519.975,-1.33413,-1.46317,0.129041,-1.32549,531.051,-0.564886,-0.69427,0.129384,-0.58789,533.778,-0.401626,-0.622409,0.220782,-0.444868
520.014,-1.3339,-1.46344,0.129533,-1.32527,531.096,-0.564457,-0.694421,0.129964,-0.587191,533.82,-0.400747,-0.622507,0.22176,-0.443886
520.053,-1.33365,-1.4637,0.130057,-1.32505,531.141,-0.564079,-0.694572,0.130493,-0.586488,533.863,-0.399887,-0.622606,0.222719,-0.4429
520.092,-1.33344,-1.46397,0.130534,-1.32483,531.186,-0.563686,-0.694723,0.131037,-0.58578,533.905,-0.399027,-0.622704,0.223678,-0.441909
520.131,-1.33322,-1.46424,0.131015,-1.32461,531.231,-0.563301,-0.694874,0.131573,-0.585069,533.948,-0.398157,-0.622803,0.224646,-0.440915
520.17,-1.33299,-1.4645,0.131515,-1.3244,531.276,-0.562928,-0.695026,0.132097,-0.584352,533.99,-0.397286,-0.622902,0.225615,-0.439916
520.209,-1.33282,-1.46477,0.131953,-1.32418,531.321,-0.562572,-0.695177,0.132605,-0.583632,534.033,-0.396416,-0.623,0.226584,-0.438913
520.248,-1.33265,-1.46504,0.132382,-1.32397,531.366,-0.562224,-0.695328,0.133104,-0.582907,534.075,-0.395528,-0.623099,0.22757,-0.437906
520.287,-1.33246,-1.4653,0.132843,-1.32375,531.411,-0.561877,-0.695479,0.133602,-0.582177,534.118,-0.394617,-0.623197,0.228581,-0.436895
520.326,-1.33223,-1.46557,0.133339,-1.32354,531.456,-0.561538,-0.69563,0.134092,-0.581443,534.16,-0.393733,-0.623296,0.229563,-0.435879
