# Forward reconstruction (consistency check), model R3: E=481 kJ/mol, lnA=94.7. T (C), alpha experimental and modelled for each beta.
T_C_1K,alpha_exp_1K,alpha_model_1K,T_C_3K,alpha_exp_3K,alpha_model_3K,T_C_5K,alpha_exp_5K,alpha_model_5K
291.17,0.0351443,0.0612992,299.618,0.0459505,0.128977,298.685,0.0363841,0.0573891
291.171,0.0351743,0.0614007,299.62,0.0460081,0.129193,298.687,0.0364173,0.0574862
291.173,0.0352044,0.0615023,299.622,0.0460657,0.129409,298.688,0.0364502,0.0575827
291.174,0.0352345,0.0616039,299.624,0.0461232,0.129624,298.69,0.0364834,0.0576798
291.175,0.0352646,0.0617055,299.626,0.046181,0.12984,298.692,0.0365165,0.0577763
291.177,0.0352948,0.0618071,299.628,0.0462388,0.130056,298.694,0.0365497,0.0578734
291.178,0.0353249,0.0619088,299.63,0.0462968,0.130272,298.695,0.0365828,0.05797
291.18,0.0353551,0.0620104,299.633,0.0463548,0.130488,298.697,0.0366159,0.0580667
291.181,0.0353853,0.0621121,299.635,0.0464126,0.130703,298.699,0.0366492,0.0581639
291.182,0.0354156,0.0622138,299.637,0.0464707,0.130919,298.701,0.0366824,0.0582605
291.184,0.0354459,0.0623155,299.639,0.046529,0.131135,298.702,0.0367158,0.0583578
291.185,0.0354762,0.0624172,299.641,0.0465872,0.131352,298.704,0.0367492,0.058455
291.187,0.0355065,0.062519,299.643,0.0466456,0.131568,298.706,0.0367824,0.0585518
291.188,0.0355368,0.0626208,299.645,0.0467037,0.131783,298.708,0.0368159,0.0586491
291.19,0.0355672,0.0627226,299.647,0.0467622,0.132,298.709,0.0368492,0.0587459
291.191,0.0355976,0.0628244,299.649,0.0468208,0.132216,298.711,0.0368827,0.0588433
291.192,0.035628,0.0629262,299.651,0.0468792,0.132432,298.713,0.0369163,0.0589406
291.194,0.0356585,0.0630281,299.654,0.0469379,0.132648,298.715,0.0369497,0.0590375
291.195,0.0356889,0.0631299,299.656,0.0469966,0.132865,298.716,0.0369833,0.0591349
291.197,0.0357197,0.0632325,299.658,0.0470555,0.133081,298.718,0.0370169,0.0592324
291.198,0.0357502,0.0633344,299.66,0.0471141,0.133297,298.72,0.0370504,0.0593293
291.2,0.0357807,0.0634364,299.662,0.0471731,0.133514,298.722,0.0370841,0.0594268
291.201,0.0358113,0.0635383,299.664,0.0472322,0.133731,298.723,0.0371176,0.0595238
291.202,0.0358419,0.0636403,299.666,0.047291,0.133946,298.725,0.0371513,0.0596213
291.204,0.0358727,0.063743,299.668,0.0473502,0.134163,298.727,0.0371849,0.0597184
291.205,0.0359034,0.063845,299.67,0.0474095,0.13438,298.729,0.0372187,0.059816
291.207,0.035934,0.063947,299.672,0.0474689,0.134597,298.73,0.0372524,0.059913
291.208,0.0359647,0.064049,299.675,0.0475283,0.134814,298.732,0.0372862,0.0600107
291.209,0.0359954,0.0641511,299.677,0.0475878,0.135031,298.734,0.0373201,0.0601084
291.211,0.0360261,0.0642532,299.679,0.0476474,0.135248,298.736,0.0373538,0.0602055
291.212,0.0360571,0.064356,299.681,0.0477067,0.135464,298.737,0.0373878,0.0603032
291.214,0.0360879,0.0644581,299.683,0.0477664,0.135681,298.739,0.0374218,0.0604009
291.215,0.0361187,0.0645602,299.685,0.0478262,0.135899,298.741,0.0374556,0.0604982
291.217,0.0361495,0.0646624,299.687,0.0478861,0.136116,298.743,0.0374896,0.0605959
291.218,0.0361804,0.0647645,299.689,0.047946,0.136333,298.745,0.0375235,0.0606932
291.219,0.0362115,0.0648674,299.691,0.048006,0.136551,298.746,0.0375576,0.060791
291.221,0.0362424,0.0649697,299.693,0.0480661,0.136768,298.748,0.0375915,0.0608883
291.222,0.0362733,0.0650719,299.696,0.0481262,0.136985,298.75,0.0376257,0.0609862
291.224,0.0363042,0.0651741,299.698,0.0481864,0.137203,298.752,0.0376596,0.0610836
291.225,0.0363352,0.0652764,299.7,0.0482467,0.13742,298.753,0.0376938,0.0611815
291.227,0.0363664,0.0653794,299.702,0.0483071,0.137638,298.755,0.0377281,0.0612795
291.228,0.0363974,0.0654817,299.704,0.0483675,0.137856,298.757,0.0377622,0.0613769
291.229,0.0364285,0.065584,299.706,0.0484278,0.138072,298.759,0.0377965,0.0614749
291.231,0.0364598,0.0656871,299.708,0.0484883,0.13829,298.76,0.0378306,0.0615723
291.232,0.0364909,0.0657894,299.71,0.048549,0.138508,298.762,0.0378649,0.0616704
291.234,0.036522,0.0658918,299.712,0.0486097,0.138725,298.764,0.0378993,0.0617685
291.235,0.0365531,0.0659942,299.714,0.0486706,0.138943,298.766,0.0379335,0.061866
291.237,0.0365843,0.0660966,299.717,0.0487314,0.139161,298.767,0.037968,0.0619641
291.238,0.0366157,0.0661998,299.719,0.0487924,0.139379,298.769,0.0380024,0.0620623
291.239,0.0366469,0.0663023,299.721,0.0488534,0.139597,298.771,0.0380367,0.0621599
291.241,0.0366782,0.0664047,299.723,0.0489142,0.139814,298.773,0.0380713,0.0622581
291.242,0.0367095,0.0665072,299.725,0.0489754,0.140032,298.774,0.0381058,0.0623563
291.244,0.036741,0.0666105,299.727,0.0490367,0.14025,298.776,0.0381402,0.0624539
291.245,0.0367723,0.066713,299.729,0.0490977,0.140467,298.778,0.0381748,0.0625522
291.246,0.0368037,0.0668155,299.731,0.0491591,0.140685,298.78,0.0382095,0.0626505
291.248,0.0368351,0.0669181,299.733,0.0492206,0.140904,298.781,0.038244,0.0627482
291.249,0.0368665,0.0670207,299.735,0.0492819,0.141121,298.783,0.0382787,0.0628466
291.251,0.0368982,0.067124,299.737,0.0493435,0.141339,298.785,0.0383132,0.0629444
291.252,0.0369297,0.0672266,299.74,0.0494052,0.141557,298.787,0.038348,0.0630427
291.254,0.0369612,0.0673293,299.742,0.049467,0.141776,298.788,0.0383826,0.0631406
291.255,0.0369927,0.067432,299.744,0.0495288,0.141994,298.79,0.0384174,0.063239
291.256,0.0370245,0.0675354,299.746,0.0495904,0.142212,298.792,0.0384522,0.0633375
291.258,0.0370561,0.0676381,299.748,0.0496524,0.14243,298.794,0.0384869,0.0634354
291.259,0.0370877,0.0677408,299.75,0.0497145,0.142649,298.795,0.0385218,0.0635339
291.261,0.0371194,0.0678435,299.752,0.0497767,0.142867,298.797,0.0385566,0.0636318
291.262,0.0371513,0.067947,299.754,0.0498386,0.143085,298.799,0.0385915,0.0637304
291.264,0.037183,0.0680498,299.756,0.0499009,0.143304,298.801,0.0386263,0.0638284
291.265,0.0372147,0.0681526,299.758,0.0499632,0.143522,298.802,0.0386614,0.063927
291.266,0.0372465,0.0682554,299.761,0.0500257,0.143741,298.804,0.0386962,0.064025
291.268,0.0372785,0.0683589,299.763,0.0500882,0.14396,298.806,0.0387313,0.0641237
291.269,0.0373104,0.0684618,299.765,0.0501508,0.144179,298.808,0.0387664,0.0642223
291.271,0.0373422,0.0685647,299.767,0.0502134,0.144398,298.809,0.0388014,0.0643205
291.272,0.0373741,0.0686676,299.769,0.0502762,0.144617,298.811,0.0388366,0.0644192
291.274,0.0374062,0.0687712,299.771,0.050339,0.144836,298.813,0.0388718,0.0645179
291.275,0.0374382,0.0688741,299.773,0.0504016,0.145054,298.815,0.0389068,0.0646161
291.276,0.0374701,0.0689771,299.775,0.0504645,0.145273,298.817,0.0389421,0.0647149
291.278,0.0375024,0.0690808,299.777,0.0505275,0.145492,298.818,0.0389772,0.0648131
291.279,0.0375344,0.0691837,299.779,0.0505906,0.145711,298.82,0.0390125,0.0649119
291.281,0.0375664,0.0692868,299.782,0.0506538,0.14593,298.822,0.0390479,0.0650108
291.282,0.0375987,0.0693905,299.784,0.0507171,0.14615,298.824,0.0390831,0.0651091
291.283,0.0376308,0.0694935,299.786,0.0507804,0.146369,298.825,0.0391185,0.065208
291.285,0.0376629,0.0695966,299.788,0.0508438,0.146588,298.827,0.0391537,0.0653064
291.286,0.0376953,0.0697004,299.79,0.050907,0.146807,298.829,0.0391892,0.0654053
291.288,0.0377275,0.0698035,299.792,0.0509705,0.147026,298.831,0.0392245,0.0655037
291.289,0.0377597,0.0699066,299.794,0.0510342,0.147246,298.832,0.0392601,0.0656027
291.291,0.0377919,0.0700098,299.796,0.0510976,0.147464,298.834,0.0392955,0.0657012
291.292,0.0378244,0.0701137,299.798,0.0511614,0.147684,298.836,0.0393311,0.0658002
291.293,0.0378567,0.0702168,299.8,0.0512252,0.147903,298.838,0.0393667,0.0658993
291.295,0.037889,0.07032,299.803,0.0512892,0.148123,298.839,0.0394021,0.0659978
291.296,0.0379213,0.0704232,299.805,0.0513529,0.148342,298.841,0.0394378,0.0660969
291.298,0.0379539,0.0705272,299.807,0.051417,0.148561,298.843,0.0394736,0.0661961
291.299,0.0379863,0.0706304,299.809,0.0514811,0.148781,298.845,0.0395093,0.0662952
291.301,0.0380187,0.0707337,299.811,0.0515454,0.149001,298.846,0.0395449,0.0663938
291.302,0.0380514,0.0708377,299.813,0.0516097,0.149221,298.848,0.0395807,0.0664931
291.303,0.0380838,0.070941,299.815,0.0516738,0.14944,298.85,0.0396165,0.0665923
291.305,0.0381163,0.0710444,299.817,0.0517383,0.14966,298.852,0.0396522,0.066691
291.306,0.0381488,0.0711477,299.819,0.0518028,0.14988,298.853,0.0396881,0.0667903
291.308,0.0381816,0.0712518,299.821,0.0518671,0.150099,298.855,0.0397238,0.066889
291.309,0.0382142,0.0713552,299.824,0.0519318,0.150319,298.857,0.0397598,0.0669883
291.31,0.0382467,0.0714586,299.826,0.0519966,0.150539,298.859,0.0397956,0.0670871
291.312,0.0382793,0.071562,299.828,0.0520612,0.150758,298.86,0.0398316,0.0671865
291.313,0.038312,0.0716655,299.83,0.0521261,0.150978,298.862,0.0398675,0.0672853
291.315,0.0383449,0.0717697,299.832,0.0521911,0.151199,298.864,0.0399036,0.0673847
291.316,0.0383775,0.0718731,299.834,0.0522562,0.151419,298.866,0.0399395,0.0674836
291.318,0.0384103,0.0719766,299.836,0.0523211,0.151638,298.867,0.0399756,0.0675831
291.319,0.0384432,0.0720809,299.838,0.0523864,0.151859,298.869,0.0400118,0.0676826
291.32,0.038476,0.0721844,299.84,0.0524517,0.152079,298.871,0.0400478,0.0677815
291.322,0.0385087,0.072288,299.842,0.0525168,0.152298,298.873,0.040084,0.0678811
291.323,0.0385416,0.0723915,299.844,0.0525823,0.152519,298.874,0.0401201,0.0679801
291.325,0.0385744,0.0724951,299.847,0.0526479,0.15274,298.876,0.0401564,0.0680797
291.326,0.0386075,0.0725995,299.849,0.0527132,0.152959,298.878,0.0401927,0.0681793
291.328,0.0386404,0.0727031,299.851,0.0527789,0.15318,298.88,0.0402288,0.0682784
291.329,0.0386733,0.0728068,299.853,0.0528447,0.1534,298.881,0.0402652,0.068378
291.33,0.0387064,0.0729112,299.855,0.0529103,0.15362,298.883,0.0403016,0.0684777
291.332,0.0387394,0.0730149,299.857,0.0529763,0.153841,298.885,0.0403379,0.0685768
291.333,0.0387724,0.0731186,299.859,0.0530423,0.154062,298.887,0.0403744,0.0686766
291.335,0.0388054,0.0732223,299.861,0.0531081,0.154282,298.888,0.0404107,0.0687758
291.336,0.0388387,0.0733268,299.863,0.0531743,0.154503,298.89,0.0404472,0.0688755
291.338,0.0388717,0.0734305,299.865,0.0532403,0.154722,298.892,0.0404836,0.0689748
291.339,0.0389048,0.0735343,299.868,0.0533067,0.154943,298.894,0.0405201,0.0690746
291.34,0.0389379,0.0736381,299.87,0.0533728,0.155163,298.896,0.0405568,0.0691745
291.342,0.0389711,0.0737419,299.872,0.0534393,0.155385,298.897,0.0405932,0.0692738
291.343,0.0390045,0.0738465,299.874,0.0535056,0.155605,298.899,0.0406299,0.0693737
291.345,0.0390376,0.0739504,299.876,0.0535723,0.155826,298.901,0.0406666,0.0694736
291.346,0.0390709,0.0740542,299.878,0.053639,0.156047,298.903,0.0407032,0.069573
291.347,0.0391043,0.0741589,299.88,0.0537056,0.156267,298.904,0.04074,0.0696729
291.349,0.0391376,0.0742628,299.882,0.0537725,0.156488,298.906,0.0407768,0.0697729
291.35,0.0391709,0.0743667,299.884,0.0538395,0.15671,298.908,0.0408134,0.0698724
291.352,0.0392042,0.0744707,299.886,0.0539062,0.15693,298.91,0.0408503,0.0699724
291.353,0.0392378,0.0745754,299.888,0.0539734,0.157152,298.911,0.0408872,0.0700725
291.355,0.0392712,0.0746794,299.891,0.0540407,0.157373,298.913,0.0409242,0.0701726
291.356,0.0393046,0.0747834,299.893,0.0541077,0.157594,298.915,0.0409609,0.0702721
291.357,0.039338,0.0748874,299.895,0.0541751,0.157815,298.917,0.0409979,0.0703723
291.359,0.0393716,0.0749922,299.897,0.0542426,0.158037,298.918,0.041035,0.0704724
291.36,0.0394051,0.0750963,299.899,0.0543098,0.158257,298.92,0.0410718,0.070572
291.362,0.0394386,0.0752004,299.901,0.0543774,0.158479,298.922,0.0411089,0.0706723
291.363,0.0394724,0.0753052,299.903,0.0544452,0.158701,298.924,0.0411461,0.0707725
291.365,0.0395059,0.0754093,299.905,0.0545127,0.158921,298.925,0.0411832,0.0708728
291.366,0.0395395,0.0755135,299.907,0.0545806,0.159143,298.927,0.0412202,0.0709725
291.367,0.0395731,0.0756176,299.909,0.0546485,0.159365,298.929,0.0412574,0.0710728
291.369,0.0396067,0.0757218,299.912,0.0547166,0.159587,298.931,0.0412947,0.0711731
291.37,0.0396406,0.0758268,299.914,0.0547844,0.159808,298.932,0.041332,0.0712735
291.372,0.0396743,0.075931,299.916,0.0548526,0.16003,298.934,0.0413693,0.0713738
291.373,0.039708,0.0760352,299.918,0.0549206,0.160251,298.936,0.0414067,0.0714742
291.375,0.0397417,0.0761395,299.92,0.054989,0.160473,298.938,0.0414441,0.0715747
291.376,0.0397755,0.0762438,299.922,0.0550574,0.160695,298.939,0.0414815,0.0716751
291.377,0.0398093,0.0763481,299.924,0.055126,0.160917,298.941,0.0415189,0.0717756
291.379,0.0398431,0.0764524,299.926,0.0551943,0.161138,298.943,0.0415562,0.0718755
291.38,0.039877,0.0765567,299.928,0.055263,0.161361,298.945,0.0415937,0.071976
291.382,0.0399109,0.0766611,299.93,0.0553318,0.161583,298.946,0.0416312,0.0720766
291.383,0.0399448,0.0767654,299.933,0.0554003,0.161804,298.948,0.0416688,0.0721771
291.384,0.0399788,0.0768698,299.935,0.0554693,0.162027,298.95,0.0417064,0.0722777
291.386,0.040013,0.076975,299.937,0.0555383,0.162249,298.952,0.041744,0.0723784
291.387,0.040047,0.0770794,299.939,0.0556071,0.16247,298.954,0.0417817,0.072479
291.389,0.040081,0.0771839,299.941,0.0556763,0.162693,298.955,0.0418194,0.0725797
291.39,0.0401151,0.0772883,299.943,0.0557453,0.162914,298.957,0.0418569,0.0726798
291.392,0.0401495,0.0773936,299.945,0.0558147,0.163137,298.959,0.0418947,0.0727805
291.393,0.0401836,0.0774981,299.947,0.0558838,0.163359,298.961,0.0419325,0.0728812
291.394,0.0402178,0.0776026,299.949,0.0559533,0.163581,298.962,0.0419701,0.0729814
291.396,0.040252,0.0777071,299.951,0.0560226,0.163803,298.964,0.0420079,0.0730822
291.397,0.0402862,0.0778117,299.953,0.0560923,0.164026,298.966,0.0420456,0.0731824
291.399,0.0403207,0.077917,299.956,0.0561618,0.164247,298.968,0.0420835,0.0732833
291.4,0.040355,0.0780216,299.958,0.0562317,0.16447,298.969,0.0421212,0.0733836
291.402,0.0403893,0.0781263,299.96,0.0563013,0.164692,298.971,0.0421592,0.0734844
291.403,0.0404237,0.0782309,299.962,0.0563714,0.164915,298.973,0.0421972,0.0735853
291.404,0.0404583,0.0783363,299.964,0.0564412,0.165137,298.975,0.042235,0.0736857
291.406,0.0404928,0.078441,299.966,0.0565114,0.16536,298.976,0.0422731,0.0737866
291.407,0.0405272,0.0785457,299.968,0.0565814,0.165582,298.978,0.0423112,0.0738876
291.409,0.0405617,0.0786504,299.97,0.0566518,0.165805,298.98,0.0423493,0.0739886
291.41,0.0405963,0.0787551,299.972,0.0567219,0.166027,298.982,0.0423875,0.0740897
291.411,0.0406311,0.0788606,299.974,0.0567925,0.16625,298.983,0.0424257,0.0741907
291.413,0.0406657,0.0789654,299.977,0.0568628,0.166472,298.985,0.0424637,0.0742912
291.414,0.0407003,0.0790702,299.979,0.0569335,0.166696,298.987,0.042502,0.0743923
291.416,0.040735,0.079175,299.981,0.0570043,0.166919,298.989,0.0425403,0.0744934
291.417,0.0407697,0.0792798,299.983,0.0570749,0.167141,298.99,0.0425784,0.074594
291.419,0.0408045,0.0793847,299.985,0.0571459,0.167365,298.992,0.0426167,0.0746952
291.42,0.0408395,0.0794903,299.987,0.0572166,0.167587,298.994,0.0426551,0.0747964
291.421,0.0408743,0.0795952,299.989,0.0572878,0.167811,298.996,0.0426935,0.0748976
291.423,0.0409091,0.0797001,299.991,0.0573587,0.168033,298.997,0.0427318,0.0749982
291.424,0.040944,0.079805,299.993,0.0574301,0.168257,298.999,0.0427703,0.0750995
291.426,0.0409789,0.07991,299.995,0.0575011,0.168479,299.001,0.0428088,0.0752008
291.427,0.0410139,0.0800149,299.997,0.0575723,0.168702,299.003,0.0428473,0.0753021
291.429,0.0410489,0.0801199,300,0.0576439,0.168925,299.004,0.0428859,0.0754034
291.43,0.0410839,0.0802249,300.002,0.0577152,0.169148,299.006,0.0429243,0.0755042
291.431,0.0411192,0.0803307,300.004,0.0577867,0.169371,299.008,0.0429629,0.0756056
291.433,0.0411543,0.0804357,300.006,0.0578582,0.169594,299.01,0.0430016,0.075707
291.434,0.0411894,0.0805408,300.008,0.0579301,0.169817,299.012,0.0430403,0.0758085
291.436,0.0412245,0.0806458,300.01,0.0580018,0.17004,299.013,0.0430788,0.0759093
291.437,0.0412597,0.0807509,300.012,0.0580739,0.170264,299.015,0.0431176,0.0760108
291.438,0.041295,0.0808561,300.014,0.0581458,0.170487,299.017,0.0431564,0.0761123
291.44,0.0413302,0.0809612,300.016,0.0582177,0.17071,299.019,0.0431953,0.0762139
291.441,0.0413655,0.0810664,300.018,0.0582901,0.170934,299.02,0.0432339,0.0763148
291.443,0.0414008,0.0811715,300.02,0.0583622,0.171157,299.022,0.0432728,0.0764164
291.444,0.0414362,0.0812767,300.023,0.0584348,0.171381,299.024,0.0433117,0.076518
291.446,0.0414716,0.0813819,300.025,0.058507,0.171605,299.026,0.0433507,0.0766196
291.447,0.041507,0.0814872,300.027,0.0585794,0.171828,299.027,0.0433895,0.0767207
291.448,0.0415424,0.0815924,300.029,0.0586523,0.172052,299.029,0.0434285,0.0768224
291.45,0.0415782,0.0816984,300.031,0.0587248,0.172275,299.031,0.0434676,0.0769241
291.451,0.0416137,0.0818037,300.033,0.0587975,0.172499,299.033,0.0435065,0.0770252
291.453,0.0416492,0.081909,300.035,0.0588706,0.172723,299.034,0.0435456,0.077127
291.454,0.0416848,0.0820144,300.037,0.0589434,0.172946,299.036,0.0435847,0.0772288
291.456,0.0417204,0.0821197,300.039,0.0590163,0.17317,299.038,0.0436237,0.07733
291.457,0.0417561,0.0822251,300.041,0.0590897,0.173394,299.04,0.0436629,0.0774318
291.458,0.0417917,0.0823305,300.044,0.0591628,0.173618,299.041,0.0437022,0.0775336
291.46,0.0418274,0.0824359,300.046,0.0592363,0.173843,299.043,0.0437415,0.0776355
291.461,0.0418632,0.0825413,300.048,0.0593096,0.174066,299.045,0.0437806,0.0777368
291.463,0.0418989,0.0826467,300.05,0.0593833,0.174291,299.047,0.04382,0.0778387
291.464,0.0419347,0.0827522,300.052,0.0594568,0.174514,299.048,0.0438594,0.0779407
291.465,0.0419708,0.0828584,300.054,0.0595307,0.174739,299.05,0.0438988,0.0780426
291.467,0.0420067,0.0829639,300.056,0.0596043,0.174963,299.052,0.0439382,0.0781446
291.468,0.0420425,0.0830694,300.058,0.059678,0.175187,299.054,0.0439775,0.0782461
291.47,0.0420784,0.083175,300.06,0.0597522,0.175412,299.055,0.044017,0.0783481
291.471,0.0421144,0.0832805,300.062,0.0598261,0.175636,299.057,0.0440566,0.0784502
291.473,0.0421503,0.0833861,300.064,0.0599005,0.175861,299.059,0.044096,0.0785517
291.474,0.0421863,0.0834917,300.067,0.0599746,0.176085,299.061,0.0441356,0.0786538
291.475,0.0422224,0.0835973,300.069,0.0600488,0.176309,299.062,0.0441753,0.0787559
291.477,0.0422584,0.0837029,300.071,0.0601234,0.176534,299.064,0.0442147,0.0788575
291.478,0.0422945,0.0838086,300.073,0.0601981,0.176759,299.066,0.0442545,0.0789597
291.48,0.0423306,0.0839143,300.075,0.0602726,0.176983,299.068,0.0442942,0.0790619
291.481,0.0423667,0.0840199,300.077,0.0603475,0.177208,299.069,0.0443338,0.0791635
291.483,0.0424032,0.0841264,300.079,0.0604222,0.177433,299.071,0.0443736,0.0792658
291.484,0.0424394,0.0842321,300.081,0.0604973,0.177658,299.073,0.0444135,0.079368
291.485,0.0424756,0.0843379,300.083,0.0605725,0.177883,299.075,0.0444532,0.0794698
291.487,0.0425118,0.0844436,300.085,0.0606474,0.178108,299.077,0.0444931,0.0795721
291.488,0.0425481,0.0845494,300.088,0.0607228,0.178333,299.078,0.0445331,0.0796744
291.49,0.0425844,0.0846552,300.09,0.0607979,0.178558,299.08,0.0445728,0.0797762
291.491,0.0426208,0.0847611,300.092,0.0608735,0.178783,299.082,0.0446129,0.0798786
291.492,0.0426571,0.0848669,300.094,0.0609488,0.179008,299.084,0.0446527,0.0799805
291.494,0.0426938,0.0849735,300.096,0.0610246,0.179233,299.085,0.0446928,0.0800829
291.495,0.0427302,0.0850794,300.098,0.0611001,0.179458,299.087,0.0447327,0.0801848
291.497,0.0427666,0.0851853,300.1,0.0611756,0.179683,299.089,0.0447729,0.0802873
291.498,0.0428031,0.0852912,300.102,0.0612513,0.179907,299.091,0.0448131,0.0803898
291.5,0.0428396,0.0853971,300.104,0.0613275,0.180133,299.092,0.0448531,0.0804918
291.501,0.0428762,0.0855031,300.106,0.0614033,0.180358,299.094,0.0448934,0.0805944
291.502,0.0429127,0.0856091,300.108,0.0614796,0.180584,299.096,0.0449337,0.080697
291.504,0.0429493,0.0857151,300.111,0.0615557,0.180809,299.098,0.0449741,0.0807996
291.505,0.0429862,0.0858218,300.113,0.0616322,0.181035,299.099,0.0450142,0.0809016
291.507,0.0430228,0.0859279,300.115,0.0617085,0.181259,299.101,0.0450546,0.0810043
291.508,0.0430595,0.0860339,300.117,0.0617851,0.181486,299.103,0.0450951,0.081107
291.51,0.0430962,0.08614,300.119,0.0618616,0.181711,299.105,0.0451353,0.0812091
291.511,0.0431329,0.0862461,300.121,0.0619385,0.181937,299.106,0.0451759,0.0813119
291.512,0.0431697,0.0863522,300.123,0.0620151,0.182162,299.108,0.0452164,0.0814146
291.514,0.0432064,0.0864583,300.125,0.0620921,0.182388,299.11,0.045257,0.0815174
291.515,0.0432432,0.0865645,300.127,0.0621689,0.182613,299.112,0.0452976,0.0816202
291.517,0.0432801,0.0866706,300.129,0.0622462,0.18284,299.113,0.045338,0.0817225
291.518,0.0433169,0.0867768,300.132,0.0623232,0.183065,299.115,0.0453787,0.0818253
291.519,0.0433538,0.086883,300.134,0.0624003,0.18329,299.117,0.0454195,0.0819282
291.521,0.0433907,0.0869893,300.136,0.0624774,0.183515,299.119,0.0454602,0.0820311
291.522,0.0434277,0.0870955,300.138,0.0625551,0.183742,299.12,0.045501,0.082134
291.524,0.0434647,0.0872018,300.14,0.0626324,0.183967,299.122,0.0455419,0.082237
291.525,0.0435019,0.0873088,300.142,0.0627099,0.184193,299.124,0.0455825,0.0823394
291.527,0.043539,0.0874151,300.144,0.0627874,0.184418,299.126,0.0456234,0.0824424
291.528,0.043576,0.0875214,300.146,0.0628651,0.184644,299.127,0.0456643,0.0825454
291.529,0.0436131,0.0876278,300.148,0.0629432,0.184871,299.129,0.0457053,0.0826485
291.531,0.0436502,0.0877341,300.15,0.063021,0.185096,299.131,0.0457463,0.0827516
291.532,0.0436874,0.0878405,300.152,0.063099,0.185322,299.133,0.0457871,0.0828541
291.534,0.0437246,0.0879469,300.155,0.063177,0.185548,299.135,0.0458282,0.0829572
291.535,0.0437618,0.0880533,300.157,0.0632555,0.185774,299.136,0.0458693,0.0830604
291.537,0.043799,0.0881598,300.159,0.0633337,0.186,299.138,0.0459104,0.0831635
291.538,0.0438363,0.0882662,300.161,0.063412,0.186226,299.14,0.0459514,0.0832661
291.539,0.0438738,0.0883734,300.163,0.0634908,0.186453,299.142,0.0459926,0.0833694
291.541,0.0439112,0.0884799,300.165,0.0635693,0.186679,299.143,0.0460339,0.0834726
291.542,0.0439485,0.0885864,300.167,0.0636483,0.186906,299.145,0.0460751,0.0835759
291.544,0.0439859,0.088693,300.169,0.063727,0.187132,299.147,0.0461162,0.0836786
291.545,0.0440233,0.0887995,300.171,0.0638058,0.187358,299.149,0.0461576,0.0837819
291.546,0.0440608,0.0889061,300.173,0.0638851,0.187585,299.15,0.046199,0.0838853
291.548,0.0440982,0.0890127,300.175,0.0639641,0.187811,299.152,0.0462404,0.0839886
291.549,0.0441357,0.0891193,300.178,0.0640435,0.188039,299.154,0.0462816,0.0840914
291.551,0.0441733,0.0892259,300.18,0.0641227,0.188265,299.156,0.0463231,0.0841949
291.552,0.0442108,0.0893326,300.182,0.064202,0.188491,299.157,0.0463646,0.0842983
291.554,0.0442487,0.08944,300.184,0.0642818,0.188719,299.159,0.0464062,0.0844018
291.555,0.0442863,0.0895467,300.186,0.0643613,0.188945,299.161,0.0464478,0.0845053
291.556,0.044324,0.0896534,300.188,0.0644412,0.189172,299.163,0.0464892,0.0846082
291.558,0.0443616,0.0897601,300.19,0.0645209,0.189399,299.164,0.0465309,0.0847117
291.559,0.0443994,0.0898668,300.192,0.0646007,0.189625,299.166,0.0465726,0.0848153
291.561,0.0444371,0.0899736,300.194,0.064681,0.189853,299.168,0.0466143,0.0849189
291.562,0.0444749,0.0900804,300.196,0.0647609,0.190079,299.17,0.0466559,0.0850219
291.564,0.0445127,0.0901872,300.199,0.0648414,0.190307,299.171,0.0466977,0.0851255
291.565,0.0445505,0.090294,300.201,0.0649216,0.190534,299.173,0.0467396,0.0852292
291.566,0.0445884,0.0904008,300.203,0.0650019,0.19076,299.175,0.0467812,0.0853323
291.568,0.0446265,0.0905084,300.205,0.0650827,0.190988,299.177,0.0468231,0.085436
291.569,0.0446645,0.0906153,300.207,0.0651631,0.191215,299.178,0.0468648,0.0855391
291.571,0.0447024,0.0907222,300.209,0.0652437,0.191442,299.18,0.0469068,0.0856429
291.572,0.0447404,0.0908291,300.211,0.0653244,0.191669,299.182,0.0469489,0.0857467
291.573,0.0447784,0.0909361,300.213,0.0654052,0.191896,299.184,0.0469907,0.0858499
291.575,0.0448165,0.091043,300.215,0.0654861,0.192122,299.185,0.0470328,0.0859537
291.576,0.0448545,0.09115,300.217,0.0655671,0.192349,299.187,0.0470749,0.0860576
291.578,0.0448927,0.091257,300.219,0.0656482,0.192576,299.189,0.0471169,0.0861609
291.579,0.0449308,0.091364,300.221,0.0657294,0.192803,299.191,0.0471591,0.0862648
291.581,0.044969,0.091471,300.224,0.065811,0.193032,299.193,0.0472013,0.0863687
291.582,0.0450072,0.0915781,300.226,0.0658924,0.193259,299.194,0.0472436,0.0864727
291.583,0.0450454,0.0916851,300.228,0.0659739,0.193486,299.196,0.0472859,0.0865766
291.585,0.0450839,0.091793,300.23,0.0660559,0.193714,299.198,0.0473283,0.0866806
291.586,0.0451222,0.0919001,300.232,0.0661376,0.193941,299.2,0.0473706,0.0867847
291.588,0.0451605,0.0920072,300.234,0.0662194,0.194169,299.201,0.0474131,0.0868887
291.589,0.0451988,0.0921143,300.236,0.0663013,0.194396,299.203,0.0474555,0.0869928
291.591,0.0452372,0.0922215,300.238,0.0663833,0.194623,299.205,0.0474978,0.0870963
