# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,peak_minus_baseline_1K,FS_fit_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,peak_minus_baseline_3K,FS_fit_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,peak_minus_baseline_5K,FS_fit_5K
296.824,0.491188,-0.273918,0.765106,0.462473,299.448,0.151309,-0.148061,0.29937,-0.136214,300.642,0.74476,-0.109572,0.854332,0.294446
296.826,0.49115,-0.273917,0.765067,0.462246,299.45,0.151673,-0.148054,0.299727,-0.136142,300.643,0.745445,-0.109562,0.855007,0.295223
296.827,0.491111,-0.273917,0.765027,0.462019,299.452,0.152039,-0.148046,0.300085,-0.13607,300.645,0.746131,-0.109552,0.855683,0.296002
296.828,0.49107,-0.273916,0.764986,0.46179,299.454,0.152405,-0.148039,0.300443,-0.135997,300.647,0.746816,-0.109543,0.856358,0.296777
296.83,0.49103,-0.273915,0.764945,0.461562,299.456,0.152771,-0.148032,0.300802,-0.135925,300.649,0.747501,-0.109533,0.857033,0.297558
296.831,0.490986,-0.273915,0.764901,0.461332,299.458,0.153138,-0.148024,0.301162,-0.135852,300.65,0.748185,-0.109523,0.857708,0.29834
296.833,0.490941,-0.273914,0.764855,0.461103,299.46,0.153505,-0.148017,0.301522,-0.135778,300.652,0.74887,-0.109513,0.858383,0.299123
296.834,0.490894,-0.273913,0.764807,0.460874,299.463,0.153872,-0.14801,0.301882,-0.135705,300.654,0.749554,-0.109503,0.859057,0.299907
296.836,0.490844,-0.273912,0.764757,0.460643,299.465,0.154241,-0.148002,0.302243,-0.135631,300.656,0.750237,-0.109493,0.85973,0.300687
296.837,0.490794,-0.273912,0.764706,0.460413,299.467,0.15461,-0.147995,0.302605,-0.135556,300.658,0.75092,-0.109483,0.860404,0.301474
296.838,0.490743,-0.273911,0.764654,0.460183,299.469,0.15498,-0.147988,0.302968,-0.135481,300.659,0.751604,-0.109474,0.861077,0.302261
296.84,0.490693,-0.27391,0.764603,0.45995,299.471,0.155351,-0.14798,0.303331,-0.135406,300.661,0.752287,-0.109464,0.861751,0.30305
296.841,0.490642,-0.27391,0.764551,0.459719,299.473,0.155722,-0.147973,0.303695,-0.135331,300.663,0.752971,-0.109454,0.862425,0.303835
296.843,0.490591,-0.273909,0.7645,0.459488,299.475,0.156093,-0.147966,0.304059,-0.135256,300.665,0.753655,-0.109444,0.863099,0.304626
296.844,0.49054,-0.273908,0.764448,0.459255,299.477,0.156464,-0.147958,0.304423,-0.135179,300.666,0.754339,-0.109434,0.863774,0.305418
296.846,0.490489,-0.273908,0.764397,0.459022,299.479,0.156836,-0.147951,0.304787,-0.135103,300.668,0.755025,-0.109424,0.864449,0.306211
296.847,0.490438,-0.273907,0.764345,0.458788,299.481,0.157207,-0.147944,0.305151,-0.135026,300.67,0.755711,-0.109415,0.865126,0.307001
296.848,0.490387,-0.273906,0.764293,0.458555,299.484,0.157579,-0.147936,0.305515,-0.134949,300.672,0.756397,-0.109405,0.865802,0.307797
296.85,0.490335,-0.273905,0.76424,0.458322,299.486,0.15795,-0.147929,0.305879,-0.134872,300.673,0.757084,-0.109395,0.866479,0.308593
296.851,0.490283,-0.273905,0.764187,0.458087,299.488,0.158322,-0.147922,0.306244,-0.134794,300.675,0.757771,-0.109385,0.867156,0.309391
296.853,0.490231,-0.273904,0.764135,0.457853,299.49,0.158694,-0.147914,0.306609,-0.134716,300.677,0.758458,-0.109375,0.867833,0.31019
296.854,0.490179,-0.273903,0.764083,0.457616,299.492,0.159066,-0.147907,0.306973,-0.134637,300.679,0.759144,-0.109366,0.86851,0.310985
296.856,0.490128,-0.273903,0.764031,0.457382,299.494,0.159439,-0.1479,0.307338,-0.134559,300.68,0.759831,-0.109356,0.869187,0.311786
296.857,0.490079,-0.273902,0.763981,0.457145,299.496,0.159812,-0.147892,0.307704,-0.134479,300.682,0.760517,-0.109346,0.869863,0.312589
296.858,0.490029,-0.273901,0.76393,0.456909,299.498,0.160185,-0.147885,0.30807,-0.1344,300.684,0.761204,-0.109336,0.87054,0.313392
296.86,0.489978,-0.273901,0.763879,0.456673,299.5,0.160559,-0.147878,0.308436,-0.13432,300.686,0.761891,-0.109326,0.871217,0.314192
296.861,0.489927,-0.2739,0.763827,0.456435,299.502,0.160932,-0.147871,0.308803,-0.13424,300.687,0.762578,-0.109316,0.871894,0.314998
296.863,0.489877,-0.273899,0.763776,0.456198,299.505,0.161306,-0.147863,0.309169,-0.13416,300.689,0.763265,-0.109307,0.872571,0.3158
296.864,0.489826,-0.273898,0.763724,0.45596,299.507,0.16168,-0.147856,0.309536,-0.134078,300.691,0.763952,-0.109297,0.873249,0.316608
296.865,0.489777,-0.273898,0.763674,0.455722,299.509,0.162054,-0.147849,0.309902,-0.133997,300.693,0.76464,-0.109287,0.873927,0.317417
296.867,0.489728,-0.273897,0.763625,0.455483,299.511,0.162428,-0.147841,0.310269,-0.133915,300.694,0.765329,-0.109277,0.874606,0.318222
296.868,0.48968,-0.273896,0.763576,0.455244,299.513,0.162801,-0.147834,0.310635,-0.133833,300.696,0.766018,-0.109267,0.875285,0.319034
296.87,0.489632,-0.273896,0.763528,0.455006,299.515,0.163174,-0.147827,0.311,-0.133751,300.698,0.766708,-0.109257,0.875965,0.319846
296.871,0.489584,-0.273895,0.763479,0.454767,299.517,0.163546,-0.147819,0.311365,-0.133668,300.7,0.767399,-0.109248,0.876646,0.320655
296.873,0.489536,-0.273894,0.76343,0.454526,299.519,0.163917,-0.147812,0.311729,-0.133585,300.701,0.76809,-0.109238,0.877328,0.32147
296.874,0.489488,-0.273894,0.763381,0.454286,299.521,0.164288,-0.147805,0.312093,-0.133502,300.703,0.768783,-0.109228,0.878011,0.322286
296.875,0.489438,-0.273893,0.763331,0.454044,299.523,0.164659,-0.147797,0.312456,-0.133418,300.705,0.769477,-0.109218,0.878695,0.323103
296.877,0.489389,-0.273892,0.763281,0.453804,299.526,0.165029,-0.14779,0.312819,-0.133334,300.707,0.770172,-0.109208,0.87938,0.323917
296.878,0.48934,-0.273891,0.763231,0.453563,299.528,0.165399,-0.147783,0.313182,-0.133249,300.708,0.770868,-0.109198,0.880066,0.324736
296.88,0.48929,-0.273891,0.763181,0.45332,299.53,0.165769,-0.147775,0.313545,-0.133164,300.71,0.771565,-0.109189,0.880753,0.325557
296.881,0.489241,-0.27389,0.763131,0.453078,299.532,0.16614,-0.147768,0.313908,-0.133079,300.712,0.772262,-0.109179,0.881441,0.326378
296.883,0.489192,-0.273889,0.763081,0.452835,299.534,0.16651,-0.147761,0.314271,-0.132993,300.714,0.772961,-0.109169,0.88213,0.327201
296.884,0.489142,-0.273889,0.763031,0.452592,299.536,0.166882,-0.147753,0.314635,-0.132907,300.715,0.77366,-0.109159,0.882819,0.328021
296.885,0.489093,-0.273888,0.762981,0.452348,299.538,0.167255,-0.147746,0.315001,-0.13282,300.717,0.77436,-0.109149,0.88351,0.328846
296.887,0.489044,-0.273887,0.762931,0.452105,299.54,0.167628,-0.147739,0.315367,-0.132734,300.719,0.775061,-0.109139,0.8842,0.329672
296.888,0.488996,-0.273887,0.762882,0.451861,299.542,0.168003,-0.147731,0.315734,-0.132646,300.721,0.775762,-0.10913,0.884891,0.3305
296.89,0.48895,-0.273886,0.762836,0.451616,299.544,0.168378,-0.147724,0.316102,-0.132558,300.723,0.776464,-0.10912,0.885583,0.331328
296.891,0.488905,-0.273885,0.76279,0.451372,299.547,0.168755,-0.147717,0.316471,-0.13247,300.724,0.777166,-0.10911,0.886276,0.332158
296.893,0.48886,-0.273885,0.762745,0.451127,299.549,0.169132,-0.147709,0.316841,-0.132382,300.726,0.777868,-0.1091,0.886969,0.332984
296.894,0.488816,-0.273884,0.7627,0.45088,299.551,0.16951,-0.147702,0.317212,-0.132293,300.728,0.778572,-0.10909,0.887662,0.333816
296.895,0.488772,-0.273883,0.762655,0.450635,299.553,0.169888,-0.147695,0.317582,-0.132204,300.73,0.779276,-0.10908,0.888357,0.33465
296.897,0.488729,-0.273882,0.762611,0.450388,299.555,0.170266,-0.147687,0.317953,-0.132114,300.731,0.779981,-0.109071,0.889052,0.335484
296.898,0.488685,-0.273882,0.762566,0.450142,299.557,0.170645,-0.14768,0.318325,-0.132024,300.733,0.780687,-0.109061,0.889748,0.33632
296.9,0.488641,-0.273881,0.762522,0.449893,299.559,0.171024,-0.147673,0.318697,-0.131934,300.735,0.781394,-0.109051,0.890445,0.337156
296.901,0.488598,-0.27388,0.762479,0.449647,299.561,0.171404,-0.147665,0.319069,-0.131844,300.737,0.782101,-0.109041,0.891142,0.337994
296.903,0.488555,-0.27388,0.762435,0.449398,299.563,0.171784,-0.147658,0.319442,-0.131752,300.738,0.782808,-0.109031,0.891839,0.338833
296.904,0.488511,-0.273879,0.76239,0.44915,299.565,0.172165,-0.147651,0.319816,-0.131661,300.74,0.783516,-0.109021,0.892537,0.339669
296.905,0.488465,-0.273878,0.762343,0.448901,299.568,0.172547,-0.147643,0.32019,-0.131569,300.742,0.784224,-0.109011,0.893235,0.34051
296.907,0.488418,-0.273878,0.762295,0.448652,299.57,0.172929,-0.147636,0.320565,-0.131476,300.744,0.784932,-0.109002,0.893933,0.341353
296.908,0.488368,-0.273877,0.762245,0.448404,299.572,0.173312,-0.147629,0.320941,-0.131384,300.745,0.785641,-0.108992,0.894632,0.342196
296.91,0.488317,-0.273876,0.762193,0.448153,299.574,0.173696,-0.147622,0.321317,-0.13129,300.747,0.78635,-0.108982,0.895332,0.343036
296.911,0.488264,-0.273875,0.762139,0.447904,299.576,0.17408,-0.147614,0.321695,-0.131197,300.749,0.787059,-0.108972,0.896031,0.343883
296.912,0.488209,-0.273875,0.762084,0.447654,299.578,0.174466,-0.147607,0.322073,-0.131103,300.751,0.78777,-0.108962,0.896732,0.34473
296.914,0.488155,-0.273874,0.762029,0.447402,299.58,0.174852,-0.1476,0.322452,-0.131009,300.752,0.78848,-0.108953,0.897433,0.345573
296.915,0.4881,-0.273873,0.761973,0.447152,299.582,0.17524,-0.147592,0.322832,-0.130914,300.754,0.789191,-0.108943,0.898134,0.346423
296.917,0.488044,-0.273873,0.761917,0.446899,299.584,0.175627,-0.147585,0.323212,-0.130818,300.756,0.789903,-0.108933,0.898836,0.347274
296.918,0.487988,-0.273872,0.76186,0.446648,299.586,0.176016,-0.147578,0.323594,-0.130723,300.758,0.790615,-0.108923,0.899538,0.348121
296.92,0.487932,-0.273871,0.761803,0.446397,299.589,0.176405,-0.14757,0.323976,-0.130626,300.759,0.791328,-0.108913,0.900242,0.348974
296.921,0.487876,-0.273871,0.761747,0.446143,299.591,0.176795,-0.147563,0.324358,-0.13053,300.761,0.792042,-0.108903,0.900946,0.349828
296.922,0.48782,-0.27387,0.76169,0.445891,299.593,0.177185,-0.147556,0.324741,-0.130433,300.763,0.792757,-0.108894,0.901651,0.350683
296.924,0.487764,-0.273869,0.761634,0.445637,299.595,0.177576,-0.147548,0.325125,-0.130335,300.765,0.793473,-0.108884,0.902357,0.351535
296.925,0.487709,-0.273868,0.761578,0.445384,299.597,0.177969,-0.147541,0.32551,-0.130238,300.766,0.79419,-0.108874,0.903064,0.352393
296.927,0.487655,-0.273868,0.761523,0.445129,299.599,0.178362,-0.147534,0.325896,-0.130139,300.768,0.794907,-0.108864,0.903771,0.353252
296.928,0.487601,-0.273867,0.761468,0.444875,299.601,0.178757,-0.147526,0.326283,-0.13004,300.77,0.795625,-0.108854,0.904479,0.354107
296.93,0.487546,-0.273866,0.761412,0.444619,299.603,0.179151,-0.147519,0.32667,-0.129941,300.772,0.796343,-0.108844,0.905188,0.354968
296.931,0.487491,-0.273866,0.761357,0.444365,299.605,0.179546,-0.147512,0.327058,-0.129842,300.774,0.797062,-0.108835,0.905896,0.355831
296.932,0.487438,-0.273865,0.761303,0.44411,299.607,0.179942,-0.147504,0.327446,-0.129742,300.775,0.797781,-0.108825,0.906606,0.356695
296.934,0.487384,-0.273864,0.761248,0.443853,299.61,0.180338,-0.147497,0.327835,-0.129641,300.777,0.798501,-0.108815,0.907316,0.357555
296.935,0.487331,-0.273864,0.761194,0.443598,299.612,0.180734,-0.14749,0.328224,-0.129541,300.779,0.799221,-0.108805,0.908026,0.358421
296.937,0.487278,-0.273863,0.761141,0.443342,299.614,0.181131,-0.147482,0.328613,-0.12944,300.781,0.799942,-0.108795,0.908738,0.359288
296.938,0.487226,-0.273862,0.761088,0.443084,299.616,0.181528,-0.147475,0.329003,-0.129338,300.782,0.800665,-0.108785,0.90945,0.360156
296.94,0.487174,-0.273861,0.761036,0.442828,299.618,0.181925,-0.147468,0.329393,-0.129236,300.784,0.801388,-0.108776,0.910163,0.361021
296.941,0.487123,-0.273861,0.760984,0.442569,299.62,0.182324,-0.14746,0.329785,-0.129133,300.786,0.802112,-0.108766,0.910878,0.361892
296.942,0.487072,-0.27386,0.760932,0.442312,299.622,0.182724,-0.147453,0.330177,-0.12903,300.788,0.802838,-0.108756,0.911594,0.362759
296.944,0.487023,-0.273859,0.760882,0.442054,299.624,0.183124,-0.147446,0.33057,-0.128927,300.789,0.803564,-0.108746,0.91231,0.363632
296.945,0.486974,-0.273859,0.760832,0.441795,299.626,0.183525,-0.147439,0.330963,-0.128823,300.791,0.804292,-0.108736,0.913028,0.364506
296.947,0.486925,-0.273858,0.760783,0.441536,299.628,0.183926,-0.147431,0.331358,-0.128718,300.793,0.805021,-0.108726,0.913747,0.365381
296.948,0.486876,-0.273857,0.760734,0.441276,299.63,0.184329,-0.147424,0.331753,-0.128614,300.795,0.80575,-0.108717,0.914467,0.366253
296.95,0.486828,-0.273857,0.760684,0.441017,299.633,0.184733,-0.147417,0.33215,-0.128508,300.796,0.80648,-0.108707,0.915187,0.367131
296.951,0.48678,-0.273856,0.760636,0.440756,299.635,0.185138,-0.147409,0.332547,-0.128403,300.798,0.807211,-0.108697,0.915908,0.36801
296.952,0.486732,-0.273855,0.760587,0.440496,299.637,0.185544,-0.147402,0.332946,-0.128296,300.8,0.807942,-0.108687,0.91663,0.36889
296.954,0.486684,-0.273854,0.760538,0.440236,299.639,0.185951,-0.147395,0.333345,-0.12819,300.802,0.808675,-0.108677,0.917352,0.369772
296.955,0.486636,-0.273854,0.76049,0.439974,299.641,0.186359,-0.147387,0.333746,-0.128082,300.803,0.809408,-0.108667,0.918075,0.370649
296.957,0.486588,-0.273853,0.760441,0.439713,299.643,0.186767,-0.14738,0.334147,-0.127974,300.805,0.810142,-0.108658,0.918799,0.371533
296.958,0.48654,-0.273852,0.760392,0.43945,299.645,0.187176,-0.147373,0.334549,-0.127867,300.807,0.810877,-0.108648,0.919525,0.372418
296.959,0.486492,-0.273852,0.760344,0.439189,299.647,0.187586,-0.147365,0.334951,-0.127758,300.809,0.811613,-0.108638,0.920251,0.373304
296.961,0.486444,-0.273851,0.760295,0.438927,299.649,0.187996,-0.147358,0.335354,-0.127649,300.81,0.812351,-0.108628,0.920979,0.374187
296.962,0.486396,-0.27385,0.760246,0.438663,299.651,0.188407,-0.147351,0.335758,-0.12754,300.812,0.81309,-0.108618,0.921708,0.375075
296.964,0.486347,-0.27385,0.760197,0.438401,299.654,0.188819,-0.147343,0.336163,-0.12743,300.814,0.81383,-0.108608,0.922438,0.375965
296.965,0.486299,-0.273849,0.760148,0.438136,299.656,0.189232,-0.147336,0.336568,-0.127319,300.816,0.814571,-0.108599,0.923169,0.376851
296.967,0.486252,-0.273848,0.7601,0.437873,299.658,0.189646,-0.147329,0.336974,-0.127208,300.817,0.815312,-0.108589,0.923901,0.377743
296.968,0.486208,-0.273847,0.760055,0.437608,299.66,0.19006,-0.147321,0.337381,-0.127097,300.819,0.816055,-0.108579,0.924634,0.378636
296.969,0.486163,-0.273847,0.76001,0.437344,299.662,0.190475,-0.147314,0.337789,-0.126985,300.821,0.816798,-0.108569,0.925367,0.379531
296.971,0.486118,-0.273846,0.759964,0.437078,299.664,0.19089,-0.147307,0.338197,-0.126872,300.823,0.817541,-0.108559,0.9261,0.380427
296.972,0.486073,-0.273845,0.759918,0.436813,299.666,0.191306,-0.1473,0.338606,-0.12676,300.824,0.818284,-0.108549,0.926834,0.381324
296.974,0.486026,-0.273845,0.759871,0.436547,299.668,0.191724,-0.147292,0.339016,-0.126646,300.826,0.819028,-0.10854,0.927568,0.382217
296.975,0.485979,-0.273844,0.759823,0.436281,299.67,0.192142,-0.147285,0.339427,-0.126532,300.828,0.819772,-0.10853,0.928302,0.383116
296.977,0.485931,-0.273843,0.759775,0.436014,299.672,0.19256,-0.147278,0.339838,-0.126418,300.83,0.820516,-0.10852,0.929036,0.384017
296.978,0.485882,-0.273843,0.759725,0.435748,299.675,0.19298,-0.14727,0.34025,-0.126303,300.832,0.82126,-0.10851,0.92977,0.384919
296.979,0.485833,-0.273842,0.759675,0.435482,299.677,0.193399,-0.147263,0.340662,-0.126187,300.833,0.822005,-0.1085,0.930505,0.385822
296.981,0.485783,-0.273841,0.759625,0.435213,299.679,0.193819,-0.147256,0.341075,-0.126071,300.835,0.822749,-0.10849,0.931239,0.386726
296.982,0.485732,-0.27384,0.759573,0.434946,299.681,0.194241,-0.147248,0.341489,-0.125955,300.837,0.823493,-0.108481,0.931973,0.387626
296.984,0.485681,-0.27384,0.75952,0.434679,299.683,0.194663,-0.147241,0.341904,-0.125838,300.839,0.824237,-0.108471,0.932708,0.388533
296.985,0.485628,-0.273839,0.759467,0.43441,299.685,0.195085,-0.147234,0.342319,-0.125721,300.84,0.824981,-0.108461,0.933442,0.38944
296.987,0.485574,-0.273838,0.759413,0.434142,299.687,0.195509,-0.147226,0.342735,-0.125602,300.842,0.825726,-0.108451,0.934177,0.390349
296.988,0.48552,-0.273838,0.759358,0.433874,299.689,0.195933,-0.147219,0.343152,-0.125484,300.844,0.826472,-0.108441,0.934913,0.39126
296.989,0.485465,-0.273837,0.759301,0.433603,299.691,0.196357,-0.147212,0.343569,-0.125365,300.846,0.827217,-0.108431,0.935649,0.392171
296.991,0.485408,-0.273836,0.759244,0.433334,299.693,0.196783,-0.147204,0.343988,-0.125245,300.847,0.827964,-0.108422,0.936385,0.393078
296.992,0.48535,-0.273836,0.759186,0.433065,299.696,0.19721,-0.147197,0.344407,-0.125125,300.849,0.82871,-0.108412,0.937122,0.393992
296.994,0.485291,-0.273835,0.759126,0.432793,299.698,0.197637,-0.14719,0.344827,-0.125004,300.851,0.829457,-0.108402,0.937859,0.394907
296.995,0.485231,-0.273834,0.759066,0.432523,299.7,0.198065,-0.147182,0.345248,-0.124883,300.853,0.830203,-0.108392,0.938595,0.395818
296.997,0.485172,-0.273833,0.759005,0.432253,299.702,0.198494,-0.147175,0.345669,-0.124762,300.854,0.83095,-0.108382,0.939332,0.396736
296.998,0.485112,-0.273833,0.758944,0.431983,299.704,0.198922,-0.147168,0.34609,-0.124639,300.856,0.831696,-0.108372,0.940068,0.397654
296.999,0.485052,-0.273832,0.758884,0.43171,299.706,0.199351,-0.14716,0.346512,-0.124517,300.858,0.832442,-0.108363,0.940804,0.398569
297.001,0.484991,-0.273831,0.758823,0.431438,299.708,0.199781,-0.147153,0.346934,-0.124394,300.86,0.833188,-0.108353,0.941541,0.39949
297.002,0.48493,-0.273831,0.758761,0.431167,299.71,0.200211,-0.147146,0.347356,-0.12427,300.861,0.833934,-0.108343,0.942277,0.400413
297.004,0.484869,-0.27383,0.758699,0.430893,299.712,0.200641,-0.147138,0.34778,-0.124146,300.863,0.834681,-0.108333,0.943014,0.401336
297.005,0.484808,-0.273829,0.758637,0.430621,299.714,0.201072,-0.147131,0.348203,-0.124021,300.865,0.835427,-0.108323,0.943751,0.402261
297.006,0.484747,-0.273829,0.758576,0.430348,299.717,0.201503,-0.147124,0.348627,-0.123895,300.867,0.836174,-0.108313,0.944488,0.403182
297.008,0.484688,-0.273828,0.758516,0.430073,299.719,0.201935,-0.147116,0.349052,-0.123769,300.868,0.836921,-0.108304,0.945224,0.404109
297.009,0.484629,-0.273827,0.758456,0.4298,299.721,0.202367,-0.147109,0.349476,-0.123643,300.87,0.837667,-0.108294,0.945961,0.405037
297.011,0.48457,-0.273827,0.758397,0.429524,299.723,0.202799,-0.147102,0.349901,-0.123516,300.872,0.838414,-0.108284,0.946698,0.405967
297.012,0.484512,-0.273826,0.758338,0.42925,299.725,0.203231,-0.147095,0.350326,-0.123389,300.874,0.83916,-0.108274,0.947434,0.406892
297.014,0.484453,-0.273825,0.758278,0.428976,299.727,0.203663,-0.147087,0.35075,-0.123261,300.875,0.839905,-0.108264,0.948169,0.407824
297.015,0.484395,-0.273824,0.758219,0.428699,299.729,0.204095,-0.14708,0.351175,-0.123132,300.877,0.84065,-0.108254,0.948905,0.408758
297.016,0.484335,-0.273824,0.758159,0.428425,299.731,0.204527,-0.147073,0.3516,-0.123003,300.879,0.841395,-0.108245,0.94964,0.409692
297.018,0.484276,-0.273823,0.758099,0.428149,299.733,0.20496,-0.147065,0.352026,-0.122873,300.881,0.842139,-0.108235,0.950374,0.410622
297.019,0.484217,-0.273822,0.758039,0.427872,299.735,0.205393,-0.147058,0.352451,-0.122744,300.882,0.842883,-0.108225,0.951108,0.411559
297.021,0.484158,-0.273822,0.75798,0.427596,299.737,0.205827,-0.147051,0.352877,-0.122613,300.884,0.843627,-0.108215,0.951842,0.412498
297.022,0.484099,-0.273821,0.75792,0.42732,299.74,0.20626,-0.147043,0.353303,-0.122481,300.886,0.84437,-0.108205,0.952576,0.413432
297.024,0.484041,-0.27382,0.757861,0.427041,299.742,0.206693,-0.147036,0.353729,-0.122349,300.888,0.845113,-0.108195,0.953309,0.414372
297.025,0.483982,-0.27382,0.757802,0.426764,299.744,0.207125,-0.147029,0.354154,-0.122216,300.889,0.845856,-0.108186,0.954041,0.415314
297.026,0.483924,-0.273819,0.757743,0.426487,299.746,0.207557,-0.147021,0.354579,-0.122084,300.891,0.846598,-0.108176,0.954774,0.416257
297.028,0.483864,-0.273818,0.757682,0.426207,299.748,0.207988,-0.147014,0.355002,-0.12195,300.893,0.847341,-0.108166,0.955506,0.417201
297.029,0.483802,-0.273817,0.75762,0.42593,299.75,0.208417,-0.147007,0.355424,-0.121816,300.895,0.848083,-0.108156,0.956239,0.418141
297.031,0.48374,-0.273817,0.757557,0.425651,299.752,0.208846,-0.146999,0.355845,-0.121681,300.897,0.848825,-0.108146,0.956972,0.419088
297.032,0.483679,-0.273816,0.757495,0.425371,299.754,0.209274,-0.146992,0.356266,-0.121546,300.898,0.849568,-0.108136,0.957705,0.420036
297.034,0.483616,-0.273815,0.757432,0.425092,299.756,0.209701,-0.146985,0.356686,-0.12141,300.9,0.850312,-0.108127,0.958438,0.420985
297.035,0.483554,-0.273815,0.757368,0.424813,299.758,0.210129,-0.146978,0.357106,-0.121273,300.902,0.851056,-0.108117,0.959172,0.421936
297.036,0.48349,-0.273814,0.757304,0.424531,299.761,0.210556,-0.14697,0.357526,-0.121136,300.904,0.8518,-0.108107,0.959907,0.422882
297.038,0.483426,-0.273813,0.757239,0.424252,299.763,0.210983,-0.146963,0.357946,-0.120998,300.905,0.852546,-0.108097,0.960643,0.423835
297.039,0.483361,-0.273813,0.757174,0.423971,299.765,0.21141,-0.146956,0.358366,-0.120859,300.907,0.853292,-0.108087,0.96138,0.424789
297.041,0.483296,-0.273812,0.757108,0.423689,299.767,0.211838,-0.146948,0.358786,-0.12072,300.909,0.85404,-0.108077,0.962117,0.425744
297.042,0.483231,-0.273811,0.757042,0.423408,299.769,0.212266,-0.146941,0.359207,-0.120581,300.911,0.854788,-0.108068,0.962856,0.426701
297.043,0.483165,-0.27381,0.756976,0.423127,299.771,0.212696,-0.146934,0.35963,-0.12044,300.912,0.855537,-0.108058,0.963595,0.427659
297.045,0.483099,-0.27381,0.756909,0.422844,299.773,0.213127,-0.146926,0.360054,-0.1203,300.914,0.856287,-0.108048,0.964334,0.428618
297.046,0.483033,-0.273809,0.756842,0.422562,299.775,0.21356,-0.146919,0.360479,-0.120159,300.916,0.857036,-0.108038,0.965074,0.429578
297.048,0.482967,-0.273808,0.756775,0.42228,299.777,0.213994,-0.146912,0.360905,-0.120017,300.918,0.857787,-0.108028,0.965815,0.430539
297.049,0.4829,-0.273808,0.756707,0.421998,299.779,0.214429,-0.146904,0.361333,-0.119874,300.919,0.858537,-0.108018,0.966555,0.431497
297.051,0.482832,-0.273807,0.756639,0.421713,299.782,0.214865,-0.146897,0.361762,-0.119731,300.921,0.859288,-0.108009,0.967296,0.432461
297.052,0.482762,-0.273806,0.756568,0.42143,299.784,0.215303,-0.14689,0.362193,-0.119587,300.923,0.860039,-0.107999,0.968037,0.433426
297.053,0.48269,-0.273806,0.756495,0.421147,299.786,0.215742,-0.146882,0.362624,-0.119442,300.925,0.86079,-0.107989,0.968779,0.434392
297.055,0.482616,-0.273805,0.756421,0.420861,299.788,0.216182,-0.146875,0.363057,-0.119297,300.926,0.861541,-0.107979,0.96952,0.43536
297.056,0.482541,-0.273804,0.756345,0.420577,299.79,0.216623,-0.146868,0.36349,-0.119152,300.928,0.862292,-0.107969,0.970261,0.436323
297.058,0.482465,-0.273803,0.756268,0.420293,299.792,0.217064,-0.14686,0.363925,-0.119006,300.93,0.863044,-0.107959,0.971003,0.437293
297.059,0.482387,-0.273803,0.75619,0.420006,299.794,0.217507,-0.146853,0.36436,-0.118859,300.932,0.863796,-0.107949,0.971745,0.438265
297.061,0.482309,-0.273802,0.756111,0.419721,299.796,0.21795,-0.146846,0.364796,-0.118712,300.933,0.864548,-0.10794,0.972488,0.439237
297.062,0.482227,-0.273801,0.756029,0.419436,299.798,0.218394,-0.146838,0.365232,-0.118564,300.935,0.865301,-0.10793,0.973231,0.440211
297.063,0.482147,-0.273801,0.755948,0.419148,299.8,0.218838,-0.146831,0.365669,-0.118415,300.937,0.866055,-0.10792,0.973975,0.441181
297.065,0.482067,-0.2738,0.755867,0.418863,299.803,0.219282,-0.146824,0.366106,-0.118265,300.939,0.866809,-0.10791,0.974719,0.442157
297.066,0.481985,-0.273799,0.755785,0.418576,299.805,0.219728,-0.146816,0.366544,-0.118116,300.94,0.867564,-0.1079,0.975464,0.443135
297.068,0.481902,-0.273799,0.755701,0.41829,299.807,0.220174,-0.146809,0.366983,-0.117965,300.942,0.868319,-0.107891,0.97621,0.444108
297.069,0.481819,-0.273798,0.755617,0.418003,299.809,0.220621,-0.146802,0.367423,-0.117814,300.944,0.869075,-0.107881,0.976955,0.445088
297.071,0.481736,-0.273797,0.755533,0.417714,299.811,0.221069,-0.146795,0.367864,-0.117662,300.946,0.86983,-0.107871,0.977701,0.446064
297.072,0.481651,-0.273796,0.755448,0.417427,299.813,0.221517,-0.146787,0.368305,-0.117509,300.948,0.870587,-0.107861,0.978448,0.447047
297.073,0.481566,-0.273796,0.755362,0.417139,299.815,0.221966,-0.14678,0.368746,-0.117356,300.949,0.871343,-0.107851,0.979194,0.448025
297.075,0.481481,-0.273795,0.755276,0.416849,299.817,0.222415,-0.146773,0.369188,-0.117202,300.951,0.8721,-0.107841,0.979942,0.44901
297.076,0.481396,-0.273794,0.75519,0.416561,299.819,0.222866,-0.146765,0.369631,-0.117048,300.953,0.872859,-0.107832,0.98069,0.449996
297.078,0.481309,-0.273794,0.755102,0.416272,299.821,0.223317,-0.146758,0.370075,-0.116893,300.955,0.873618,-0.107822,0.981439,0.450978
297.079,0.481221,-0.273793,0.755014,0.415981,299.824,0.22377,-0.146751,0.370521,-0.116737,300.956,0.874378,-0.107812,0.98219,0.451967
297.08,0.481132,-0.273792,0.754924,0.415692,299.826,0.224224,-0.146743,0.370967,-0.11658,300.958,0.875138,-0.107802,0.98294,0.452951
