# DSC deconvolution: T (C), smoothed signal, baseline, components (mW/mg).
T_C_1K,DSC_smoothed_1K,baseline_1K,peak_minus_baseline_1K,FS_fit_1K,T_C_3K,DSC_smoothed_3K,baseline_3K,peak_minus_baseline_3K,FS_fit_3K,T_C_5K,DSC_smoothed_5K,baseline_5K,peak_minus_baseline_5K,FS_fit_5K
289.612,-0.244567,-0.277457,0.0328905,-0.276287,288.805,-0.202009,-0.185183,0,-0.185183,291.711,-0.157682,-0.159534,0.00185265,-0.159534
289.613,-0.244538,-0.277457,0.0329186,-0.276283,288.807,-0.202006,-0.185176,0,-0.185176,291.713,-0.157649,-0.159524,0.00187551,-0.159524
289.615,-0.244509,-0.277456,0.0329464,-0.276279,288.809,-0.202003,-0.185169,0,-0.185169,291.715,-0.157616,-0.159514,0.00189879,-0.159514
289.616,-0.244481,-0.277455,0.0329744,-0.276275,288.811,-0.202,-0.185162,0,-0.185162,291.716,-0.157582,-0.159505,0.00192252,-0.159505
289.618,-0.244453,-0.277454,0.0330018,-0.276271,288.813,-0.201997,-0.185154,0,-0.185154,291.718,-0.157548,-0.159495,0.00194687,-0.159495
289.619,-0.244426,-0.277454,0.0330277,-0.276267,288.815,-0.201994,-0.185147,0,-0.185147,291.72,-0.157513,-0.159485,0.00197163,-0.159485
289.621,-0.2444,-0.277453,0.0330532,-0.276262,288.817,-0.20199,-0.18514,0,-0.18514,291.722,-0.157478,-0.159475,0.00199677,-0.159475
289.622,-0.244374,-0.277452,0.0330786,-0.276258,288.819,-0.201985,-0.185132,0,-0.185132,291.723,-0.157443,-0.159465,0.00202236,-0.159465
289.623,-0.244348,-0.277452,0.033104,-0.276254,288.821,-0.201981,-0.185125,0,-0.185125,291.725,-0.157407,-0.159455,0.00204807,-0.159455
289.625,-0.244321,-0.277451,0.0331301,-0.27625,288.824,-0.201976,-0.185118,0,-0.185118,291.727,-0.157372,-0.159446,0.00207363,-0.159446
289.626,-0.244293,-0.27745,0.0331569,-0.276246,288.826,-0.201971,-0.18511,0,-0.18511,291.729,-0.157337,-0.159436,0.00209885,-0.159436
289.628,-0.244265,-0.27745,0.0331847,-0.276242,288.828,-0.201965,-0.185103,0,-0.185103,291.73,-0.157302,-0.159426,0.00212348,-0.159426
289.629,-0.244236,-0.277449,0.0332131,-0.276238,288.83,-0.20196,-0.185096,0,-0.185096,291.732,-0.157269,-0.159416,0.00214717,-0.159416
289.631,-0.244207,-0.277448,0.033241,-0.276234,288.832,-0.201954,-0.185088,0,-0.185088,291.734,-0.157236,-0.159406,0.00216993,-0.159406
289.632,-0.24418,-0.277448,0.0332677,-0.276229,288.834,-0.201948,-0.185081,0,-0.185081,291.736,-0.157205,-0.159396,0.00219171,-0.159396
289.633,-0.244153,-0.277447,0.0332937,-0.276225,288.836,-0.201942,-0.185074,0,-0.185074,291.737,-0.157174,-0.159387,0.00221268,-0.159387
289.635,-0.244127,-0.277446,0.0333187,-0.276221,288.838,-0.201936,-0.185067,0,-0.185067,291.739,-0.157144,-0.159377,0.0022328,-0.159377
289.636,-0.244103,-0.277445,0.0333428,-0.276217,288.84,-0.201931,-0.185059,0,-0.185059,291.741,-0.157115,-0.159367,0.0022523,-0.159367
289.638,-0.244078,-0.277445,0.0333663,-0.276213,288.842,-0.201925,-0.185052,0,-0.185052,291.743,-0.157086,-0.159357,0.00227123,-0.159357
289.639,-0.244055,-0.277444,0.0333888,-0.276208,288.844,-0.20192,-0.185045,0,-0.185045,291.744,-0.157058,-0.159347,0.00228935,-0.159347
289.641,-0.244033,-0.277443,0.03341,-0.276204,288.847,-0.201914,-0.185037,0,-0.185037,291.746,-0.15703,-0.159337,0.00230696,-0.159337
289.642,-0.244012,-0.277443,0.0334304,-0.2762,288.849,-0.201908,-0.18503,0,-0.18503,291.748,-0.157003,-0.159328,0.00232408,-0.159328
289.643,-0.243992,-0.277442,0.0334501,-0.276196,288.851,-0.201903,-0.185023,0,-0.185023,291.75,-0.156977,-0.159318,0.0023406,-0.159318
289.645,-0.243972,-0.277441,0.0334694,-0.276192,288.853,-0.201898,-0.185015,0,-0.185015,291.751,-0.156951,-0.159308,0.00235668,-0.159308
289.646,-0.243951,-0.277441,0.0334895,-0.276187,288.855,-0.201893,-0.185008,0,-0.185008,291.753,-0.156926,-0.159298,0.00237239,-0.159298
289.648,-0.243929,-0.27744,0.0335104,-0.276183,288.857,-0.201887,-0.185001,0,-0.185001,291.755,-0.1569,-0.159288,0.00238791,-0.159288
289.649,-0.243908,-0.277439,0.0335315,-0.276179,288.859,-0.201881,-0.184993,0,-0.184993,291.757,-0.156875,-0.159278,0.00240333,-0.159278
289.651,-0.243885,-0.277438,0.0335531,-0.276174,288.861,-0.201874,-0.184986,0,-0.184986,291.759,-0.15685,-0.159269,0.00241868,-0.159269
289.652,-0.243863,-0.277438,0.0335749,-0.27617,288.863,-0.201867,-0.184979,0,-0.184979,291.76,-0.156825,-0.159259,0.00243397,-0.159259
289.653,-0.243841,-0.277437,0.0335961,-0.276166,288.865,-0.201859,-0.184971,0,-0.184971,291.762,-0.1568,-0.159249,0.00244925,-0.159249
289.655,-0.24382,-0.277436,0.0336165,-0.276162,288.868,-0.201851,-0.184964,0,-0.184964,291.764,-0.156775,-0.159239,0.00246427,-0.159239
289.656,-0.2438,-0.277436,0.0336361,-0.276157,288.87,-0.201843,-0.184957,0,-0.184957,291.766,-0.15675,-0.159229,0.00247908,-0.159229
289.658,-0.24378,-0.277435,0.0336553,-0.276153,288.872,-0.201834,-0.18495,0,-0.18495,291.767,-0.156726,-0.159219,0.00249367,-0.159219
289.659,-0.243759,-0.277434,0.0336751,-0.276149,288.874,-0.201825,-0.184942,0,-0.184942,291.769,-0.156702,-0.159209,0.00250784,-0.159209
289.66,-0.243738,-0.277434,0.0336953,-0.276144,288.876,-0.201815,-0.184935,0,-0.184935,291.771,-0.156678,-0.1592,0.00252163,-0.1592
289.662,-0.243717,-0.277433,0.0337155,-0.27614,288.878,-0.201805,-0.184928,0,-0.184928,291.773,-0.156655,-0.15919,0.0025347,-0.15919
289.663,-0.243697,-0.277432,0.0337352,-0.276136,288.88,-0.201795,-0.18492,0,-0.18492,291.774,-0.156633,-0.15918,0.00254722,-0.15918
289.665,-0.243676,-0.277431,0.0337553,-0.276131,288.882,-0.201784,-0.184913,0,-0.184913,291.776,-0.156611,-0.15917,0.00255894,-0.15917
289.666,-0.243656,-0.277431,0.0337744,-0.276127,288.884,-0.201774,-0.184906,0,-0.184906,291.778,-0.15659,-0.15916,0.00256983,-0.15916
289.668,-0.243637,-0.27743,0.0337932,-0.276122,288.886,-0.201763,-0.184898,0,-0.184898,291.78,-0.156571,-0.15915,0.00257986,-0.15915
289.669,-0.243618,-0.277429,0.0338117,-0.276118,288.889,-0.201752,-0.184891,0,-0.184891,291.781,-0.156551,-0.159141,0.00258913,-0.159141
289.67,-0.243599,-0.277429,0.0338294,-0.276114,288.891,-0.20174,-0.184884,0,-0.184884,291.783,-0.156533,-0.159131,0.00259771,-0.159131
289.672,-0.243581,-0.277428,0.0338469,-0.276109,288.893,-0.201729,-0.184876,0,-0.184876,291.785,-0.156515,-0.159121,0.00260582,-0.159121
289.673,-0.243563,-0.277427,0.0338642,-0.276105,288.895,-0.201717,-0.184869,0,-0.184869,291.787,-0.156497,-0.159111,0.00261382,-0.159111
289.675,-0.243545,-0.277427,0.0338814,-0.2761,288.897,-0.201706,-0.184862,0,-0.184862,291.788,-0.156479,-0.159101,0.00262194,-0.159101
289.676,-0.243528,-0.277426,0.0338979,-0.276096,288.899,-0.201694,-0.184854,0,-0.184854,291.79,-0.156461,-0.159091,0.00263023,-0.159091
289.678,-0.243511,-0.277425,0.033914,-0.276091,288.901,-0.201682,-0.184847,0,-0.184847,291.792,-0.156443,-0.159082,0.00263868,-0.159082
289.679,-0.243494,-0.277424,0.03393,-0.276087,288.903,-0.20167,-0.18484,0,-0.18484,291.794,-0.156424,-0.159072,0.00264737,-0.159072
289.68,-0.243478,-0.277424,0.033946,-0.276082,288.905,-0.201658,-0.184833,0,-0.184833,291.795,-0.156406,-0.159062,0.00265628,-0.159062
289.682,-0.243461,-0.277423,0.0339623,-0.276078,288.907,-0.201645,-0.184825,0,-0.184825,291.797,-0.156387,-0.159052,0.00266535,-0.159052
289.683,-0.243443,-0.277422,0.0339791,-0.276073,288.909,-0.201633,-0.184818,0,-0.184818,291.799,-0.156368,-0.159042,0.00267425,-0.159042
289.685,-0.243426,-0.277422,0.0339959,-0.276069,288.912,-0.201621,-0.184811,0,-0.184811,291.801,-0.156349,-0.159032,0.00268304,-0.159032
289.686,-0.243409,-0.277421,0.0340124,-0.276064,288.914,-0.201609,-0.184803,0,-0.184803,291.802,-0.156331,-0.159023,0.00269159,-0.159023
289.687,-0.243392,-0.27742,0.0340281,-0.27606,288.916,-0.201596,-0.184796,0,-0.184796,291.804,-0.156313,-0.159013,0.00269993,-0.159013
289.689,-0.243376,-0.27742,0.0340437,-0.276055,288.918,-0.201584,-0.184789,0,-0.184789,291.806,-0.156295,-0.159003,0.00270816,-0.159003
289.69,-0.243359,-0.277419,0.0340594,-0.276051,288.92,-0.201571,-0.184781,0,-0.184781,291.808,-0.156277,-0.158993,0.00271615,-0.158993
289.692,-0.243343,-0.277418,0.0340751,-0.276046,288.922,-0.201559,-0.184774,0,-0.184774,291.81,-0.156259,-0.158983,0.00272401,-0.158983
289.693,-0.243327,-0.277417,0.0340905,-0.276042,288.924,-0.201547,-0.184767,0,-0.184767,291.811,-0.156241,-0.158973,0.00273186,-0.158973
289.695,-0.243311,-0.277417,0.034106,-0.276037,288.926,-0.201536,-0.184759,0,-0.184759,291.813,-0.156224,-0.158963,0.00273958,-0.158963
289.696,-0.243295,-0.277416,0.0341206,-0.276033,288.928,-0.201525,-0.184752,0,-0.184752,291.815,-0.156206,-0.158954,0.00274717,-0.158954
289.697,-0.24328,-0.277415,0.0341351,-0.276028,288.93,-0.201514,-0.184745,0,-0.184745,291.817,-0.156189,-0.158944,0.00275466,-0.158944
289.699,-0.243265,-0.277415,0.0341499,-0.276023,288.933,-0.201503,-0.184737,0,-0.184737,291.818,-0.156172,-0.158934,0.00276193,-0.158934
289.7,-0.243249,-0.277414,0.0341652,-0.276019,288.935,-0.201492,-0.18473,0,-0.18473,291.82,-0.156155,-0.158924,0.00276903,-0.158924
289.702,-0.243233,-0.277413,0.0341807,-0.276014,288.937,-0.201481,-0.184723,0,-0.184723,291.822,-0.156139,-0.158914,0.00277571,-0.158914
289.703,-0.243216,-0.277413,0.0341966,-0.276009,288.939,-0.201471,-0.184716,0,-0.184716,291.824,-0.156122,-0.158904,0.00278227,-0.158904
289.705,-0.243199,-0.277412,0.0342132,-0.276005,288.941,-0.201461,-0.184708,0,-0.184708,291.825,-0.156106,-0.158895,0.00278872,-0.158895
289.706,-0.24318,-0.277411,0.0342307,-0.276,288.943,-0.201451,-0.184701,0,-0.184701,291.827,-0.15609,-0.158885,0.00279497,-0.158885
289.707,-0.243162,-0.27741,0.0342488,-0.275995,288.945,-0.20144,-0.184694,0,-0.184694,291.829,-0.156074,-0.158875,0.00280127,-0.158875
289.709,-0.243143,-0.27741,0.0342673,-0.275991,288.947,-0.20143,-0.184686,0,-0.184686,291.831,-0.156057,-0.158865,0.00280765,-0.158865
289.71,-0.243123,-0.277409,0.0342862,-0.275986,288.949,-0.201421,-0.184679,0,-0.184679,291.832,-0.156041,-0.158855,0.00281424,-0.158855
289.712,-0.243103,-0.277408,0.0343054,-0.275981,288.951,-0.201411,-0.184672,0,-0.184672,291.834,-0.156024,-0.158845,0.00282092,-0.158845
289.713,-0.243083,-0.277408,0.0343252,-0.275977,288.954,-0.201402,-0.184664,0,-0.184664,291.836,-0.156008,-0.158835,0.00282757,-0.158835
289.715,-0.243061,-0.277407,0.0343457,-0.275972,288.956,-0.201393,-0.184657,0,-0.184657,291.838,-0.155992,-0.158826,0.00283412,-0.158826
289.716,-0.24304,-0.277406,0.0343667,-0.275967,288.958,-0.201385,-0.18465,0,-0.18465,291.839,-0.155976,-0.158816,0.00284013,-0.158816
289.717,-0.243018,-0.277406,0.0343877,-0.275963,288.96,-0.201377,-0.184642,0,-0.184642,291.841,-0.15596,-0.158806,0.00284569,-0.158806
289.719,-0.242996,-0.277405,0.0344085,-0.275958,288.962,-0.201369,-0.184635,0,-0.184635,291.843,-0.155946,-0.158796,0.0028506,-0.158796
289.72,-0.242976,-0.277404,0.034428,-0.275953,288.964,-0.201361,-0.184628,0,-0.184628,291.845,-0.155931,-0.158786,0.00285505,-0.158786
289.722,-0.242956,-0.277404,0.0344473,-0.275948,288.966,-0.201354,-0.18462,0,-0.18462,291.846,-0.155917,-0.158776,0.00285936,-0.158776
289.723,-0.242937,-0.277403,0.0344659,-0.275943,288.968,-0.201347,-0.184613,0,-0.184613,291.848,-0.155903,-0.158767,0.00286356,-0.158767
289.724,-0.242917,-0.277402,0.0344851,-0.275939,288.97,-0.20134,-0.184606,0,-0.184606,291.85,-0.155889,-0.158757,0.00286801,-0.158757
289.726,-0.242896,-0.277401,0.034505,-0.275934,288.972,-0.201333,-0.184598,0,-0.184598,291.852,-0.155874,-0.158747,0.00287253,-0.158747
289.727,-0.242875,-0.277401,0.0345261,-0.275929,288.974,-0.201326,-0.184591,0,-0.184591,291.853,-0.15586,-0.158737,0.00287745,-0.158737
289.729,-0.242852,-0.2774,0.0345483,-0.275924,288.977,-0.201318,-0.184584,0,-0.184584,291.855,-0.155845,-0.158727,0.00288269,-0.158727
289.73,-0.242827,-0.277399,0.034572,-0.275919,288.979,-0.201311,-0.184577,0,-0.184577,291.857,-0.155829,-0.158717,0.00288842,-0.158717
289.732,-0.242801,-0.277399,0.0345974,-0.275915,288.981,-0.201305,-0.184569,0,-0.184569,291.859,-0.155813,-0.158708,0.00289469,-0.158708
289.733,-0.242774,-0.277398,0.034624,-0.27591,288.983,-0.201299,-0.184562,0,-0.184562,291.861,-0.155796,-0.158698,0.0029014,-0.158698
289.734,-0.242746,-0.277397,0.0346516,-0.275905,288.985,-0.201292,-0.184555,0,-0.184555,291.862,-0.155779,-0.158688,0.00290872,-0.158688
289.736,-0.242716,-0.277397,0.0346805,-0.2759,288.987,-0.201286,-0.184547,0,-0.184547,291.864,-0.155761,-0.158678,0.00291679,-0.158678
289.737,-0.242685,-0.277396,0.0347105,-0.275895,288.989,-0.20128,-0.18454,0,-0.18454,291.866,-0.155742,-0.158668,0.00292574,-0.158668
289.739,-0.242654,-0.277395,0.0347409,-0.27589,288.991,-0.201274,-0.184533,0,-0.184533,291.868,-0.155723,-0.158658,0.00293554,-0.158658
289.74,-0.242623,-0.277394,0.0347714,-0.275885,288.993,-0.201268,-0.184525,0,-0.184525,291.869,-0.155702,-0.158649,0.00294618,-0.158649
289.742,-0.242592,-0.277394,0.0348021,-0.27588,288.995,-0.201262,-0.184518,0,-0.184518,291.871,-0.155681,-0.158639,0.0029575,-0.158639
289.743,-0.24256,-0.277393,0.0348333,-0.275875,288.998,-0.201256,-0.184511,0,-0.184511,291.873,-0.155659,-0.158629,0.0029696,-0.158629
289.744,-0.242528,-0.277392,0.0348646,-0.27587,289,-0.201249,-0.184503,0,-0.184503,291.875,-0.155637,-0.158619,0.0029822,-0.158619
289.746,-0.242496,-0.277392,0.0348961,-0.275866,289.002,-0.201243,-0.184496,0,-0.184496,291.876,-0.155614,-0.158609,0.00299539,-0.158609
289.747,-0.242463,-0.277391,0.034928,-0.275861,289.004,-0.201236,-0.184489,0,-0.184489,291.878,-0.15559,-0.158599,0.00300916,-0.158599
289.749,-0.24243,-0.27739,0.0349601,-0.275856,289.006,-0.201229,-0.184482,0,-0.184482,291.88,-0.155566,-0.158589,0.0030235,-0.158589
289.75,-0.242397,-0.27739,0.0349926,-0.275851,289.008,-0.201223,-0.184474,0,-0.184474,291.882,-0.155541,-0.15858,0.00303864,-0.15858
289.751,-0.242364,-0.277389,0.0350252,-0.275846,289.01,-0.201217,-0.184467,0,-0.184467,291.883,-0.155515,-0.15857,0.00305443,-0.15857
289.753,-0.24233,-0.277388,0.0350579,-0.275841,289.012,-0.201211,-0.18446,0,-0.18446,291.885,-0.155489,-0.15856,0.003071,-0.15856
289.754,-0.242297,-0.277387,0.0350909,-0.275836,289.014,-0.201205,-0.184452,0,-0.184452,291.887,-0.155462,-0.15855,0.00308834,-0.15855
289.756,-0.242262,-0.277387,0.0351246,-0.275831,289.016,-0.2012,-0.184445,0,-0.184445,291.889,-0.155434,-0.15854,0.00310621,-0.15854
289.757,-0.242227,-0.277386,0.0351589,-0.275826,289.018,-0.201195,-0.184438,0,-0.184438,291.89,-0.155406,-0.15853,0.00312448,-0.15853
289.759,-0.242192,-0.277385,0.0351933,-0.27582,289.021,-0.201191,-0.18443,0,-0.18443,291.892,-0.155377,-0.158521,0.00314315,-0.158521
289.76,-0.242157,-0.277385,0.0352278,-0.275815,289.023,-0.201187,-0.184423,0,-0.184423,291.894,-0.155349,-0.158511,0.00316182,-0.158511
289.761,-0.242122,-0.277384,0.0352623,-0.27581,289.025,-0.201183,-0.184416,0,-0.184416,291.896,-0.155321,-0.158501,0.00318023,-0.158501
289.763,-0.242086,-0.277383,0.0352971,-0.275805,289.027,-0.201179,-0.184408,0,-0.184408,291.897,-0.155293,-0.158491,0.00319824,-0.158491
289.764,-0.242051,-0.277383,0.0353312,-0.2758,289.029,-0.201175,-0.184401,0,-0.184401,291.899,-0.155265,-0.158481,0.00321573,-0.158481
289.766,-0.242018,-0.277382,0.0353643,-0.275795,289.031,-0.201172,-0.184394,0,-0.184394,291.901,-0.155239,-0.158471,0.00323256,-0.158471
289.767,-0.241984,-0.277381,0.0353968,-0.27579,289.033,-0.201169,-0.184386,0,-0.184386,291.903,-0.155212,-0.158461,0.00324898,-0.158461
289.769,-0.241951,-0.27738,0.0354291,-0.275785,289.035,-0.201166,-0.184379,0,-0.184379,291.905,-0.155186,-0.158452,0.00326511,-0.158452
289.77,-0.241919,-0.27738,0.0354609,-0.27578,289.037,-0.201163,-0.184372,0,-0.184372,291.906,-0.155161,-0.158442,0.00328108,-0.158442
289.771,-0.241887,-0.277379,0.0354924,-0.275775,289.039,-0.201161,-0.184365,0,-0.184365,291.908,-0.155135,-0.158432,0.00329686,-0.158432
289.773,-0.241855,-0.277378,0.0355236,-0.275769,289.042,-0.201157,-0.184357,0,-0.184357,291.91,-0.155109,-0.158422,0.00331269,-0.158422
289.774,-0.241823,-0.277378,0.0355543,-0.275764,289.044,-0.201154,-0.18435,0,-0.18435,291.912,-0.155084,-0.158412,0.00332831,-0.158412
289.776,-0.241792,-0.277377,0.0355846,-0.275759,289.046,-0.201151,-0.184343,0,-0.184343,291.913,-0.155059,-0.158402,0.00334382,-0.158402
289.777,-0.241761,-0.277376,0.0356149,-0.275754,289.048,-0.201148,-0.184335,0,-0.184335,291.915,-0.155034,-0.158393,0.003359,-0.158393
289.779,-0.24173,-0.277376,0.0356453,-0.275749,289.05,-0.201145,-0.184328,0,-0.184328,291.917,-0.155009,-0.158383,0.00337373,-0.158383
289.78,-0.241699,-0.277375,0.0356761,-0.275743,289.052,-0.201143,-0.184321,0,-0.184321,291.919,-0.154985,-0.158373,0.0033881,-0.158373
289.781,-0.241667,-0.277374,0.0357072,-0.275738,289.054,-0.20114,-0.184313,0,-0.184313,291.92,-0.154961,-0.158363,0.0034024,-0.158363
289.783,-0.241637,-0.277374,0.0357365,-0.275733,289.056,-0.201136,-0.184306,0,-0.184306,291.922,-0.154936,-0.158353,0.00341673,-0.158353
289.784,-0.241609,-0.277373,0.0357637,-0.275728,289.058,-0.201133,-0.184299,0,-0.184299,291.924,-0.154912,-0.158343,0.00343112,-0.158343
289.786,-0.241581,-0.277372,0.0357911,-0.275722,289.06,-0.201129,-0.184291,0,-0.184291,291.926,-0.154888,-0.158333,0.00344572,-0.158333
289.787,-0.241552,-0.277371,0.0358194,-0.275717,289.063,-0.201125,-0.184284,0,-0.184284,291.927,-0.154863,-0.158324,0.00346054,-0.158324
289.788,-0.241522,-0.277371,0.0358484,-0.275712,289.065,-0.201121,-0.184277,0,-0.184277,291.929,-0.154838,-0.158314,0.00347559,-0.158314
289.79,-0.241492,-0.27737,0.0358782,-0.275707,289.067,-0.201117,-0.184269,0,-0.184269,291.931,-0.154813,-0.158304,0.0034909,-0.158304
289.791,-0.24146,-0.277369,0.0359098,-0.275701,289.069,-0.201113,-0.184262,0,-0.184262,291.933,-0.154788,-0.158294,0.00350645,-0.158294
289.793,-0.241426,-0.277369,0.035943,-0.275696,289.071,-0.201109,-0.184255,0,-0.184255,291.934,-0.154762,-0.158284,0.00352195,-0.158284
289.794,-0.241391,-0.277368,0.0359767,-0.275691,289.073,-0.201105,-0.184248,0,-0.184248,291.936,-0.154737,-0.158274,0.00353746,-0.158274
289.796,-0.241357,-0.277367,0.0360105,-0.275685,289.075,-0.201101,-0.18424,0,-0.18424,291.938,-0.154712,-0.158264,0.00355287,-0.158264
289.797,-0.241323,-0.277367,0.036044,-0.27568,289.077,-0.201097,-0.184233,0,-0.184233,291.94,-0.154686,-0.158255,0.00356813,-0.158255
289.798,-0.241288,-0.277366,0.0360776,-0.275674,289.079,-0.201092,-0.184226,0,-0.184226,291.942,-0.154662,-0.158245,0.00358307,-0.158245
289.8,-0.241254,-0.277365,0.0361112,-0.275669,289.081,-0.201088,-0.184218,0,-0.184218,291.943,-0.154637,-0.158235,0.00359784,-0.158235
289.801,-0.24122,-0.277364,0.0361446,-0.275664,289.084,-0.201084,-0.184211,0,-0.184211,291.945,-0.154613,-0.158225,0.00361241,-0.158225
289.803,-0.241185,-0.277364,0.0361784,-0.275658,289.086,-0.20108,-0.184204,0,-0.184204,291.947,-0.154588,-0.158215,0.00362695,-0.158215
289.804,-0.24115,-0.277363,0.0362131,-0.275653,289.088,-0.201077,-0.184196,0,-0.184196,291.949,-0.154564,-0.158205,0.00364171,-0.158205
289.805,-0.241114,-0.277362,0.0362482,-0.275647,289.09,-0.201073,-0.184189,0,-0.184189,291.95,-0.154539,-0.158196,0.00365652,-0.158196
289.807,-0.241079,-0.277362,0.036283,-0.275642,289.092,-0.20107,-0.184182,0,-0.184182,291.952,-0.154514,-0.158186,0.00367151,-0.158186
289.808,-0.241043,-0.277361,0.0363179,-0.275637,289.094,-0.201066,-0.184174,0,-0.184174,291.954,-0.154489,-0.158176,0.00368666,-0.158176
289.81,-0.241007,-0.27736,0.036353,-0.275631,289.096,-0.201062,-0.184167,0,-0.184167,291.956,-0.154464,-0.158166,0.00370193,-0.158166
289.811,-0.240971,-0.27736,0.036389,-0.275626,289.098,-0.201058,-0.18416,0,-0.18416,291.957,-0.154439,-0.158156,0.00371738,-0.158156
289.813,-0.240933,-0.277359,0.0364258,-0.27562,289.1,-0.201053,-0.184152,0,-0.184152,291.959,-0.154414,-0.158146,0.00373289,-0.158146
289.814,-0.240895,-0.277358,0.0364634,-0.275615,289.102,-0.201049,-0.184145,0,-0.184145,291.961,-0.154388,-0.158137,0.0037485,-0.158137
289.815,-0.240856,-0.277357,0.0365016,-0.275609,289.104,-0.201044,-0.184138,0,-0.184138,291.963,-0.154362,-0.158127,0.00376432,-0.158127
289.817,-0.240816,-0.277357,0.0365406,-0.275604,289.107,-0.201039,-0.184131,0,-0.184131,291.964,-0.154337,-0.158117,0.00378037,-0.158117
289.818,-0.240775,-0.277356,0.0365806,-0.275598,289.109,-0.201034,-0.184123,0,-0.184123,291.966,-0.15431,-0.158107,0.00379664,-0.158107
289.82,-0.240735,-0.277355,0.0366201,-0.275593,289.111,-0.201029,-0.184116,0,-0.184116,291.968,-0.154284,-0.158097,0.00381301,-0.158097
289.821,-0.240696,-0.277355,0.0366588,-0.275587,289.113,-0.201024,-0.184109,0,-0.184109,291.97,-0.154258,-0.158087,0.00382946,-0.158087
289.823,-0.240658,-0.277354,0.0366963,-0.275581,289.115,-0.201019,-0.184101,0,-0.184101,291.971,-0.154231,-0.158077,0.003846,-0.158077
289.824,-0.24062,-0.277353,0.0367331,-0.275576,289.117,-0.201014,-0.184094,0,-0.184094,291.973,-0.154205,-0.158068,0.00386249,-0.158068
289.825,-0.240582,-0.277353,0.0367701,-0.27557,289.119,-0.201009,-0.184087,0,-0.184087,291.975,-0.154179,-0.158058,0.00387903,-0.158058
289.827,-0.240546,-0.277352,0.0368056,-0.275565,289.121,-0.201004,-0.184079,0,-0.184079,291.977,-0.154152,-0.158048,0.00389574,-0.158048
289.828,-0.240511,-0.277351,0.0368401,-0.275559,289.123,-0.200999,-0.184072,0,-0.184072,291.978,-0.154125,-0.158038,0.00391261,-0.158038
289.83,-0.240477,-0.277351,0.036874,-0.275553,289.125,-0.200994,-0.184065,0,-0.184065,291.98,-0.154099,-0.158028,0.00392953,-0.158028
289.831,-0.240443,-0.27735,0.0369068,-0.275548,289.128,-0.200989,-0.184057,0,-0.184057,291.982,-0.154072,-0.158018,0.0039466,-0.158018
289.832,-0.240411,-0.277349,0.0369384,-0.275542,289.13,-0.200985,-0.18405,0,-0.18405,291.984,-0.154045,-0.158009,0.00396391,-0.158009
289.834,-0.240379,-0.277348,0.0369696,-0.275536,289.132,-0.200981,-0.184043,0,-0.184043,291.985,-0.154018,-0.157999,0.00398121,-0.157999
289.835,-0.240346,-0.277348,0.0370015,-0.275531,289.134,-0.200977,-0.184035,0,-0.184035,291.987,-0.15399,-0.157989,0.00399847,-0.157989
289.837,-0.240314,-0.277347,0.0370334,-0.275525,289.136,-0.200972,-0.184028,0,-0.184028,291.989,-0.153964,-0.157979,0.00401548,-0.157979
289.838,-0.24028,-0.277346,0.0370667,-0.275519,289.138,-0.200967,-0.184021,0,-0.184021,291.991,-0.153937,-0.157969,0.00403215,-0.157969
289.84,-0.240245,-0.277346,0.0371011,-0.275514,289.14,-0.200962,-0.184014,0,-0.184014,291.993,-0.153911,-0.157959,0.00404831,-0.157959
289.841,-0.240209,-0.277345,0.0371364,-0.275508,289.142,-0.200958,-0.184006,0,-0.184006,291.994,-0.153886,-0.15795,0.00406401,-0.15795
289.842,-0.240172,-0.277344,0.0371726,-0.275502,289.144,-0.200953,-0.183999,0,-0.183999,291.996,-0.153861,-0.15794,0.00407917,-0.15794
289.844,-0.240134,-0.277344,0.0372095,-0.275496,289.146,-0.200948,-0.183992,0,-0.183992,291.998,-0.153836,-0.15793,0.00409408,-0.15793
289.845,-0.240096,-0.277343,0.0372467,-0.275491,289.148,-0.200942,-0.183984,0,-0.183984,292,-0.153811,-0.15792,0.00410875,-0.15792
289.847,-0.240058,-0.277342,0.0372841,-0.275485,289.151,-0.200937,-0.183977,0,-0.183977,292.001,-0.153787,-0.15791,0.00412318,-0.15791
289.848,-0.240019,-0.277341,0.0373224,-0.275479,289.153,-0.200931,-0.18397,0,-0.18397,292.003,-0.153763,-0.1579,0.00413758,-0.1579
289.849,-0.239979,-0.277341,0.0373617,-0.275473,289.155,-0.200925,-0.183962,0,-0.183962,292.005,-0.153738,-0.15789,0.00415204,-0.15789
289.851,-0.239938,-0.27734,0.0374022,-0.275467,289.157,-0.200919,-0.183955,0,-0.183955,292.007,-0.153714,-0.157881,0.0041665,-0.157881
289.852,-0.239896,-0.277339,0.0374435,-0.275462,289.159,-0.200913,-0.183948,0,-0.183948,292.008,-0.15369,-0.157871,0.00418115,-0.157871
289.854,-0.239854,-0.277339,0.0374849,-0.275456,289.161,-0.200906,-0.18394,0,-0.18394,292.01,-0.153665,-0.157861,0.00419595,-0.157861
289.855,-0.239813,-0.277338,0.0375254,-0.27545,289.163,-0.200899,-0.183933,0,-0.183933,292.012,-0.15364,-0.157851,0.00421096,-0.157851
289.857,-0.239771,-0.277337,0.0375658,-0.275444,289.165,-0.200892,-0.183926,0,-0.183926,292.014,-0.153615,-0.157841,0.00422603,-0.157841
