#EXPORTTYPE:DATA SINGLE
#FILE:M-TBA_m=6.03Ï„_30-590-20 C_3Kmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:02
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:23.04.2025 15:30
#CORR. FILE:
#TEMPCAL:13.02.2020_concavus.ngb-td7
#SENSITIVITY:24.09.2020_sensitivity.ngb-ed7
#LABORATORY:
#OPERATOR:
#REMARK:ÚË„ÂÎ¸:  m=23.78 Ï„  Á‡ÔÂÒÒÓ‚‡Ì
#SAMPLE:M-TBA
#SAMPLE MASS /mg:6.03
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:30∞C/3,0(K/min)/590∞C/30,0(K/min)/20∞C/
#SEGMENT:S1/2
#SEG. 1:30∞C/3,0(K/min)/590∞C
#SEG. 2:590∞C/30,0(K/min)/20∞C

##Temp./∞C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
280.42514;83.46427;    -0.21032;2.75469;1
280.42724;83.46497;    -0.21032;2.75468;1
280.42934;83.46567;    -0.21032;2.75467;1
280.43143;83.46637;    -0.21032;2.75467;1
280.43353;83.46707;    -0.21032;2.75466;1
280.43563;83.46777;    -0.21032;2.75466;1
280.43773;83.46847;    -0.21032;2.75465;1
280.43982;83.46917;    -0.21030;2.75464;1
280.44192;83.46986;    -0.21028;2.75464;1
280.44402;83.47056;    -0.21026;2.75463;1
280.44612;83.47126;    -0.21024;2.75463;1
280.44822;83.47196;    -0.21022;2.75462;1
280.45032;83.47266;    -0.21020;2.75462;1
280.45242;83.47336;    -0.21018;2.75461;1
280.45452;83.47406;    -0.21018;2.75460;1
280.45662;83.47476;    -0.21018;2.75460;1
280.45872;83.47545;    -0.21018;2.75459;1
280.46081;83.47615;    -0.21018;2.75459;1
280.46291;83.47685;    -0.21018;2.75458;1
280.46501;83.47755;    -0.21018;2.75458;1
280.46711;83.47825;    -0.21018;2.75457;1
280.46921;83.47895;    -0.21020;2.75456;1
280.47131;83.47965;    -0.21022;2.75456;1
280.47341;83.48035;    -0.21023;2.75455;1
280.47551;83.48104;    -0.21023;2.75455;1
280.47761;83.48174;    -0.21023;2.75454;1
280.47971;83.48244;    -0.21023;2.75454;1
280.48181;83.48314;    -0.21023;2.75453;1
280.48390;83.48384;    -0.21022;2.75452;1
280.48600;83.48454;    -0.21020;2.75452;1
280.48810;83.48524;    -0.21018;2.75451;1
280.49020;83.48594;    -0.21015;2.75451;1
280.49230;83.48663;    -0.21014;2.75450;1
280.49440;83.48733;    -0.21014;2.75449;1
280.49650;83.48803;    -0.21014;2.75449;1
280.49860;83.48873;    -0.21013;2.75448;1
280.50070;83.48943;    -0.21011;2.75448;1
280.50280;83.49013;    -0.21009;2.75447;1
280.50489;83.49083;    -0.21009;2.75447;1
280.50699;83.49153;    -0.21009;2.75446;1
280.50909;83.49222;    -0.21008;2.75445;1
280.51119;83.49292;    -0.21006;2.75445;1
280.51328;83.49362;    -0.21004;2.75444;1
280.51538;83.49432;    -0.21002;2.75444;1
280.51748;83.49502;    -0.21000;2.75443;1
280.51958;83.49572;    -0.20998;2.75443;1
280.52168;83.49642;    -0.20996;2.75442;1
280.52378;83.49712;    -0.20994;2.75441;1
280.52588;83.49781;    -0.20992;2.75441;1
280.52798;83.49851;    -0.20991;2.75440;1
280.53008;83.49921;    -0.20989;2.75440;1
280.53217;83.49991;    -0.20987;2.75439;1
280.53427;83.50061;    -0.20984;2.75438;1
280.53637;83.50131;    -0.20982;2.75438;1
280.53847;83.50201;    -0.20982;2.75437;1
280.54057;83.50271;    -0.20982;2.75437;1
280.54267;83.50340;    -0.20982;2.75436;1
280.54476;83.50410;    -0.20980;2.75436;1
280.54686;83.50480;    -0.20978;2.75435;1
280.54896;83.50550;    -0.20976;2.75434;1
280.55106;83.50620;    -0.20977;2.75434;1
280.55316;83.50690;    -0.20978;2.75433;1
280.55526;83.50760;    -0.20980;2.75433;1
280.55735;83.50830;    -0.20982;2.75432;1
280.55945;83.50899;    -0.20982;2.75432;1
280.56155;83.50969;    -0.20982;2.75431;1
280.56365;83.51039;    -0.20982;2.75430;1
280.56575;83.51109;    -0.20982;2.75430;1
280.56784;83.51179;    -0.20982;2.75429;1
280.56994;83.51249;    -0.20982;2.75429;1
280.57204;83.51319;    -0.20982;2.75428;1
280.57414;83.51389;    -0.20982;2.75428;1
280.57624;83.51458;    -0.20982;2.75427;1
280.57834;83.51528;    -0.20982;2.75426;1
280.58044;83.51598;    -0.20982;2.75426;1
280.58253;83.51668;    -0.20982;2.75425;1
280.58463;83.51738;    -0.20984;2.75425;1
280.58673;83.51808;    -0.20986;2.75424;1
280.58883;83.51878;    -0.20987;2.75423;1
280.59093;83.51948;    -0.20987;2.75423;1
280.59303;83.52017;    -0.20986;2.75422;1
280.59513;83.52087;    -0.20984;2.75422;1
280.59723;83.52157;    -0.20982;2.75421;1
280.59932;83.52227;    -0.20982;2.75421;1
280.60142;83.52297;    -0.20982;2.75420;1
280.60352;83.52367;    -0.20982;2.75419;1
280.60562;83.52437;    -0.20982;2.75419;1
280.60772;83.52507;    -0.20982;2.75418;1
280.60982;83.52576;    -0.20982;2.75418;1
280.61192;83.52646;    -0.20982;2.75417;1
280.61402;83.52716;    -0.20982;2.75417;1
280.61612;83.52786;    -0.20982;2.75416;1
280.61821;83.52856;    -0.20982;2.75415;1
280.62031;83.52926;    -0.20983;2.75415;1
280.62241;83.52996;    -0.20982;2.75414;1
280.62451;83.53066;    -0.20980;2.75414;1
280.62661;83.53135;    -0.20978;2.75413;1
280.62871;83.53205;    -0.20977;2.75413;1
280.63081;83.53275;    -0.20977;2.75412;1
280.63291;83.53345;    -0.20978;2.75411;1
280.63501;83.53415;    -0.20980;2.75411;1
280.63711;83.53485;    -0.20982;2.75410;1
280.63921;83.53555;    -0.20983;2.75410;1
280.64131;83.53625;    -0.20983;2.75409;1
280.64341;83.53694;    -0.20982;2.75408;1
280.64551;83.53764;    -0.20982;2.75408;1
280.64761;83.53834;    -0.20982;2.75407;1
280.64971;83.53904;    -0.20984;2.75407;1
280.65181;83.53974;    -0.20986;2.75406;1
280.65391;83.54044;    -0.20987;2.75406;1
280.65600;83.54114;    -0.20987;2.75405;1
280.65810;83.54184;    -0.20987;2.75404;1
280.66020;83.54253;    -0.20987;2.75404;1
280.66230;83.54323;    -0.20987;2.75403;1
280.66441;83.54393;    -0.20987;2.75403;1
280.66651;83.54463;    -0.20987;2.75402;1
280.66861;83.54533;    -0.20987;2.75402;1
280.67071;83.54603;    -0.20987;2.75401;1
280.67281;83.54673;    -0.20987;2.75400;1
280.67491;83.54743;    -0.20985;2.75400;1
280.67701;83.54812;    -0.20983;2.75399;1
280.67912;83.54882;    -0.20981;2.75399;1
280.68122;83.54952;    -0.20979;2.75398;1
280.68332;83.55022;    -0.20978;2.75397;1
280.68542;83.55092;    -0.20978;2.75397;1
280.68753;83.55162;    -0.20978;2.75396;1
280.68963;83.55232;    -0.20976;2.75396;1
280.69173;83.55302;    -0.20974;2.75395;1
280.69383;83.55371;    -0.20973;2.75395;1
280.69593;83.55441;    -0.20973;2.75394;1
280.69802;83.55511;    -0.20973;2.75393;1
280.70012;83.55581;    -0.20974;2.75393;1
280.70222;83.55651;    -0.20973;2.75392;1
280.70432;83.55721;    -0.20972;2.75392;1
280.70642;83.55791;    -0.20970;2.75391;1
280.70852;83.55861;    -0.20968;2.75391;1
280.71062;83.55930;    -0.20968;2.75390;1
280.71272;83.56000;    -0.20969;2.75389;1
280.71482;83.56070;    -0.20971;2.75389;1
280.71692;83.56140;    -0.20973;2.75388;1
280.71902;83.56210;    -0.20973;2.75388;1
280.72112;83.56280;    -0.20973;2.75387;1
280.72322;83.56350;    -0.20974;2.75386;1
280.72531;83.56420;    -0.20976;2.75386;1
280.72741;83.56489;    -0.20978;2.75385;1
280.72951;83.56559;    -0.20978;2.75385;1
280.73161;83.56629;    -0.20978;2.75384;1
280.73371;83.56699;    -0.20978;2.75384;1
280.73581;83.56769;    -0.20978;2.75383;1
280.73791;83.56839;    -0.20978;2.75382;1
280.74001;83.56909;    -0.20978;2.75382;1
280.74211;83.56979;    -0.20978;2.75381;1
280.74421;83.57048;    -0.20978;2.75381;1
280.74632;83.57118;    -0.20978;2.75380;1
280.74842;83.57188;    -0.20978;2.75380;1
280.75052;83.57258;    -0.20978;2.75379;1
280.75262;83.57328;    -0.20978;2.75378;1
280.75472;83.57398;    -0.20980;2.75378;1
280.75682;83.57468;    -0.20982;2.75377;1
280.75892;83.57538;    -0.20983;2.75377;1
280.76102;83.57607;    -0.20983;2.75376;1
280.76311;83.57677;    -0.20983;2.75375;1
280.76521;83.57747;    -0.20982;2.75375;1
280.76732;83.57817;    -0.20983;2.75374;1
280.76942;83.57887;    -0.20983;2.75374;1
280.77152;83.57957;    -0.20983;2.75373;1
280.77362;83.58027;    -0.20983;2.75373;1
280.77572;83.58097;    -0.20983;2.75372;1
280.77782;83.58166;    -0.20983;2.75371;1
280.77992;83.58236;    -0.20983;2.75371;1
280.78202;83.58306;    -0.20983;2.75370;1
280.78412;83.58376;    -0.20982;2.75370;1
280.78622;83.58446;    -0.20980;2.75369;1
280.78832;83.58516;    -0.20978;2.75369;1
280.79042;83.58586;    -0.20975;2.75368;1
280.79252;83.58656;    -0.20974;2.75367;1
280.79462;83.58725;    -0.20974;2.75367;1
280.79672;83.58795;    -0.20974;2.75366;1
280.79882;83.58865;    -0.20973;2.75366;1
280.80092;83.58935;    -0.20971;2.75365;1
280.80302;83.59005;    -0.20969;2.75364;1
280.80512;83.59075;    -0.20969;2.75364;1
280.80722;83.59145;    -0.20969;2.75363;1
280.80932;83.59215;    -0.20968;2.75363;1
280.81142;83.59284;    -0.20966;2.75362;1
280.81352;83.59354;    -0.20964;2.75362;1
280.81562;83.59424;    -0.20964;2.75361;1
280.81772;83.59494;    -0.20964;2.75360;1
280.81982;83.59564;    -0.20963;2.75360;1
280.82192;83.59634;    -0.20961;2.75359;1
280.82402;83.59704;    -0.20959;2.75359;1
280.82611;83.59774;    -0.20959;2.75358;1
280.82821;83.59843;    -0.20960;2.75358;1
280.83031;83.59913;    -0.20960;2.75357;1
280.83241;83.59983;    -0.20960;2.75356;1
280.83451;83.60053;    -0.20960;2.75356;1
280.83661;83.60123;    -0.20960;2.75355;1
280.83871;83.60193;    -0.20960;2.75355;1
280.84081;83.60263;    -0.20959;2.75354;1
280.84291;83.60333;    -0.20960;2.75353;1
280.84502;83.60402;    -0.20962;2.75353;1
280.84712;83.60472;    -0.20964;2.75352;1
280.84922;83.60542;    -0.20965;2.75352;1
280.85132;83.60612;    -0.20965;2.75351;1
280.85342;83.60682;    -0.20965;2.75351;1
280.85552;83.60752;    -0.20964;2.75350;1
280.85762;83.60822;    -0.20965;2.75349;1
280.85972;83.60892;    -0.20965;2.75349;1
280.86182;83.60961;    -0.20965;2.75348;1
280.86392;83.61031;    -0.20964;2.75348;1
280.86602;83.61101;    -0.20964;2.75347;1
280.86812;83.61171;    -0.20965;2.75347;1
280.87022;83.61241;    -0.20967;2.75346;1
280.87232;83.61311;    -0.20969;2.75345;1
280.87442;83.61381;    -0.20970;2.75345;1
280.87653;83.61451;    -0.20970;2.75344;1
280.87863;83.61520;    -0.20969;2.75344;1
280.88073;83.61590;    -0.20969;2.75343;1
280.88283;83.61660;    -0.20969;2.75342;1
280.88493;83.61730;    -0.20971;2.75342;1
280.88703;83.61800;    -0.20973;2.75341;1
280.88913;83.61870;    -0.20975;2.75341;1
280.89123;83.61940;    -0.20977;2.75340;1
280.89333;83.62010;    -0.20979;2.75340;1
280.89543;83.62079;    -0.20981;2.75339;1
280.89753;83.62149;    -0.20983;2.75338;1
280.89963;83.62219;    -0.20984;2.75338;1
280.90173;83.62289;    -0.20983;2.75337;1
280.90383;83.62359;    -0.20983;2.75337;1
280.90593;83.62429;    -0.20983;2.75336;1
280.90803;83.62499;    -0.20983;2.75336;1
280.91013;83.62569;    -0.20983;2.75335;1
280.91223;83.62638;    -0.20983;2.75334;1
280.91433;83.62708;    -0.20983;2.75334;1
280.91643;83.62778;    -0.20983;2.75333;1
280.91853;83.62848;    -0.20983;2.75333;1
280.92063;83.62918;    -0.20983;2.75332;1
280.92273;83.62988;    -0.20983;2.75331;1
280.92483;83.63058;    -0.20985;2.75331;1
280.92693;83.63128;    -0.20987;2.75330;1
280.92903;83.63197;    -0.20988;2.75330;1
280.93113;83.63267;    -0.20988;2.75329;1
280.93323;83.63337;    -0.20988;2.75329;1
280.93533;83.63407;    -0.20987;2.75328;1
280.93743;83.63477;    -0.20988;2.75327;1
280.93953;83.63547;    -0.20989;2.75327;1
280.94163;83.63617;    -0.20991;2.75326;1
280.94373;83.63687;    -0.20993;2.75326;1
280.94583;83.63756;    -0.20995;2.75325;1
280.94794;83.63826;    -0.20997;2.75325;1
280.95004;83.63896;    -0.20997;2.75324;1
280.95214;83.63966;    -0.20997;2.75323;1
280.95424;83.64036;    -0.20997;2.75323;1
280.95634;83.64106;    -0.20997;2.75322;1
280.95843;83.64176;    -0.20997;2.75322;1
280.96053;83.64246;    -0.20997;2.75321;1
280.96263;83.64315;    -0.20997;2.75320;1
280.96473;83.64385;    -0.20997;2.75320;1
280.96684;83.64455;    -0.20997;2.75319;1
280.96894;83.64525;    -0.20997;2.75319;1
280.97104;83.64595;    -0.20995;2.75318;1
280.97314;83.64665;    -0.20993;2.75318;1
280.97524;83.64735;    -0.20990;2.75317;1
280.97734;83.64805;    -0.20988;2.75316;1
280.97944;83.64874;    -0.20988;2.75316;1
280.98154;83.64944;    -0.20988;2.75315;1
280.98364;83.65014;    -0.20988;2.75315;1
280.98574;83.65084;    -0.20986;2.75314;1
280.98784;83.65154;    -0.20984;2.75313;1
280.98994;83.65224;    -0.20981;2.75313;1
280.99204;83.65294;    -0.20979;2.75312;1
280.99414;83.65364;    -0.20979;2.75312;1
280.99624;83.65433;    -0.20979;2.75311;1
280.99834;83.65503;    -0.20979;2.75311;1
281.00044;83.65573;    -0.20977;2.75310;1
281.00255;83.65643;    -0.20975;2.75309;1
281.00465;83.65713;    -0.20974;2.75309;1
281.00675;83.65783;    -0.20974;2.75308;1
281.00885;83.65853;    -0.20974;2.75308;1
281.01095;83.65923;    -0.20975;2.75307;1
281.01305;83.65992;    -0.20974;2.75307;1
281.01515;83.66062;    -0.20974;2.75306;1
281.01725;83.66132;    -0.20974;2.75305;1
281.01935;83.66202;    -0.20975;2.75305;1
281.02145;83.66272;    -0.20977;2.75304;1
281.02355;83.66342;    -0.20979;2.75304;1
281.02565;83.66412;    -0.20979;2.75303;1
281.02775;83.66482;    -0.20979;2.75302;1
281.02985;83.66551;    -0.20979;2.75302;1
281.03195;83.66621;    -0.20979;2.75301;1
281.03405;83.66691;    -0.20978;2.75301;1
281.03615;83.66761;    -0.20976;2.75300;1
281.03825;83.66831;    -0.20974;2.75300;1
281.04035;83.66901;    -0.20974;2.75299;1
281.04244;83.66971;    -0.20975;2.75298;1
281.04454;83.67041;    -0.20974;2.75298;1
281.04665;83.67110;    -0.20971;2.75297;1
281.04875;83.67180;    -0.20970;2.75297;1
281.05085;83.67250;    -0.20969;2.75296;1
281.05295;83.67320;    -0.20970;2.75296;1
281.05505;83.67390;    -0.20970;2.75295;1
281.05715;83.67460;    -0.20970;2.75294;1
281.05925;83.67530;    -0.20970;2.75294;1
281.06135;83.67600;    -0.20969;2.75293;1
281.06345;83.67669;    -0.20970;2.75293;1
281.06555;83.67739;    -0.20972;2.75292;1
281.06765;83.67809;    -0.20974;2.75291;1
281.06976;83.67879;    -0.20975;2.75291;1
281.07186;83.67949;    -0.20975;2.75290;1
281.07396;83.68019;    -0.20974;2.75290;1
281.07606;83.68089;    -0.20972;2.75289;1
281.07816;83.68159;    -0.20970;2.75289;1
281.08026;83.68228;    -0.20969;2.75288;1
281.08236;83.68298;    -0.20970;2.75287;1
281.08446;83.68368;    -0.20970;2.75287;1
281.08655;83.68438;    -0.20970;2.75286;1
281.08865;83.68508;    -0.20970;2.75286;1
281.09076;83.68578;    -0.20970;2.75285;1
281.09286;83.68648;    -0.20970;2.75285;1
281.09496;83.68718;    -0.20970;2.75284;1
281.09706;83.68787;    -0.20970;2.75283;1
281.09916;83.68857;    -0.20970;2.75283;1
281.10126;83.68927;    -0.20973;2.75282;1
281.10336;83.68997;    -0.20975;2.75282;1
281.10546;83.69067;    -0.20975;2.75281;1
281.10756;83.69137;    -0.20975;2.75280;1
281.10966;83.69207;    -0.20974;2.75280;1
281.11176;83.69277;    -0.20972;2.75279;1
281.11386;83.69346;    -0.20970;2.75279;1
281.11597;83.69416;    -0.20968;2.75278;1
281.11807;83.69486;    -0.20966;2.75278;1
281.12016;83.69556;    -0.20962;2.75277;1
281.12226;83.69626;    -0.20956;2.75276;1
281.12436;83.69696;    -0.20948;2.75276;1
281.12646;83.69766;    -0.20940;2.75275;1
281.12856;83.69836;    -0.20933;2.75275;1
281.13067;83.69905;    -0.20928;2.75274;1
281.13277;83.69975;    -0.20925;2.75273;1
281.13487;83.70045;    -0.20924;2.75273;1
281.13696;83.70115;    -0.20924;2.75272;1
281.13906;83.70185;    -0.20924;2.75272;1
281.14117;83.70255;    -0.20924;2.75271;1
281.14327;83.70325;    -0.20924;2.75271;1
281.14537;83.70395;    -0.20926;2.75270;1
281.14747;83.70464;    -0.20928;2.75269;1
281.14956;83.70534;    -0.20929;2.75269;1
281.15166;83.70604;    -0.20929;2.75268;1
281.15376;83.70674;    -0.20929;2.75268;1
281.15586;83.70744;    -0.20929;2.75267;1
281.15796;83.70814;    -0.20929;2.75267;1
281.16006;83.70884;    -0.20929;2.75266;1
281.16215;83.70954;    -0.20929;2.75265;1
281.16425;83.71023;    -0.20929;2.75265;1
281.16635;83.71093;    -0.20928;2.75264;1
281.16845;83.71163;    -0.20929;2.75264;1
281.17055;83.71233;    -0.20931;2.75263;1
281.17265;83.71303;    -0.20933;2.75262;1
281.17475;83.71373;    -0.20933;2.75262;1
281.17684;83.71443;    -0.20931;2.75261;1
281.17894;83.71513;    -0.20929;2.75261;1
281.18104;83.71582;    -0.20929;2.75260;1
281.18314;83.71652;    -0.20929;2.75260;1
281.18524;83.71722;    -0.20928;2.75259;1
281.18733;83.71792;    -0.20926;2.75258;1
281.18943;83.71862;    -0.20923;2.75258;1
281.19153;83.71932;    -0.20921;2.75257;1
281.19363;83.72002;    -0.20920;2.75257;1
281.19572;83.72072;    -0.20920;2.75256;1
281.19782;83.72141;    -0.20920;2.75256;1
281.19992;83.72211;    -0.20919;2.75255;1
281.20201;83.72281;    -0.20916;2.75254;1
281.20411;83.72351;    -0.20915;2.75254;1
281.20621;83.72421;    -0.20915;2.75253;1
281.20831;83.72491;    -0.20915;2.75253;1
281.21041;83.72561;    -0.20914;2.75252;1
281.21251;83.72631;    -0.20912;2.75251;1
281.21460;83.72700;    -0.20910;2.75251;1
281.21670;83.72770;    -0.20910;2.75250;1
281.21880;83.72840;    -0.20911;2.75250;1
281.22090;83.72910;    -0.20911;2.75249;1
281.22300;83.72980;    -0.20911;2.75249;1
281.22510;83.73050;    -0.20910;2.75248;1
281.22719;83.73120;    -0.20910;2.75247;1
281.22929;83.73190;    -0.20911;2.75247;1
281.23139;83.73259;    -0.20913;2.75246;1
281.23349;83.73329;    -0.20915;2.75246;1
281.23559;83.73399;    -0.20917;2.75245;1
281.23769;83.73469;    -0.20919;2.75244;1
281.23979;83.73539;    -0.20920;2.75244;1
281.24189;83.73609;    -0.20921;2.75243;1
281.24399;83.73679;    -0.20920;2.75243;1
281.24609;83.73749;    -0.20917;2.75242;1
281.24818;83.73818;    -0.20916;2.75242;1
281.25028;83.73888;    -0.20915;2.75241;1
281.25238;83.73958;    -0.20916;2.75240;1
281.25448;83.74028;    -0.20915;2.75240;1
281.25658;83.74098;    -0.20913;2.75239;1
281.25868;83.74168;    -0.20911;2.75239;1
281.26078;83.74238;    -0.20910;2.75238;1
281.26288;83.74308;    -0.20910;2.75238;1
281.26498;83.74377;    -0.20912;2.75237;1
281.26708;83.74447;    -0.20914;2.75236;1
281.26917;83.74517;    -0.20916;2.75236;1
281.27127;83.74587;    -0.20916;2.75235;1
281.27337;83.74657;    -0.20915;2.75235;1
281.27547;83.74727;    -0.20915;2.75234;1
281.27757;83.74797;    -0.20915;2.75233;1
281.27967;83.74867;    -0.20915;2.75233;1
281.28177;83.74936;    -0.20915;2.75232;1
281.28386;83.75006;    -0.20915;2.75232;1
281.28596;83.75076;    -0.20916;2.75231;1
281.28806;83.75146;    -0.20916;2.75231;1
281.29016;83.75216;    -0.20915;2.75230;1
281.29226;83.75286;    -0.20915;2.75229;1
281.29435;83.75356;    -0.20916;2.75229;1
281.29645;83.75426;    -0.20918;2.75228;1
281.29855;83.75495;    -0.20920;2.75228;1
281.30065;83.75565;    -0.20921;2.75227;1
281.30274;83.75635;    -0.20920;2.75227;1
281.30484;83.75705;    -0.20920;2.75226;1
281.30694;83.75775;    -0.20920;2.75225;1
281.30904;83.75845;    -0.20920;2.75225;1
281.31113;83.75915;    -0.20922;2.75224;1
281.31323;83.75985;    -0.20924;2.75224;1
281.31533;83.76054;    -0.20925;2.75223;1
281.31743;83.76124;    -0.20925;2.75222;1
281.31953;83.76194;    -0.20925;2.75222;1
281.32163;83.76264;    -0.20925;2.75221;1
281.32373;83.76334;    -0.20925;2.75221;1
281.32583;83.76404;    -0.20925;2.75220;1
281.32793;83.76474;    -0.20925;2.75220;1
281.33003;83.76544;    -0.20925;2.75219;1
281.33212;83.76613;    -0.20925;2.75218;1
281.33422;83.76683;    -0.20925;2.75218;1
281.33632;83.76753;    -0.20922;2.75217;1
281.33842;83.76823;    -0.20920;2.75217;1
281.34052;83.76893;    -0.20920;2.75216;1
281.34262;83.76963;    -0.20920;2.75215;1
281.34472;83.77033;    -0.20920;2.75215;1
281.34681;83.77103;    -0.20921;2.75214;1
281.34891;83.77172;    -0.20920;2.75214;1
281.35101;83.77242;    -0.20920;2.75213;1
281.35310;83.77312;    -0.20920;2.75213;1
281.35520;83.77382;    -0.20922;2.75212;1
281.35730;83.77452;    -0.20924;2.75211;1
281.35940;83.77522;    -0.20925;2.75211;1
281.36150;83.77592;    -0.20925;2.75210;1
281.36360;83.77662;    -0.20925;2.75210;1
281.36570;83.77731;    -0.20925;2.75209;1
281.36780;83.77801;    -0.20925;2.75208;1
281.36990;83.77871;    -0.20925;2.75208;1
281.37199;83.77941;    -0.20925;2.75207;1
281.37409;83.78011;    -0.20925;2.75207;1
281.37619;83.78081;    -0.20923;2.75206;1
281.37829;83.78151;    -0.20921;2.75206;1
281.38039;83.78221;    -0.20918;2.75205;1
281.38248;83.78290;    -0.20916;2.75204;1
281.38458;83.78360;    -0.20916;2.75204;1
281.38668;83.78430;    -0.20916;2.75203;1
281.38878;83.78500;    -0.20916;2.75203;1
281.39088;83.78570;    -0.20914;2.75202;1
281.39298;83.78640;    -0.20912;2.75202;1
281.39508;83.78710;    -0.20911;2.75201;1
281.39718;83.78780;    -0.20911;2.75200;1
281.39928;83.78849;    -0.20911;2.75200;1
281.40138;83.78919;    -0.20912;2.75199;1
281.40348;83.78989;    -0.20911;2.75199;1
281.40558;83.79059;    -0.20910;2.75198;1
281.40768;83.79129;    -0.20907;2.75197;1
281.40978;83.79199;    -0.20906;2.75197;1
281.41188;83.79269;    -0.20907;2.75196;1
281.41397;83.79339;    -0.20907;2.75196;1
281.41607;83.79408;    -0.20905;2.75195;1
281.41817;83.79478;    -0.20903;2.75195;1
281.42027;83.79548;    -0.20901;2.75194;1
281.42237;83.79618;    -0.20899;2.75193;1
281.42447;83.79688;    -0.20897;2.75193;1
281.42657;83.79758;    -0.20895;2.75192;1
281.42866;83.79828;    -0.20893;2.75192;1
281.43076;83.79898;    -0.20893;2.75191;1
281.43286;83.79967;    -0.20893;2.75190;1
281.43496;83.80037;    -0.20892;2.75190;1
281.43706;83.80107;    -0.20891;2.75189;1
281.43916;83.80177;    -0.20888;2.75189;1
281.44126;83.80247;    -0.20886;2.75188;1
281.44336;83.80317;    -0.20884;2.75188;1
281.44546;83.80387;    -0.20884;2.75187;1
281.44756;83.80457;    -0.20884;2.75186;1
281.44966;83.80526;    -0.20884;2.75186;1
281.45176;83.80596;    -0.20884;2.75185;1
281.45386;83.80666;    -0.20884;2.75185;1
281.45596;83.80736;    -0.20884;2.75184;1
281.45806;83.80806;    -0.20884;2.75184;1
281.46016;83.80876;    -0.20883;2.75183;1
281.46226;83.80946;    -0.20880;2.75182;1
281.46436;83.81016;    -0.20879;2.75182;1
281.46646;83.81085;    -0.20881;2.75181;1
281.46856;83.81155;    -0.20884;2.75181;1
281.47065;83.81225;    -0.20884;2.75180;1
281.47275;83.81295;    -0.20884;2.75179;1
281.47485;83.81365;    -0.20884;2.75179;1
281.47695;83.81435;    -0.20884;2.75178;1
281.47905;83.81505;    -0.20884;2.75178;1
281.48115;83.81575;    -0.20882;2.75177;1
281.48325;83.81644;    -0.20880;2.75177;1
281.48534;83.81714;    -0.20879;2.75176;1
281.48744;83.81784;    -0.20879;2.75175;1
281.48954;83.81854;    -0.20880;2.75175;1
281.49164;83.81924;    -0.20880;2.75174;1
281.49374;83.81994;    -0.20879;2.75174;1
281.49584;83.82064;    -0.20879;2.75173;1
281.49794;83.82134;    -0.20879;2.75172;1
281.50004;83.82203;    -0.20880;2.75172;1
281.50213;83.82273;    -0.20883;2.75171;1
281.50423;83.82343;    -0.20884;2.75171;1
281.50633;83.82413;    -0.20884;2.75170;1
281.50843;83.82483;    -0.20884;2.75170;1
281.51053;83.82553;    -0.20885;2.75169;1
281.51262;83.82623;    -0.20887;2.75168;1
281.51472;83.82693;    -0.20890;2.75168;1
281.51682;83.82762;    -0.20892;2.75167;1
281.51892;83.82832;    -0.20893;2.75167;1
281.52102;83.82902;    -0.20894;2.75166;1
281.52312;83.82972;    -0.20894;2.75165;1
281.52522;83.83042;    -0.20892;2.75165;1
281.52731;83.83112;    -0.20890;2.75164;1
281.52941;83.83182;    -0.20889;2.75164;1
281.53151;83.83252;    -0.20888;2.75163;1
281.53361;83.83321;    -0.20889;2.75163;1
281.53571;83.83391;    -0.20889;2.75162;1
281.53781;83.83461;    -0.20889;2.75161;1
281.53991;83.83531;    -0.20889;2.75161;1
281.54201;83.83601;    -0.20889;2.75160;1
281.54410;83.83671;    -0.20889;2.75160;1
281.54620;83.83741;    -0.20889;2.75159;1
281.54830;83.83811;    -0.20889;2.75159;1
281.55040;83.83880;    -0.20889;2.75158;1
281.55250;83.83950;    -0.20889;2.75157;1
281.55460;83.84020;    -0.20889;2.75157;1
281.55670;83.84090;    -0.20889;2.75156;1
281.55879;83.84160;    -0.20889;2.75156;1
281.56089;83.84230;    -0.20888;2.75155;1
281.56299;83.84300;    -0.20885;2.75154;1
281.56509;83.84370;    -0.20883;2.75154;1
281.56718;83.84439;    -0.20881;2.75153;1
281.56928;83.84509;    -0.20879;2.75153;1
281.57138;83.84579;    -0.20878;2.75152;1
281.57347;83.84649;    -0.20876;2.75152;1
281.57557;83.84719;    -0.20873;2.75151;1
281.57767;83.84789;    -0.20871;2.75150;1
281.57976;83.84859;    -0.20870;2.75150;1
281.58186;83.84929;    -0.20871;2.75149;1
281.58396;83.84998;    -0.20871;2.75149;1
281.58606;83.85068;    -0.20869;2.75148;1
281.58815;83.85138;    -0.20867;2.75147;1
