#EXPORTTYPE:DATA SINGLE
#FILE:M-TBA_m=6.45Ï„_30-590-20 C_1Kmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:03
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:23.04.2025 19:21
#CORR. FILE:
#TEMPCAL:13.02.2020_concavus.ngb-td7
#SENSITIVITY:24.09.2020_sensitivity.ngb-ed7
#LABORATORY:
#OPERATOR:
#REMARK:ÚË„ÂÎ¸:  m=23.50 Ï„  Á‡ÔÂÒÒÓ‚‡Ì
#SAMPLE:M-TBA
#SAMPLE MASS /mg:6.45
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:30∞C/1,0(K/min)/590∞C/30,0(K/min)/20∞C/
#SEGMENT:S1/2
#SEG. 1:30∞C/1,0(K/min)/590∞C
#SEG. 2:590∞C/30,0(K/min)/20∞C

##Temp./∞C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
282.45750;252.44103;    -0.28276;2.74906;1
282.45892;252.44245;    -0.28275;2.74905;1
282.46034;252.44387;    -0.28274;2.74905;1
282.46176;252.44529;    -0.28271;2.74905;1
282.46319;252.44671;    -0.28275;2.74904;1
282.46461;252.44813;    -0.28275;2.74904;1
282.46603;252.44956;    -0.28275;2.74903;1
282.46745;252.45098;    -0.28275;2.74903;1
282.46887;252.45240;    -0.28275;2.74903;1
282.47029;252.45382;    -0.28275;2.74902;1
282.47171;252.45524;    -0.28275;2.74902;1
282.47313;252.45666;    -0.28275;2.74901;1
282.47455;252.45808;    -0.28275;2.74901;1
282.47597;252.45950;    -0.28275;2.74901;1
282.47739;252.46092;    -0.28275;2.74900;1
282.47881;252.46234;    -0.28275;2.74900;1
282.48023;252.46376;    -0.28275;2.74899;1
282.48166;252.46518;    -0.28275;2.74899;1
282.48308;252.46660;    -0.28275;2.74899;1
282.48450;252.46802;    -0.28275;2.74898;1
282.48592;252.46944;    -0.28275;2.74898;1
282.48734;252.47086;    -0.28278;2.74897;1
282.48876;252.47229;    -0.28280;2.74897;1
282.49018;252.47371;    -0.28279;2.74897;1
282.49160;252.47513;    -0.28280;2.74896;1
282.49302;252.47655;    -0.28284;2.74896;1
282.49444;252.47797;    -0.28284;2.74895;1
282.49586;252.47939;    -0.28287;2.74895;1
282.49728;252.48081;    -0.28288;2.74895;1
282.49870;252.48223;    -0.28290;2.74894;1
282.50012;252.48365;    -0.28293;2.74894;1
282.50155;252.48507;    -0.28293;2.74893;1
282.50297;252.48649;    -0.28296;2.74893;1
282.50439;252.48791;    -0.28301;2.74893;1
282.50581;252.48933;    -0.28301;2.74892;1
282.50723;252.49075;    -0.28303;2.74892;1
282.50865;252.49217;    -0.28307;2.74891;1
282.51007;252.49359;    -0.28310;2.74891;1
282.51149;252.49502;    -0.28310;2.74891;1
282.51291;252.49644;    -0.28314;2.74890;1
282.51433;252.49786;    -0.28315;2.74890;1
282.51575;252.49928;    -0.28314;2.74889;1
282.51717;252.50070;    -0.28316;2.74889;1
282.51859;252.50212;    -0.28319;2.74889;1
282.52001;252.50354;    -0.28319;2.74888;1
282.52143;252.50496;    -0.28323;2.74888;1
282.52285;252.50638;    -0.28327;2.74888;1
282.52427;252.50780;    -0.28331;2.74887;1
282.52569;252.50922;    -0.28332;2.74887;1
282.52711;252.51064;    -0.28332;2.74886;1
282.52853;252.51206;    -0.28331;2.74886;1
282.52995;252.51348;    -0.28327;2.74886;1
282.53137;252.51490;    -0.28323;2.74885;1
282.53279;252.51632;    -0.28323;2.74885;1
282.53421;252.51775;    -0.28321;2.74884;1
282.53563;252.51917;    -0.28316;2.74884;1
282.53705;252.52059;    -0.28314;2.74884;1
282.53847;252.52201;    -0.28315;2.74883;1
282.53989;252.52343;    -0.28315;2.74883;1
282.54131;252.52485;    -0.28311;2.74882;1
282.54273;252.52627;    -0.28310;2.74882;1
282.54415;252.52769;    -0.28311;2.74882;1
282.54557;252.52911;    -0.28309;2.74881;1
282.54699;252.53053;    -0.28306;2.74881;1
282.54841;252.53195;    -0.28306;2.74880;1
282.54983;252.53337;    -0.28306;2.74880;1
282.55125;252.53479;    -0.28302;2.74880;1
282.55267;252.53621;    -0.28302;2.74879;1
282.55409;252.53763;    -0.28303;2.74879;1
282.55551;252.53905;    -0.28300;2.74878;1
282.55693;252.54048;    -0.28297;2.74878;1
282.55835;252.54190;    -0.28297;2.74878;1
282.55977;252.54332;    -0.28294;2.74877;1
282.56119;252.54474;    -0.28290;2.74877;1
282.56261;252.54616;    -0.28286;2.74876;1
282.56403;252.54758;    -0.28285;2.74876;1
282.56545;252.54900;    -0.28284;2.74876;1
282.56687;252.55042;    -0.28279;2.74875;1
282.56829;252.55184;    -0.28276;2.74875;1
282.56971;252.55326;    -0.28272;2.74874;1
282.57113;252.55468;    -0.28272;2.74874;1
282.57255;252.55610;    -0.28269;2.74874;1
282.57397;252.55752;    -0.28268;2.74873;1
282.57539;252.55894;    -0.28266;2.74873;1
282.57681;252.56036;    -0.28263;2.74872;1
282.57823;252.56178;    -0.28264;2.74872;1
282.57965;252.56321;    -0.28264;2.74872;1
282.58107;252.56463;    -0.28260;2.74871;1
282.58249;252.56605;    -0.28259;2.74871;1
282.58391;252.56747;    -0.28260;2.74870;1
282.58533;252.56889;    -0.28259;2.74870;1
282.58675;252.57031;    -0.28260;2.74870;1
282.58817;252.57173;    -0.28264;2.74869;1
282.58959;252.57315;    -0.28264;2.74869;1
282.59102;252.57457;    -0.28264;2.74868;1
282.59244;252.57599;    -0.28264;2.74868;1
282.59386;252.57741;    -0.28262;2.74868;1
282.59528;252.57883;    -0.28259;2.74867;1
282.59670;252.58025;    -0.28259;2.74867;1
282.59812;252.58167;    -0.28255;2.74867;1
282.59954;252.58309;    -0.28255;2.74866;1
282.60096;252.58451;    -0.28252;2.74866;1
282.60238;252.58594;    -0.28251;2.74865;1
282.60380;252.58736;    -0.28251;2.74865;1
282.60522;252.58878;    -0.28251;2.74865;1
282.60664;252.59020;    -0.28251;2.74864;1
282.60806;252.59162;    -0.28247;2.74864;1
282.60948;252.59304;    -0.28247;2.74863;1
282.61090;252.59446;    -0.28244;2.74863;1
282.61232;252.59588;    -0.28240;2.74863;1
282.61374;252.59730;    -0.28238;2.74862;1
282.61516;252.59872;    -0.28237;2.74862;1
282.61658;252.60014;    -0.28234;2.74861;1
282.61800;252.60156;    -0.28234;2.74861;1
282.61942;252.60298;    -0.28230;2.74861;1
282.62084;252.60440;    -0.28229;2.74860;1
282.62226;252.60582;    -0.28230;2.74860;1
282.62368;252.60724;    -0.28228;2.74859;1
282.62510;252.60867;    -0.28225;2.74859;1
282.62651;252.61009;    -0.28225;2.74859;1
282.62793;252.61151;    -0.28222;2.74858;1
282.62935;252.61293;    -0.28217;2.74858;1
282.63077;252.61435;    -0.28217;2.74857;1
282.63219;252.61577;    -0.28215;2.74857;1
282.63361;252.61719;    -0.28211;2.74857;1
282.63503;252.61861;    -0.28208;2.74856;1
282.63645;252.62003;    -0.28208;2.74856;1
282.63787;252.62145;    -0.28208;2.74855;1
282.63929;252.62287;    -0.28211;2.74855;1
282.64071;252.62429;    -0.28216;2.74855;1
282.64213;252.62571;    -0.28217;2.74854;1
282.64355;252.62713;    -0.28217;2.74854;1
282.64497;252.62855;    -0.28217;2.74853;1
282.64639;252.62997;    -0.28217;2.74853;1
282.64781;252.63140;    -0.28217;2.74853;1
282.64923;252.63282;    -0.28220;2.74852;1
282.65065;252.63424;    -0.28224;2.74852;1
282.65206;252.63566;    -0.28228;2.74851;1
282.65348;252.63708;    -0.28230;2.74851;1
282.65490;252.63850;    -0.28230;2.74851;1
282.65632;252.63992;    -0.28234;2.74850;1
282.65774;252.64134;    -0.28231;2.74850;1
282.65916;252.64276;    -0.28227;2.74849;1
282.66058;252.64418;    -0.28225;2.74849;1
282.66199;252.64560;    -0.28228;2.74849;1
282.66341;252.64702;    -0.28230;2.74848;1
282.66483;252.64844;    -0.28226;2.74848;1
282.66625;252.64986;    -0.28226;2.74847;1
282.66767;252.65128;    -0.28222;2.74847;1
282.66909;252.65270;    -0.28221;2.74847;1
282.67051;252.65413;    -0.28222;2.74846;1
282.67192;252.65555;    -0.28222;2.74846;1
282.67334;252.65697;    -0.28221;2.74846;1
282.67476;252.65839;    -0.28217;2.74845;1
282.67618;252.65981;    -0.28217;2.74845;1
282.67760;252.66123;    -0.28218;2.74844;1
282.67902;252.66265;    -0.28215;2.74844;1
282.68044;252.66407;    -0.28211;2.74844;1
282.68186;252.66549;    -0.28207;2.74843;1
282.68327;252.66691;    -0.28204;2.74843;1
282.68469;252.66833;    -0.28205;2.74842;1
282.68611;252.66975;    -0.28201;2.74842;1
282.68753;252.67117;    -0.28200;2.74842;1
282.68895;252.67259;    -0.28198;2.74841;1
282.69037;252.67401;    -0.28196;2.74841;1
282.69179;252.67543;    -0.28196;2.74840;1
282.69321;252.67686;    -0.28196;2.74840;1
282.69463;252.67828;    -0.28196;2.74840;1
282.69605;252.67970;    -0.28196;2.74839;1
282.69747;252.68112;    -0.28199;2.74839;1
282.69889;252.68254;    -0.28201;2.74838;1
282.70031;252.68396;    -0.28200;2.74838;1
282.70172;252.68538;    -0.28200;2.74838;1
282.70314;252.68680;    -0.28200;2.74837;1
282.70456;252.68822;    -0.28200;2.74837;1
282.70598;252.68964;    -0.28200;2.74836;1
282.70740;252.69106;    -0.28201;2.74836;1
282.70882;252.69248;    -0.28200;2.74836;1
282.71024;252.69390;    -0.28202;2.74835;1
282.71166;252.69532;    -0.28205;2.74835;1
282.71308;252.69674;    -0.28205;2.74834;1
282.71450;252.69816;    -0.28205;2.74834;1
282.71592;252.69959;    -0.28208;2.74834;1
282.71734;252.70101;    -0.28210;2.74833;1
282.71876;252.70243;    -0.28209;2.74833;1
282.72018;252.70385;    -0.28209;2.74832;1
282.72160;252.70527;    -0.28204;2.74832;1
282.72302;252.70669;    -0.28196;2.74832;1
282.72444;252.70811;    -0.28192;2.74831;1
282.72586;252.70953;    -0.28192;2.74831;1
282.72727;252.71095;    -0.28190;2.74830;1
282.72869;252.71237;    -0.28187;2.74830;1
282.73011;252.71379;    -0.28188;2.74830;1
282.73154;252.71521;    -0.28187;2.74829;1
282.73296;252.71663;    -0.28184;2.74829;1
282.73438;252.71805;    -0.28184;2.74828;1
282.73580;252.71947;    -0.28183;2.74828;1
282.73722;252.72089;    -0.28186;2.74828;1
282.73864;252.72232;    -0.28190;2.74827;1
282.74006;252.72374;    -0.28193;2.74827;1
282.74148;252.72516;    -0.28192;2.74826;1
282.74290;252.72658;    -0.28188;2.74826;1
282.74432;252.72800;    -0.28192;2.74826;1
282.74574;252.72942;    -0.28193;2.74825;1
282.74716;252.73084;    -0.28193;2.74825;1
282.74859;252.73226;    -0.28191;2.74824;1
282.75001;252.73368;    -0.28188;2.74824;1
282.75143;252.73510;    -0.28188;2.74824;1
282.75285;252.73652;    -0.28184;2.74823;1
282.75427;252.73794;    -0.28181;2.74823;1
282.75569;252.73936;    -0.28176;2.74823;1
282.75711;252.74078;    -0.28175;2.74822;1
282.75853;252.74220;    -0.28174;2.74822;1
282.75995;252.74362;    -0.28171;2.74821;1
282.76137;252.74505;    -0.28175;2.74821;1
282.76279;252.74647;    -0.28175;2.74821;1
282.76421;252.74789;    -0.28179;2.74820;1
282.76563;252.74931;    -0.28180;2.74820;1
282.76705;252.75073;    -0.28181;2.74819;1
282.76846;252.75215;    -0.28185;2.74819;1
282.76988;252.75357;    -0.28184;2.74819;1
282.77130;252.75499;    -0.28184;2.74818;1
282.77273;252.75641;    -0.28184;2.74818;1
282.77415;252.75783;    -0.28184;2.74817;1
282.77557;252.75925;    -0.28184;2.74817;1
282.77699;252.76067;    -0.28184;2.74817;1
282.77841;252.76209;    -0.28184;2.74816;1
282.77983;252.76351;    -0.28185;2.74816;1
282.78125;252.76493;    -0.28188;2.74815;1
282.78267;252.76635;    -0.28189;2.74815;1
282.78409;252.76778;    -0.28189;2.74815;1
282.78551;252.76920;    -0.28186;2.74814;1
282.78693;252.77062;    -0.28184;2.74814;1
282.78835;252.77204;    -0.28184;2.74813;1
282.78977;252.77346;    -0.28180;2.74813;1
282.79119;252.77488;    -0.28176;2.74813;1
282.79261;252.77630;    -0.28172;2.74812;1
282.79403;252.77772;    -0.28168;2.74812;1
282.79546;252.77914;    -0.28167;2.74811;1
282.79688;252.78056;    -0.28167;2.74811;1
282.79830;252.78198;    -0.28167;2.74811;1
282.79972;252.78340;    -0.28167;2.74810;1
282.80114;252.78482;    -0.28167;2.74810;1
282.80255;252.78624;    -0.28167;2.74809;1
282.80397;252.78766;    -0.28170;2.74809;1
282.80539;252.78908;    -0.28170;2.74809;1
282.80681;252.79051;    -0.28167;2.74808;1
282.80823;252.79193;    -0.28167;2.74808;1
282.80965;252.79335;    -0.28163;2.74807;1
282.81107;252.79477;    -0.28163;2.74807;1
282.81249;252.79619;    -0.28163;2.74807;1
282.81391;252.79761;    -0.28163;2.74806;1
282.81533;252.79903;    -0.28163;2.74806;1
282.81675;252.80045;    -0.28164;2.74805;1
282.81817;252.80187;    -0.28168;2.74805;1
282.81959;252.80329;    -0.28167;2.74805;1
282.82101;252.80471;    -0.28171;2.74804;1
282.82243;252.80613;    -0.28175;2.74804;1
282.82386;252.80755;    -0.28178;2.74803;1
282.82528;252.80897;    -0.28182;2.74803;1
282.82670;252.81039;    -0.28187;2.74803;1
282.82812;252.81181;    -0.28194;2.74802;1
282.82954;252.81324;    -0.28197;2.74802;1
282.83096;252.81466;    -0.28201;2.74801;1
282.83238;252.81608;    -0.28205;2.74801;1
282.83380;252.81750;    -0.28207;2.74801;1
282.83522;252.81892;    -0.28205;2.74800;1
282.83664;252.82034;    -0.28202;2.74800;1
282.83806;252.82176;    -0.28202;2.74799;1
282.83948;252.82318;    -0.28202;2.74799;1
282.84090;252.82460;    -0.28199;2.74799;1
282.84232;252.82602;    -0.28195;2.74798;1
282.84374;252.82744;    -0.28192;2.74798;1
282.84516;252.82886;    -0.28188;2.74797;1
282.84658;252.83028;    -0.28184;2.74797;1
282.84800;252.83170;    -0.28181;2.74797;1
282.84942;252.83312;    -0.28177;2.74796;1
282.85084;252.83454;    -0.28173;2.74796;1
282.85227;252.83597;    -0.28171;2.74795;1
282.85369;252.83739;    -0.28174;2.74795;1
282.85511;252.83881;    -0.28177;2.74795;1
282.85653;252.84023;    -0.28177;2.74794;1
282.85795;252.84165;    -0.28181;2.74794;1
282.85937;252.84307;    -0.28177;2.74793;1
282.86079;252.84449;    -0.28176;2.74793;1
282.86221;252.84591;    -0.28177;2.74793;1
282.86364;252.84733;    -0.28177;2.74792;1
282.86506;252.84875;    -0.28177;2.74792;1
282.86648;252.85017;    -0.28177;2.74792;1
282.86790;252.85159;    -0.28177;2.74791;1
282.86932;252.85301;    -0.28180;2.74791;1
282.87074;252.85443;    -0.28184;2.74790;1
282.87216;252.85585;    -0.28188;2.74790;1
282.87358;252.85727;    -0.28190;2.74790;1
282.87501;252.85870;    -0.28190;2.74789;1
282.87643;252.86012;    -0.28190;2.74789;1
282.87785;252.86154;    -0.28190;2.74788;1
282.87927;252.86296;    -0.28190;2.74788;1
282.88069;252.86438;    -0.28190;2.74788;1
282.88211;252.86580;    -0.28190;2.74787;1
282.88354;252.86722;    -0.28190;2.74787;1
282.88496;252.86864;    -0.28190;2.74786;1
282.88638;252.87006;    -0.28190;2.74786;1
282.88780;252.87148;    -0.28190;2.74786;1
282.88922;252.87290;    -0.28190;2.74785;1
282.89064;252.87432;    -0.28190;2.74785;1
282.89206;252.87574;    -0.28190;2.74784;1
282.89348;252.87716;    -0.28189;2.74784;1
282.89490;252.87858;    -0.28185;2.74784;1
282.89632;252.88000;    -0.28186;2.74783;1
282.89774;252.88143;    -0.28185;2.74783;1
282.89916;252.88285;    -0.28189;2.74782;1
282.90059;252.88427;    -0.28188;2.74782;1
282.90201;252.88569;    -0.28185;2.74782;1
282.90343;252.88711;    -0.28185;2.74781;1
282.90485;252.88853;    -0.28181;2.74781;1
282.90627;252.88995;    -0.28181;2.74780;1
282.90769;252.89137;    -0.28185;2.74780;1
282.90911;252.89279;    -0.28186;2.74780;1
282.91053;252.89421;    -0.28186;2.74779;1
282.91195;252.89563;    -0.28186;2.74779;1
282.91337;252.89705;    -0.28186;2.74778;1
282.91479;252.89847;    -0.28186;2.74778;1
282.91621;252.89989;    -0.28186;2.74778;1
282.91763;252.90131;    -0.28186;2.74777;1
282.91905;252.90273;    -0.28189;2.74777;1
282.92047;252.90416;    -0.28191;2.74776;1
282.92189;252.90558;    -0.28190;2.74776;1
282.92331;252.90700;    -0.28190;2.74776;1
282.92473;252.90842;    -0.28190;2.74775;1
282.92615;252.90984;    -0.28186;2.74775;1
282.92758;252.91126;    -0.28186;2.74774;1
282.92900;252.91268;    -0.28186;2.74774;1
282.93042;252.91410;    -0.28188;2.74774;1
282.93184;252.91552;    -0.28191;2.74773;1
282.93326;252.91694;    -0.28190;2.74773;1
282.93468;252.91836;    -0.28190;2.74772;1
282.93610;252.91978;    -0.28191;2.74772;1
282.93752;252.92120;    -0.28187;2.74772;1
282.93894;252.92262;    -0.28186;2.74771;1
282.94036;252.92404;    -0.28185;2.74771;1
282.94178;252.92546;    -0.28181;2.74770;1
282.94320;252.92689;    -0.28182;2.74770;1
282.94462;252.92831;    -0.28186;2.74770;1
282.94604;252.92973;    -0.28186;2.74769;1
282.94746;252.93115;    -0.28189;2.74769;1
282.94888;252.93257;    -0.28191;2.74768;1
282.95031;252.93399;    -0.28191;2.74768;1
282.95173;252.93541;    -0.28190;2.74768;1
282.95315;252.93683;    -0.28191;2.74767;1
282.95457;252.93825;    -0.28195;2.74767;1
282.95599;252.93967;    -0.28195;2.74766;1
282.95741;252.94109;    -0.28195;2.74766;1
282.95883;252.94251;    -0.28193;2.74766;1
282.96025;252.94393;    -0.28191;2.74765;1
282.96167;252.94535;    -0.28190;2.74765;1
282.96309;252.94677;    -0.28186;2.74764;1
282.96451;252.94819;    -0.28186;2.74764;1
282.96593;252.94962;    -0.28187;2.74764;1
282.96735;252.95104;    -0.28186;2.74763;1
282.96877;252.95246;    -0.28188;2.74763;1
282.97019;252.95388;    -0.28192;2.74763;1
282.97161;252.95530;    -0.28197;2.74762;1
282.97303;252.95672;    -0.28208;2.74762;1
282.97445;252.95814;    -0.28216;2.74761;1
282.97587;252.95956;    -0.28227;2.74761;1
282.97729;252.96098;    -0.28233;2.74761;1
282.97871;252.96240;    -0.28237;2.74760;1
282.98013;252.96382;    -0.28245;2.74760;1
282.98155;252.96524;    -0.28247;2.74759;1
282.98297;252.96666;    -0.28247;2.74759;1
282.98439;252.96808;    -0.28243;2.74759;1
282.98581;252.96950;    -0.28240;2.74758;1
282.98723;252.97092;    -0.28236;2.74758;1
282.98865;252.97235;    -0.28234;2.74757;1
282.99008;252.97377;    -0.28234;2.74757;1
282.99150;252.97519;    -0.28229;2.74757;1
282.99292;252.97661;    -0.28226;2.74756;1
282.99434;252.97803;    -0.28226;2.74756;1
282.99576;252.97945;    -0.28223;2.74755;1
282.99718;252.98087;    -0.28219;2.74755;1
282.99860;252.98229;    -0.28216;2.74755;1
283.00002;252.98371;    -0.28218;2.74754;1
283.00144;252.98513;    -0.28221;2.74754;1
283.00286;252.98655;    -0.28221;2.74753;1
283.00428;252.98797;    -0.28225;2.74753;1
283.00570;252.98939;    -0.28226;2.74753;1
283.00712;252.99081;    -0.28227;2.74752;1
283.00854;252.99223;    -0.28232;2.74752;1
283.00996;252.99365;    -0.28235;2.74751;1
283.01138;252.99508;    -0.28234;2.74751;1
283.01280;252.99650;    -0.28234;2.74751;1
283.01422;252.99792;    -0.28238;2.74750;1
283.01564;252.99934;    -0.28239;2.74750;1
283.01706;253.00076;    -0.28241;2.74749;1
283.01848;253.00218;    -0.28243;2.74749;1
283.01990;253.00360;    -0.28244;2.74749;1
283.02132;253.00502;    -0.28248;2.74748;1
283.02274;253.00644;    -0.28248;2.74748;1
283.02416;253.00786;    -0.28248;2.74747;1
283.02558;253.00928;    -0.28245;2.74747;1
283.02700;253.01070;    -0.28243;2.74747;1
283.02842;253.01212;    -0.28243;2.74746;1
283.02984;253.01354;    -0.28244;2.74746;1
283.03127;253.01496;    -0.28248;2.74745;1
283.03269;253.01638;    -0.28248;2.74745;1
283.03411;253.01781;    -0.28250;2.74745;1
283.03553;253.01923;    -0.28255;2.74744;1
283.03695;253.02065;    -0.28256;2.74744;1
283.03837;253.02207;    -0.28257;2.74743;1
283.03979;253.02349;    -0.28261;2.74743;1
283.04121;253.02491;    -0.28261;2.74743;1
283.04263;253.02633;    -0.28261;2.74742;1
283.04405;253.02775;    -0.28258;2.74742;1
283.04547;253.02917;    -0.28256;2.74741;1
283.04689;253.03059;    -0.28257;2.74741;1
283.04831;253.03201;    -0.28256;2.74741;1
283.04973;253.03343;    -0.28257;2.74740;1
283.05115;253.03485;    -0.28260;2.74740;1
283.05257;253.03627;    -0.28265;2.74739;1
283.05399;253.03769;    -0.28265;2.74739;1
283.05541;253.03911;    -0.28267;2.74739;1
283.05683;253.04054;    -0.28270;2.74738;1
283.05825;253.04196;    -0.28270;2.74738;1
283.05967;253.04338;    -0.28269;2.74737;1
283.06109;253.04480;    -0.28266;2.74737;1
283.06251;253.04622;    -0.28265;2.74737;1
283.06394;253.04764;    -0.28265;2.74736;1
283.06536;253.04906;    -0.28265;2.74736;1
283.06678;253.05048;    -0.28265;2.74735;1
283.06820;253.05190;    -0.28265;2.74735;1
283.06961;253.05332;    -0.28265;2.74735;1
283.07103;253.05474;    -0.28262;2.74734;1
283.07245;253.05616;    -0.28258;2.74734;1
283.07387;253.05758;    -0.28256;2.74733;1
283.07529;253.05900;    -0.28257;2.74733;1
283.07671;253.06042;    -0.28256;2.74733;1
283.07813;253.06184;    -0.28252;2.74732;1
283.07955;253.06327;    -0.28248;2.74732;1
283.08097;253.06469;    -0.28248;2.74731;1
283.08239;253.06611;    -0.28248;2.74731;1
283.08381;253.06753;    -0.28248;2.74731;1
283.08523;253.06895;    -0.28250;2.74730;1
283.08665;253.07037;    -0.28253;2.74730;1
283.08807;253.07179;    -0.28253;2.74729;1
283.08949;253.07321;    -0.28257;2.74729;1
283.09091;253.07463;    -0.28257;2.74729;1
283.09233;253.07605;    -0.28257;2.74728;1
283.09375;253.07747;    -0.28259;2.74728;1
283.09517;253.07889;    -0.28263;2.74728;1
283.09659;253.08031;    -0.28267;2.74727;1
283.09801;253.08173;    -0.28270;2.74727;1
283.09943;253.08315;    -0.28274;2.74726;1
283.10085;253.08457;    -0.28278;2.74726;1
283.10227;253.08600;    -0.28278;2.74726;1
283.10369;253.08742;    -0.28281;2.74725;1
283.10511;253.08884;    -0.28283;2.74725;1
283.10653;253.09026;    -0.28284;2.74724;1
283.10795;253.09168;    -0.28287;2.74724;1
283.10937;253.09310;    -0.28283;2.74724;1
283.11079;253.09452;    -0.28286;2.74723;1
283.11221;253.09594;    -0.28288;2.74723;1
283.11363;253.09736;    -0.28288;2.74722;1
283.11505;253.09878;    -0.28294;2.74722;1
283.11647;253.10020;    -0.28301;2.74722;1
283.11789;253.10162;    -0.28305;2.74721;1
283.11931;253.10304;    -0.28309;2.74721;1
283.12073;253.10446;    -0.28309;2.74720;1
283.12215;253.10588;    -0.28309;2.74720;1
283.12357;253.10730;    -0.28309;2.74720;1
283.12499;253.10873;    -0.28309;2.74719;1
283.12641;253.11015;    -0.28309;2.74719;1
283.12783;253.11157;    -0.28309;2.74718;1
283.12925;253.11299;    -0.28309;2.74718;1
283.13067;253.11441;    -0.28312;2.74718;1
283.13209;253.11583;    -0.28314;2.74717;1
283.13351;253.11725;    -0.28313;2.74717;1
