#EXPORTTYPE:DATA SINGLE
#FILE:M-TBA_m=6.40Ï„_30-590-20 C_5Kmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:01
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:22.04.2025 14:17
#CORR. FILE:
#TEMPCAL:13.02.2020_concavus.ngb-td7
#SENSITIVITY:24.09.2020_sensitivity.ngb-ed7
#LABORATORY:
#OPERATOR:
#REMARK:ÚË„ÂÎ¸:  m=23.60 Ï„  Á‡ÔÂÒÒÓ‚‡Ì
#SAMPLE:M-TBA
#SAMPLE MASS /mg:6.40
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:30∞C/5,0(K/min)/590∞C/5,0(K/min)/20∞C/
#SEGMENT:S1/2
#SEG. 1:30∞C/5,0(K/min)/590∞C
#SEG. 2:590∞C/5,0(K/min)/20∞C

##Temp./∞C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
290.88089;52.16743;    -0.16637;2.72488;1
290.88265;52.16778;    -0.16636;2.72488;1
290.88441;52.16814;    -0.16635;2.72487;1
290.88617;52.16849;    -0.16634;2.72487;1
290.88793;52.16884;    -0.16633;2.72486;1
290.88968;52.16919;    -0.16631;2.72486;1
290.89144;52.16954;    -0.16629;2.72485;1
290.89320;52.16990;    -0.16627;2.72485;1
290.89496;52.17025;    -0.16624;2.72484;1
290.89672;52.17060;    -0.16621;2.72484;1
290.89848;52.17095;    -0.16618;2.72483;1
290.90024;52.17130;    -0.16615;2.72482;1
290.90200;52.17165;    -0.16613;2.72482;1
290.90376;52.17201;    -0.16611;2.72481;1
290.90551;52.17236;    -0.16609;2.72481;1
290.90727;52.17271;    -0.16607;2.72480;1
290.90903;52.17306;    -0.16605;2.72480;1
290.91079;52.17341;    -0.16604;2.72479;1
290.91255;52.17377;    -0.16602;2.72479;1
290.91431;52.17412;    -0.16600;2.72478;1
290.91607;52.17447;    -0.16598;2.72478;1
290.91782;52.17482;    -0.16596;2.72477;1
290.91958;52.17517;    -0.16595;2.72477;1
290.92134;52.17553;    -0.16594;2.72476;1
290.92310;52.17588;    -0.16593;2.72476;1
290.92486;52.17623;    -0.16593;2.72475;1
290.92662;52.17658;    -0.16591;2.72475;1
290.92838;52.17693;    -0.16589;2.72474;1
290.93013;52.17728;    -0.16587;2.72474;1
290.93189;52.17764;    -0.16584;2.72473;1
290.93365;52.17799;    -0.16581;2.72473;1
290.93541;52.17834;    -0.16578;2.72472;1
290.93716;52.17869;    -0.16575;2.72472;1
290.93892;52.17904;    -0.16572;2.72471;1
290.94068;52.17940;    -0.16569;2.72471;1
290.94244;52.17975;    -0.16566;2.72470;1
290.94420;52.18010;    -0.16564;2.72470;1
290.94596;52.18045;    -0.16562;2.72469;1
290.94771;52.18080;    -0.16560;2.72468;1
290.94947;52.18116;    -0.16558;2.72468;1
290.95123;52.18151;    -0.16556;2.72467;1
290.95299;52.18186;    -0.16555;2.72467;1
290.95475;52.18221;    -0.16555;2.72466;1
290.95651;52.18256;    -0.16555;2.72466;1
290.95827;52.18291;    -0.16557;2.72465;1
290.96003;52.18327;    -0.16560;2.72465;1
290.96179;52.18362;    -0.16564;2.72464;1
290.96354;52.18397;    -0.16570;2.72464;1
290.96530;52.18432;    -0.16575;2.72463;1
290.96706;52.18467;    -0.16580;2.72463;1
290.96882;52.18503;    -0.16582;2.72462;1
290.97057;52.18538;    -0.16582;2.72462;1
290.97233;52.18573;    -0.16580;2.72461;1
290.97409;52.18608;    -0.16577;2.72461;1
290.97585;52.18643;    -0.16572;2.72460;1
290.97761;52.18679;    -0.16567;2.72460;1
290.97937;52.18714;    -0.16563;2.72459;1
290.98113;52.18749;    -0.16558;2.72459;1
290.98289;52.18784;    -0.16555;2.72458;1
290.98464;52.18819;    -0.16552;2.72458;1
290.98640;52.18854;    -0.16551;2.72457;1
290.98816;52.18890;    -0.16551;2.72457;1
290.98992;52.18925;    -0.16551;2.72456;1
290.99168;52.18960;    -0.16552;2.72456;1
290.99344;52.18995;    -0.16552;2.72455;1
290.99519;52.19030;    -0.16551;2.72454;1
290.99695;52.19066;    -0.16549;2.72454;1
290.99871;52.19101;    -0.16547;2.72453;1
291.00047;52.19136;    -0.16545;2.72453;1
291.00223;52.19171;    -0.16543;2.72452;1
291.00399;52.19206;    -0.16540;2.72452;1
291.00575;52.19242;    -0.16538;2.72451;1
291.00751;52.19277;    -0.16535;2.72451;1
291.00927;52.19312;    -0.16532;2.72450;1
291.01103;52.19347;    -0.16528;2.72450;1
291.01279;52.19382;    -0.16524;2.72449;1
291.01455;52.19417;    -0.16519;2.72449;1
291.01630;52.19453;    -0.16514;2.72448;1
291.01806;52.19488;    -0.16509;2.72448;1
291.01982;52.19523;    -0.16505;2.72447;1
291.02157;52.19558;    -0.16502;2.72447;1
291.02333;52.19593;    -0.16499;2.72446;1
291.02509;52.19629;    -0.16497;2.72446;1
291.02685;52.19664;    -0.16495;2.72445;1
291.02861;52.19699;    -0.16493;2.72445;1
291.03037;52.19734;    -0.16492;2.72444;1
291.03213;52.19769;    -0.16492;2.72444;1
291.03389;52.19805;    -0.16491;2.72443;1
291.03565;52.19840;    -0.16490;2.72443;1
291.03740;52.19875;    -0.16490;2.72442;1
291.03916;52.19910;    -0.16489;2.72441;1
291.04092;52.19945;    -0.16488;2.72441;1
291.04268;52.19980;    -0.16487;2.72440;1
291.04444;52.20016;    -0.16485;2.72440;1
291.04620;52.20051;    -0.16483;2.72439;1
291.04796;52.20086;    -0.16479;2.72439;1
291.04972;52.20121;    -0.16475;2.72438;1
291.05148;52.20156;    -0.16470;2.72438;1
291.05324;52.20192;    -0.16464;2.72437;1
291.05500;52.20227;    -0.16458;2.72437;1
291.05676;52.20262;    -0.16452;2.72436;1
291.05852;52.20297;    -0.16447;2.72436;1
291.06028;52.20332;    -0.16442;2.72435;1
291.06204;52.20368;    -0.16440;2.72435;1
291.06380;52.20403;    -0.16439;2.72434;1
291.06556;52.20438;    -0.16438;2.72434;1
291.06732;52.20473;    -0.16438;2.72433;1
291.06908;52.20508;    -0.16438;2.72433;1
291.07084;52.20543;    -0.16437;2.72432;1
291.07260;52.20579;    -0.16435;2.72432;1
291.07435;52.20614;    -0.16433;2.72431;1
291.07611;52.20649;    -0.16430;2.72431;1
291.07787;52.20684;    -0.16428;2.72430;1
291.07963;52.20719;    -0.16426;2.72430;1
291.08139;52.20755;    -0.16424;2.72429;1
291.08315;52.20790;    -0.16422;2.72428;1
291.08490;52.20825;    -0.16421;2.72428;1
291.08666;52.20860;    -0.16419;2.72427;1
291.08842;52.20895;    -0.16418;2.72427;1
291.09018;52.20931;    -0.16416;2.72426;1
291.09194;52.20966;    -0.16414;2.72426;1
291.09370;52.21001;    -0.16412;2.72425;1
291.09546;52.21036;    -0.16409;2.72425;1
291.09722;52.21071;    -0.16405;2.72424;1
291.09898;52.21106;    -0.16401;2.72424;1
291.10074;52.21142;    -0.16397;2.72423;1
291.10249;52.21177;    -0.16393;2.72423;1
291.10425;52.21212;    -0.16390;2.72422;1
291.10601;52.21247;    -0.16386;2.72422;1
291.10777;52.21282;    -0.16384;2.72421;1
291.10953;52.21318;    -0.16382;2.72421;1
291.11129;52.21353;    -0.16381;2.72420;1
291.11305;52.21388;    -0.16380;2.72420;1
291.11481;52.21423;    -0.16380;2.72419;1
291.11657;52.21458;    -0.16381;2.72419;1
291.11833;52.21494;    -0.16381;2.72418;1
291.12009;52.21529;    -0.16381;2.72418;1
291.12185;52.21564;    -0.16381;2.72417;1
291.12360;52.21599;    -0.16381;2.72417;1
291.12536;52.21634;    -0.16381;2.72416;1
291.12712;52.21669;    -0.16381;2.72415;1
291.12888;52.21705;    -0.16381;2.72415;1
291.13064;52.21740;    -0.16381;2.72414;1
291.13240;52.21775;    -0.16381;2.72414;1
291.13415;52.21810;    -0.16381;2.72413;1
291.13591;52.21845;    -0.16381;2.72413;1
291.13767;52.21881;    -0.16380;2.72412;1
291.13943;52.21916;    -0.16380;2.72412;1
291.14119;52.21951;    -0.16379;2.72411;1
291.14295;52.21986;    -0.16377;2.72411;1
291.14471;52.22021;    -0.16376;2.72410;1
291.14647;52.22057;    -0.16374;2.72410;1
291.14823;52.22092;    -0.16373;2.72409;1
291.14999;52.22127;    -0.16371;2.72409;1
291.15175;52.22162;    -0.16368;2.72408;1
291.15351;52.22197;    -0.16366;2.72408;1
291.15527;52.22232;    -0.16363;2.72407;1
291.15702;52.22268;    -0.16359;2.72407;1
291.15878;52.22303;    -0.16355;2.72406;1
291.16054;52.22338;    -0.16350;2.72406;1
291.16230;52.22373;    -0.16344;2.72405;1
291.16406;52.22408;    -0.16338;2.72405;1
291.16581;52.22444;    -0.16333;2.72404;1
291.16757;52.22479;    -0.16327;2.72404;1
291.16933;52.22514;    -0.16323;2.72403;1
291.17109;52.22549;    -0.16319;2.72403;1
291.17285;52.22584;    -0.16316;2.72402;1
291.17461;52.22620;    -0.16314;2.72401;1
291.17637;52.22655;    -0.16312;2.72401;1
291.17813;52.22690;    -0.16310;2.72400;1
291.17989;52.22725;    -0.16308;2.72400;1
291.18165;52.22760;    -0.16306;2.72399;1
291.18341;52.22795;    -0.16304;2.72399;1
291.18516;52.22831;    -0.16303;2.72398;1
291.18692;52.22866;    -0.16301;2.72398;1
291.18868;52.22901;    -0.16300;2.72397;1
291.19043;52.22936;    -0.16299;2.72397;1
291.19219;52.22971;    -0.16298;2.72396;1
291.19395;52.23007;    -0.16298;2.72396;1
291.19571;52.23042;    -0.16299;2.72395;1
291.19747;52.23077;    -0.16300;2.72395;1
291.19923;52.23112;    -0.16301;2.72394;1
291.20099;52.23147;    -0.16302;2.72394;1
291.20275;52.23183;    -0.16303;2.72393;1
291.20450;52.23218;    -0.16303;2.72393;1
291.20626;52.23253;    -0.16304;2.72392;1
291.20802;52.23288;    -0.16303;2.72392;1
291.20978;52.23323;    -0.16303;2.72391;1
291.21154;52.23358;    -0.16302;2.72391;1
291.21330;52.23394;    -0.16300;2.72390;1
291.21506;52.23429;    -0.16298;2.72390;1
291.21682;52.23464;    -0.16296;2.72389;1
291.21858;52.23499;    -0.16294;2.72388;1
291.22034;52.23534;    -0.16292;2.72388;1
291.22210;52.23570;    -0.16290;2.72387;1
291.22385;52.23605;    -0.16288;2.72387;1
291.22561;52.23640;    -0.16286;2.72386;1
291.22737;52.23675;    -0.16285;2.72386;1
291.22913;52.23710;    -0.16283;2.72385;1
291.23089;52.23746;    -0.16283;2.72385;1
291.23265;52.23781;    -0.16282;2.72384;1
291.23441;52.23816;    -0.16281;2.72384;1
291.23617;52.23851;    -0.16280;2.72383;1
291.23793;52.23886;    -0.16279;2.72383;1
291.23969;52.23921;    -0.16278;2.72382;1
291.24145;52.23957;    -0.16277;2.72382;1
291.24320;52.23992;    -0.16276;2.72381;1
291.24496;52.24027;    -0.16275;2.72381;1
291.24672;52.24062;    -0.16274;2.72380;1
291.24848;52.24097;    -0.16273;2.72380;1
291.25024;52.24133;    -0.16273;2.72379;1
291.25200;52.24168;    -0.16272;2.72379;1
291.25376;52.24203;    -0.16271;2.72378;1
291.25552;52.24238;    -0.16271;2.72378;1
291.25728;52.24273;    -0.16270;2.72377;1
291.25904;52.24309;    -0.16269;2.72377;1
291.26080;52.24344;    -0.16267;2.72376;1
291.26256;52.24379;    -0.16264;2.72375;1
291.26432;52.24414;    -0.16261;2.72375;1
291.26608;52.24449;    -0.16258;2.72374;1
291.26784;52.24484;    -0.16255;2.72374;1
291.26960;52.24520;    -0.16253;2.72373;1
291.27135;52.24555;    -0.16251;2.72373;1
291.27311;52.24590;    -0.16250;2.72372;1
291.27487;52.24625;    -0.16248;2.72372;1
291.27663;52.24660;    -0.16246;2.72371;1
291.27839;52.24696;    -0.16243;2.72371;1
291.28015;52.24731;    -0.16240;2.72370;1
291.28191;52.24766;    -0.16236;2.72370;1
291.28366;52.24801;    -0.16232;2.72369;1
291.28542;52.24836;    -0.16228;2.72369;1
291.28718;52.24872;    -0.16224;2.72368;1
291.28894;52.24907;    -0.16222;2.72368;1
291.29070;52.24942;    -0.16220;2.72367;1
291.29246;52.24977;    -0.16219;2.72367;1
291.29421;52.25012;    -0.16220;2.72366;1
291.29597;52.25047;    -0.16222;2.72366;1
291.29773;52.25083;    -0.16224;2.72365;1
291.29948;52.25118;    -0.16226;2.72365;1
291.30124;52.25153;    -0.16228;2.72364;1
291.30300;52.25188;    -0.16228;2.72364;1
291.30476;52.25223;    -0.16227;2.72363;1
291.30652;52.25259;    -0.16224;2.72362;1
291.30828;52.25294;    -0.16222;2.72362;1
291.31004;52.25329;    -0.16220;2.72361;1
291.31180;52.25364;    -0.16218;2.72361;1
291.31355;52.25399;    -0.16218;2.72360;1
291.31531;52.25435;    -0.16218;2.72360;1
291.31707;52.25470;    -0.16219;2.72359;1
291.31882;52.25505;    -0.16220;2.72359;1
291.32058;52.25540;    -0.16221;2.72358;1
291.32234;52.25575;    -0.16222;2.72358;1
291.32409;52.25610;    -0.16223;2.72357;1
291.32585;52.25646;    -0.16224;2.72357;1
291.32761;52.25681;    -0.16224;2.72356;1
291.32937;52.25716;    -0.16223;2.72356;1
291.33113;52.25751;    -0.16221;2.72355;1
291.33289;52.25786;    -0.16219;2.72355;1
291.33465;52.25822;    -0.16216;2.72354;1
291.33641;52.25857;    -0.16213;2.72354;1
291.33817;52.25892;    -0.16209;2.72353;1
291.33993;52.25927;    -0.16205;2.72353;1
291.34169;52.25962;    -0.16201;2.72352;1
291.34345;52.25998;    -0.16198;2.72352;1
291.34521;52.26033;    -0.16195;2.72351;1
291.34697;52.26068;    -0.16193;2.72351;1
291.34872;52.26103;    -0.16191;2.72350;1
291.35048;52.26138;    -0.16189;2.72349;1
291.35224;52.26173;    -0.16189;2.72349;1
291.35400;52.26209;    -0.16188;2.72348;1
291.35576;52.26244;    -0.16188;2.72348;1
291.35751;52.26279;    -0.16187;2.72347;1
291.35927;52.26314;    -0.16186;2.72347;1
291.36103;52.26349;    -0.16183;2.72346;1
291.36279;52.26385;    -0.16180;2.72346;1
291.36454;52.26420;    -0.16175;2.72345;1
291.36630;52.26455;    -0.16170;2.72345;1
291.36806;52.26490;    -0.16164;2.72344;1
291.36982;52.26525;    -0.16158;2.72344;1
291.37157;52.26561;    -0.16153;2.72343;1
291.37333;52.26596;    -0.16147;2.72343;1
291.37509;52.26631;    -0.16142;2.72342;1
291.37685;52.26666;    -0.16136;2.72342;1
291.37861;52.26701;    -0.16132;2.72341;1
291.38036;52.26736;    -0.16127;2.72341;1
291.38212;52.26772;    -0.16124;2.72340;1
291.38388;52.26807;    -0.16121;2.72340;1
291.38564;52.26842;    -0.16118;2.72339;1
291.38740;52.26877;    -0.16117;2.72339;1
291.38916;52.26912;    -0.16116;2.72338;1
291.39092;52.26948;    -0.16115;2.72337;1
291.39268;52.26983;    -0.16115;2.72337;1
291.39444;52.27018;    -0.16114;2.72336;1
291.39619;52.27053;    -0.16113;2.72336;1
291.39795;52.27088;    -0.16112;2.72335;1
291.39971;52.27124;    -0.16111;2.72335;1
291.40147;52.27159;    -0.16110;2.72334;1
291.40323;52.27194;    -0.16110;2.72334;1
291.40498;52.27229;    -0.16110;2.72333;1
291.40674;52.27264;    -0.16110;2.72333;1
291.40850;52.27299;    -0.16110;2.72332;1
291.41025;52.27335;    -0.16110;2.72332;1
291.41201;52.27370;    -0.16109;2.72331;1
291.41377;52.27405;    -0.16107;2.72331;1
291.41553;52.27440;    -0.16105;2.72330;1
291.41729;52.27475;    -0.16103;2.72330;1
291.41905;52.27511;    -0.16101;2.72329;1
291.42081;52.27546;    -0.16098;2.72329;1
291.42257;52.27581;    -0.16095;2.72328;1
291.42432;52.27616;    -0.16092;2.72328;1
291.42608;52.27651;    -0.16090;2.72327;1
291.42784;52.27687;    -0.16087;2.72327;1
291.42960;52.27722;    -0.16084;2.72326;1
291.43136;52.27757;    -0.16081;2.72326;1
291.43312;52.27792;    -0.16078;2.72325;1
291.43487;52.27827;    -0.16075;2.72324;1
291.43663;52.27862;    -0.16073;2.72324;1
291.43839;52.27898;    -0.16072;2.72323;1
291.44015;52.27933;    -0.16070;2.72323;1
291.44191;52.27968;    -0.16068;2.72322;1
291.44366;52.28003;    -0.16066;2.72322;1
291.44542;52.28038;    -0.16064;2.72321;1
291.44718;52.28074;    -0.16061;2.72321;1
291.44894;52.28109;    -0.16058;2.72320;1
291.45070;52.28144;    -0.16055;2.72320;1
291.45246;52.28179;    -0.16052;2.72319;1
291.45421;52.28214;    -0.16050;2.72319;1
291.45597;52.28250;    -0.16048;2.72318;1
291.45773;52.28285;    -0.16047;2.72318;1
291.45949;52.28320;    -0.16045;2.72317;1
291.46125;52.28355;    -0.16043;2.72317;1
291.46301;52.28390;    -0.16042;2.72316;1
291.46477;52.28425;    -0.16040;2.72316;1
291.46653;52.28461;    -0.16038;2.72315;1
291.46829;52.28496;    -0.16036;2.72315;1
291.47005;52.28531;    -0.16034;2.72314;1
291.47181;52.28566;    -0.16031;2.72314;1
291.47356;52.28601;    -0.16029;2.72313;1
291.47532;52.28637;    -0.16026;2.72312;1
291.47708;52.28672;    -0.16022;2.72312;1
291.47884;52.28707;    -0.16018;2.72311;1
291.48060;52.28742;    -0.16014;2.72311;1
291.48236;52.28777;    -0.16010;2.72310;1
291.48412;52.28813;    -0.16007;2.72310;1
291.48587;52.28848;    -0.16004;2.72309;1
291.48763;52.28883;    -0.16003;2.72309;1
291.48939;52.28918;    -0.16002;2.72308;1
291.49115;52.28953;    -0.16001;2.72308;1
291.49290;52.28988;    -0.16001;2.72307;1
291.49466;52.29024;    -0.16000;2.72307;1
291.49642;52.29059;    -0.16000;2.72306;1
291.49818;52.29094;    -0.16000;2.72306;1
291.49994;52.29129;    -0.16000;2.72305;1
291.50170;52.29164;    -0.16001;2.72305;1
291.50346;52.29200;    -0.16002;2.72304;1
291.50522;52.29235;    -0.16004;2.72304;1
291.50698;52.29270;    -0.16006;2.72303;1
291.50873;52.29305;    -0.16008;2.72303;1
291.51049;52.29340;    -0.16010;2.72302;1
291.51225;52.29376;    -0.16010;2.72302;1
291.51401;52.29411;    -0.16010;2.72301;1
291.51577;52.29446;    -0.16010;2.72301;1
291.51753;52.29481;    -0.16010;2.72300;1
291.51929;52.29516;    -0.16009;2.72299;1
291.52105;52.29551;    -0.16010;2.72299;1
291.52281;52.29587;    -0.16009;2.72298;1
291.52457;52.29622;    -0.16008;2.72298;1
291.52632;52.29657;    -0.16006;2.72297;1
291.52808;52.29692;    -0.16002;2.72297;1
291.52984;52.29727;    -0.15997;2.72296;1
291.53160;52.29763;    -0.15991;2.72296;1
291.53336;52.29798;    -0.15985;2.72295;1
291.53512;52.29833;    -0.15979;2.72295;1
291.53688;52.29868;    -0.15974;2.72294;1
291.53864;52.29903;    -0.15970;2.72294;1
291.54040;52.29939;    -0.15967;2.72293;1
291.54216;52.29974;    -0.15964;2.72293;1
291.54392;52.30009;    -0.15960;2.72292;1
291.54569;52.30044;    -0.15957;2.72292;1
291.54745;52.30079;    -0.15953;2.72291;1
291.54921;52.30114;    -0.15949;2.72291;1
291.55097;52.30150;    -0.15946;2.72290;1
291.55273;52.30185;    -0.15942;2.72290;1
291.55449;52.30220;    -0.15939;2.72289;1
291.55625;52.30255;    -0.15936;2.72289;1
291.55801;52.30290;    -0.15935;2.72288;1
291.55977;52.30326;    -0.15935;2.72287;1
291.56153;52.30361;    -0.15936;2.72287;1
291.56329;52.30396;    -0.15940;2.72286;1
291.56505;52.30431;    -0.15944;2.72286;1
291.56680;52.30466;    -0.15948;2.72285;1
291.56856;52.30502;    -0.15953;2.72285;1
291.57032;52.30537;    -0.15957;2.72284;1
291.57208;52.30572;    -0.15961;2.72284;1
291.57384;52.30607;    -0.15964;2.72283;1
291.57560;52.30642;    -0.15965;2.72283;1
291.57736;52.30677;    -0.15966;2.72282;1
291.57912;52.30713;    -0.15964;2.72282;1
291.58088;52.30748;    -0.15962;2.72281;1
291.58264;52.30783;    -0.15959;2.72281;1
291.58440;52.30818;    -0.15955;2.72280;1
291.58616;52.30853;    -0.15950;2.72280;1
291.58792;52.30889;    -0.15945;2.72279;1
291.58967;52.30924;    -0.15940;2.72279;1
291.59143;52.30959;    -0.15936;2.72278;1
291.59319;52.30994;    -0.15931;2.72278;1
291.59495;52.31029;    -0.15928;2.72277;1
291.59671;52.31065;    -0.15924;2.72277;1
291.59847;52.31100;    -0.15920;2.72276;1
291.60023;52.31135;    -0.15917;2.72275;1
291.60199;52.31170;    -0.15913;2.72275;1
291.60375;52.31205;    -0.15908;2.72274;1
291.60551;52.31240;    -0.15904;2.72274;1
291.60727;52.31276;    -0.15899;2.72273;1
291.60903;52.31311;    -0.15894;2.72273;1
291.61079;52.31346;    -0.15890;2.72272;1
291.61254;52.31381;    -0.15886;2.72272;1
291.61430;52.31416;    -0.15884;2.72271;1
291.61606;52.31452;    -0.15882;2.72271;1
291.61782;52.31487;    -0.15882;2.72270;1
291.61958;52.31522;    -0.15884;2.72270;1
291.62134;52.31557;    -0.15886;2.72269;1
291.62310;52.31592;    -0.15889;2.72269;1
291.62486;52.31628;    -0.15893;2.72268;1
291.62662;52.31663;    -0.15896;2.72268;1
291.62838;52.31698;    -0.15897;2.72267;1
291.63014;52.31733;    -0.15898;2.72267;1
291.63190;52.31768;    -0.15898;2.72266;1
291.63365;52.31803;    -0.15897;2.72266;1
291.63541;52.31839;    -0.15895;2.72265;1
291.63717;52.31874;    -0.15894;2.72265;1
291.63893;52.31909;    -0.15891;2.72264;1
291.64069;52.31944;    -0.15888;2.72264;1
291.64245;52.31979;    -0.15885;2.72263;1
291.64421;52.32015;    -0.15881;2.72262;1
291.64597;52.32050;    -0.15877;2.72262;1
291.64773;52.32085;    -0.15872;2.72261;1
291.64949;52.32120;    -0.15867;2.72261;1
291.65125;52.32155;    -0.15862;2.72260;1
291.65300;52.32191;    -0.15858;2.72260;1
291.65476;52.32226;    -0.15853;2.72259;1
291.65652;52.32261;    -0.15850;2.72259;1
291.65827;52.32296;    -0.15846;2.72258;1
291.66003;52.32331;    -0.15843;2.72258;1
291.66179;52.32366;    -0.15841;2.72257;1
291.66355;52.32402;    -0.15839;2.72257;1
291.66531;52.32437;    -0.15839;2.72256;1
291.66706;52.32472;    -0.15838;2.72256;1
291.66882;52.32507;    -0.15839;2.72255;1
291.67058;52.32542;    -0.15840;2.72255;1
291.67234;52.32578;    -0.15842;2.72254;1
291.67410;52.32613;    -0.15843;2.72254;1
291.67586;52.32648;    -0.15844;2.72253;1
291.67762;52.32683;    -0.15843;2.72253;1
291.67938;52.32718;    -0.15840;2.72252;1
291.68113;52.32754;    -0.15836;2.72252;1
291.68289;52.32789;    -0.15832;2.72251;1
291.68465;52.32824;    -0.15827;2.72250;1
291.68641;52.32859;    -0.15822;2.72250;1
291.68817;52.32894;    -0.15817;2.72249;1
291.68993;52.32929;    -0.15812;2.72249;1
291.69169;52.32965;    -0.15808;2.72248;1
291.69345;52.33000;    -0.15804;2.72248;1
291.69520;52.33035;    -0.15801;2.72247;1
291.69696;52.33070;    -0.15798;2.72247;1
291.69872;52.33105;    -0.15795;2.72246;1
291.70048;52.33141;    -0.15793;2.72246;1
291.70224;52.33176;    -0.15790;2.72245;1
291.70400;52.33211;    -0.15787;2.72245;1
291.70575;52.33246;    -0.15783;2.72244;1
291.70751;52.33281;    -0.15779;2.72244;1
291.70927;52.33317;    -0.15775;2.72243;1
291.71103;52.33352;    -0.15771;2.72243;1
291.71279;52.33387;    -0.15767;2.72242;1
291.71455;52.33422;    -0.15764;2.72242;1
291.71631;52.33457;    -0.15760;2.72241;1
291.71806;52.33492;    -0.15756;2.72241;1
291.71982;52.33528;    -0.15753;2.72240;1
291.72159;52.33563;    -0.15749;2.72239;1
291.72335;52.33598;    -0.15745;2.72239;1
291.72511;52.33633;    -0.15741;2.72238;1
291.72686;52.33668;    -0.15738;2.72238;1
291.72862;52.33704;    -0.15735;2.72237;1
291.73038;52.33739;    -0.15732;2.72237;1
291.73214;52.33774;    -0.15730;2.72236;1
291.73389;52.33809;    -0.15727;2.72236;1
291.73565;52.33844;    -0.15724;2.72235;1
291.73741;52.33880;    -0.15721;2.72235;1
291.73917;52.33915;    -0.15717;2.72234;1
291.74093;52.33950;    -0.15713;2.72234;1
291.74268;52.33985;    -0.15709;2.72233;1
291.74444;52.34020;    -0.15705;2.72233;1
291.74620;52.34055;    -0.15700;2.72232;1
291.74796;52.34091;    -0.15696;2.72232;1
291.74972;52.34126;    -0.15691;2.72231;1
291.75148;52.34161;    -0.15686;2.72231;1
291.75323;52.34196;    -0.15682;2.72230;1
291.75499;52.34231;    -0.15678;2.72230;1
291.75675;52.34267;    -0.15674;2.72229;1
291.75851;52.34302;    -0.15671;2.72229;1
291.76027;52.34337;    -0.15668;2.72228;1
291.76203;52.34372;    -0.15666;2.72227;1
291.76379;52.34407;    -0.15664;2.72227;1
291.76555;52.34443;    -0.15662;2.72226;1
291.76731;52.34478;    -0.15661;2.72226;1
291.76907;52.34513;    -0.15659;2.72225;1
291.77082;52.34548;    -0.15656;2.72225;1
291.77258;52.34583;    -0.15654;2.72224;1
291.77434;52.34618;    -0.15651;2.72224;1
291.77610;52.34654;    -0.15648;2.72223;1
291.77786;52.34689;    -0.15644;2.72223;1
291.77962;52.34724;    -0.15640;2.72222;1
291.78138;52.34759;    -0.15637;2.72222;1
291.78314;52.34794;    -0.15635;2.72221;1
291.78490;52.34830;    -0.15633;2.72221;1
291.78666;52.34865;    -0.15633;2.72220;1
291.78842;52.34900;    -0.15634;2.72220;1
291.79017;52.34935;    -0.15635;2.72219;1
291.79193;52.34970;    -0.15636;2.72219;1
291.79369;52.35006;    -0.15638;2.72218;1
291.79545;52.35041;    -0.15638;2.72218;1
291.79720;52.35076;    -0.15638;2.72217;1
291.79896;52.35111;    -0.15638;2.72217;1
291.80072;52.35146;    -0.15638;2.72216;1
291.80248;52.35181;    -0.15637;2.72216;1
291.80424;52.35217;    -0.15637;2.72215;1
291.80600;52.35252;    -0.15636;2.72214;1
291.80776;52.35287;    -0.15635;2.72214;1
291.80952;52.35322;    -0.15634;2.72213;1
291.81128;52.35357;    -0.15632;2.72213;1
291.81304;52.35393;    -0.15629;2.72212;1
291.81480;52.35428;    -0.15626;2.72212;1
291.81656;52.35463;    -0.15623;2.72211;1
291.81832;52.35498;    -0.15620;2.72211;1
291.82008;52.35533;    -0.15618;2.72210;1
291.82184;52.35569;    -0.15616;2.72210;1
291.82360;52.35604;    -0.15616;2.72209;1
291.82536;52.35639;    -0.15615;2.72209;1
291.82712;52.35674;    -0.15616;2.72208;1
291.82888;52.35709;    -0.15617;2.72208;1
291.83064;52.35744;    -0.15618;2.72207;1
291.83240;52.35780;    -0.15619;2.72207;1
291.83416;52.35815;    -0.15620;2.72206;1
291.83592;52.35850;    -0.15620;2.72206;1
291.83767;52.35885;    -0.15619;2.72205;1
291.83943;52.35920;    -0.15617;2.72205;1
291.84119;52.35956;    -0.15614;2.72204;1
291.84295;52.35991;    -0.15612;2.72203;1
291.84471;52.36026;    -0.15609;2.72203;1
291.84647;52.36061;    -0.15607;2.72202;1
291.84823;52.36096;    -0.15604;2.72202;1
291.84998;52.36132;    -0.15601;2.72201;1
291.85174;52.36167;    -0.15598;2.72201;1
291.85350;52.36202;    -0.15595;2.72200;1
291.85526;52.36237;    -0.15591;2.72200;1
