#EXPORTTYPE:DATA SINGLE
#FILE:M-TBA_m=6.40Ï„_30-590-20 C_5Kmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:01
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:22.04.2025 14:17
#CORR. FILE:
#TEMPCAL:13.02.2020_concavus.ngb-td7
#SENSITIVITY:24.09.2020_sensitivity.ngb-ed7
#LABORATORY:
#OPERATOR:
#REMARK:ÚË„ÂÎ¸:  m=23.60 Ï„  Á‡ÔÂÒÒÓ‚‡Ì
#SAMPLE:M-TBA
#SAMPLE MASS /mg:6.40
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:30∞C/5,0(K/min)/590∞C/5,0(K/min)/20∞C/
#SEGMENT:S1/2
#SEG. 1:30∞C/5,0(K/min)/590∞C
#SEG. 2:590∞C/5,0(K/min)/20∞C

##Temp./∞C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
283.47244;50.68569;    -0.19697;2.74622;1
283.47420;50.68604;    -0.19697;2.74621;1
283.47596;50.68639;    -0.19697;2.74621;1
283.47772;50.68674;    -0.19696;2.74620;1
283.47948;50.68709;    -0.19695;2.74620;1
283.48124;50.68745;    -0.19693;2.74619;1
283.48300;50.68780;    -0.19690;2.74619;1
283.48476;50.68815;    -0.19686;2.74618;1
283.48651;50.68850;    -0.19681;2.74618;1
283.48827;50.68885;    -0.19676;2.74617;1
283.49003;50.68921;    -0.19670;2.74617;1
283.49179;50.68956;    -0.19664;2.74616;1
283.49355;50.68991;    -0.19659;2.74616;1
283.49531;50.69026;    -0.19655;2.74615;1
283.49707;50.69061;    -0.19652;2.74615;1
283.49882;50.69096;    -0.19650;2.74614;1
283.50058;50.69132;    -0.19649;2.74614;1
283.50234;50.69167;    -0.19649;2.74613;1
283.50410;50.69202;    -0.19650;2.74613;1
283.50586;50.69237;    -0.19651;2.74612;1
283.50762;50.69272;    -0.19652;2.74612;1
283.50938;50.69308;    -0.19653;2.74611;1
283.51113;50.69343;    -0.19653;2.74611;1
283.51289;50.69378;    -0.19652;2.74610;1
283.51465;50.69413;    -0.19650;2.74610;1
283.51641;50.69448;    -0.19648;2.74609;1
283.51817;50.69484;    -0.19646;2.74609;1
283.51993;50.69519;    -0.19644;2.74608;1
283.52170;50.69554;    -0.19642;2.74608;1
283.52346;50.69589;    -0.19641;2.74607;1
283.52522;50.69624;    -0.19642;2.74607;1
283.52698;50.69659;    -0.19644;2.74606;1
283.52874;50.69695;    -0.19649;2.74606;1
283.53050;50.69730;    -0.19655;2.74605;1
283.53226;50.69765;    -0.19662;2.74605;1
283.53401;50.69800;    -0.19669;2.74604;1
283.53577;50.69835;    -0.19676;2.74604;1
283.53753;50.69871;    -0.19681;2.74603;1
283.53929;50.69906;    -0.19685;2.74603;1
283.54105;50.69941;    -0.19688;2.74602;1
283.54281;50.69976;    -0.19691;2.74602;1
283.54457;50.70011;    -0.19693;2.74601;1
283.54633;50.70047;    -0.19696;2.74601;1
283.54809;50.70082;    -0.19697;2.74600;1
283.54984;50.70117;    -0.19698;2.74600;1
283.55160;50.70152;    -0.19698;2.74599;1
283.55336;50.70187;    -0.19696;2.74599;1
283.55512;50.70222;    -0.19692;2.74598;1
283.55688;50.70258;    -0.19688;2.74598;1
283.55863;50.70293;    -0.19684;2.74597;1
283.56039;50.70328;    -0.19680;2.74597;1
283.56215;50.70363;    -0.19677;2.74596;1
283.56391;50.70398;    -0.19674;2.74596;1
283.56567;50.70434;    -0.19672;2.74595;1
283.56743;50.70469;    -0.19669;2.74595;1
283.56919;50.70504;    -0.19666;2.74595;1
283.57095;50.70539;    -0.19662;2.74594;1
283.57271;50.70574;    -0.19658;2.74594;1
283.57447;50.70610;    -0.19654;2.74593;1
283.57623;50.70645;    -0.19651;2.74593;1
283.57799;50.70680;    -0.19649;2.74592;1
283.57975;50.70715;    -0.19649;2.74592;1
283.58151;50.70750;    -0.19650;2.74591;1
283.58327;50.70785;    -0.19651;2.74591;1
283.58502;50.70821;    -0.19653;2.74590;1
283.58678;50.70856;    -0.19654;2.74590;1
283.58854;50.70891;    -0.19655;2.74589;1
283.59030;50.70926;    -0.19655;2.74589;1
283.59206;50.70961;    -0.19654;2.74588;1
283.59382;50.70997;    -0.19654;2.74588;1
283.59558;50.71032;    -0.19653;2.74587;1
283.59734;50.71067;    -0.19652;2.74587;1
283.59910;50.71102;    -0.19652;2.74586;1
283.60086;50.71137;    -0.19653;2.74586;1
283.60261;50.71173;    -0.19654;2.74585;1
283.60437;50.71208;    -0.19656;2.74585;1
283.60613;50.71243;    -0.19659;2.74584;1
283.60789;50.71278;    -0.19662;2.74584;1
283.60965;50.71313;    -0.19665;2.74583;1
283.61141;50.71348;    -0.19668;2.74583;1
283.61316;50.71384;    -0.19669;2.74582;1
283.61492;50.71419;    -0.19670;2.74582;1
283.61668;50.71454;    -0.19671;2.74581;1
283.61844;50.71489;    -0.19671;2.74581;1
283.62020;50.71524;    -0.19671;2.74580;1
283.62195;50.71560;    -0.19671;2.74580;1
283.62371;50.71595;    -0.19671;2.74579;1
283.62547;50.71630;    -0.19671;2.74579;1
283.62723;50.71665;    -0.19671;2.74578;1
283.62899;50.71700;    -0.19672;2.74578;1
283.63075;50.71736;    -0.19673;2.74577;1
283.63250;50.71771;    -0.19674;2.74577;1
283.63426;50.71806;    -0.19675;2.74576;1
283.63602;50.71841;    -0.19676;2.74576;1
283.63778;50.71876;    -0.19676;2.74575;1
283.63953;50.71911;    -0.19676;2.74575;1
283.64129;50.71947;    -0.19676;2.74574;1
283.64305;50.71982;    -0.19676;2.74574;1
283.64480;50.72017;    -0.19676;2.74573;1
283.64656;50.72052;    -0.19676;2.74573;1
283.64832;50.72087;    -0.19677;2.74572;1
283.65007;50.72123;    -0.19678;2.74572;1
283.65183;50.72158;    -0.19679;2.74571;1
283.65359;50.72193;    -0.19681;2.74571;1
283.65535;50.72228;    -0.19683;2.74570;1
283.65711;50.72263;    -0.19686;2.74570;1
283.65886;50.72299;    -0.19687;2.74569;1
283.66062;50.72334;    -0.19689;2.74569;1
283.66238;50.72369;    -0.19689;2.74568;1
283.66414;50.72404;    -0.19689;2.74568;1
283.66590;50.72439;    -0.19689;2.74567;1
283.66766;50.72474;    -0.19689;2.74567;1
283.66941;50.72510;    -0.19689;2.74566;1
283.67117;50.72545;    -0.19689;2.74566;1
283.67293;50.72580;    -0.19689;2.74565;1
283.67469;50.72615;    -0.19689;2.74565;1
283.67645;50.72650;    -0.19689;2.74564;1
283.67821;50.72686;    -0.19688;2.74564;1
283.67997;50.72721;    -0.19687;2.74563;1
283.68173;50.72756;    -0.19685;2.74563;1
283.68348;50.72791;    -0.19683;2.74562;1
283.68524;50.72826;    -0.19681;2.74562;1
283.68700;50.72862;    -0.19678;2.74561;1
283.68876;50.72897;    -0.19674;2.74561;1
283.69052;50.72932;    -0.19671;2.74560;1
283.69227;50.72967;    -0.19669;2.74560;1
283.69403;50.73002;    -0.19667;2.74559;1
283.69579;50.73037;    -0.19666;2.74559;1
283.69755;50.73073;    -0.19666;2.74558;1
283.69931;50.73108;    -0.19666;2.74558;1
283.70107;50.73143;    -0.19667;2.74557;1
283.70282;50.73178;    -0.19667;2.74557;1
283.70458;50.73213;    -0.19667;2.74556;1
283.70634;50.73249;    -0.19667;2.74556;1
283.70810;50.73284;    -0.19667;2.74555;1
283.70985;50.73319;    -0.19667;2.74555;1
283.71161;50.73354;    -0.19667;2.74554;1
283.71337;50.73389;    -0.19667;2.74554;1
283.71512;50.73425;    -0.19667;2.74553;1
283.71688;50.73460;    -0.19667;2.74553;1
283.71864;50.73495;    -0.19667;2.74552;1
283.72040;50.73530;    -0.19667;2.74552;1
283.72215;50.73565;    -0.19667;2.74551;1
283.72391;50.73600;    -0.19667;2.74551;1
283.72567;50.73636;    -0.19667;2.74551;1
283.72743;50.73671;    -0.19667;2.74550;1
283.72918;50.73706;    -0.19667;2.74549;1
283.73094;50.73741;    -0.19667;2.74549;1
283.73270;50.73776;    -0.19666;2.74549;1
283.73446;50.73812;    -0.19665;2.74548;1
283.73621;50.73847;    -0.19662;2.74548;1
283.73797;50.73882;    -0.19657;2.74547;1
283.73973;50.73917;    -0.19653;2.74547;1
283.74149;50.73952;    -0.19648;2.74546;1
283.74325;50.73988;    -0.19643;2.74546;1
283.74500;50.74023;    -0.19639;2.74545;1
283.74676;50.74058;    -0.19635;2.74545;1
283.74852;50.74093;    -0.19633;2.74544;1
283.75028;50.74128;    -0.19632;2.74544;1
283.75204;50.74163;    -0.19632;2.74543;1
283.75380;50.74199;    -0.19634;2.74543;1
283.75555;50.74234;    -0.19636;2.74542;1
283.75731;50.74269;    -0.19639;2.74542;1
283.75907;50.74304;    -0.19643;2.74541;1
283.76083;50.74339;    -0.19646;2.74541;1
283.76259;50.74375;    -0.19649;2.74540;1
283.76434;50.74410;    -0.19652;2.74540;1
283.76610;50.74445;    -0.19655;2.74539;1
283.76786;50.74480;    -0.19657;2.74539;1
283.76962;50.74515;    -0.19659;2.74538;1
283.77137;50.74551;    -0.19661;2.74538;1
283.77313;50.74586;    -0.19662;2.74537;1
283.77489;50.74621;    -0.19663;2.74537;1
283.77665;50.74656;    -0.19663;2.74536;1
283.77841;50.74691;    -0.19663;2.74536;1
283.78017;50.74726;    -0.19662;2.74535;1
283.78193;50.74762;    -0.19661;2.74535;1
283.78368;50.74797;    -0.19660;2.74534;1
283.78544;50.74832;    -0.19659;2.74534;1
283.78720;50.74867;    -0.19658;2.74533;1
283.78896;50.74902;    -0.19657;2.74533;1
283.79072;50.74938;    -0.19657;2.74532;1
283.79248;50.74973;    -0.19656;2.74532;1
283.79424;50.75008;    -0.19654;2.74531;1
283.79600;50.75043;    -0.19651;2.74531;1
283.79776;50.75078;    -0.19649;2.74530;1
283.79952;50.75114;    -0.19646;2.74530;1
283.80128;50.75149;    -0.19643;2.74529;1
283.80304;50.75184;    -0.19640;2.74529;1
283.80480;50.75219;    -0.19638;2.74528;1
283.80655;50.75254;    -0.19637;2.74528;1
283.80831;50.75289;    -0.19637;2.74527;1
283.81007;50.75325;    -0.19637;2.74527;1
283.81182;50.75360;    -0.19638;2.74526;1
283.81358;50.75395;    -0.19639;2.74526;1
283.81534;50.75430;    -0.19641;2.74525;1
283.81710;50.75465;    -0.19643;2.74525;1
283.81886;50.75501;    -0.19646;2.74524;1
283.82062;50.75536;    -0.19648;2.74524;1
283.82238;50.75571;    -0.19651;2.74523;1
283.82414;50.75606;    -0.19653;2.74523;1
283.82590;50.75641;    -0.19654;2.74522;1
283.82766;50.75677;    -0.19655;2.74522;1
283.82942;50.75712;    -0.19654;2.74521;1
283.83117;50.75747;    -0.19653;2.74521;1
283.83293;50.75782;    -0.19652;2.74520;1
283.83469;50.75817;    -0.19651;2.74520;1
283.83645;50.75852;    -0.19650;2.74519;1
283.83821;50.75888;    -0.19648;2.74519;1
283.83996;50.75923;    -0.19647;2.74518;1
283.84172;50.75958;    -0.19645;2.74518;1
283.84348;50.75993;    -0.19642;2.74517;1
283.84524;50.76028;    -0.19638;2.74517;1
283.84700;50.76064;    -0.19633;2.74516;1
283.84876;50.76099;    -0.19628;2.74516;1
283.85052;50.76134;    -0.19623;2.74515;1
283.85228;50.76169;    -0.19620;2.74515;1
283.85404;50.76204;    -0.19617;2.74514;1
283.85580;50.76240;    -0.19616;2.74514;1
283.85756;50.76275;    -0.19616;2.74513;1
283.85932;50.76310;    -0.19616;2.74513;1
283.86108;50.76345;    -0.19615;2.74512;1
283.86284;50.76380;    -0.19615;2.74512;1
283.86460;50.76415;    -0.19615;2.74511;1
283.86636;50.76451;    -0.19615;2.74511;1
283.86812;50.76486;    -0.19615;2.74510;1
283.86988;50.76521;    -0.19617;2.74510;1
283.87164;50.76556;    -0.19619;2.74509;1
283.87340;50.76591;    -0.19621;2.74509;1
283.87516;50.76627;    -0.19623;2.74508;1
283.87692;50.76662;    -0.19624;2.74508;1
283.87868;50.76697;    -0.19624;2.74507;1
283.88043;50.76732;    -0.19624;2.74507;1
283.88219;50.76767;    -0.19623;2.74506;1
283.88395;50.76803;    -0.19623;2.74506;1
283.88571;50.76838;    -0.19625;2.74505;1
283.88747;50.76873;    -0.19628;2.74505;1
283.88923;50.76908;    -0.19632;2.74504;1
283.89099;50.76943;    -0.19637;2.74504;1
283.89274;50.76978;    -0.19643;2.74503;1
283.89450;50.77014;    -0.19648;2.74503;1
283.89626;50.77049;    -0.19652;2.74502;1
283.89802;50.77084;    -0.19656;2.74502;1
283.89978;50.77119;    -0.19658;2.74501;1
283.90154;50.77154;    -0.19659;2.74501;1
283.90330;50.77190;    -0.19659;2.74500;1
283.90506;50.77225;    -0.19657;2.74500;1
283.90681;50.77260;    -0.19655;2.74500;1
283.90857;50.77295;    -0.19653;2.74499;1
283.91033;50.77330;    -0.19651;2.74499;1
283.91209;50.77366;    -0.19649;2.74498;1
283.91385;50.77401;    -0.19649;2.74498;1
283.91560;50.77436;    -0.19649;2.74497;1
283.91736;50.77471;    -0.19650;2.74497;1
283.91912;50.77506;    -0.19651;2.74496;1
283.92088;50.77541;    -0.19652;2.74496;1
283.92264;50.77577;    -0.19653;2.74495;1
283.92440;50.77612;    -0.19654;2.74495;1
283.92616;50.77647;    -0.19654;2.74494;1
283.92792;50.77682;    -0.19655;2.74494;1
283.92967;50.77717;    -0.19655;2.74493;1
283.93143;50.77753;    -0.19656;2.74493;1
283.93319;50.77788;    -0.19655;2.74492;1
283.93495;50.77823;    -0.19655;2.74492;1
283.93671;50.77858;    -0.19654;2.74491;1
283.93847;50.77893;    -0.19654;2.74491;1
283.94022;50.77929;    -0.19653;2.74490;1
283.94198;50.77964;    -0.19652;2.74490;1
283.94374;50.77999;    -0.19651;2.74489;1
283.94550;50.78034;    -0.19650;2.74489;1
283.94726;50.78069;    -0.19648;2.74488;1
283.94901;50.78104;    -0.19647;2.74488;1
283.95077;50.78140;    -0.19644;2.74487;1
283.95253;50.78175;    -0.19641;2.74487;1
283.95429;50.78210;    -0.19637;2.74486;1
283.95605;50.78245;    -0.19633;2.74486;1
283.95781;50.78280;    -0.19629;2.74485;1
283.95957;50.78316;    -0.19626;2.74485;1
283.96133;50.78351;    -0.19624;2.74484;1
283.96308;50.78386;    -0.19623;2.74484;1
283.96484;50.78421;    -0.19623;2.74483;1
283.96660;50.78456;    -0.19624;2.74483;1
283.96836;50.78492;    -0.19625;2.74482;1
283.97012;50.78527;    -0.19625;2.74482;1
283.97187;50.78562;    -0.19624;2.74481;1
283.97363;50.78597;    -0.19623;2.74481;1
283.97539;50.78632;    -0.19622;2.74480;1
283.97715;50.78667;    -0.19620;2.74480;1
283.97891;50.78703;    -0.19618;2.74479;1
283.98067;50.78738;    -0.19616;2.74479;1
283.98243;50.78773;    -0.19615;2.74478;1
283.98419;50.78808;    -0.19613;2.74478;1
283.98595;50.78843;    -0.19611;2.74477;1
283.98770;50.78879;    -0.19610;2.74477;1
283.98946;50.78914;    -0.19609;2.74476;1
283.99122;50.78949;    -0.19608;2.74476;1
283.99298;50.78984;    -0.19608;2.74475;1
283.99474;50.79019;    -0.19607;2.74475;1
283.99649;50.79055;    -0.19606;2.74474;1
283.99825;50.79090;    -0.19605;2.74474;1
284.00001;50.79125;    -0.19604;2.74473;1
284.00177;50.79160;    -0.19603;2.74473;1
284.00353;50.79195;    -0.19602;2.74472;1
284.00529;50.79230;    -0.19601;2.74472;1
284.00704;50.79266;    -0.19600;2.74471;1
284.00880;50.79301;    -0.19599;2.74471;1
284.01056;50.79336;    -0.19599;2.74470;1
284.01232;50.79371;    -0.19599;2.74470;1
284.01408;50.79406;    -0.19600;2.74469;1
284.01584;50.79442;    -0.19601;2.74469;1
284.01759;50.79477;    -0.19602;2.74468;1
284.01935;50.79512;    -0.19604;2.74468;1
284.02111;50.79547;    -0.19605;2.74467;1
284.02287;50.79582;    -0.19606;2.74467;1
284.02463;50.79618;    -0.19607;2.74466;1
284.02638;50.79653;    -0.19608;2.74466;1
284.02814;50.79688;    -0.19607;2.74465;1
284.02990;50.79723;    -0.19606;2.74465;1
284.03166;50.79758;    -0.19605;2.74464;1
284.03342;50.79793;    -0.19604;2.74464;1
284.03518;50.79829;    -0.19603;2.74463;1
284.03694;50.79864;    -0.19603;2.74463;1
284.03870;50.79899;    -0.19604;2.74462;1
284.04046;50.79934;    -0.19606;2.74462;1
284.04222;50.79969;    -0.19607;2.74461;1
284.04397;50.80005;    -0.19608;2.74461;1
284.04573;50.80040;    -0.19608;2.74460;1
284.04749;50.80075;    -0.19607;2.74460;1
284.04925;50.80110;    -0.19606;2.74459;1
284.05101;50.80145;    -0.19604;2.74459;1
284.05277;50.80181;    -0.19602;2.74458;1
284.05453;50.80216;    -0.19600;2.74458;1
284.05629;50.80251;    -0.19598;2.74457;1
284.05805;50.80286;    -0.19597;2.74457;1
284.05981;50.80321;    -0.19595;2.74456;1
284.06157;50.80356;    -0.19594;2.74456;1
284.06333;50.80392;    -0.19593;2.74455;1
284.06509;50.80427;    -0.19592;2.74455;1
284.06685;50.80462;    -0.19591;2.74454;1
284.06861;50.80497;    -0.19590;2.74454;1
284.07037;50.80532;    -0.19589;2.74453;1
284.07213;50.80568;    -0.19588;2.74453;1
284.07389;50.80603;    -0.19586;2.74452;1
284.07565;50.80638;    -0.19586;2.74452;1
284.07741;50.80673;    -0.19586;2.74451;1
284.07917;50.80708;    -0.19587;2.74451;1
284.08093;50.80744;    -0.19589;2.74450;1
284.08268;50.80779;    -0.19592;2.74450;1
284.08444;50.80814;    -0.19594;2.74449;1
284.08620;50.80849;    -0.19595;2.74449;1
284.08796;50.80884;    -0.19596;2.74448;1
284.08972;50.80919;    -0.19595;2.74448;1
284.09148;50.80955;    -0.19594;2.74447;1
284.09323;50.80990;    -0.19591;2.74447;1
284.09499;50.81025;    -0.19588;2.74446;1
284.09675;50.81060;    -0.19583;2.74446;1
284.09851;50.81095;    -0.19578;2.74445;1
284.10027;50.81131;    -0.19573;2.74445;1
284.10203;50.81166;    -0.19569;2.74444;1
284.10379;50.81201;    -0.19565;2.74444;1
284.10555;50.81236;    -0.19562;2.74443;1
284.10731;50.81271;    -0.19559;2.74443;1
284.10906;50.81307;    -0.19557;2.74442;1
284.11082;50.81342;    -0.19555;2.74442;1
284.11258;50.81377;    -0.19554;2.74442;1
284.11434;50.81412;    -0.19552;2.74441;1
284.11610;50.81447;    -0.19552;2.74440;1
284.11786;50.81482;    -0.19551;2.74440;1
284.11962;50.81518;    -0.19552;2.74440;1
284.12138;50.81553;    -0.19552;2.74439;1
284.12314;50.81588;    -0.19553;2.74439;1
284.12489;50.81623;    -0.19554;2.74438;1
284.12665;50.81658;    -0.19555;2.74438;1
284.12841;50.81694;    -0.19556;2.74437;1
284.13017;50.81729;    -0.19557;2.74437;1
284.13193;50.81764;    -0.19557;2.74436;1
284.13369;50.81799;    -0.19556;2.74436;1
284.13545;50.81834;    -0.19556;2.74435;1
284.13721;50.81870;    -0.19555;2.74435;1
284.13897;50.81905;    -0.19554;2.74434;1
284.14072;50.81940;    -0.19553;2.74434;1
284.14248;50.81975;    -0.19552;2.74433;1
284.14424;50.82010;    -0.19551;2.74433;1
284.14600;50.82045;    -0.19550;2.74432;1
284.14776;50.82081;    -0.19549;2.74432;1
284.14952;50.82116;    -0.19548;2.74431;1
284.15128;50.82151;    -0.19548;2.74431;1
284.15303;50.82186;    -0.19547;2.74430;1
284.15479;50.82221;    -0.19545;2.74430;1
284.15655;50.82257;    -0.19544;2.74429;1
284.15831;50.82292;    -0.19544;2.74429;1
284.16007;50.82327;    -0.19543;2.74428;1
284.16182;50.82362;    -0.19542;2.74428;1
284.16358;50.82397;    -0.19542;2.74427;1
284.16534;50.82433;    -0.19542;2.74427;1
284.16710;50.82468;    -0.19543;2.74426;1
284.16886;50.82503;    -0.19543;2.74426;1
284.17062;50.82538;    -0.19543;2.74425;1
284.17237;50.82573;    -0.19543;2.74425;1
284.17413;50.82608;    -0.19543;2.74424;1
284.17589;50.82644;    -0.19543;2.74424;1
284.17765;50.82679;    -0.19543;2.74423;1
284.17941;50.82714;    -0.19543;2.74423;1
284.18116;50.82749;    -0.19543;2.74422;1
284.18292;50.82784;    -0.19543;2.74422;1
284.18468;50.82820;    -0.19543;2.74421;1
284.18643;50.82855;    -0.19543;2.74421;1
284.18819;50.82890;    -0.19543;2.74420;1
284.18995;50.82925;    -0.19543;2.74420;1
284.19171;50.82960;    -0.19543;2.74419;1
284.19347;50.82996;    -0.19543;2.74419;1
284.19523;50.83031;    -0.19542;2.74418;1
284.19699;50.83066;    -0.19542;2.74418;1
284.19875;50.83101;    -0.19541;2.74417;1
284.20050;50.83136;    -0.19542;2.74417;1
284.20226;50.83171;    -0.19543;2.74416;1
284.20402;50.83207;    -0.19546;2.74416;1
284.20578;50.83242;    -0.19549;2.74415;1
284.20754;50.83277;    -0.19552;2.74415;1
284.20930;50.83312;    -0.19555;2.74414;1
284.21105;50.83347;    -0.19556;2.74414;1
284.21281;50.83383;    -0.19557;2.74413;1
284.21457;50.83418;    -0.19557;2.74413;1
284.21633;50.83453;    -0.19556;2.74412;1
284.21809;50.83488;    -0.19556;2.74412;1
284.21985;50.83523;    -0.19557;2.74411;1
284.22161;50.83559;    -0.19558;2.74411;1
284.22337;50.83594;    -0.19561;2.74410;1
284.22513;50.83629;    -0.19564;2.74410;1
284.22689;50.83664;    -0.19569;2.74409;1
284.22865;50.83699;    -0.19574;2.74409;1
284.23040;50.83734;    -0.19579;2.74408;1
284.23216;50.83770;    -0.19583;2.74408;1
284.23392;50.83805;    -0.19586;2.74407;1
284.23568;50.83840;    -0.19586;2.74407;1
284.23744;50.83875;    -0.19585;2.74406;1
284.23920;50.83910;    -0.19581;2.74406;1
284.24096;50.83946;    -0.19577;2.74405;1
284.24271;50.83981;    -0.19572;2.74405;1
284.24447;50.84016;    -0.19567;2.74404;1
284.24623;50.84051;    -0.19564;2.74404;1
284.24799;50.84086;    -0.19561;2.74403;1
284.24974;50.84122;    -0.19558;2.74403;1
284.25150;50.84157;    -0.19557;2.74402;1
284.25326;50.84192;    -0.19555;2.74402;1
284.25502;50.84227;    -0.19554;2.74401;1
284.25677;50.84262;    -0.19554;2.74401;1
284.25853;50.84297;    -0.19553;2.74400;1
284.26029;50.84333;    -0.19552;2.74400;1
284.26205;50.84368;    -0.19551;2.74399;1
284.26381;50.84403;    -0.19549;2.74399;1
284.26557;50.84438;    -0.19548;2.74398;1
284.26733;50.84473;    -0.19548;2.74398;1
284.26909;50.84509;    -0.19548;2.74397;1
