#EXPORTTYPE:DATA ALL
#FILE:Mel_m=3.89ìã_30-600-20 C_5Kmin.ngb-sd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:01
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:
#DATE/TIME:17.06.2026 18:01
#CORR. FILE:
#TEMPCAL:13.02.2020_concavus.ngb-td7
#SENSITIVITY:24.09.2020_sensitivity.ngb-ed7
#LABORATORY:
#OPERATOR:
#REMARK:òèãåëü:  m=23,55 ìã  çàïðåññîâàí  äî ýêñïåð. m=46,05 ìã
#SAMPLE:Mel
#SAMPLE MASS /mg:3.89
#MATERIAL:
#REFERENCE:
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Pan Al, open
#SAMPLE CRUCIBLE MASS /mg:0
#REFERENCE CRUCIBLE MASS /mg:0
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:000
#EXO:-1
#RANGE:30°C/5,0(K/min)/600°C/30,0(K/min)/20°C/
#SEGMENT:S1-2/2
#SEG. 1:30°C/5,0(K/min)/600°C
#SEG. 2:600°C/30,0(K/min)/20°C

##Temp./°C;Time/min;DSC/(mW/mg);Gas Flow(purge2)/(ml/min);Gas Flow(protective)/(ml/min);Sensit./(uV/mW);Segment
 29.58352;  0.17000;    -0.21957;100.00000;150.00000;2.74192;1
 29.58684;  0.17850;    -0.21950;100.00000;150.00000;2.74193;1
 29.59062;  0.18700;    -0.21986;100.00000;150.00000;2.74194;1
 29.59500;  0.19550;    -0.21992;100.00000;150.00000;2.74195;1
 29.59893;  0.20400;    -0.22015;100.00000;150.00000;2.74197;1
 29.60213;  0.21250;    -0.22082;100.00000;150.00000;2.74197;1
 29.60560;  0.22100;    -0.22089;100.00000;150.00000;2.74198;1
 29.60937;  0.22950;    -0.22119;100.00000;150.00000;2.74200;1
 29.61347;  0.23800;    -0.22141;100.00000;150.00000;2.74201;1
 29.61792;  0.24650;    -0.22233;100.00000;150.00000;2.74202;1
 29.62271;  0.25500;    -0.22270;100.00000;150.00000;2.74203;1
 29.62788;  0.26350;    -0.22299;100.00000;150.00000;2.74205;1
 29.63341;  0.27200;    -0.22333;100.00000;150.00000;2.74206;1
 29.63935;  0.28050;    -0.22336;100.00000;150.00000;2.74208;1
 29.64569;  0.28900;    -0.22405;100.00000;150.00000;2.74210;1
 29.65247;  0.29750;    -0.22414;100.00000;150.00000;2.74212;1
 29.65966;  0.30600;    -0.22481;100.00000;150.00000;2.74214;1
 29.66733;  0.31450;    -0.22529;100.00000;150.00000;2.74216;1
 29.67547;  0.32300;    -0.22574;100.00000;150.00000;2.74218;1
 29.68410;  0.33150;    -0.22610;100.00000;150.00000;2.74221;1
 29.69324;  0.34000;    -0.22653;100.00000;150.00000;2.74223;1
 29.70289;  0.34850;    -0.22719;100.00000;150.00000;2.74226;1
 29.71308;  0.35700;    -0.22775;100.00000;150.00000;2.74229;1
 29.72382;  0.36550;    -0.22825;100.00000;150.00000;2.74232;1
 29.73514;  0.37400;    -0.22884;100.00000;150.00000;2.74235;1
 29.74709;  0.38250;    -0.22950;100.00000;150.00000;2.74239;1
 29.75963;  0.39100;    -0.23023;100.00000;150.00000;2.74242;1
 29.77274;  0.39950;    -0.23081;100.00000;150.00000;2.74246;1
 29.78649;  0.40800;    -0.23132;100.00000;150.00000;2.74250;1
 29.80088;  0.41650;    -0.23198;100.00000;150.00000;2.74254;1
 29.81595;  0.42500;    -0.23270;100.00000;150.00000;2.74258;1
 29.83170;  0.43350;    -0.23341;100.00000;150.00000;2.74263;1
 29.84815;  0.44200;    -0.23405;100.00000;150.00000;2.74267;1
 29.86530;  0.45050;    -0.23464;100.00000;150.00000;2.74272;1
